case_id,domain,group_id,target_id,true_label,truth_status,explained_label,feature,rank,file_score_drop_when_occluded,feature_family,is_mechanism_proxy,case_input_mean,source_reference_median_file_mean,predicted_class_source_prototype,prototype_direction_aligned,feature_cn,case_cn
SRC_B_REP,source,source_domain/cwru_12khz_fe/B014_3.mat,,B,known_source,B,impulse_factor,3,0.1272034721885112,impulse,True,14.642915251473456,8.37965542033554,12.943852860608978,True,脉冲因子,源域B代表
SRC_B_REP,source,source_domain/cwru_12khz_fe/B014_3.mat,,B,known_source,B,clearance_factor,4,0.1075369261477044,impulse,True,18.70483341118738,10.386982007023082,16.036893102825047,True,裕度因子,源域B代表
SRC_B_REP,source,source_domain/cwru_12khz_fe/B014_3.mat,,B,known_source,B,kurtosis,5,0.0320869565217389,impulse,True,12.188042657633584,6.102325940378461,12.14569431787212,True,峭度,源域B代表
SRC_N_REP,source,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,,N,known_source,N,rms,1,0.1720000000000001,other,False,0.0602729648454746,0.1714877603899093,0.0607804265872711,True,均方根,源域N代表
SRC_N_REP,source,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,,N,known_source,N,peak_abs,2,0.1666666666666664,other,False,0.2386534552509331,1.3930138947943729,0.2450942465809841,True,绝对峰值,源域N代表
SRC_N_REP,source,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,,N,known_source,N,peak_to_peak,3,0.1500000000000001,other,False,0.4575222226023365,2.674868190476191,0.4687954958474938,True,峰峰值,源域N代表
SRC_N_REP,source,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,,N,known_source,N,std,4,0.1466666666666666,other,False,0.0602437657452345,0.1714874438125389,0.0607664156766351,True,标准差,源域N代表
SRC_N_REP,source,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,,N,known_source,N,envelope_rms,5,0.1439999999999998,other,False,0.085197550292413,0.2425198654038758,0.0859366890070696,True,包络均方根,源域N代表
SRC_OOF_DIFFICULT,source,source_domain/cwru_12khz_fe/OR021@3_2.mat,,OR,known_source,OR,shape_factor,1,0.1998914517268173,other,False,1.286699535846019,1.3752504547460118,1.440029995514724,False,波形因子,历史OOF困难OR
SRC_OOF_DIFFICULT,source,source_domain/cwru_12khz_fe/OR021@3_2.mat,,OR,known_source,OR,envelope_kurtosis,2,0.165312771779877,impulse,True,4.866965860937128,7.7442645022475425,7.416280864335194,True,包络峭度,历史OOF困难OR
SRC_OOF_DIFFICULT,source,source_domain/cwru_12khz_fe/OR021@3_2.mat,,OR,known_source,OR,impulse_factor,3,0.1525514450319554,impulse,True,6.409072234347691,8.37965542033554,8.412561015168379,False,脉冲因子,历史OOF困难OR
SRC_OOF_DIFFICULT,source,source_domain/cwru_12khz_fe/OR021@3_2.mat,,OR,known_source,OR,kurtosis,4,0.148456767948369,impulse,True,3.757749454059757,6.102325940378461,7.113166168102223,False,峭度,历史OOF困难OR
SRC_OOF_DIFFICULT,source,source_domain/cwru_12khz_fe/OR021@3_2.mat,,OR,known_source,OR,crest_factor,5,0.1446849867401234,impulse,True,4.981100057781356,5.9871580812683,5.684296333079407,True,峰值因子,历史OOF困难OR
