relative_path,independent_object_id,subgroup,class_label,load_hp,fault_size_in,outer_race_position_clock,MVP_retain,alternative_retain,decision_reason
source_domain/cwru_12khz_de/IR021_3.mat,source_domain/cwru_12khz_de/IR021_3.mat,source_12khz_de,IR,3.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,source_12khz_de,IR,0.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,source_12khz_de,IR,1.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,source_12khz_de,IR,2.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,source_12khz_de,IR,3.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@12_0.mat,source_domain/cwru_12khz_de/OR007@12_0.mat,source_12khz_de,OR,0.0,0.007,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@12_1.mat,source_domain/cwru_12khz_de/OR007@12_1.mat,source_12khz_de,OR,1.0,0.007,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@12_2.mat,source_domain/cwru_12khz_de/OR007@12_2.mat,source_12khz_de,OR,2.0,0.007,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@12_3.mat,source_domain/cwru_12khz_de/OR007@12_3.mat,source_12khz_de,OR,3.0,0.007,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@3_0.mat,source_domain/cwru_12khz_de/OR007@3_0.mat,source_12khz_de,OR,0.0,0.007,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@3_1.mat,source_domain/cwru_12khz_de/OR007@3_1.mat,source_12khz_de,OR,1.0,0.007,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@3_2.mat,source_domain/cwru_12khz_de/OR007@3_2.mat,source_12khz_de,OR,2.0,0.007,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@3_3.mat,source_domain/cwru_12khz_de/OR007@3_3.mat,source_12khz_de,OR,3.0,0.007,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@6_0.mat,source_domain/cwru_12khz_de/OR007@6_0.mat,source_12khz_de,OR,0.0,0.007,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@6_1.mat,source_domain/cwru_12khz_de/OR007@6_1.mat,source_12khz_de,OR,1.0,0.007,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@6_2.mat,source_domain/cwru_12khz_de/OR007@6_2.mat,source_12khz_de,OR,2.0,0.007,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR007@6_3.mat,source_domain/cwru_12khz_de/OR007@6_3.mat,source_12khz_de,OR,3.0,0.007,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR014@6_0.mat,source_domain/cwru_12khz_de/OR014@6_0.mat,source_12khz_de,OR,0.0,0.014,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR014@6_1.mat,source_domain/cwru_12khz_de/OR014@6_1.mat,source_12khz_de,OR,1.0,0.014,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR014@6_2.mat,source_domain/cwru_12khz_de/OR014@6_2.mat,source_12khz_de,OR,2.0,0.014,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR014@6_3.mat,source_domain/cwru_12khz_de/OR014@6_3.mat,source_12khz_de,OR,3.0,0.014,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@12_0.mat,source_domain/cwru_12khz_de/OR021@12_0.mat,source_12khz_de,OR,0.0,0.021,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@12_1.mat,source_domain/cwru_12khz_de/OR021@12_1.mat,source_12khz_de,OR,1.0,0.021,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@12_2.mat,source_domain/cwru_12khz_de/OR021@12_2.mat,source_12khz_de,OR,2.0,0.021,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@12_3.mat,source_domain/cwru_12khz_de/OR021@12_3.mat,source_12khz_de,OR,3.0,0.021,12.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@3_0.mat,source_domain/cwru_12khz_de/OR021@3_0.mat,source_12khz_de,OR,0.0,0.021,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@3_1.mat,source_domain/cwru_12khz_de/OR021@3_1.mat,source_12khz_de,OR,1.0,0.021,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@3_2.mat,source_domain/cwru_12khz_de/OR021@3_2.mat,source_12khz_de,OR,2.0,0.021,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@3_3.mat,source_domain/cwru_12khz_de/OR021@3_3.mat,source_12khz_de,OR,3.0,0.021,3.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@6_0.mat,source_domain/cwru_12khz_de/OR021@6_0.mat,source_12khz_de,OR,0.0,0.021,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@6_1.mat,source_domain/cwru_12khz_de/OR021@6_1.mat,source_12khz_de,OR,1.0,0.021,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@6_2.mat,source_domain/cwru_12khz_de/OR021@6_2.mat,source_12khz_de,OR,2.0,0.021,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/OR021@6_3.mat,source_domain/cwru_12khz_de/OR021@6_3.mat,source_12khz_de,OR,3.0,0.021,6.0,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_48khz_de/B007_0.mat,source_domain/cwru_48khz_de/B007_0.mat,source_48khz_de,B,0.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B007_1.mat,source_domain/cwru_48khz_de/B007_1.mat,source_48khz_de,B,1.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B007_2.mat,source_domain/cwru_48khz_de/B007_2.mat,source_48khz_de,B,2.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B007_3.mat,source_domain/cwru_48khz_de/B007_3.mat,source_48khz_de,B,3.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B014_0.mat,source_domain/cwru_48khz_de/B014_0.mat,source_48khz_de,B,0.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B014_1.mat,source_domain/cwru_48khz_de/B014_1.mat,source_48khz_de,B,1.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B014_2.mat,source_domain/cwru_48khz_de/B014_2.mat,source_48khz_de,B,2.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B014_3.mat,source_domain/cwru_48khz_de/B014_3.mat,source_48khz_de,B,3.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B021_0.mat,source_domain/cwru_48khz_de/B021_0.mat,source_48khz_de,B,0.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B021_1.mat,source_domain/cwru_48khz_de/B021_1.mat,source_48khz_de,B,1.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B021_2.mat,source_domain/cwru_48khz_de/B021_2.mat,source_48khz_de,B,2.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/B021_3.mat,source_domain/cwru_48khz_de/B021_3.mat,source_48khz_de,B,3.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR007_0.mat,source_domain/cwru_48khz_de/IR007_0.mat,source_48khz_de,IR,0.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR007_1.mat,source_domain/cwru_48khz_de/IR007_1.mat,source_48khz_de,IR,1.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR007_2.mat,source_domain/cwru_48khz_de/IR007_2.mat,source_48khz_de,IR,2.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR007_3.mat,source_domain/cwru_48khz_de/IR007_3.mat,source_48khz_de,IR,3.0,0.007,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR014_0.mat,source_domain/cwru_48khz_de/IR014_0.mat,source_48khz_de,IR,0.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR014_1.mat,source_domain/cwru_48khz_de/IR014_1.mat,source_48khz_de,IR,1.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR014_2.mat,source_domain/cwru_48khz_de/IR014_2.mat,source_48khz_de,IR,2.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR014_3.mat,source_domain/cwru_48khz_de/IR014_3.mat,source_48khz_de,IR,3.0,0.014,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR021_0.mat,source_domain/cwru_48khz_de/IR021_0.mat,source_48khz_de,IR,0.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR021_1.mat,source_domain/cwru_48khz_de/IR021_1.mat,source_48khz_de,IR,1.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR021_2.mat,source_domain/cwru_48khz_de/IR021_2.mat,source_48khz_de,IR,2.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/IR021_3.mat,source_domain/cwru_48khz_de/IR021_3.mat,source_48khz_de,IR,3.0,0.021,,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@12_0.mat,source_domain/cwru_48khz_de/OR007@12_0.mat,source_48khz_de,OR,0.0,0.007,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@12_1.mat,source_domain/cwru_48khz_de/OR007@12_1.mat,source_48khz_de,OR,1.0,0.007,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@12_2.mat,source_domain/cwru_48khz_de/OR007@12_2.mat,source_48khz_de,OR,2.0,0.007,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@12_3.mat,source_domain/cwru_48khz_de/OR007@12_3.mat,source_48khz_de,OR,3.0,0.007,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@3_0.mat,source_domain/cwru_48khz_de/OR007@3_0.mat,source_48khz_de,OR,0.0,0.007,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@3_1.mat,source_domain/cwru_48khz_de/OR007@3_1.mat,source_48khz_de,OR,1.0,0.007,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@3_2.mat,source_domain/cwru_48khz_de/OR007@3_2.mat,source_48khz_de,OR,2.0,0.007,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@3_3.mat,source_domain/cwru_48khz_de/OR007@3_3.mat,source_48khz_de,OR,3.0,0.007,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@6_0.mat,source_domain/cwru_48khz_de/OR007@6_0.mat,source_48khz_de,OR,0.0,0.007,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@6_1.mat,source_domain/cwru_48khz_de/OR007@6_1.mat,source_48khz_de,OR,1.0,0.007,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@6_2.mat,source_domain/cwru_48khz_de/OR007@6_2.mat,source_48khz_de,OR,2.0,0.007,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR007@6_3.mat,source_domain/cwru_48khz_de/OR007@6_3.mat,source_48khz_de,OR,3.0,0.007,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR014@6_0.mat,source_domain/cwru_48khz_de/OR014@6_0.mat,source_48khz_de,OR,0.0,0.014,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR014@6_1.mat,source_domain/cwru_48khz_de/OR014@6_1.mat,source_48khz_de,OR,1.0,0.014,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR014@6_2.mat,source_domain/cwru_48khz_de/OR014@6_2.mat,source_48khz_de,OR,2.0,0.014,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR014@6_3.mat,source_domain/cwru_48khz_de/OR014@6_3.mat,source_48khz_de,OR,3.0,0.014,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@12_0.mat,source_domain/cwru_48khz_de/OR021@12_0.mat,source_48khz_de,OR,0.0,0.021,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@12_1.mat,source_domain/cwru_48khz_de/OR021@12_1.mat,source_48khz_de,OR,1.0,0.021,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@12_2.mat,source_domain/cwru_48khz_de/OR021@12_2.mat,source_48khz_de,OR,2.0,0.021,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@12_3.mat,source_domain/cwru_48khz_de/OR021@12_3.mat,source_48khz_de,OR,3.0,0.021,12.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@3_0.mat,source_domain/cwru_48khz_de/OR021@3_0.mat,source_48khz_de,OR,0.0,0.021,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@3_1.mat,source_domain/cwru_48khz_de/OR021@3_1.mat,source_48khz_de,OR,1.0,0.021,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@3_2.mat,source_domain/cwru_48khz_de/OR021@3_2.mat,source_48khz_de,OR,2.0,0.021,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@3_3.mat,source_domain/cwru_48khz_de/OR021@3_3.mat,source_48khz_de,OR,3.0,0.021,3.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@6_0.mat,source_domain/cwru_48khz_de/OR021@6_0.mat,source_48khz_de,OR,0.0,0.021,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@6_1.mat,source_domain/cwru_48khz_de/OR021@6_1.mat,source_48khz_de,OR,1.0,0.021,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@6_2.mat,source_domain/cwru_48khz_de/OR021@6_2.mat,source_48khz_de,OR,2.0,0.021,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
source_domain/cwru_48khz_de/OR021@6_3.mat,source_domain/cwru_48khz_de/OR021@6_3.mat,source_48khz_de,OR,3.0,0.021,6.0,False,False,EXCLUDE_FROM_MVP_AND_ALT: lower-ranked fault acquisition subgroup; no individual-file cherry-picking
