sample_id,stage,frequency_hz,psd,view_cn
B_difficult_B014_2,primary_processed,70.3125,5.011151340383957e-09,主信号功率谱
B_difficult_B014_2,primary_processed,73.2421875,5.290462187459336e-09,主信号功率谱
B_difficult_B014_2,primary_processed,76.171875,3.973442096196119e-09,主信号功率谱
B_difficult_B014_2,primary_processed,79.1015625,2.047272955420545e-09,主信号功率谱
B_difficult_B014_2,primary_processed,82.03125,1.9732031166434963e-09,主信号功率谱
B_difficult_B014_2,primary_processed,84.9609375,2.7452559366968722e-08,主信号功率谱
B_difficult_B014_2,primary_processed,87.890625,8.635311077221497e-08,主信号功率谱
B_difficult_B014_2,primary_processed,90.8203125,2.5538356013840764e-08,主信号功率谱
B_difficult_B014_2,primary_processed,93.75,3.3221354477284823e-09,主信号功率谱
B_difficult_B014_2,primary_processed,96.6796875,2.7493286936348464e-08,主信号功率谱
B_difficult_B014_2,primary_processed,99.609375,9.098413980579769e-08,主信号功率谱
B_difficult_B014_2,primary_processed,102.5390625,1.1601940341511544e-07,主信号功率谱
B_difficult_B014_2,primary_processed,105.46875,2.8349762341168615e-07,主信号功率谱
B_difficult_B014_2,primary_processed,108.3984375,6.214926691293008e-08,主信号功率谱
B_difficult_B014_2,primary_processed,111.328125,2.5686707845739614e-08,主信号功率谱
B_difficult_B014_2,primary_processed,114.2578125,1.814790747876271e-07,主信号功率谱
B_difficult_B014_2,primary_processed,117.1875,3.160357661840747e-07,主信号功率谱
B_difficult_B014_2,primary_processed,120.1171875,7.185494679137995e-08,主信号功率谱
B_difficult_B014_2,primary_processed,123.046875,1.9191063665707727e-08,主信号功率谱
B_difficult_B014_2,primary_processed,125.9765625,5.7176735443741584e-08,主信号功率谱
B_difficult_B014_2,primary_processed,128.90625,1.6651437977059098e-07,主信号功率谱
B_difficult_B014_2,primary_processed,131.8359375,7.87606667934253e-08,主信号功率谱
B_difficult_B014_2,primary_processed,134.765625,4.4552255471369765e-08,主信号功率谱
B_difficult_B014_2,primary_processed,137.6953125,4.707549055775796e-08,主信号功率谱
B_difficult_B014_2,primary_processed,140.625,1.102404859473706e-06,主信号功率谱
B_difficult_B014_2,primary_processed,143.5546875,9.981441889878545e-06,主信号功率谱
B_difficult_B014_2,primary_processed,146.484375,5.268119811436481e-06,主信号功率谱
B_difficult_B014_2,primary_processed,149.4140625,9.88726240546995e-08,主信号功率谱
B_difficult_B014_2,primary_processed,152.34375,3.8493911033461866e-08,主信号功率谱
B_difficult_B014_2,primary_processed,155.2734375,2.0073678421171992e-05,主信号功率谱
B_difficult_B014_2,primary_processed,158.203125,6.208724278716936e-05,主信号功率谱
B_difficult_B014_2,primary_processed,161.1328125,1.1768336219831791e-05,主信号功率谱
B_difficult_B014_2,primary_processed,164.0625,6.162602680950375e-08,主信号功率谱
B_difficult_B014_2,primary_processed,166.9921875,3.1240648845537764e-08,主信号功率谱
B_difficult_B014_2,primary_processed,169.921875,7.647084396467637e-08,主信号功率谱
B_difficult_B014_2,primary_processed,172.8515625,2.368214015630847e-07,主信号功率谱
B_difficult_B014_2,primary_processed,175.78125,3.162157232151974e-07,主信号功率谱
B_difficult_B014_2,primary_processed,178.7109375,1.043095225973247e-07,主信号功率谱
B_difficult_B014_2,primary_processed,181.640625,5.6534710630662216e-08,主信号功率谱
B_difficult_B014_2,primary_processed,184.5703125,1.6632570116702905e-06,主信号功率谱
B_difficult_B014_2,primary_processed,187.5,4.79484831203211e-06,主信号功率谱
B_difficult_B014_2,primary_processed,190.4296875,8.936717710796082e-07,主信号功率谱
B_difficult_B014_2,primary_processed,193.359375,1.672148997552299e-08,主信号功率谱
B_difficult_B014_2,primary_processed,196.2890625,2.1033117607628642e-08,主信号功率谱
B_difficult_B014_2,primary_processed,199.21875,3.608871184708823e-08,主信号功率谱
B_difficult_B014_2,primary_processed,202.1484375,1.2728594874035088e-07,主信号功率谱
B_difficult_B014_2,primary_processed,205.078125,1.0051540447561697e-07,主信号功率谱
B_difficult_B014_2,primary_processed,208.0078125,1.2194479676370349e-07,主信号功率谱
B_difficult_B014_2,primary_processed,210.9375,2.340171113632197e-07,主信号功率谱
B_difficult_B014_2,primary_processed,213.8671875,2.7658390104253336e-07,主信号功率谱
B_difficult_B014_2,primary_processed,216.796875,7.216374792825781e-07,主信号功率谱
B_difficult_B014_2,primary_processed,219.7265625,5.684364318235633e-07,主信号功率谱
B_difficult_B014_2,primary_processed,222.65625,1.4998536798581245e-06,主信号功率谱
B_difficult_B014_2,primary_processed,225.5859375,3.1402215795589795e-06,主信号功率谱
B_difficult_B014_2,primary_processed,228.515625,1.8504605452279692e-06,主信号功率谱
B_difficult_B014_2,primary_processed,231.4453125,6.238032463896816e-07,主信号功率谱
B_difficult_B014_2,primary_processed,234.375,2.8578061468156576e-07,主信号功率谱
B_difficult_B014_2,primary_processed,237.3046875,1.656709830678999e-07,主信号功率谱
B_difficult_B014_2,primary_processed,240.234375,1.392275999682414e-07,主信号功率谱
B_difficult_B014_2,primary_processed,243.1640625,1.755579820833781e-07,主信号功率谱
B_difficult_B014_2,primary_processed,246.09375,1.258959157651649e-07,主信号功率谱
B_difficult_B014_2,primary_processed,249.0234375,7.227598313531323e-08,主信号功率谱
B_difficult_B014_2,primary_processed,251.953125,3.179192958359227e-08,主信号功率谱
B_difficult_B014_2,primary_processed,254.8828125,2.5633765799316585e-08,主信号功率谱
B_difficult_B014_2,primary_processed,257.8125,8.705521773559307e-08,主信号功率谱
B_difficult_B014_2,primary_processed,260.7421875,8.605613543658362e-08,主信号功率谱
B_difficult_B014_2,primary_processed,263.671875,2.733900492489453e-08,主信号功率谱
B_difficult_B014_2,primary_processed,266.6015625,1.8820237759827592e-08,主信号功率谱
B_difficult_B014_2,primary_processed,269.53125,4.8026208907821606e-08,主信号功率谱
B_difficult_B014_2,primary_processed,272.4609375,1.020428685996685e-07,主信号功率谱
B_difficult_B014_2,primary_processed,275.390625,6.010862198491153e-08,主信号功率谱
B_difficult_B014_2,primary_processed,278.3203125,2.41282898736816e-08,主信号功率谱
B_difficult_B014_2,primary_processed,281.25,2.51856138403937e-08,主信号功率谱
B_difficult_B014_2,primary_processed,284.1796875,2.2952173959400482e-08,主信号功率谱
B_difficult_B014_2,primary_processed,287.109375,3.5195404513663915e-08,主信号功率谱
B_difficult_B014_2,primary_processed,290.0390625,4.3163050954121473e-08,主信号功率谱
B_difficult_B014_2,primary_processed,292.96875,5.3969810891554235e-08,主信号功率谱
B_difficult_B014_2,primary_processed,295.8984375,3.080079389497766e-08,主信号功率谱
B_difficult_B014_2,primary_processed,298.828125,1.1747554372754313e-07,主信号功率谱
B_difficult_B014_2,primary_processed,301.7578125,2.3776361608574945e-07,主信号功率谱
B_difficult_B014_2,primary_processed,304.6875,7.239514314695804e-08,主信号功率谱
B_difficult_B014_2,primary_processed,307.6171875,2.78327544381204e-08,主信号功率谱
B_difficult_B014_2,primary_processed,310.546875,3.5288862945592584e-08,主信号功率谱
B_difficult_B014_2,primary_processed,313.4765625,8.641539827005113e-08,主信号功率谱
B_difficult_B014_2,primary_processed,316.40625,1.41766647091724e-07,主信号功率谱
B_difficult_B014_2,primary_processed,319.3359375,1.58450272747906e-07,主信号功率谱
B_difficult_B014_2,primary_processed,322.265625,1.0941312362229597e-07,主信号功率谱
B_difficult_B014_2,primary_processed,325.1953125,1.1710576777337375e-07,主信号功率谱
B_difficult_B014_2,primary_processed,328.125,3.514102428155973e-07,主信号功率谱
B_difficult_B014_2,primary_processed,331.0546875,7.825791774386408e-07,主信号功率谱
B_difficult_B014_2,primary_processed,333.984375,3.835039286345261e-07,主信号功率谱
B_difficult_B014_2,primary_processed,336.9140625,3.882300810850784e-07,主信号功率谱
B_difficult_B014_2,primary_processed,339.84375,3.478931273976025e-07,主信号功率谱
B_difficult_B014_2,primary_processed,342.7734375,6.045066499502529e-07,主信号功率谱
B_difficult_B014_2,primary_processed,345.703125,1.3703035441181594e-06,主信号功率谱
B_difficult_B014_2,primary_processed,348.6328125,4.329842910897654e-06,主信号功率谱
B_difficult_B014_2,primary_processed,351.5625,2.3896218800085945e-06,主信号功率谱
B_difficult_B014_2,primary_processed,354.4921875,3.907162012907077e-07,主信号功率谱
B_difficult_B014_2,primary_processed,357.421875,1.044179071837636e-05,主信号功率谱
B_difficult_B014_2,primary_processed,360.3515625,2.8004892105252648e-05,主信号功率谱
B_difficult_B014_2,primary_processed,363.28125,5.193420775653901e-06,主信号功率谱
B_difficult_B014_2,primary_processed,366.2109375,3.853830763203498e-07,主信号功率谱
B_difficult_B014_2,primary_processed,369.140625,3.1310704789155576e-07,主信号功率谱
B_difficult_B014_2,primary_processed,372.0703125,2.099358847871617e-07,主信号功率谱
B_difficult_B014_2,primary_processed,375.0,1.4964890490116713e-07,主信号功率谱
B_difficult_B014_2,primary_processed,377.9296875,1.7882396734616715e-07,主信号功率谱
B_difficult_B014_2,primary_processed,380.859375,3.609112702522708e-07,主信号功率谱
B_difficult_B014_2,primary_processed,383.7890625,4.188387340694623e-07,主信号功率谱
B_difficult_B014_2,primary_processed,386.71875,5.251985320607874e-06,主信号功率谱
B_difficult_B014_2,primary_processed,389.6484375,1.3203625597296255e-05,主信号功率谱
B_difficult_B014_2,primary_processed,392.578125,3.6004867523840645e-06,主信号功率谱
B_difficult_B014_2,primary_processed,395.5078125,1.351443825662328e-06,主信号功率谱
B_difficult_B014_2,primary_processed,398.4375,1.4219972326487563e-06,主信号功率谱
B_difficult_B014_2,primary_processed,401.3671875,1.5425999036618822e-06,主信号功率谱
B_difficult_B014_2,primary_processed,404.296875,3.578935055416521e-06,主信号功率谱
B_difficult_B014_2,primary_processed,407.2265625,1.2548080525749708e-05,主信号功率谱
B_difficult_B014_2,primary_processed,410.15625,7.618300143866524e-06,主信号功率谱
B_difficult_B014_2,primary_processed,413.0859375,4.749734920740413e-06,主信号功率谱
B_difficult_B014_2,primary_processed,416.015625,3.88099796084761e-05,主信号功率谱
B_difficult_B014_2,primary_processed,418.9453125,8.628643634506286e-05,主信号功率谱
B_difficult_B014_2,primary_processed,421.875,1.439614353567663e-05,主信号功率谱
B_difficult_B014_2,primary_processed,424.8046875,1.491803634143926e-06,主信号功率谱
B_difficult_B014_2,primary_processed,427.734375,9.104523860445732e-07,主信号功率谱
B_difficult_B014_2,primary_processed,430.6640625,6.060515788470136e-07,主信号功率谱
B_difficult_B014_2,primary_processed,433.59375,4.197634561754229e-07,主信号功率谱
B_difficult_B014_2,primary_processed,436.5234375,4.536360101467878e-07,主信号功率谱
B_difficult_B014_2,primary_processed,439.453125,5.647045486069289e-07,主信号功率谱
B_difficult_B014_2,primary_processed,442.3828125,3.010246217202629e-07,主信号功率谱
B_difficult_B014_2,primary_processed,445.3125,2.0284352956336206e-06,主信号功率谱
B_difficult_B014_2,primary_processed,448.2421875,4.450053464487147e-06,主信号功率谱
B_difficult_B014_2,primary_processed,451.171875,9.774146864177057e-07,主信号功率谱
B_difficult_B014_2,primary_processed,454.1015625,3.1783220209820905e-07,主信号功率谱
B_difficult_B014_2,primary_processed,457.03125,2.616843680234864e-07,主信号功率谱
B_difficult_B014_2,primary_processed,459.9609375,3.305670502247349e-07,主信号功率谱
B_difficult_B014_2,primary_processed,462.890625,2.56024275563222e-07,主信号功率谱
B_difficult_B014_2,primary_processed,465.8203125,3.2435366855637177e-07,主信号功率谱
B_difficult_B014_2,primary_processed,468.75,2.3098294338933282e-07,主信号功率谱
B_difficult_B014_2,primary_processed,471.6796875,1.409718464029239e-07,主信号功率谱
B_difficult_B014_2,primary_processed,474.609375,2.476349731137859e-07,主信号功率谱
B_difficult_B014_2,primary_processed,477.5390625,3.915487068951002e-07,主信号功率谱
B_difficult_B014_2,primary_processed,480.46875,1.5228786585813284e-07,主信号功率谱
B_difficult_B014_2,primary_processed,483.3984375,7.657200956088609e-08,主信号功率谱
B_difficult_B014_2,primary_processed,486.328125,9.244585738890316e-08,主信号功率谱
B_difficult_B014_2,primary_processed,489.2578125,1.0100084230197053e-07,主信号功率谱
B_difficult_B014_2,primary_processed,492.1875,8.915111926133123e-08,主信号功率谱
B_difficult_B014_2,primary_processed,495.1171875,3.273065951157663e-07,主信号功率谱
B_difficult_B014_2,primary_processed,498.046875,5.561780594513414e-07,主信号功率谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,0.0,0.0003878090894565,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,2.9296875,0.0004313603180954,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,5.859375,0.0002541798214547,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,8.7890625,0.0020149736151506,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,11.71875,0.0040496139114438,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,14.6484375,0.0006042545098948,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,17.578125,0.0003217030379634,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,20.5078125,0.0011899347071129,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,23.4375,0.0012699575802976,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,26.3671875,0.0001340142641059,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,29.296875,0.0001100417059585,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,32.2265625,0.0001776474129235,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,35.15625,0.0001185161266113,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,38.0859375,3.870721329340442e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,41.015625,4.9583859064514304e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,43.9453125,4.487907554269052e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,46.875,3.975274386081565e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,49.8046875,3.708713476622151e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,52.734375,4.86336238240325e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,55.6640625,8.049831337820604e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,58.59375,6.508382795548237e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,61.5234375,4.149218465763073e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,64.453125,4.816225033632509e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,67.3828125,5.334114217456576e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,70.3125,2.4332957951750903e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,73.2421875,1.3494177316483172e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,76.171875,2.008661339952059e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,79.1015625,2.2701830906447432e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,82.03125,1.9358112040246564e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,84.9609375,2.321349560934701e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,87.890625,6.542143531100261e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,90.8203125,7.747464290318361e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,93.75,8.799589061116807e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,96.6796875,0.0001014519666688,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,99.609375,0.0001760321010115,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,102.5390625,0.0001289513329831,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,105.46875,0.0001305481892193,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,108.3984375,0.0003841919310755,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,111.328125,0.0007083621167817,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,114.2578125,0.0005494939553935,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,117.1875,0.0003270508692556,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,120.1171875,0.0002046976393812,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,123.046875,0.0002225749656449,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,125.9765625,0.0002230944830763,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,128.90625,0.0001623603665558,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,131.8359375,0.0001070901544643,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,134.765625,8.517322976402807e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,137.6953125,7.132684479304501e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,140.625,4.4575315138068425e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,143.5546875,2.869128519891444e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,146.484375,2.799311535692606e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,149.4140625,2.601430640381797e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,152.34375,1.856849448324543e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,155.2734375,1.4798284634341615e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,158.203125,1.46615961035526e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,161.1328125,1.3207176902859209e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,164.0625,1.864466990135198e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,166.9921875,2.6926517751685132e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,169.921875,3.291990490870221e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,172.8515625,2.9285621141235145e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,175.78125,1.8818941859619317e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,178.7109375,1.9849135795431024e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,181.640625,1.9530202599979424e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,184.5703125,1.5648630162047665e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,187.5,1.0409720952206344e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,190.4296875,8.007341584224684e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,193.359375,7.666573531230174e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,196.2890625,9.152404523559526e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,199.21875,1.6029752231798534e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,202.1484375,1.237832608758552e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,205.078125,1.0759426259152656e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,208.0078125,1.2173903402793068e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,210.9375,1.460853376847229e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,213.8671875,1.501424857426484e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,216.796875,1.3113468886693122e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,219.7265625,3.186109163548511e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,222.65625,7.352111943034215e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,225.5859375,0.000122760459771,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,228.515625,7.953706468889308e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,231.4453125,5.895298233020033e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,234.375,5.931801962106541e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,237.3046875,6.372436618533081e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,240.234375,4.748256451928218e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,243.1640625,3.218603102398374e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,246.09375,5.039454290548222e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,249.0234375,5.963654378289619e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,251.953125,4.29437312089965e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,254.8828125,3.0775481593602544e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,257.8125,4.281479939031149e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,260.7421875,4.500016923039418e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,263.671875,3.1675778513018385e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,266.6015625,2.002257083289162e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,269.53125,2.434079200367008e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,272.4609375,1.790476408072372e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,275.390625,1.1944484848609894e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,278.3203125,1.0239598334239042e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,281.25,1.1043311086362812e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,284.1796875,9.777324470131244e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,287.109375,1.1363412714851257e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,290.0390625,1.0371481771431003e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,292.96875,9.323469296266526e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,295.8984375,9.875783711854662e-06,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,298.828125,1.1509443418731023e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,301.7578125,1.1439809398434156e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,304.6875,1.287857377767474e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,307.6171875,1.617071481100075e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,310.546875,1.6366480729818253e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,313.4765625,1.7777280310586004e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,316.40625,1.2302925700703347e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,319.3359375,1.4000043233433633e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,322.265625,1.346604832704771e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,325.1953125,1.185705587048516e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,328.125,1.5881100809705235e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,331.0546875,2.5378756561521063e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,333.984375,6.063046396386065e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,336.9140625,0.0001314687357231,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,339.84375,0.0001302084841159,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,342.7734375,0.0001030043092636,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,345.703125,7.507031751973911e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,348.6328125,9.591007087326454e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,351.5625,9.840196941807391e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,354.4921875,8.259118316697952e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,357.421875,6.821346023458194e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,360.3515625,8.0768437286723e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,363.28125,9.37423284073418e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,366.2109375,6.241240870113158e-05,Hilbert包络谱
B_difficult_B014_2,hilbert_envelope_no_bandpass,369.140625,3.993552840363389e-05,Hilbert包络谱
