relative_path,subgroup,signal_var,native_points,native_fs_hz,status
source_domain/cwru_12khz_de/OR021@3_0.mat,source_12khz_de,X246_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@3_1.mat,source_12khz_de,X247_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@3_2.mat,source_12khz_de,X248_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@3_3.mat,source_12khz_de,X249_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@6_0.mat,source_12khz_de,X234_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@6_1.mat,source_12khz_de,X235_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@6_2.mat,source_12khz_de,X236_DE_time,96000,12000,OK
source_domain/cwru_12khz_de/OR021@6_3.mat,source_12khz_de,X237_DE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B007_0.mat,source_12khz_fe,X282_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B014_1.mat,source_12khz_fe,X287_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B014_2.mat,source_12khz_fe,X288_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B014_3.mat,source_12khz_fe,X289_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B021_0.mat,source_12khz_fe,X290_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B021_1.mat,source_12khz_fe,X291_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B021_2.mat,source_12khz_fe,X292_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/B021_3.mat,source_12khz_fe,X293_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR007_0.mat,source_12khz_fe,X278_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR007_1.mat,source_12khz_fe,X279_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR007_2.mat,source_12khz_fe,X280_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR007_3.mat,source_12khz_fe,X281_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR014_0.mat,source_12khz_fe,X274_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR014_1.mat,source_12khz_fe,X275_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR014_2.mat,source_12khz_fe,X276_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR014_3.mat,source_12khz_fe,X277_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR021_0.mat,source_12khz_fe,X270_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR021_1.mat,source_12khz_fe,X271_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR021_2.mat,source_12khz_fe,X272_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/IR021_3.mat,source_12khz_fe,X273_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@12_0.mat,source_12khz_fe,X302_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@12_1.mat,source_12khz_fe,X305_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@12_2.mat,source_12khz_fe,X306_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@12_3.mat,source_12khz_fe,X307_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@3_0.mat,source_12khz_fe,X298_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@3_1.mat,source_12khz_fe,X299_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@3_2.mat,source_12khz_fe,X300_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@3_3.mat,source_12khz_fe,X301_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@6_0.mat,source_12khz_fe,X294_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@6_1.mat,source_12khz_fe,X295_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@6_2.mat,source_12khz_fe,X296_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR007@6_3.mat,source_12khz_fe,X297_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR014@3_0.mat,source_12khz_fe,X310_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR014@3_1.mat,source_12khz_fe,X309_FE_time,121168,12000,OK
source_domain/cwru_12khz_fe/OR014@3_2.mat,source_12khz_fe,X311_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR014@3_3.mat,source_12khz_fe,X312_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR014@6_0.mat,source_12khz_fe,X313_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR021@3_1.mat,source_12khz_fe,X316_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR021@3_2.mat,source_12khz_fe,X317_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR021@3_3.mat,source_12khz_fe,X318_FE_time,96000,12000,OK
source_domain/cwru_12khz_fe/OR021@6_0.mat,source_12khz_fe,X315_FE_time,96000,12000,OK
source_domain/cwru_48khz_de/B007_0.mat,source_48khz_de,X122_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B007_1.mat,source_48khz_de,X123_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B007_2.mat,source_48khz_de,X124_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B007_3.mat,source_48khz_de,X125_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B014_0.mat,source_48khz_de,X189_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B014_1.mat,source_48khz_de,X190_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B014_2.mat,source_48khz_de,X191_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B014_3.mat,source_48khz_de,X192_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B021_0.mat,source_48khz_de,X226_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B021_1.mat,source_48khz_de,X227_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B021_2.mat,source_48khz_de,X228_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/B021_3.mat,source_48khz_de,X229_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR007_0.mat,source_48khz_de,X109_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR007_1.mat,source_48khz_de,X110_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR007_2.mat,source_48khz_de,X111_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR007_3.mat,source_48khz_de,X112_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR014_0.mat,source_48khz_de,X173_DE_time,63788,48000,OK
source_domain/cwru_48khz_de/IR014_1.mat,source_48khz_de,X175_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR014_2.mat,source_48khz_de,X176_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR014_3.mat,source_48khz_de,X177_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR021_0.mat,source_48khz_de,X213_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR021_1.mat,source_48khz_de,X214_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR021_2.mat,source_48khz_de,X215_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/IR021_3.mat,source_48khz_de,X217_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@12_0.mat,source_48khz_de,X161_DE_time,129969,48000,OK
source_domain/cwru_48khz_de/OR007@12_1.mat,source_48khz_de,X162_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@12_2.mat,source_48khz_de,X163_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@12_3.mat,source_48khz_de,X164_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@3_0.mat,source_48khz_de,X148_DE_time,124602,48000,OK
source_domain/cwru_48khz_de/OR007@3_1.mat,source_48khz_de,X149_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@3_2.mat,source_48khz_de,X150_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@3_3.mat,source_48khz_de,X151_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@6_0.mat,source_48khz_de,X135_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@6_1.mat,source_48khz_de,X136_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@6_2.mat,source_48khz_de,X137_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR007@6_3.mat,source_48khz_de,X138_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR014@6_0.mat,source_48khz_de,X201_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR014@6_1.mat,source_48khz_de,X202_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR014@6_2.mat,source_48khz_de,X203_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR014@6_3.mat,source_48khz_de,X204_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@12_0.mat,source_48khz_de,X262_DE_time,130549,48000,OK
source_domain/cwru_48khz_de/OR021@12_1.mat,source_48khz_de,X263_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@12_2.mat,source_48khz_de,X264_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@12_3.mat,source_48khz_de,X265_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@3_0.mat,source_48khz_de,X250_DE_time,128663,48000,OK
source_domain/cwru_48khz_de/OR021@3_1.mat,source_48khz_de,X251_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@3_2.mat,source_48khz_de,X252_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@3_3.mat,source_48khz_de,X253_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@6_0.mat,source_48khz_de,X238_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@6_1.mat,source_48khz_de,X239_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@6_2.mat,source_48khz_de,X240_DE_time,192000,48000,OK
source_domain/cwru_48khz_de/OR021@6_3.mat,source_48khz_de,X241_DE_time,192000,48000,OK
source_domain/cwru_48khz_normal/N_0.mat,source_48khz_normal,X097_DE_time,243938,48000,OK
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,source_48khz_normal,X098_DE_time,384000,48000,OK
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,source_48khz_normal,X099_DE_time,384000,48000,OK
source_domain/cwru_48khz_normal/N_3.mat,source_48khz_normal,X100_DE_time,384000,48000,OK
target_domain/train_bearing_a_to_p/A.mat,target_32khz,A,256000,32000,OK
target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,256000,32000,OK
target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,256000,32000,OK
target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,256000,32000,OK
target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,256000,32000,OK
target_domain/train_bearing_a_to_p/F.mat,target_32khz,F,256000,32000,OK
target_domain/train_bearing_a_to_p/G.mat,target_32khz,G,256000,32000,OK
target_domain/train_bearing_a_to_p/H.mat,target_32khz,H,256000,32000,OK
target_domain/train_bearing_a_to_p/I.mat,target_32khz,I,256000,32000,OK
target_domain/train_bearing_a_to_p/J.mat,target_32khz,J,256000,32000,OK
target_domain/train_bearing_a_to_p/K.mat,target_32khz,K,256000,32000,OK
target_domain/train_bearing_a_to_p/L.mat,target_32khz,L,256000,32000,OK
target_domain/train_bearing_a_to_p/M.mat,target_32khz,M,256000,32000,OK
target_domain/train_bearing_a_to_p/N.mat,target_32khz,N,256000,32000,OK
target_domain/train_bearing_a_to_p/O.mat,target_32khz,O,256000,32000,OK
target_domain/train_bearing_a_to_p/P.mat,target_32khz,P,256000,32000,OK
