window_id,group_id
WIN-5ff1104c2d9836b2a716,source_domain/cwru_12khz_fe/B014_1.mat
WIN-7743e9ef6f07f0097f12,source_domain/cwru_12khz_fe/B014_1.mat
WIN-8f186ca87b313d6e1e73,source_domain/cwru_12khz_fe/B014_1.mat
WIN-a04628c5fb57bb17a157,source_domain/cwru_12khz_fe/B014_1.mat
WIN-686a8465e68783e11ea5,source_domain/cwru_12khz_fe/B014_1.mat
WIN-8a4f533e2f54ce9d3b3d,source_domain/cwru_12khz_fe/B014_1.mat
WIN-5945b88ef9480f2adb32,source_domain/cwru_12khz_fe/B014_1.mat
WIN-81b730060fb0f9f3e062,source_domain/cwru_12khz_fe/B014_1.mat
WIN-a757e773381cfe600bc9,source_domain/cwru_12khz_fe/B014_1.mat
WIN-3bd82ba106cb26f6464e,source_domain/cwru_12khz_fe/B014_1.mat
WIN-48c1ad389c8d5489ec76,source_domain/cwru_12khz_fe/B014_1.mat
WIN-ad2f3523d4f033a46aeb,source_domain/cwru_12khz_fe/B014_2.mat
WIN-900d674f1e8f1a8d9ff9,source_domain/cwru_12khz_fe/B014_2.mat
WIN-8138d88731735b2e8334,source_domain/cwru_12khz_fe/B014_2.mat
WIN-28b607de24710b94389b,source_domain/cwru_12khz_fe/B014_2.mat
WIN-af27ccea3ef66e070230,source_domain/cwru_12khz_fe/B014_2.mat
WIN-a5f4b9487c91c5df82b1,source_domain/cwru_12khz_fe/B014_2.mat
WIN-dc43e05f3f0d9055c984,source_domain/cwru_12khz_fe/B014_2.mat
WIN-f71b9d992459d01d5b57,source_domain/cwru_12khz_fe/B014_2.mat
WIN-c99d320ce097697af301,source_domain/cwru_12khz_fe/B014_2.mat
WIN-268397442b83a1f7b44e,source_domain/cwru_12khz_fe/B014_2.mat
WIN-a6b3061c0a348b45bdc6,source_domain/cwru_12khz_fe/B014_2.mat
WIN-557bc71ff309dd260278,source_domain/cwru_12khz_fe/B014_2.mat
WIN-7f27102c94739b8c7b77,source_domain/cwru_12khz_fe/B014_2.mat
WIN-c1f19708361dfef88843,source_domain/cwru_12khz_fe/B014_2.mat
WIN-5227e0521be27aae84c5,source_domain/cwru_12khz_fe/B014_2.mat
WIN-25c24932c6ba90148763,source_domain/cwru_12khz_fe/B014_3.mat
WIN-fbf0bf5d0844273a42a6,source_domain/cwru_12khz_fe/B014_3.mat
WIN-e28340f0d7d9453a9caa,source_domain/cwru_12khz_fe/B014_3.mat
WIN-f77c4cc3d3a83b436b63,source_domain/cwru_12khz_fe/B014_3.mat
WIN-42ef98b4686408af7196,source_domain/cwru_12khz_fe/B014_3.mat
WIN-a65048188e9c2363e19a,source_domain/cwru_12khz_fe/B014_3.mat
WIN-ddf60ff253e37de91ced,source_domain/cwru_12khz_fe/B014_3.mat
WIN-643b84d5e705c0c4f20e,source_domain/cwru_12khz_fe/B014_3.mat
WIN-da858fbc7f7d6cd0a253,source_domain/cwru_12khz_fe/B014_3.mat
WIN-c5ffba9fa48ee2d2f8e6,source_domain/cwru_12khz_fe/B014_3.mat
WIN-7c366f0765f7f25a5d45,source_domain/cwru_12khz_fe/B014_3.mat
WIN-dbfe99d6cb64529c7d03,source_domain/cwru_12khz_fe/B014_3.mat
WIN-f794c617abb0155a5f49,source_domain/cwru_12khz_fe/B014_3.mat
WIN-71a23180ca05c3f356d7,source_domain/cwru_12khz_fe/B014_3.mat
WIN-e1f8581ec72156e4c40d,source_domain/cwru_12khz_fe/B014_3.mat
WIN-4307f92375069babe348,source_domain/cwru_12khz_fe/B021_0.mat
WIN-8ec9e349dc6a2dad86f5,source_domain/cwru_12khz_fe/B021_0.mat
WIN-3b1db9162d81b3487c0c,source_domain/cwru_12khz_fe/B021_0.mat
WIN-bbb6db2261581421a8dc,source_domain/cwru_12khz_fe/B021_0.mat
WIN-a15c4cd52a490317cae7,source_domain/cwru_12khz_fe/B021_0.mat
WIN-478f6d8d3e8f9056d252,source_domain/cwru_12khz_fe/B021_0.mat
WIN-4981f1e708cd35d5472e,source_domain/cwru_12khz_fe/B021_0.mat
WIN-242b37df1ed074df80b3,source_domain/cwru_12khz_fe/B021_0.mat
WIN-8c9b7a85d4ce7c3bc6b1,source_domain/cwru_12khz_fe/B021_0.mat
WIN-d7bd0c8a027e6db2f970,source_domain/cwru_12khz_fe/B021_0.mat
WIN-743bc7cb57880bbee02d,source_domain/cwru_12khz_fe/B021_0.mat
WIN-b91f84ec83a97fa03b8e,source_domain/cwru_12khz_fe/B021_0.mat
WIN-01542cc9fee777f6ce43,source_domain/cwru_12khz_fe/B021_0.mat
WIN-8bd08058b2baee587475,source_domain/cwru_12khz_fe/B021_0.mat
WIN-66227cd413cf12b07cf2,source_domain/cwru_12khz_fe/B021_0.mat
WIN-ce9aed289046dbf88e3d,source_domain/cwru_12khz_fe/B021_1.mat
WIN-b8a176c8599396fcb933,source_domain/cwru_12khz_fe/B021_1.mat
WIN-6a6cd868718760f9beb2,source_domain/cwru_12khz_fe/B021_1.mat
WIN-c73ce4e610533d0e394f,source_domain/cwru_12khz_fe/B021_1.mat
WIN-7ab4e13fbabfbd4e5db3,source_domain/cwru_12khz_fe/B021_1.mat
WIN-842bb62f1c993b737727,source_domain/cwru_12khz_fe/B021_1.mat
WIN-7571657e1d092958db86,source_domain/cwru_12khz_fe/B021_1.mat
WIN-6e194b460a6f9dfb63db,source_domain/cwru_12khz_fe/B021_1.mat
WIN-78752056609514e16c69,source_domain/cwru_12khz_fe/B021_1.mat
WIN-cebfacbec3451fecab55,source_domain/cwru_12khz_fe/B021_1.mat
WIN-2faee3c8f5a2fb07bfb9,source_domain/cwru_12khz_fe/B021_1.mat
WIN-524b6d879559ed5b2440,source_domain/cwru_12khz_fe/B021_1.mat
WIN-ca1dc236c64a0d336eb0,source_domain/cwru_12khz_fe/B021_1.mat
WIN-daf99a564745c1239bc0,source_domain/cwru_12khz_fe/B021_1.mat
WIN-44962460fdc546b555e0,source_domain/cwru_12khz_fe/B021_1.mat
WIN-9256778c4e9f54cc41aa,source_domain/cwru_12khz_fe/B021_2.mat
WIN-651c3edbaed6a47e5dea,source_domain/cwru_12khz_fe/B021_2.mat
WIN-200a713d371478eda482,source_domain/cwru_12khz_fe/B021_2.mat
WIN-c62646b8543263f175d1,source_domain/cwru_12khz_fe/B021_2.mat
WIN-92d189de72817f1e5ada,source_domain/cwru_12khz_fe/B021_2.mat
WIN-3229a1a5c839e1200807,source_domain/cwru_12khz_fe/B021_2.mat
WIN-867730a772b9dcd0ed48,source_domain/cwru_12khz_fe/B021_2.mat
WIN-f899c7d4a17a6b224947,source_domain/cwru_12khz_fe/B021_2.mat
WIN-0f6a3bc9202534158bf2,source_domain/cwru_12khz_fe/B021_2.mat
WIN-71ac72822ad527b35259,source_domain/cwru_12khz_fe/B021_2.mat
WIN-b05c8e4964f9df72bf1f,source_domain/cwru_12khz_fe/B021_2.mat
WIN-091f8a8ee20b9dd7c9e4,source_domain/cwru_12khz_fe/B021_2.mat
WIN-94b1eeafc18011bf8eef,source_domain/cwru_12khz_fe/B021_2.mat
WIN-f2a109bfcb3bd50884d4,source_domain/cwru_12khz_fe/B021_2.mat
WIN-9f44ba4ed2fff4393dbb,source_domain/cwru_12khz_fe/B021_2.mat
WIN-14094409b262f8c91fdc,source_domain/cwru_12khz_fe/B021_3.mat
WIN-9da80ffb14320d8be725,source_domain/cwru_12khz_fe/B021_3.mat
WIN-f0d3fcca08326ff41455,source_domain/cwru_12khz_fe/B021_3.mat
WIN-5816000a95fd48643e4b,source_domain/cwru_12khz_fe/B021_3.mat
WIN-6dc5e027873cf32d4e96,source_domain/cwru_12khz_fe/B021_3.mat
WIN-38a8a954f6798ec86167,source_domain/cwru_12khz_fe/B021_3.mat
WIN-9126f778aa047cde3fb2,source_domain/cwru_12khz_fe/B021_3.mat
WIN-fe66a6b6a14822d2f154,source_domain/cwru_12khz_fe/B021_3.mat
WIN-7fb954901dba6ace533b,source_domain/cwru_12khz_fe/B021_3.mat
WIN-b73493f0cb9947516581,source_domain/cwru_12khz_fe/B021_3.mat
WIN-6dbe514a262c18ead6c6,source_domain/cwru_12khz_fe/B021_3.mat
WIN-226e82c04a54964bbe8f,source_domain/cwru_12khz_fe/B021_3.mat
WIN-fe7b58007106a8a988a6,source_domain/cwru_12khz_fe/B021_3.mat
WIN-b7ba65720aef0997f313,source_domain/cwru_12khz_fe/B021_3.mat
WIN-f6330fca6f78e77e47a2,source_domain/cwru_12khz_fe/B021_3.mat
WIN-aedff8f49043e8611f7b,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-687a139507a6a6959bf4,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-72976a1165ffddbdf3cd,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-583a43f7fd9ebf20deb0,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-18101343915a3d7c252f,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-db7ef28204ff4354b799,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-4858540c7771fcd31f5e,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-236290c16e2454609e8f,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-daf59a603c9555423e28,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-e7a5ec78c744c22f6f7b,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-8ea36ad1ed8ed4050ee1,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-6df3b1a0e807f9bfdd2a,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-3e58b4956f9eb2a15f8f,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-fe011dea2903f8cd4c22,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-6436369b6b6a5c89b6f4,source_domain/cwru_12khz_fe/IR007_0.mat
WIN-76b37ed3bc783c0cc905,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-ba35f61877490475d0c1,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-7d6464ba2fca178a047a,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-818ad005e3cb0f8cfeb1,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-81b726fe00d127972160,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-5c17bd1b9c8c56bae671,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-31d80cf41e038ac53d82,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-65b070ef7b219013641f,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-675d4546c409d80d86e3,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-6c7a4134cbf512b3a28e,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-1609a00ca1d3a822e2dd,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-c3216774c4460e657567,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-793fae25042f4a3987f1,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-73592ac81c9a7a22bac3,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-6fc76f988f52786ece77,source_domain/cwru_12khz_fe/IR007_1.mat
WIN-b5260e2cd6b8d8f6cd67,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-ade913420fc52d55847c,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-01e7e62f4c2ecbdb18db,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-70314c3ab088ce2bee55,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-fed04242cbf1719d78bf,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-979bf2d8b4fd579dcd33,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-858f672a8ed729a64e8e,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-75ab10ed4c5e44e818b5,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-bd346145ae546172e166,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-14dc9dcdf84c6b5f3943,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-06b3ee637ecb4727711e,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-8c6bd41037c8c6a97b20,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-666695e7042d3c8f85e4,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-b6c4c97697e059fc19ad,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-6096a5f0b148a34900c5,source_domain/cwru_12khz_fe/IR007_2.mat
WIN-36c3fb867e1ebbfb7945,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-2f3a8feb7ac80dd3054b,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-c0c957a2ebecccd09b09,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-9e34e8c735e92f8efcc4,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-05e3b5dba0b8bf0cec71,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-b3826052360ede3025ed,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-876fac0ccd4036166ffe,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-95ba58e2644691cf9155,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-db8aa1c4a131bb7d038d,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-39e8b4aaf58b74cc748a,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-02135945bb18ff887375,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-9b30f7c42b134f3dd64a,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-d1c33fd95c8d96968d54,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-70fafa99e816d7111b6d,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-386787f7137c8175d934,source_domain/cwru_12khz_fe/IR007_3.mat
WIN-62696365c983df932a8d,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-b1ebedb36966d2107ec7,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-21f44ece947d5ffbac4a,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-b72afe8ff9e3e40e1833,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-06ef77117f462ca4aafc,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-14b7f82858bbdbf77eeb,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-57fcacb5f64126c65095,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-39974fa6f44d1515f03e,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-d484361e8fdc962b15cf,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-571156a292963ce10be9,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-8271e42c86cd42bc4463,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-57bd81b8264d6660c5d3,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-dad8679918e8871ce2f0,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-f7c77baae89c17b6049f,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-f743df3c3f350713e282,source_domain/cwru_12khz_fe/IR014_0.mat
WIN-85ae90faabadab7d5828,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-bfd566badf798378011f,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-a7acf3397ee9375b0e93,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-3826c922b4c105df2f7d,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-42e666986313bfbb88ab,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-ec477fae56320663b28f,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-c99d826df9499e731fbf,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-cdc328545af4f4423377,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-2290f757189fbcbee4aa,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-cc3fd51f324cf584e730,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-de8659e3136d7a79549a,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-8a9c1c6fa65078d2c247,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-9e326f99a153645d35c6,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-c6091c5f9ebb00bcb9ad,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-230fdb831982ad274196,source_domain/cwru_12khz_fe/IR014_1.mat
WIN-8dd5a29353542d2461f5,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-1ac7616db8fc9d99f80d,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-86e44c67fde4f980e3f0,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-0ea1ca1043aa44936435,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-d184189702c1c23867ae,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-5b1a9fb52dcc810feee9,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-be0f658db58ac0f0ff8a,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-c8ed48b34da272d4bdf6,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-cfd83e247fe639de1309,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-92efb6dd469ce2ac10d0,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-b0ec0d90db45a81fe520,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-bab8f26b2be44958d70f,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-307631e7cb0fb39c919d,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-580e7f428d853bf89e27,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-683537dfcd7db82db89e,source_domain/cwru_12khz_fe/IR014_2.mat
WIN-6bcc910060e6a2783f7c,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-9db033efbdf410ea51c3,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-5067f4851d1df38bb8ea,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-57cbd4a80d5d75533139,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-c7f02031e7dae0fdecb6,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-b3641b72e6f4775ec2bb,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-dffb160c65b929775fa1,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-1b34a7d35b846363d699,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-08914e4d1f36f7fd0623,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-c9757224d240ac23ec8b,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-9cbbfa0c8ae645300c76,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-a8a5f313c519707a0e89,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-d8c2edb9471f1ca481a2,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-6ac8f82e3370980eb1d2,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-1e336694d1ddc07bc2bd,source_domain/cwru_12khz_fe/IR014_3.mat
WIN-f1a58f4f3ed23b97e2f0,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-cb72ed354d09b4f3ecad,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-a2da8eec5688b9029b80,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-766984dc5ab18ce09ac3,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-df5af39b8a314ea3f8fc,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-8cb9e165024733262024,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-ea8ee01bb7d4b7a3cf25,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-fe7d6dfecf911e3ccf77,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-ebb0533d30429f8136a6,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-e937ef2c89b66e754692,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-b2dfa1f429227c4b8d2f,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-49dbfe60afc8e26b16f0,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-7bb0c885759045a6654a,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-cce1986cc6e147facd2e,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-956cec6db54c9f576589,source_domain/cwru_12khz_fe/IR021_0.mat
WIN-af90dedd3ab6bb4603ce,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-ae5f60f8b954a932da59,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-541679f2292056c93c74,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-2815b3949c9296691723,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-12b47fd529ff613b50db,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-92a05a596e09faf0469e,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-ac28aca983a363ed75a1,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-b22099acebbf932611c6,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-1edb17d9e2db8860f262,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-ad0526632af328ea078a,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-a12e8064cf48351cf1c4,source_domain/cwru_12khz_fe/IR021_1.mat
WIN-645dcea1edad34cd7ebc,source_domain/cwru_12khz_fe/IR021_1.mat
