window_id,domain,file_id,independent_object_id,group_id,relative_path,subgroup,signal_var,common_fs_hz,window_start_common_idx,window_end_common_idx_exclusive,window_start_s,window_end_s,native_fs_hz,native_start_idx,native_end_idx_exclusive,class_label,label_status,load_hp,fault_size_in,outer_race_position_clock,fault_bearing_location,analysis_channel,rpm,bearing_model_for_mechanism
WIN-e69b8a5f43efd3e341c0,source,RAWFILE-061,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,source_12khz_fe,X282_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,0.0,0.007,,FE,FE,1798.0,SKF6203_FE
WIN-8fddd937f14d9d075c10,source,RAWFILE-061,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,source_12khz_fe,X282_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,0.0,0.007,,FE,FE,1798.0,SKF6203_FE
WIN-d473bf538145c5cb6764,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-645927b5904522565940,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-d542115139eb558ed2f3,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-278af3809b54154a0f5e,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-e92d52863a4e0f15de93,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-e4e32ea1ca545610d69e,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-f70b348fbf07a3e841c9,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-2d6addfdc68ea4b01135,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-cc2d1358a3ab2b7ee442,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-8ce4a63029b888f10682,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-e3f967093ebd831492ce,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-c932afcccfe487deef11,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-ca596ac1d7ec980606e5,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-ee38cce142716519a1ef,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-95891b5a79c5a82166e5,source,RAWFILE-062,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,X283_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,1.0,0.007,,FE,FE,1777.0,SKF6203_FE
WIN-bed73ae248b507641f53,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-ca1b4f5413162000e2fb,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-4efaf5f5787c4d068504,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-2b5daa9a57e8986f6af4,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-17ffaa42ab4e1a7a0bf2,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-c8d2aba8f8ee0fe3a0ce,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-a3baec2d813e5b5bf25b,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-b2c0b1e6ee7c316790e6,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-c2ffe1f0417325d8f0d4,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-95387c7be4fc1e44a8da,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-691dcda830149b752ed4,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-17d94a9334029dfa613a,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-ce1088821854c23b82d0,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-493587db7c0f397b1294,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-5759020dae18cf676691,source,RAWFILE-063,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,X284_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,2.0,0.007,,FE,FE,1755.0,SKF6203_FE
WIN-48bfb74691fab45b7368,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-329a0ec73e2cb6f6befe,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-b5f69035b70f0781318b,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-1700c07dd64b07a5c56f,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-c1455f1c48534c1d9942,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-d590c1261a8f8a71666e,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-cdd1f7ae6646012ac43b,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-90a7529848129262ca12,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-979526b8b548ff097201,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-1e2484005ec9defcf7c5,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-e4093a9c255c8e68bc2d,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-2601959fec1ce9560ef0,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-0320273825c2c88259a7,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-3629de27ad58b37be352,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-37b08499ea4aef44f627,source,RAWFILE-064,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,X285_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,3.0,0.007,,FE,FE,1732.0,SKF6203_FE
WIN-b31da23344e493409fb2,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-75a3398578e2d3667396,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,6000,18000,0.5,1.5,12000,6000,18000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-5b309f969dcbb80a6771,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,12000,24000,1.0,2.0,12000,12000,24000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-f94500ae333b46c58a95,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,18000,30000,1.5,2.5,12000,18000,30000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-8a2155a2928d0380478f,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,24000,36000,2.0,3.0,12000,24000,36000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-12738a8ff1cde1df5252,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,30000,42000,2.5,3.5,12000,30000,42000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-35f379154ce90da08c7a,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,36000,48000,3.0,4.0,12000,36000,48000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-55f4ef1d25e27ac9d1f9,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,42000,54000,3.5,4.5,12000,42000,54000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-8acd47c7423c50b9be33,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,48000,60000,4.0,5.0,12000,48000,60000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-3427f9a7fd24dc310f77,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,54000,66000,4.5,5.5,12000,54000,66000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-6e721131deeaa0326e30,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,60000,72000,5.0,6.0,12000,60000,72000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-a86da486f40b03070c27,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,66000,78000,5.5,6.5,12000,66000,78000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-2c5dd68d9a3c2a8bd332,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,72000,84000,6.0,7.0,12000,72000,84000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-90ddf32d14f48f6c411c,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,78000,90000,6.5,7.5,12000,78000,90000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-4bccca6de03d58d4b6f0,source,RAWFILE-065,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,X286_FE_time,12000,84000,96000,7.0,8.0,12000,84000,96000,B,known_source,0.0,0.014,,FE,FE,1796.0,SKF6203_FE
WIN-6973a8c42964be865058,source,RAWFILE-066,source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,source_12khz_fe,X287_FE_time,12000,0,12000,0.0,1.0,12000,0,12000,B,known_source,1.0,0.014,,FE,FE,1775.0,SKF6203_FE
