domain,subgroup,file,relative_path,label,fs,rpm,signal_var,signal_length,window_index,window_start,mean,std,rms,peak_abs,ptp,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,dominant_freq_0_6k,spectral_centroid_0_6k,f95_0_6k,spectral_entropy_0_6k,energy_0_500,energy_500_1500,energy_1500_3000,energy_3000_6000
source,source_12khz_de,B007_2.mat,source_domain\cwru_12khz_de\B007_2.mat,B,12000,1748.0,X120_DE_time,96000,2,48000,-3.323069490555705e-05,0.1474461197302845,0.14744612347497124,0.5473904558719608,1.0490060678642714,0.0403053883553424,2.843129196385412,3.7124777713207697,4.621692913267536,1.244907901924475,5.444774238120091,3430.6640625,3093.3988909258496,3489.2578125,0.6735348775605268,0.013438183163337385,0.049050082696451336,0.1524582501076672,0.78175000721347
source,source_12khz_de,B007_2.mat,source_domain\cwru_12khz_de\B007_2.mat,B,12000,1748.0,X120_DE_time,96000,3,84000,-0.00033119086789291615,0.14569237383772174,0.14569275027214443,0.5191267432971105,1.0329249900199602,0.026030563403436523,2.8457735083816775,3.563161120397912,4.4462684183229815,1.2478437735636079,5.243743991602495,3430.6640625,3081.526520539307,3492.1875,0.6677148704201087,0.015598706436494237,0.051830146614976334,0.15711534626034537,0.7726136515770412
source,source_12khz_de,B007_3.mat,source_domain\cwru_12khz_de\B007_3.mat,B,12000,1722.0,X121_DE_time,96000,0,0,-0.0003878262575176509,0.15425138961570597,0.15425187716064379,0.6138187468995668,1.1688831936127744,0.012427159876900021,2.8539972659091424,3.979327566019396,4.936201181057205,1.2404611329755366,5.79161427386921,3380.859375,2974.319003615805,3439.453125,0.6537129515930513,0.01339375172132526,0.09888040983027181,0.16532174573998387,0.7209770417809855
source,source_12khz_de,B007_3.mat,source_domain\cwru_12khz_de\B007_3.mat,B,12000,1722.0,X121_DE_time,96000,1,24000,-0.0003259790818689487,0.15438188771584987,0.15438223186970415,0.5898255644776788,1.173431377245509,0.020742764383498646,2.850182818047335,3.8205534233477105,4.745476397533363,1.2420913599853451,5.567256200305866,3380.859375,2971.5282117637853,3439.453125,0.6635343268176167,0.014387843781924075,0.0955783987141134,0.179796365231204,0.7086582475511096
source,source_12khz_de,B007_3.mat,source_domain\cwru_12khz_de\B007_3.mat,B,12000,1722.0,X121_DE_time,96000,2,48000,-4.8042215895071076e-06,0.1587309261351579,0.15873092620786128,0.5789424107850638,1.1159293413173652,-0.0010997783239442606,2.7969046012932486,3.6473195527334097,4.527117077887432,1.2412175605688716,5.317931643845171,3380.859375,2995.901542235761,3442.3828125,0.6719245363577451,0.013113077283998782,0.09033152712875978,0.1668920777655591,0.7275757625427104
source,source_12khz_de,B007_3.mat,source_domain\cwru_12khz_de\B007_3.mat,B,12000,1722.0,X121_DE_time,96000,3,84000,0.00026931859610843003,0.14847845475095198,0.1484786990033813,0.5904753049966407,1.1752181636726546,0.02929407607671658,2.904770932737098,3.976835121509362,4.968289710160181,1.2493074413004737,5.870126855205391,3380.859375,2957.067219618271,3445.3125,0.695718820810685,0.014146403598056252,0.10073924813211903,0.1866646383714952,0.6967867816304738
source,source_12khz_de,B014_0.mat,source_domain\cwru_12khz_de\B014_0.mat,B,12000,1796.0,X185_DE_time,96000,0,0,0.00026371643576046997,0.19497396691016242,0.19497414525788698,1.965325405723851,3.8068297005988025,0.1235545877369632,15.73604079979129,10.079928305951995,15.61828478489395,1.5494440347945293,20.123255976891766,3257.8125,2934.0468116842103,3413.0859375,0.7546447178267186,0.025361438620618584,0.05751134256902664,0.22607822795632113,0.6898949625167465
source,source_12khz_de,B014_0.mat,source_domain\cwru_12khz_de\B014_0.mat,B,12000,1796.0,X185_DE_time,96000,1,24000,0.00036198968925348323,0.13958000855810823,0.13958047795310308,2.2564091582188612,4.224612854291418,0.6297150085440762,33.3729375497927,16.165650034246298,24.916009611468315,1.5412933942344549,31.18354046148729,3251.953125,2627.6533023991346,3395.5078125,0.7745088109353216,0.07458141688175225,0.1259587646298037,0.23054555065437463,0.5662517490338632
source,source_12khz_de,B014_0.mat,source_domain\cwru_12khz_de\B014_0.mat,B,12000,1796.0,X185_DE_time,96000,2,48000,-0.0005376708130751934,0.09448807200145158,0.09448960175836668,1.0943482400551883,2.1348849101796405,0.0554678498741411,10.343344957858932,11.581679038526653,15.384135180937633,1.328316484129739,18.476462657878123,1438.4765625,2540.251894713981,3427.734375,0.7448925261479441,0.06873228600119723,0.20808912807886712,0.14587823199083574,0.5763680690212396
source,source_12khz_de,B014_0.mat,source_domain\cwru_12khz_de\B014_0.mat,B,12000,1796.0,X185_DE_time,96000,3,84000,-7.198283236993605e-05,0.1856537923653047,0.18565380632011783,2.191272671192913,4.074847664670658,0.3500434130433823,15.12495757466872,11.803004283158934,17.667242810282826,1.496842870369546,22.485443458981628,3240.234375,2865.7235876061736,3404.296875,0.7482748809288086,0.03354840042931804,0.08522567707845055,0.18235830477334627,0.697598414328236
source,source_12khz_de,B014_1.mat,source_domain\cwru_12khz_de\B014_1.mat,B,12000,1772.0,X186_DE_time,96000,0,0,-4.011480334215836e-05,0.1425640015562561,0.14256400720002801,1.2863005169091306,2.5123841516966072,0.0044746288576174706,9.200327964220232,9.022617574822597,12.890039661975129,1.4286363746429935,16.087960028600364,360.3515625,2793.3948222366453,3407.2265625,0.7403014213359539,0.08887029266245558,0.043498920482592816,0.20152339267698532,0.6644274898861362
source,source_12khz_de,B014_1.mat,source_domain\cwru_12khz_de\B014_1.mat,B,12000,1772.0,X186_DE_time,96000,1,24000,-5.8943742131247346e-05,0.12320131562270112,0.12320132972305596,0.8607204769889709,1.6790919361277445,0.05011300726683001,6.418384470945606,6.986292103476452,9.5759516759473,1.370677253976323,11.752886627665104,360.3515625,2706.004682782089,3418.9453125,0.735994636871275,0.11721565959599861,0.055317051571914966,0.16882547581106097,0.6579179919339154
source,source_12khz_de,B014_1.mat,source_domain\cwru_12khz_de\B014_1.mat,B,12000,1772.0,X186_DE_time,96000,2,48000,5.183701635178754e-05,0.16675145853337864,0.16675146659050818,1.335240041973105,2.5962006786427145,0.029453216289026456,8.992933168135487,8.007366107574025,11.672790888885425,1.4577566120992442,14.770684822356577,360.3515625,2861.90476236443,3401.3671875,0.7446143998784501,0.0695292953714689,0.03346921191914732,0.22540978244736326,0.6698374984190966
source,source_12khz_de,B014_1.mat,source_domain\cwru_12khz_de\B014_1.mat,B,12000,1772.0,X186_DE_time,96000,3,84000,0.00011785336033049572,0.12563524485380698,0.12563530013053884,0.9404761256915658,1.8746638323353295,0.008880583904116801,8.928133037894954,7.4857633539848845,10.645355177327964,1.4220801104507808,13.214622473879684,360.3515625,2662.3406489087465,3404.296875,0.7446857976393552,0.12217005782346348,0.05829300268297434,0.19739460853993532,0.6211256808654153
source,source_12khz_de,B014_2.mat,source_domain\cwru_12khz_de\B014_2.mat,B,12000,1749.0,X187_DE_time,96000,0,0,0.000203446815415194,0.14281135278181314,0.1428114976953123,1.8345112187049695,3.122490499001996,0.3984600260337431,17.4668502790291,12.845682933779221,19.10589148369386,1.487339488453269,24.036631987459117,360.3515625,2646.545227147628,3398.4375,0.760890897405884,0.09605948427520059,0.08661992647851484,0.2833200032272136,0.5320571522617559
source,source_12khz_de,B014_2.mat,source_domain\cwru_12khz_de\B014_2.mat,B,12000,1749.0,X187_DE_time,96000,1,24000,0.0004099289378370168,0.17452255794959323,0.1745230393816335,1.4097433544335125,2.589703273453094,0.011355876842992732,7.618063224659905,8.077691973623706,11.479467632303482,1.4211321339959366,14.407186009506244,360.3515625,2720.0525854771695,3389.6484375,0.7729015239660393,0.07538794527051336,0.07386216578778229,0.2636682179610316,0.5852301816766052
source,source_12khz_de,B014_2.mat,source_domain\cwru_12khz_de\B014_2.mat,B,12000,1749.0,X187_DE_time,96000,2,48000,-0.00025673190713969583,0.11317559758450672,0.11317588877443088,0.7627642326770253,1.3646175249500998,0.038187350145201304,5.217123930263058,6.739635455309207,9.059455902986752,1.3442056269927831,11.067010065463652,360.3515625,2550.2069606166438,3404.296875,0.7460903501995896,0.12354706166406498,0.116602792279194,0.16626475349158013,0.5926549079835436
source,source_12khz_de,B014_2.mat,source_domain\cwru_12khz_de\B014_2.mat,B,12000,1749.0,X187_DE_time,96000,3,84000,-0.0003659424593685714,0.14412501553051962,0.14412548010520584,1.2151460690043707,2.355959121756487,0.03051695447785452,6.576937075530498,8.431167536156211,11.555529263782015,1.3705728434581705,14.21349395695685,360.3515625,2673.842045548212,3395.5078125,0.7604176209421475,0.08995920899166017,0.08710466244507921,0.22831256739445396,0.5926893590637752
source,source_12khz_de,B014_3.mat,source_domain\cwru_12khz_de\B014_3.mat,B,12000,1724.0,X188_DE_time,96000,0,0,-1.8011632182020448e-05,0.1408035914638114,0.14080359261583775,1.9846451308495212,3.7020590419161676,0.195351654306954,22.887853474362185,14.095131338376028,20.930209010414753,1.4849247238499008,26.185736384238744,1382.8125,2572.1618525416793,3395.5078125,0.7485036442940162,0.07898921311276867,0.17381353106796738,0.17723716578935078,0.5674215065543401
source,source_12khz_de,B014_3.mat,source_domain\cwru_12khz_de\B014_3.mat,B,12000,1724.0,X188_DE_time,96000,1,24000,-1.7957487138773534e-05,0.16814088030894292,0.1681408812678749,1.8421895220670863,3.1473430738522956,0.3433564054342892,17.632707990759627,10.956226160853957,17.422867738308305,1.5902252730466366,22.538842143833723,1382.8125,2748.712684550933,3375.0,0.743217058512832,0.056448805316166244,0.11549701928254642,0.16677848608628246,0.6586576307087619
source,source_12khz_de,B014_3.mat,source_domain\cwru_12khz_de\B014_3.mat,B,12000,1724.0,X188_DE_time,96000,2,48000,5.7141687844593465e-05,0.1577565409062488,0.15775655125501903,1.5813187037038126,2.9436494211576845,0.2646152949813271,13.333042989884559,10.023791031901624,15.11127301339217,1.507540706425681,19.147915224587376,1382.8125,2636.587574137814,3377.9296875,0.7449160374657376,0.06778416850195365,0.1487641530257032,0.19209479703051097,0.5878308658646253
source,source_12khz_de,B014_3.mat,source_domain\cwru_12khz_de\B014_3.mat,B,12000,1724.0,X188_DE_time,96000,3,84000,-7.009916378548002e-05,0.1323532736137282,0.13235329217727518,0.989242655799621,1.9401251896207583,-0.11302868916822899,7.445996904982635,7.474258021985175,10.42672593926572,1.3950181955877388,12.889910394518687,1382.8125,2467.6734722640776,3345.703125,0.7485712942791467,0.09377580042547327,0.18372117641635874,0.22269160154745823,0.497362745477961
source,source_12khz_de,B021_0.mat,source_domain\cwru_12khz_de\B021_0.mat,B,12000,1796.0,X222_DE_time,96000,0,0,-0.026200854966179403,0.11691550780488395,0.11981536114469067,0.6201227750759598,1.1060207984031936,0.011824897815935606,3.8052907540161156,5.175653348170568,6.663091041102014,1.2873912901067064,7.9605620107202935,3208.0078125,2995.358435015872,3656.25,0.6732666815082529,0.017137529106305636,0.09033986686590183,0.13407526105879625,0.7581482043092121
source,source_12khz_de,B021_0.mat,source_domain\cwru_12khz_de\B021_0.mat,B,12000,1796.0,X222_DE_time,96000,1,24000,0.009140494617985601,0.12603896890431693,0.1263699739824488,0.8812651291156569,1.6186660678642715,-0.01946115620202464,4.123838988074707,6.973690832848313,8.978142535861801,1.287430537284623,10.707720913515448,3208.0078125,3019.5655334927924,3679.6875,0.7081756151548556,0.017930993792320386,0.076383463226021,0.15727349689489029,0.7481155857398818
source,source_12khz_de,B021_0.mat,source_domain\cwru_12khz_de\B021_0.mat,B,12000,1796.0,X222_DE_time,96000,2,48000,0.007874691796960983,0.14180048424950667,0.14201897093097005,1.6382128337064754,3.181292015968064,0.02778997473660931,11.032985140036294,11.535169019716474,15.912293265623799,1.3794590472245083,19.466645399140674,3208.0078125,3044.045424347808,3530.2734375,0.7193630150382762,0.010942639939211837,0.05884155067780727,0.17427570551446014,0.7556971065371745
source,source_12khz_de,B021_0.mat,source_domain\cwru_12khz_de\B021_0.mat,B,12000,1796.0,X222_DE_time,96000,3,84000,0.00014264425870416387,0.11725680363111932,0.11725689039528303,0.5317580644971176,1.0405594411177645,-0.06639746867730385,3.5798124244298357,4.534983510990105,5.828446323922601,1.2852188568598328,6.966031220102046,3208.0078125,2979.3423026731775,3665.0390625,0.679877239988748,0.022069184136985536,0.08657183587357112,0.14788498936071848,0.7433058596279639
source,source_12khz_de,B021_1.mat,source_domain\cwru_12khz_de\B021_1.mat,B,12000,1774.0,X223_DE_time,96000,0,0,0.00010936213886324932,0.11130027869633548,0.11130033242519705,0.5531773716664747,1.0498182435129741,-0.04051381369398073,3.6961586534440767,4.970132250353207,6.398531456143649,1.287396619200916,7.658200417427591,3386.71875,2987.432215353953,3489.2578125,0.6675754362058585,0.04253350950353938,0.06486427973596465,0.13489923464256792,0.7574677501114925
source,source_12khz_de,B021_1.mat,source_domain\cwru_12khz_de\B021_1.mat,B,12000,1774.0,X223_DE_time,96000,1,24000,0.00025987182282865163,0.12549435030261705,0.12549461937166972,1.314185954500806,2.549256926147705,0.10450808253917526,9.8064477436597,10.472050204783601,14.134068693086666,1.3496945122090458,17.05951147316556,3386.71875,3057.6505472170365,3486.328125,0.7023418670902077,0.02524649784337232,0.042993619916809334,0.18257957863827826,0.7487105073966007
source,source_12khz_de,B021_1.mat,source_domain\cwru_12khz_de\B021_1.mat,B,12000,1774.0,X223_DE_time,96000,2,48000,0.0001482653524361036,0.10872983648176078,0.10872993756994974,0.47033545549881006,0.9343268662674651,-0.04199130560437925,3.3169913785806426,4.325721746983449,5.474330657351874,1.2655300034310026,6.487737747411948,3386.71875,2976.455055740086,3489.2578125,0.6451505616803402,0.04326295608265148,0.07180362903069257,0.12455976366654598,0.7594852602370442
source,source_12khz_de,B021_1.mat,source_domain\cwru_12khz_de\B021_1.mat,B,12000,1774.0,X223_DE_time,96000,3,84000,-0.0003556354925406098,0.14135945435228406,0.14135990170971055,1.256521483442922,2.432303632734531,-0.025371724155056088,9.109766466740957,8.8888112416374,12.391172395711436,1.3940190717044871,15.21716911874274,3383.7890625,3103.248621172024,3565.4296875,0.7250915829678551,0.020127573763429416,0.03947412643580779,0.15922444128406826,0.7807637478821138
source,source_12khz_de,B021_2.mat,source_domain\cwru_12khz_de\B021_2.mat,B,12000,1754.0,X224_DE_time,96000,0,0,0.00013725896936526012,0.10459342798062637,0.10459351804372559,0.41259533984301,0.8126629540918164,-0.015185291264287734,3.1977691661034084,3.9447505692138463,4.973298631510373,1.2607384279949436,5.878020429081926,3345.703125,2810.5922585349463,3571.2890625,0.6709768112803252,0.04403025992278728,0.1522292171496246,0.13121483059433414,0.671664325828639
source,source_12khz_de,B021_2.mat,source_domain\cwru_12khz_de\B021_2.mat,B,12000,1754.0,X224_DE_time,96000,1,24000,0.0005331675255861514,0.10577243574367759,0.10577377950494508,0.5093864565641757,0.9075250698602795,0.033929720764862024,3.225070344876394,4.815810297631893,6.102570743504683,1.267195002769906,7.254996012013755,3345.703125,2838.9138444534124,3568.359375,0.6780864262168078,0.03725106239186741,0.15087614773925334,0.1257417448655247,0.6853398062662803
source,source_12khz_de,B021_2.mat,source_domain\cwru_12khz_de\B021_2.mat,B,12000,1754.0,X224_DE_time,96000,2,48000,-3.39070485988117e-05,0.10788764568518289,0.10788765101335511,0.47218881185359673,0.8927434730538921,-0.030954419453216923,3.243717666766681,4.37667154131263,5.540443421805728,1.2659034084364282,6.569253931210126,3345.703125,2845.384763057146,3533.203125,0.6745170650084968,0.040831953752256005,0.14290586788008763,0.12116850441864258,0.6940735021890613
source,source_12khz_de,B021_2.mat,source_domain\cwru_12khz_de\B021_2.mat,B,12000,1754.0,X224_DE_time,96000,3,84000,-0.0005447790678935558,0.11167296367666488,0.11167429247845059,0.6409589116539961,1.1763552095808385,0.04228159172989076,3.6417790915202533,5.73953859409443,7.330937530017345,1.2772694894838243,8.715151946983456,3345.703125,2920.0439611288725,3565.4296875,0.6688932325527952,0.03214789253304604,0.12456959781159772,0.12261923783380811,0.7197207299691912
source,source_12khz_de,B021_3.mat,source_domain\cwru_12khz_de\B021_3.mat,B,12000,1729.0,X225_DE_time,96000,0,0,4.828684268915528e-05,0.11593619345195015,0.11593620350756353,0.44954528880210365,0.8747131736526945,0.016806509420590397,3.1069345589136454,3.8775229410448855,4.877516630035312,1.2578949768067356,5.76739773838333,1388.671875,2582.0745871953513,3451.171875,0.6367288440953209,0.033468145403121916,0.2726312922761445,0.12553691523861846,0.5648916655672914
source,source_12khz_de,B021_3.mat,source_domain\cwru_12khz_de\B021_3.mat,B,12000,1729.0,X225_DE_time,96000,1,24000,0.0004550920888634738,0.1182056645277495,0.11820654057731407,0.47894604728513757,0.9253929341317365,0.03296332859796951,3.0533114577903997,4.051772811740706,5.096306688051963,1.2577967533721108,6.024976490676438,3298.828125,2621.322151275365,3427.734375,0.638482205174523,0.029325784158062786,0.26261861903708555,0.12050416397272923,0.584407698122792
source,source_12khz_de,B021_3.mat,source_domain\cwru_12khz_de\B021_3.mat,B,12000,1729.0,X225_DE_time,96000,2,48000,-0.00012233772484244798,0.11717723694290555,0.1171773008056285,0.4669137131939043,0.9120732534930139,0.0242175055122843,3.117905990854607,3.984677151459797,5.0287645809080725,1.262025602004633,5.96208560661175,1388.671875,2578.9202121149247,3457.03125,0.6487706515010969,0.03278169165489527,0.2720034891896576,0.13814125099787858,0.5540815131154124
source,source_12khz_de,B021_3.mat,source_domain\cwru_12khz_de\B021_3.mat,B,12000,1729.0,X225_DE_time,96000,3,84000,-0.00020295969423699193,0.11833775351973372,0.11833792756650227,0.4602660073649779,0.9075250698602795,0.04050156444616561,3.030203893085364,3.88942088834903,4.885873510598889,1.2561956267560288,5.7730266121500975,1388.671875,2596.0113951317235,3433.59375,0.6333506063617829,0.02709113231571964,0.2770286059475226,0.11490949581641043,0.5767030265563934
source,source_12khz_de,B028_0_(1797rpm).mat,source_domain\cwru_12khz_de\B028_0_(1797rpm).mat,B,12000,1797.0,X048_DE_time,96000,0,0,-0.003080647475418245,2.0375342822135054,2.0375366111027726,10.735533897191248,19.7232568,0.05330898211136096,3.9319664852554075,5.268879017283328,7.000870712787026,1.3287210979449076,8.622087875730067,2824.21875,2918.6532390682455,3363.28125,0.7011695714417643,0.00024092235430134425,0.003076113250974531,0.6840538211588522,0.30725857837418147
source,source_12khz_de,B028_0_(1797rpm).mat,source_domain\cwru_12khz_de\B028_0_(1797rpm).mat,B,12000,1797.0,X048_DE_time,96000,1,24000,0.025823087124581753,1.9696898733756412,1.969859139407484,10.313985497191249,19.121858600000003,0.05688805954853138,3.94100242723015,5.23590001480429,6.962130438731489,1.329691250605019,8.57642138220888,3249.0234375,2930.4195264963423,3389.6484375,0.7381958351355148,0.0002075432839816156,0.0024283907935704445,0.6066276978401206,0.3835244159299217
source,source_12khz_de,B028_0_(1797rpm).mat,source_domain\cwru_12khz_de\B028_0_(1797rpm).mat,B,12000,1797.0,X048_DE_time,96000,2,48000,-0.001758425925418251,2.1319887083163236,2.1319894334752325,10.263529897191248,19.315542999999998,0.05665564299015633,3.837666517016541,4.814062272558475,6.391486083164936,1.3276700053497912,7.868086998883892,2824.21875,2915.6009995747286,3380.859375,0.7154992445668625,0.00020983728573484715,0.0025967721760927955,0.6678874778801756,0.321476228709798
source,source_12khz_de,B028_0_(1797rpm).mat,source_domain\cwru_12khz_de\B028_0_(1797rpm).mat,B,12000,1797.0,X048_DE_time,96000,3,84000,0.009896682041248423,2.1359424423212237,2.1359653698561174,8.514673697191249,16.4648016,0.04892178159620904,3.5510002568367662,3.98633508639741,5.233962128031746,1.312975957763603,6.410356991803567,2824.21875,2903.081084236169,3380.859375,0.7138255912961166,0.000223283838220058,0.002200296511720606,0.6932267619972898,0.2947054690225573
source,source_12khz_de,B028_1_(1772rpm).mat,source_domain\cwru_12khz_de\B028_1_(1772rpm).mat,B,12000,1772.0,X049_DE_time,96000,0,0,-0.030422688688729393,2.073468064487532,2.073691238935228,9.907759877311271,19.217887,0.05153897644564055,4.109487105864353,4.77783755425123,6.382756510903002,1.3359090673186802,7.876504371463836,2791.9921875,2926.2032164414345,3389.6484375,0.69815564585463,0.00028633817790553733,0.0028611744976996655,0.7147663810843955,0.2817611414870992
source,source_12khz_de,B028_1_(1772rpm).mat,source_domain\cwru_12khz_de\B028_1_(1772rpm).mat,B,12000,1772.0,X049_DE_time,96000,1,24000,0.03447257161127061,1.9547886580822675,1.9550925952395626,10.64506267731127,19.623973200000002,0.04767587442625054,4.059431171623434,5.444786964681566,7.248047518370701,1.3311902863018423,8.900032564890859,2791.9921875,2886.079357889142,3366.2109375,0.6876811793841587,0.00022339704140710544,0.002253698242580823,0.7420524460087612,0.2548807022409473
source,source_12khz_de,B028_1_(1772rpm).mat,source_domain\cwru_12khz_de\B028_1_(1772rpm).mat,B,12000,1772.0,X049_DE_time,96000,2,48000,-0.036774804588729386,2.0558049365542113,2.0561338291592803,8.66834247731127,16.8692602,0.04623106684949966,3.7286368914694985,4.215845464130805,5.5802367185101085,1.3236340767196246,6.863081256474312,2791.9921875,2911.8258789878237,3369.140625,0.7061381687538975,0.00022969497602382365,0.0019338445194443134,0.7110202712032957,0.28591115270561057
source,source_12khz_de,B028_1_(1772rpm).mat,source_domain\cwru_12khz_de\B028_1_(1772rpm).mat,B,12000,1772.0,X049_DE_time,96000,3,84000,0.017617146011270606,2.044531338807427,2.044607238371045,11.66475407731127,21.765894799999998,0.0460131573241398,3.8154511084972733,5.705131948275292,7.511247702723781,1.3165773852068081,9.203016026207052,3210.9375,2947.1761106745794,3416.015625,0.7368841046163469,0.00020907581353541576,0.0017979479929675615,0.6138746655540774,0.38329862869366466
source,source_12khz_de,B028_2_(1750rpm).mat,source_domain\cwru_12khz_de\B028_2_(1750rpm).mat,B,12000,1750.0,X050_DE_time,96000,0,0,-0.007337186077759001,2.159773254150983,2.159785717066734,9.36090807757224,18.1143742,0.03935374906574035,3.639686428117197,4.334183712577385,5.6865010269408875,1.3120119967311432,6.939173741355553,2891.6015625,2943.187448288044,3442.3828125,0.683197132938693,0.00022300687523811504,0.0023477782892868124,0.6895355703367172,0.30670920642254473
source,source_12khz_de,B028_2_(1750rpm).mat,source_domain\cwru_12khz_de\B028_2_(1750rpm).mat,B,12000,1750.0,X050_DE_time,96000,1,24000,-0.004112978294425668,2.1525291166114258,2.152533046076277,9.266507277572241,17.980911,0.04443698753636191,3.8742392928723834,4.304931482682366,5.7063498520775715,1.32553790345563,7.019750492273477,2891.6015625,2966.696617195818,3442.3828125,0.693965882593787,0.00025008522144875743,0.0025709527941561385,0.6589780970858393,0.33691354847264277
