window_id,domain,file_id,independent_object_id,group_id,relative_path,subgroup,signal_var,common_fs_hz,window_start_common_idx,window_end_common_idx_exclusive,window_start_s,window_end_s,native_fs_hz,native_start_idx,native_end_idx_exclusive,class_label,label_status,load_hp,fault_size_in,outer_race_position_clock,fault_bearing_location,analysis_channel,rpm,bearing_model_for_mechanism
WIN-ecddfdaaf5dd9d0c3ef4,target,RAWFILE-163,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5f7383ffc93baca88c0b,target,RAWFILE-163,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-7810d6c3baa6a2250ef1,target,RAWFILE-163,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-764986316273e645270d,target,RAWFILE-163,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-bbec483bbdb5a0b7fbcc,target,RAWFILE-163,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_domain/train_bearing_a_to_p/B.mat,target_32khz,B,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-8ae1fff6108fad1118f2,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-6dc3108c5e9711fffdba,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-04c9fe0d2d748e4c7412,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-51dd86232cab34d42a6c,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1d0e9e1272fae49cd493,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-cff9b86513fbb33b0047,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-18bb522065f15911d801,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-958ab83ae4c82871a94a,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a8d52e2ee10aafb2721a,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-13aff6bacc9052002093,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-02fa56f24e4478ff38b6,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-39f86a8a33c75711482c,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-4c437866faea61fe0b9f,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-ce7b5072dc211e6e2ff4,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-29b1c0eeb1bcf727e214,target,RAWFILE-164,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_domain/train_bearing_a_to_p/C.mat,target_32khz,C,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-7f21bd81e973cc6b56c1,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-cc507b9e3a381fc7583b,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a14f29dd5255f05efb59,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-21ccaec5dca897932e69,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-c178bf9254d753461d10,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-6788a34f705f3ba63b19,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-b7bbefe68cdfc4b9c92e,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-edd415dd3f1a3aae0b0f,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-400e2aeb4c8dda201560,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-410e5498c2e0e01f9773,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-b3232a2409ab3d912138,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-efe1c8108140a66d12fc,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-5eae5d42d39dbfccf81f,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-4dc557640a67fb24cec0,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-d478cb5d33ae268f24ae,target,RAWFILE-165,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_domain/train_bearing_a_to_p/D.mat,target_32khz,D,12000,84000,96000,7.0,8.0,32000,224000,256000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-a35c7cfcb3321507d42c,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,0,12000,0.0,1.0,32000,0,32000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-53425b83439c5dbfcc07,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,6000,18000,0.5,1.5,32000,16000,48000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-3ab02759b1d45dacc9b2,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,12000,24000,1.0,2.0,32000,32000,64000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-eb0aa52dbc72b5907650,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,18000,30000,1.5,2.5,32000,48000,80000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-9acc464ead60d1f7fbe7,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,24000,36000,2.0,3.0,32000,64000,96000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-8b76501414fd5f8b1557,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,30000,42000,2.5,3.5,32000,80000,112000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-cec09753b3307b745c7e,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,36000,48000,3.0,4.0,32000,96000,128000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-b6c7b6df9a9c4c52c39a,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,42000,54000,3.5,4.5,32000,112000,144000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-c0f2b1cdcf515595727c,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,48000,60000,4.0,5.0,32000,128000,160000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-4e8dc4f19a11cb366073,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,54000,66000,4.5,5.5,32000,144000,176000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-c43f8549cdbe7a1942f2,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,60000,72000,5.0,6.0,32000,160000,192000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-44ddc1be7afced802611,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,66000,78000,5.5,6.5,32000,176000,208000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-1e526ac3f8599fce3e16,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,72000,84000,6.0,7.0,32000,192000,224000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
WIN-fcbffa6c3ab578381a1a,target,RAWFILE-166,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_domain/train_bearing_a_to_p/E.mat,target_32khz,E,12000,78000,90000,6.5,7.5,32000,208000,240000,UNKNOWN_TRUTH,unknown_truth,,,,UNKNOWN,TARGET_UNKNOWN_SENSOR,,
