window_id,domain,original_file_id,acquisition_id,independent_object_id,window_start_s,window_end_s,fs_hz,class_label,truth_status,load_hp,rpm_value,rpm_source,channel,sensor_position,td_rms,td_std,td_peak_abs,td_ptp,td_skewness,td_kurtosis,td_crest_factor,td_impulse_factor,td_shape_factor,td_clearance_factor,td_zero_cross_rate,fd_dominant_hz_0_6k,fd_centroid_hz_0_6k,fd_f95_hz_0_6k,fd_entropy_0_6k,fd_energy_ratio_0_500,fd_energy_ratio_500_1500,fd_energy_ratio_1500_3000,fd_energy_ratio_3000_6000,env_rms,env_kurtosis,env_dominant_hz_0_500,env_centroid_hz_0_500,env_entropy_0_500,env_energy_ratio_0_50,env_energy_ratio_50_150,env_energy_ratio_150_300,env_energy_ratio_300_500
target::data/raw/target_domain/train_bearing_a_to_p/A.mat::w0010,target,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,5.0,6.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,3.4571442570128252,3.4571442570128252,15.98371759291494,31.167912833203125,-0.011609113502905746,3.1527704499713463,4.623387514272021,5.840805452050849,1.2633173044697354,6.934867165662197,0.2969155286102691,1328.125,2687.0825098930095,5414.0625,0.9202879900127479,0.028911580219668095,0.19074912356527507,0.4346179915125968,0.3404465764262729,2.322470491330388,3.687692424558644,33.0,203.68685995725252,0.9228870301287865,0.13820417640462163,0.3021590753968012,0.2630949375485733,0.2944410850351647
target::data/raw/target_domain/train_bearing_a_to_p/A.mat::w0011,target,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,5.5,6.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,3.4377719021993633,3.4377719021993633,15.980321786435372,31.167912833203125,-0.018571194713365775,3.245502296354201,4.648453196155069,5.8750379278487666,1.2638694378393542,6.9592869381002185,0.29588424638269945,1328.125,2662.035489789345,5437.5,0.9234744467866584,0.02897808328379447,0.17358391060073508,0.4561220304198144,0.33572098985291077,2.3143879916343226,4.027397558915077,232.0,207.3404540747529,0.9249921971577584,0.13206882193438882,0.25498523103951337,0.35968971534289357,0.25046197200385856
target::data/raw/target_domain/train_bearing_a_to_p/A.mat::w0012,target,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,6.0,7.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,3.412713546389767,3.412713546389767,16.006273580260977,30.93534889921875,-0.009169155855989597,3.2069548662873233,4.690189599179504,5.922794531184822,1.2628049263124057,7.0136415243993975,0.293415419231851,1328.125,2629.98899018154,5406.25,0.918237039582358,0.029186921305788576,0.1765281421613342,0.4592552930792569,0.3279090537171725,2.2904111397334717,3.854390704272319,9.0,216.26871353603357,0.9271863651229074,0.14734359668363803,0.2293757467379752,0.31285498767049935,0.30582329341192277
target::data/raw/target_domain/train_bearing_a_to_p/A.mat::w0013,target,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,6.5,7.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,3.4334564669631296,3.4334564669631296,16.022799624557624,30.93534889921875,0.02236274402811228,3.2242228728529323,4.666667475975026,5.903304097627031,1.2649935158261754,7.006078618711046,0.29432169755304854,1328.125,2670.4095491291655,5398.4375,0.9229571667355667,0.02667059049513514,0.18871324243977633,0.4329102735945504,0.3446055982542599,2.316930255377858,3.8922490061459287,65.0,207.81701727427418,0.9188845004504897,0.16460677635075305,0.271365518725223,0.26150285094644193,0.2980539529423582
target::data/raw/target_domain/train_bearing_a_to_p/A.mat::w0014,target,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,data/raw/target_domain/train_bearing_a_to_p/A.mat,7.0,8.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,3.414589738928321,3.414589738928321,15.726627486866358,30.460828756640623,0.03250386701476197,3.2171924309484012,4.605715090035267,5.829465773148317,1.2657026453414364,6.924994509613811,0.29488421513172286,1328.125,2627.4139590512764,5382.8125,0.9216239515019322,0.027233390336819853,0.1969616140890256,0.43879723121145514,0.32770612900879614,2.2938595564651965,3.850929974835517,58.0,228.77555728725153,0.9364117173971026,0.08756509689195197,0.27937564366727485,0.294107782647109,0.33670323113795225
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0000,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,0.0,1.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.5404580010774593,1.5404580010774593,10.119093689275623,19.248415437890625,0.001109684025624754,4.559699934161372,6.568886449478885,8.586490754249693,1.3071455596443275,10.325127647775773,0.33063533235413606,273.4375,2658.044987993943,5250.0,0.9372745357442896,0.14057933942086395,0.06482585017586344,0.385979556375437,0.4063202286870061,1.1456450523795123,7.646874812431507,13.0,128.40712235632503,0.849751150899321,0.43744325884077784,0.2331980792813128,0.17346512572341904,0.15293948894202314
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0001,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,0.5,1.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.5265186793654417,1.5265186793654417,11.101534204235463,20.424552512109376,0.0449648920078675,4.624775951662997,7.272452249875505,9.519711719841574,1.3090098625258493,11.45159721075291,0.3320416263008219,273.4375,2661.268009065179,5273.4375,0.9355178646087016,0.1326301367023059,0.0681486973274841,0.4002337933510351,0.3966560078567257,1.142744884738098,7.620168470745882,4.0,127.17274282221312,0.8508903060873008,0.43049480443172006,0.22389093945590657,0.19906328801163714,0.14019655750669935
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0002,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,1.0,2.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4823612232278491,1.4823612232278491,11.435308308770436,21.110468925,0.09156535090296376,4.8935991546904045,7.7142521873732495,10.091302002698818,1.3081374263612402,12.120869252357691,0.3359792493515422,273.4375,2658.7164504065277,5242.1875,0.9297592328857669,0.1373881062238398,0.06851817700639037,0.3782599262445439,0.41392442606514546,1.1066769282487825,9.722184062605706,13.0,116.25913516458982,0.8323916845308748,0.4817422915600426,0.22111794990754227,0.15746475415018682,0.13693160709839503
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0003,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,1.5,2.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4596237061633948,1.4596237061633948,11.435789795535937,21.110468925,0.06806487058251767,4.833252799431282,7.834752030430468,10.240170962264004,1.3070191529334667,12.303931245407957,0.3343541985687053,3484.375,2686.7673760977646,5234.375,0.9323242088558223,0.13426663737814135,0.07155376308861004,0.36525267324176275,0.4272495039856278,1.0828179953571537,9.53983506963535,10.0,141.45548681812704,0.8596540941876193,0.43630210592787527,0.19144268683428112,0.1757349142857363,0.19020145059751706
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0004,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,2.0,3.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.417667748396122,1.417667748396122,9.81985482382562,18.37998049453125,-0.007891213805203698,4.169073778082206,6.926767456569696,8.95221889710211,1.2924093313692897,10.710405510829583,0.3281352542266946,273.4375,2604.5438640690045,5226.5625,0.9339303526232994,0.14740498223020135,0.07362325038268225,0.3805493625301692,0.3967602104193234,1.024532300321671,6.468213181443917,8.0,139.1580938035224,0.8657222821386342,0.39305422195708195,0.20985583078941436,0.23371719503423322,0.15421997000862792
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0005,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,2.5,3.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.411332284240107,1.411332284240107,11.489499444268288,21.92661553359375,0.025209602179876767,4.261049430476155,8.140888983097522,10.494878616071055,1.2891563363477325,12.549231497483815,0.32891652864152005,273.4375,2553.7332903966885,5218.75,0.9309970550895635,0.15184044299505042,0.07114486409739054,0.40451981673394133,0.3705781431766732,1.0111362801952182,7.471732671037169,10.0,134.33239313080364,0.8774263759603118,0.3673121737137568,0.2894147800592466,0.1866615983610837,0.14861442602688876
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0006,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,3.0,4.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.5108803112194884,1.5108803112194884,13.438773056981923,24.924152966015626,0.04593725480118692,5.36857302817614,8.894664227986455,11.68982386011108,1.3142512814954954,14.082212557879846,0.33560423763242603,273.4375,2652.533787410249,5320.3125,0.9358073491665215,0.14254443306807346,0.06381601447013951,0.398144920172684,0.39394921406953476,1.1333681185477773,10.84649748243529,9.0,115.12916061975106,0.8212370408965263,0.48316933223961384,0.23539420627099922,0.14716473263561747,0.12718506289236897
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0007,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,3.5,4.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4979233791659288,1.4979233791659288,13.440691690644375,24.04338190078125,-0.006977759862924961,5.217059717022022,8.972883311374327,11.78750128474118,1.3136804386825223,14.181542455530312,0.33388543391981,273.4375,2658.0949378057317,5304.6875,0.9363617538891089,0.1415952405222401,0.06709107912093874,0.38677413732723476,0.4026440522048634,1.1297994305313535,10.069297218836198,11.0,146.2562016971828,0.8771552989006802,0.3362476608481811,0.27868837210185365,0.21005088062623567,0.17216404544416217
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0008,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,4.0,5.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.40978004902317,1.40978004902317,10.386555168317383,18.359513746875,-0.007930862417593184,4.126232491814038,7.367500466123641,9.517768620206338,1.2918585704830359,11.387099813663735,0.3308540891902872,273.4375,2623.047099127895,5210.9375,0.9360174411288509,0.13901903320689665,0.07307102333030908,0.3855564295720358,0.4001568490930737,1.0179963142498785,7.047529157388103,10.0,129.30623138934374,0.8476036503733153,0.4434787991876471,0.20162400278887704,0.19200868995965814,0.15710300252860832
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0009,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,4.5,5.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4334913010236203,1.4334913010236203,10.389040003207276,19.516445722265622,0.07238190162190829,4.381593094051448,7.24736871146792,9.405611043629506,1.2977966787780393,11.284246278708988,0.33782305697053033,281.25,2654.0852745300704,5250.0,0.9381237938028739,0.13098266087979624,0.07067767846274105,0.4038537108753201,0.392689892466819,1.0467702633407256,8.241082193268461,10.0,138.80730757226962,0.8702640231980676,0.36011016739750923,0.26319386570049585,0.22638520500597947,0.14743681917471285
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0010,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,5.0,6.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.3969171510653628,1.3969171510653628,9.658625205467981,18.770390715234374,0.06942762778956657,4.205431854231641,6.914243409564331,8.927561587269581,1.2911841626683083,10.671416004820875,0.33679177474296074,273.4375,2592.622875780604,5242.1875,0.9340704433483533,0.14730170406802418,0.07539359002792878,0.39070292040057014,0.38450103069371194,1.0117995911698026,7.545539875001247,13.0,137.8092861011946,0.8705730347732477,0.357201450252494,0.2942989482556703,0.1998326657069726,0.14343270583670698
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0011,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,5.5,6.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.47045999447981,1.47045999447981,10.203772637504436,20.396796237890626,0.03717677823927137,4.617853107312347,6.9391705152149905,9.019092131635674,1.2997363462756915,10.789057069444645,0.3337604300134379,281.25,2592.574500608662,5281.25,0.9330112885943219,0.15610031326136078,0.07353282760619227,0.3847299029288503,0.3840364021939363,1.0840065187717784,8.62659264075608,11.0,126.5358809339489,0.8655501051610726,0.37806344146872256,0.30405401100180157,0.17150321198928267,0.1405160619742655
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0012,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,6.0,7.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.542630540967433,1.542630540967433,10.308083381713617,20.48917696875,0.021857222372045345,5.0049027461751745,6.682146572336371,8.784346224382885,1.3145994523292535,10.568038695311765,0.33635426107065847,273.4375,2669.892210555822,5328.125,0.9363861354390103,0.13678708428125588,0.0670085353092351,0.39544899070927025,0.399065119966171,1.169667045688755,9.087717408285325,11.0,141.98846887417105,0.8811313737490765,0.3160903733598186,0.35841420524451356,0.14693590017522307,0.17458882217440225
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0013,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,6.5,7.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4443146412892547,1.4443146412892547,10.309411438264782,20.108859938671877,0.008636304609824268,4.379191892025006,7.137926282499662,9.246125163056433,1.295351730616653,11.066765890230892,0.3337604300134379,281.25,2626.5667373973624,5281.25,0.937011663611357,0.14041941742847028,0.06849934167921919,0.40428935804333893,0.3850010997534998,1.050242705143585,7.88463674133406,11.0,109.2226103719718,0.8012301787341065,0.4749531864390116,0.2652567073282706,0.13292827781439276,0.1234665976365796
target::data/raw/target_domain/train_bearing_a_to_p/B.mat::w0014,target,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,data/raw/target_domain/train_bearing_a_to_p/B.mat,7.0,8.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,1.4355118033863485,1.4355118033863485,11.17340225907446,21.8865231375,0.04455464919991381,4.729240642523038,7.783566970824486,10.087975830830842,1.2960607737605463,12.059065695150725,0.3325728929029032,273.4375,2586.7356955075966,5257.8125,0.9367645023622,0.1475430654024516,0.07771351700078258,0.38417520170824865,0.3883797495712869,1.047304411288385,10.512419488093007,10.0,135.98521215878608,0.8781754214202349,0.3600134494105643,0.27653929482736483,0.21658880133079172,0.14136671019654773
target::data/raw/target_domain/train_bearing_a_to_p/C.mat::w0000,target,data/raw/target_domain/train_bearing_a_to_p/C.mat,data/raw/target_domain/train_bearing_a_to_p/C.mat,data/raw/target_domain/train_bearing_a_to_p/C.mat,0.0,1.0,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,32.30942932292812,32.30942932292812,347.4002416807783,667.1830305410156,0.1627802715861025,27.75375534458247,10.752286529376669,21.547930321577798,2.0040323760630203,31.048223350806584,0.40213756679896245,1945.3125,3286.839455653819,5875.0,0.9296224952680185,0.00857883383026227,0.07567439074066963,0.43622110389264074,0.4775903227117406,38.02953976132592,25.513027026186656,10.0,119.92601338900378,0.6561218632645504,0.2954562423703155,0.4353640717949992,0.18548716524925388,0.08077270091007499
target::data/raw/target_domain/train_bearing_a_to_p/C.mat::w0001,target,data/raw/target_domain/train_bearing_a_to_p/C.mat,data/raw/target_domain/train_bearing_a_to_p/C.mat,data/raw/target_domain/train_bearing_a_to_p/C.mat,0.5,1.5,32000,UNKNOWN,unknown,,600.0,problem_approximate_not_used_for_mechanism_features,anonymous_single_channel,unknown,33.646451295261066,33.646451295261066,347.32831450336994,684.1049655398438,0.31203837917584176,28.090971637958422,10.322881050825085,20.885658648104148,2.023239301632191,30.377176431071277,0.40491890371574113,1945.3125,3313.8778421110333,5851.5625,0.9382695629444414,0.009694461209239825,0.08458501498560969,0.41393405599342153,0.49002137767683385,39.75084486082427,26.094879789222137,10.0,122.37365690622357,0.6621064908885341,0.2974623704700421,0.4232698949288498,0.19087034965983182,0.08593583912444958
