relative_path,filename,domain,file_sha256,fs_hz,label,fault_size_inch,load_hp,or_position,status,variables,record_id,rpm,rpm_source,signal_vars,signal_count,lengths,min_length,max_length,duration_min_s,duration_max_s,nonfinite_count,constant_vars,possible_clipping_vars
source_domain/cwru_12khz_de/IR007_0.mat,IR007_0.mat,source,1fc2b03f3827203becbc1cca8b5f28959c71ac97d402e7e89065c87e33defc09,12000,IR,0.007,0.0,,OK,X105_DE_time|X105_FE_time|X105_BA_time|X105RPM,X105,1797.0,MAT,X105_DE_time|X105_FE_time|X105_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR007_1.mat,IR007_1.mat,source,e62df88e386112f7fbdb3313cb0af0f580f6d2af77af124cde0fdfcd76c7a6b8,12000,IR,0.007,1.0,,OK,X106_DE_time|X106_FE_time|X106_BA_time|X106RPM,X106,1772.0,MAT,X106_DE_time|X106_FE_time|X106_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR007_2.mat,IR007_2.mat,source,82b24ce11fdad7acf3f127c12c2154d20d4d2e1c3000f8356e55c1382a77db36,12000,IR,0.007,2.0,,OK,X107_DE_time|X107_FE_time|X107_BA_time|X107RPM,X107,1748.0,MAT,X107_DE_time|X107_FE_time|X107_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR007_3.mat,IR007_3.mat,source,b420dda11d91b9c3a279778520d37968a78f447e5fc245210bc0c0c6ca27ae24,12000,IR,0.007,3.0,,OK,X108_DE_time|X108_FE_time|X108_BA_time|X108RPM,X108,1721.0,MAT,X108_DE_time|X108_FE_time|X108_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR014_0.mat,IR014_0.mat,source,2639154ce3e2a7e00747e1d2272b11088dd3a25876b7caf2f0d1e5cff9d13d35,12000,IR,0.014,0.0,,OK,X169_DE_time|X169_FE_time|X169_BA_time|X169RPM,X169,1796.0,MAT,X169_DE_time|X169_FE_time|X169_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR014_1.mat,IR014_1.mat,source,8e4230cc319eea302cddec397a742bd1af281e5b5726d9f7b76110ce801911c2,12000,IR,0.014,1.0,,OK,X170_DE_time|X170_FE_time|X170_BA_time|X170RPM,X170,1774.0,MAT,X170_DE_time|X170_FE_time|X170_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR014_2.mat,IR014_2.mat,source,a9309932c12a5dc93e6637a61b348c104b7b2a0fc6378dda47f877f31b308aff,12000,IR,0.014,2.0,,OK,X171_DE_time|X171_FE_time|X171_BA_time|X171RPM,X171,1752.0,MAT,X171_DE_time|X171_FE_time|X171_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR014_3.mat,IR014_3.mat,source,c7bd7775252f12af36cd7d8defd6c40af0c70ec292d944f29c08936e42214eef,12000,IR,0.014,3.0,,OK,X172_DE_time|X172_FE_time|X172_BA_time|X172RPM,X172,1728.0,MAT,X172_DE_time|X172_FE_time|X172_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR021_0.mat,IR021_0.mat,source,4a6d0fad5b514bea7e0e62a86f06b7e20256ed60d4760062a53d2ffedec62889,12000,IR,0.021,0.0,,OK,X209_DE_time|X209_FE_time|X209_BA_time|X209RPM,X209,1797.0,MAT,X209_DE_time|X209_FE_time|X209_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR021_1.mat,IR021_1.mat,source,c25d465e14aa97c3c87af113939515e9b50a4b16de6e9b109e493a0c8809307e,12000,IR,0.021,1.0,,OK,X210_DE_time|X210_FE_time|X210_BA_time|X210RPM,X210,1774.0,MAT,X210_DE_time|X210_FE_time|X210_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR021_2.mat,IR021_2.mat,source,e78eec22b5d41b4658733e82a313eb76264349bac44a202ff51ba845ffb73a21,12000,IR,0.021,2.0,,OK,X211_DE_time|X211_FE_time|X211_BA_time|X211RPM,X211,1752.0,MAT,X211_DE_time|X211_FE_time|X211_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR021_3.mat,IR021_3.mat,source,fe484d1d5f0ad4d5ba873bc86fb45138a80b0554ecf8dbd986a90c07919845bd,12000,IR,0.021,3.0,,OK,X212_DE_time|X212_FE_time|X212_BA_time|X212RPM,X212,1728.0,MAT,X212_DE_time|X212_FE_time|X212_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,IR028_0_(1797rpm).mat,source,fb8d1754de6c1360bd6823fcd569bfdab377bcd483035dc74395cc2a9b65aacf,12000,IR,0.028,0.0,,OK,X056_DE_time,X056,1797.0,filename,X056_DE_time,1,96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,IR028_1_(1772rpm).mat,source,372304a42300514bdd141f0f12bce0f3b0cdb6cb8715067574a7672f2fa8438c,12000,IR,0.028,1.0,,OK,X057_DE_time,X057,1772.0,filename,X057_DE_time,1,96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,IR028_2_(1750rpm).mat,source,5d6116c7290004d571403800893381c4a638509e455dd120119d868b3b82e8ca,12000,IR,0.028,2.0,,OK,X058_DE_time,X058,1750.0,filename,X058_DE_time,1,96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,IR028_3_(1730rpm).mat,source,f35bb31d6bbc7a9d9dbc98bf8cd0e1504446b88aa26a533cf1d3a21717c81f1d,12000,IR,0.028,3.0,,OK,X059_DE_time,X059,1730.0,filename,X059_DE_time,1,96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@12_0.mat,OR007@12_0.mat,source,ee3b6233111755395b604e00d6fdb2d3b3ddd638852401ee8ce3f6347f5c58d1,12000,OR,0.007,0.0,12,OK,X156_DE_time|X156_FE_time|X156_BA_time|X156RPM,X156,1797.0,MAT,X156_DE_time|X156_FE_time|X156_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@12_1.mat,OR007@12_1.mat,source,8267b12787a849576d961bf78877f5772442616b3d2954b7e3e78d9b38c6fe4d,12000,OR,0.007,1.0,12,OK,X158_DE_time|X158_FE_time|X158_BA_time|X158RPM,X158,1773.0,MAT,X158_DE_time|X158_FE_time|X158_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@12_2.mat,OR007@12_2.mat,source,b11d024dd6f75d0edfe4d8645c9957aec1f501f8adb99a02c65b362f435996c0,12000,OR,0.007,2.0,12,OK,X159_DE_time|X159_FE_time|X159_BA_time|X159RPM,X159,1750.0,MAT,X159_DE_time|X159_FE_time|X159_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@12_3.mat,OR007@12_3.mat,source,74b4659613e5aec5867bc980427fcd5ba87a1aa2a7d8fc107db58e94da51c7cf,12000,OR,0.007,3.0,12,OK,X160_DE_time|X160_FE_time|X160_BA_time|X160RPM,X160,1724.0,MAT,X160_DE_time|X160_FE_time|X160_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@3_0.mat,OR007@3_0.mat,source,d9d30f6771387a63f74874a41e2caa8187923d10e7f283da729691df42524321,12000,OR,0.007,0.0,3,OK,X144_DE_time|X144_FE_time|X144_BA_time|X144RPM,X144,1797.0,MAT,X144_DE_time|X144_FE_time|X144_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@3_1.mat,OR007@3_1.mat,source,6fe9c88aa637dbd488043bd6b6d9604a5e5faf59693602d1bca00835cf7d80a6,12000,OR,0.007,1.0,3,OK,X145_DE_time|X145_FE_time|X145_BA_time|X145RPM,X145,1774.0,MAT,X145_DE_time|X145_FE_time|X145_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@3_2.mat,OR007@3_2.mat,source,c32cc0b126e31ef4d47a2ebe355ff07d7d5117f5abe4f3ece391094332b2f640,12000,OR,0.007,2.0,3,OK,X146_DE_time|X146_FE_time|X146_BA_time|X146RPM,X146,1751.0,MAT,X146_DE_time|X146_FE_time|X146_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@3_3.mat,OR007@3_3.mat,source,e6ae909bad72dcadb8b18e2be98e1abf23ba3e6410789342bd02bda43e606209,12000,OR,0.007,3.0,3,OK,X147_DE_time|X147_FE_time|X147_BA_time|X147RPM,X147,1725.0,MAT,X147_DE_time|X147_FE_time|X147_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@6_0.mat,OR007@6_0.mat,source,42f9861538603b7bb30645340ecc50232e29e889b3ff023054e38a7b0ae368d4,12000,OR,0.007,0.0,6,OK,X130_DE_time|X130_FE_time|X130_BA_time|X130RPM,X130,1796.0,MAT,X130_DE_time|X130_FE_time|X130_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@6_1.mat,OR007@6_1.mat,source,114ea4e555ab8981472ff33da2da2265510dc38ab61cc453d96e956c46178376,12000,OR,0.007,1.0,6,OK,X131_DE_time|X131_FE_time|X131_BA_time|X131RPM,X131,1773.0,MAT,X131_DE_time|X131_FE_time|X131_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@6_2.mat,OR007@6_2.mat,source,e72abecbb3b92b1e543ea3367396a18266c771cd83bc3b85098343b9998757d0,12000,OR,0.007,2.0,6,OK,X132_DE_time|X132_FE_time|X132_BA_time|X132RPM,X132,1750.0,MAT,X132_DE_time|X132_FE_time|X132_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR007@6_3.mat,OR007@6_3.mat,source,93f78a45c36b28606359eecac603a1ec8bcee82ab7877b9b2a85aa5b3c73003d,12000,OR,0.007,3.0,6,OK,X133_DE_time|X133_FE_time|X133_BA_time|X133RPM,X133,1725.0,MAT,X133_DE_time|X133_FE_time|X133_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR014@6_0.mat,OR014@6_0.mat,source,9899febf3f52446d6db249396b0be65757773955ed032ade6142b333074ce4b8,12000,OR,0.014,0.0,6,OK,X197_DE_time|X197_FE_time|X197_BA_time|X197RPM,X197,1796.0,MAT,X197_DE_time|X197_FE_time|X197_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR014@6_1.mat,OR014@6_1.mat,source,b45db2b0ccc24f17d9abe8ad0cd05685bbeea850a08a64d0c907866ac5365001,12000,OR,0.014,1.0,6,OK,X198_DE_time|X198_FE_time|X198_BA_time|X198RPM,X198,1772.0,MAT,X198_DE_time|X198_FE_time|X198_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR014@6_2.mat,OR014@6_2.mat,source,e6a8aa4a19d1126f177ebed439aaeba1de14cb5de2585e0cbd1425b11503e1cb,12000,OR,0.014,2.0,6,OK,X199_DE_time|X199_FE_time|X199_BA_time|X199RPM,X199,1749.0,MAT,X199_DE_time|X199_FE_time|X199_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR014@6_3.mat,OR014@6_3.mat,source,f94954a89c5ccf04434100866ef6019bfa22ba1d4ac8107ca881b793c4da69e9,12000,OR,0.014,3.0,6,OK,X200_DE_time|X200_FE_time|X200_BA_time|X200RPM,X200,1723.0,MAT,X200_DE_time|X200_FE_time|X200_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@12_0.mat,OR021@12_0.mat,source,b749dcd54ea1cd73e82520530bd0faf69503b17c9b84aaad4de187ff3a063def,12000,OR,0.021,0.0,12,OK,X258_DE_time|X258_FE_time|X258_BA_time|X258RPM,X258,1796.0,MAT,X258_DE_time|X258_FE_time|X258_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@12_1.mat,OR021@12_1.mat,source,7e651ca1168d302a47698d7cf1ecc05d8e0534a9da0ab6b0df0eb7af8deefc8f,12000,OR,0.021,1.0,12,OK,X259_DE_time|X259_FE_time|X259_BA_time|X259RPM,X259,1771.0,MAT,X259_DE_time|X259_FE_time|X259_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@12_2.mat,OR021@12_2.mat,source,ee93858fd3b5002c45561218a68078c61c0ff4f49f218e743b5c65a3c53ac846,12000,OR,0.021,2.0,12,OK,X260_DE_time|X260_FE_time|X260_BA_time|X260RPM,X260,1746.0,MAT,X260_DE_time|X260_FE_time|X260_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@12_3.mat,OR021@12_3.mat,source,98286b55618ae343d51b030506ebbab94c03e06b9bdb58f96476f9e4ae4300df,12000,OR,0.021,3.0,12,OK,X261_DE_time|X261_FE_time|X261_BA_time|X261RPM,X261,1718.0,MAT,X261_DE_time|X261_FE_time|X261_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@3_0.mat,OR021@3_0.mat,source,776747ffd8418d66998f08ddf6dff827b15010553b5eda4dc665fc5a60ef1077,12000,OR,0.021,0.0,3,OK,X246_DE_time|X246_FE_time|X246_BA_time|X246RPM,X246,1796.0,MAT,X246_DE_time|X246_FE_time|X246_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@3_1.mat,OR021@3_1.mat,source,3b245d2295212da48b8eed2c16dd63f90738452346d5c278d0a4a7f865848d2a,12000,OR,0.021,1.0,3,OK,X247_DE_time|X247_FE_time|X247_BA_time|X247RPM,X247,1771.0,MAT,X247_DE_time|X247_FE_time|X247_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@3_2.mat,OR021@3_2.mat,source,95ae9b9a6a99168baaa517010a03a36c66fcd9df3cd6c003baaca70bcfb6a0b3,12000,OR,0.021,2.0,3,OK,X248_DE_time|X248_FE_time|X248_BA_time|X248RPM,X248,1747.0,MAT,X248_DE_time|X248_FE_time|X248_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@3_3.mat,OR021@3_3.mat,source,e5fd60e0ebdf8572c6b49eb885d6ca7c480fc10473fe684212fcf16cbfa3bdc5,12000,OR,0.021,3.0,3,OK,X249_DE_time|X249_FE_time|X249_BA_time|X249RPM,X249,1719.0,MAT,X249_DE_time|X249_FE_time|X249_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@6_0.mat,OR021@6_0.mat,source,4307c0808d36b3dd6e665f36bd17280549433ae3e691b9918c6c94ec1b1ee57c,12000,OR,0.021,0.0,6,OK,X234_DE_time|X234_FE_time|X234_BA_time|X234RPM,X234,1796.0,MAT,X234_DE_time|X234_FE_time|X234_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@6_1.mat,OR021@6_1.mat,source,c2d4ce46dcb86cbc4f94da1cf03efaacfc4a43a07c19776d3b3210e75da3f95b,12000,OR,0.021,1.0,6,OK,X235_DE_time|X235_FE_time|X235_BA_time|X235RPM,X235,1771.0,MAT,X235_DE_time|X235_FE_time|X235_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@6_2.mat,OR021@6_2.mat,source,13ce58a583ece25996f898a507b5ea1f908f3c96498605238758fecf21d8dc5c,12000,OR,0.021,2.0,6,OK,X236_DE_time|X236_FE_time|X236_BA_time|X236RPM,X236,1748.0,MAT,X236_DE_time|X236_FE_time|X236_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_de/OR021@6_3.mat,OR021@6_3.mat,source,051fe58a156fa6d43b42f643a588d0251e066df62a2af711717daaf631c114fa,12000,OR,0.021,3.0,6,OK,X237_DE_time|X237_FE_time|X237_BA_time|X237RPM,X237,1721.0,MAT,X237_DE_time|X237_FE_time|X237_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B007_0.mat,B007_0.mat,source,841c685781285400a0ed45252b9a6b2c58bda5ab0804c0ff49744396e17bec8c,12000,B,0.007,0.0,,OK,X282_DE_time|X282_FE_time|X282_BA_time|X282RPM,X282,1798.0,MAT,X282_DE_time|X282_FE_time|X282_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B007_1.mat,B007_1.mat,source,7ddc1aaed1efb0ac2b9a202d1c88e78b0d1d4fb805c9eeee8f1fdbb51f66bbf4,12000,B,0.007,1.0,,OK,X283_DE_time|X283_FE_time|X283_BA_time|X283RPM,X283,1777.0,MAT,X283_DE_time|X283_FE_time|X283_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B007_2.mat,B007_2.mat,source,7fb50719a834a1f55a3565f19b9c674446fd5a65827e62e9fbd9235e68d335e9,12000,B,0.007,2.0,,OK,X284_DE_time|X284_FE_time|X284_BA_time|X284RPM,X284,1755.0,MAT,X284_DE_time|X284_FE_time|X284_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B007_3.mat,B007_3.mat,source,8af98318b11daa870d2b4f6407a7a1e5a37b0346baf2103f6bdc1cf923244eb0,12000,B,0.007,3.0,,OK,X285_DE_time|X285_FE_time|X285_BA_time|X285RPM,X285,1732.0,MAT,X285_DE_time|X285_FE_time|X285_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B014_0.mat,B014_0.mat,source,1cda8ee4a9c934041368b0a85b3274f16d173c8c5ee1b3bad814abe49eb8bd35,12000,B,0.014,0.0,,OK,X286_DE_time|X286_FE_time|X286_BA_time|X286RPM,X286,1796.0,MAT,X286_DE_time|X286_FE_time|X286_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B014_1.mat,B014_1.mat,source,30f5e8186e4c139e7492e142a104e3a5ca62b0782b5683324a267836c80a380c,12000,B,0.014,1.0,,OK,X287_DE_time|X287_FE_time|X287_BA_time|X287RPM,X287,1775.0,MAT,X287_DE_time|X287_FE_time|X287_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B014_2.mat,B014_2.mat,source,6e2fdea7926aff17564e09ccc31c6be6e5e337b139f66f7f7b4287f51cab4a65,12000,B,0.014,2.0,,OK,X288_DE_time|X288_FE_time|X288_BA_time|X288RPM,X288,1755.0,MAT,X288_DE_time|X288_FE_time|X288_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B014_3.mat,B014_3.mat,source,35da092802e2d807a46787be757b9ead568dd5823a26a97a40a1f11a2abd9cb1,12000,B,0.014,3.0,,OK,X289_DE_time|X289_FE_time|X289_BA_time|X289RPM,X289,1732.0,MAT,X289_DE_time|X289_FE_time|X289_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B021_0.mat,B021_0.mat,source,208cf71d1bc34c2fa2f4155744e682756df64499995d314a7078ab4106fbdc58,12000,B,0.021,0.0,,OK,X290_DE_time|X290_FE_time|X290_BA_time|X290RPM,X290,1796.0,MAT,X290_DE_time|X290_FE_time|X290_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B021_1.mat,B021_1.mat,source,8ff2479041282477b72023786834c88eaf4d5a21b7246af9f16a7d64bcb9f0f3,12000,B,0.021,1.0,,OK,X291_DE_time|X291_FE_time|X291_BA_time|X291RPM,X291,1775.0,MAT,X291_DE_time|X291_FE_time|X291_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B021_2.mat,B021_2.mat,source,45498a0ca21ab97668bdb6083d9214eaf48e6e82077e23b64a9cf31c842f9b02,12000,B,0.021,2.0,,OK,X292_DE_time|X292_FE_time|X292_BA_time|X292RPM,X292,1756.0,MAT,X292_DE_time|X292_FE_time|X292_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
source_domain/cwru_12khz_fe/B021_3.mat,B021_3.mat,source,c3b83a60c1f98fae3928d3fee29e4644a88aeebc270bf62451f4e0d18e6a16d4,12000,B,0.021,3.0,,OK,X293_DE_time|X293_FE_time|X293_BA_time|X293RPM,X293,1734.0,MAT,X293_DE_time|X293_FE_time|X293_BA_time,3,96000|96000|96000,96000,96000,8.0,8.0,0,,
