window_id,mech_bpfo_h1_h3_energy_ratio,mech_bpfi_h1_h3_energy_ratio,mech_bsf_h1_h3_energy_ratio,mech_bpfi_fr_sideband_energy_ratio,mech_bsf_ftf_sideband_energy_ratio
WIN-cdd1f7ae6646012ac43b,0.00757828961589143,0.029867510019698618,0.003921055148959523,0.04945892451217455,0.016109026629766474
WIN-90a7529848129262ca12,0.007426691280844074,0.028542174886285465,0.004631295642512594,0.0457694514711195,0.016904087974700232
WIN-979526b8b548ff097201,0.007452298214802686,0.03414218669699673,0.004915225664596572,0.04761891614869799,0.01749455605209627
WIN-1e2484005ec9defcf7c5,0.0047644029744954245,0.02153545038942666,0.002878166003339492,0.027824221632054058,0.011058088028692977
WIN-e4093a9c255c8e68bc2d,0.005981680350887151,0.028411804717852228,0.003861180355312155,0.042105848594871625,0.014980557980775805
WIN-2601959fec1ce9560ef0,0.0067266957760546905,0.02974945575378061,0.003824203915881517,0.04326958841671005,0.016360883638540002
WIN-0320273825c2c88259a7,0.007907058976773336,0.03584622985692031,0.004592465146061763,0.05071168682565372,0.0181694983065929
WIN-3629de27ad58b37be352,0.0079313342111135,0.03527815078688834,0.004233606609550781,0.04615204253120866,0.017834215735093556
WIN-37b08499ea4aef44f627,0.00739597671468278,0.03402971492461701,0.005009175091224016,0.046389563462699596,0.01753542554878639
WIN-b31da23344e493409fb2,5.6073262106598866e-05,0.003345833131164584,0.0018701844505817275,0.0021153483231749768,0.0004114291804612498
WIN-75a3398578e2d3667396,5.753146100656149e-05,0.003919645996864098,0.0015502424157979222,0.001945516860378115,0.0003415152458190662
WIN-5b309f969dcbb80a6771,4.148708060896308e-05,0.002999608739390565,0.0016153378755616203,0.0018952492253734101,0.0002979099365467673
WIN-f94500ae333b46c58a95,4.769544162268643e-05,0.0031301985759872625,0.0009563861883153648,0.0016211297382843044,0.0003901712467947968
WIN-8a2155a2928d0380478f,6.024586242601742e-05,0.003456875943998827,0.002802839941341247,0.0029595467020256025,0.00048569561200888424
WIN-12738a8ff1cde1df5252,7.461911677138023e-05,0.00442405752631987,0.001357119274367977,0.0016607775659527313,0.0002843460357708709
WIN-35f379154ce90da08c7a,5.216056934146667e-05,0.004171523263136354,0.0035651519797897544,0.0036966068377183026,0.0004283089738259808
WIN-55f4ef1d25e27ac9d1f9,4.6062091376912954e-05,0.002298667511962128,0.0013172923694491838,0.0016254574011993381,0.00031546571513889175
WIN-8acd47c7423c50b9be33,6.744048711955234e-05,0.0038911075838342695,0.0027001591548194478,0.002914341692901848,0.0003521312475850928
WIN-3427f9a7fd24dc310f77,5.996721351156267e-05,0.004224558192299788,0.0021888833781530397,0.002872110717264712,0.0004233886623419163
WIN-6e721131deeaa0326e30,6.865347382710996e-05,0.004273142450987982,0.001544833442904456,0.002330523433634744,0.00045553256296856145
WIN-a86da486f40b03070c27,0.00019953130665385113,0.011270738163270946,0.008132406687990298,0.00846243381109583,0.0006521588678877959
WIN-2c5dd68d9a3c2a8bd332,0.0001869314569047555,0.011920723855924657,0.0037845694960154113,0.004290099701111394,0.000545363230267302
WIN-90ddf32d14f48f6c411c,0.000111758775496228,0.00983619427710657,0.0057738900580127095,0.006004870647541444,0.00042615209335887137
WIN-4bccca6de03d58d4b6f0,6.949385596709012e-05,0.004064839444661621,0.0021474847075620097,0.00252836105445718,0.0004102618203837172
WIN-6973a8c42964be865058,0.00021196137711512614,0.004189718052237478,0.006111850199989565,0.009270267420265231,0.003310600455785963
WIN-a3afac2b88e914c9a766,0.000200741745504803,0.00463257254422049,0.007693284621061651,0.011113594729675824,0.004081303020824929
WIN-23a9dffe6f9b7b523adf,0.00021460848379438615,0.004235980903926606,0.007329006871735974,0.010649903189597002,0.003864374252471046
WIN-1a5b88ad287551c49d3b,7.872729861623602e-05,0.0019132557883057286,0.0026894956798824542,0.004125649240068878,0.0016298502973993477
WIN-5ff1104c2d9836b2a716,7.085481186163552e-05,0.0017311169825857487,0.0025080300996263324,0.003886846700153308,0.0014608158360611483
WIN-7743e9ef6f07f0097f12,9.451542039711015e-05,0.0022364038906461463,0.002962412582547882,0.00454193518894212,0.0018120639646129403
WIN-8f186ca87b313d6e1e73,0.00012958675868931255,0.004375002158695699,0.007297420002579953,0.010259683120818517,0.003551168432719678
WIN-a04628c5fb57bb17a157,0.00028735338170303996,0.0069545711254945936,0.01010603004735071,0.01574277994341133,0.006018574642936502
WIN-686a8465e68783e11ea5,0.00014065674289982574,0.004374681069280102,0.007803547800015427,0.010767985999631514,0.0037105865221675827
WIN-8a4f533e2f54ce9d3b3d,4.543250100243433e-05,0.0011471821748832952,0.0019159476421115884,0.003020872608727173,0.001102711703202829
WIN-5945b88ef9480f2adb32,4.169412619800055e-05,0.0011103047440991548,0.0017997647113876516,0.0026677675775799077,0.0010172546140248986
WIN-81b730060fb0f9f3e062,9.215212434690171e-05,0.0028850126242635117,0.003797237289187382,0.005776010930760242,0.002215245275912008
WIN-a757e773381cfe600bc9,7.734580318068289e-05,0.0014821919386275191,0.0024027016601396054,0.003711009963453998,0.0015081533286945522
WIN-3bd82ba106cb26f6464e,0.00010600807088581224,0.0027145904199103125,0.003913200482178545,0.005892390280017519,0.002440318448071686
WIN-48c1ad389c8d5489ec76,0.00031536226663603115,0.006239205636602801,0.00999472731443777,0.014511851093415205,0.005257438737837482
WIN-ad2f3523d4f033a46aeb,3.686323187966133e-05,0.0017865167499787823,0.00041007353519636515,0.0015920021280385012,0.0019933438565727765
WIN-900d674f1e8f1a8d9ff9,3.115151516711137e-05,0.0012426091913232112,0.0002735659974919989,0.0009955059872347183,0.0012309216183281632
WIN-8138d88731735b2e8334,2.7796613250603378e-05,0.0013768137714558,0.000287772618786374,0.0012886339619168866,0.001536162865243837
WIN-28b607de24710b94389b,2.8928372023394483e-05,0.0014031871941447597,0.00032440749599780026,0.0013084068614765765,0.0016109521395289556
WIN-af27ccea3ef66e070230,3.438306792571418e-05,0.0015095398064935268,0.0002578543861841766,0.0013952045432980933,0.0017807501750852308
WIN-a5f4b9487c91c5df82b1,2.9434714621202288e-05,0.001416756714814028,0.0003210936028174654,0.0013086894657718111,0.0015675440290659202
WIN-dc43e05f3f0d9055c984,2.6641734130720307e-05,0.001424663578076854,0.0004196682605915625,0.0013350496409365053,0.0016298595756906347
WIN-f71b9d992459d01d5b57,2.9258934655286516e-05,0.0012978849505202378,0.0003082367313947642,0.0011292166984050974,0.0015410487035283835
WIN-c99d320ce097697af301,2.8954144922906325e-05,0.0012654905218568776,0.00026986743729121666,0.0011575882962071781,0.0014575545843076027
WIN-268397442b83a1f7b44e,3.2764026560041045e-05,0.0013255846778819802,0.00024947402528519057,0.001250656112604713,0.001673184569669819
WIN-a6b3061c0a348b45bdc6,3.590434257086226e-05,0.001374412825109268,0.00029193094124351524,0.0011171964653041825,0.0015502377514046803
WIN-557bc71ff309dd260278,4.527653185886465e-05,0.001746445959282738,0.0004197559009870595,0.0015009224436738472,0.0018906013625965914
WIN-7f27102c94739b8c7b77,2.8091973855399252e-05,0.0014992036080992404,0.00025653936254876924,0.0013723228369051227,0.0017481435881447644
WIN-c1f19708361dfef88843,3.963012670920246e-05,0.00211821515541717,0.000454087289107514,0.0017879943237206,0.002166735753431128
WIN-5227e0521be27aae84c5,4.349245080581858e-05,0.0025702741567956563,0.0004452852585208817,0.001967241614134102,0.0026341444801137454
WIN-25c24932c6ba90148763,3.222783110051993e-05,0.0038287112221720757,0.0004642995858031841,0.0009200463532812084,0.002376990021661394
WIN-fbf0bf5d0844273a42a6,5.02804688529692e-05,0.005303667805047066,0.0006938984431247955,0.0013514630537149928,0.0030539643645585276
WIN-e28340f0d7d9453a9caa,6.770314279131013e-05,0.006289403870032205,0.0009357510810574436,0.0018825030525065818,0.003651524532557575
WIN-f77c4cc3d3a83b436b63,5.2512582513443285e-05,0.004446898437282458,0.0007550800818070009,0.0015891362884721163,0.002656000739958665
WIN-42ef98b4686408af7196,2.0076454801093686e-05,0.002259079596181592,0.000345220690865616,0.000787443255238291,0.0015315838333098295
WIN-a65048188e9c2363e19a,3.267743477702346e-05,0.0033005537691193658,0.00042555588601034315,0.0011468581166702724,0.0023884697376395985
WIN-ddf60ff253e37de91ced,3.60757477982531e-05,0.004741498251801006,0.0006502469176888035,0.0009853248350624232,0.0026178957752050146
WIN-643b84d5e705c0c4f20e,2.556741731803029e-05,0.003377015316668694,0.0005061800730767113,0.0009058708166655386,0.002183859032341795
WIN-da858fbc7f7d6cd0a253,6.645509647032386e-05,0.007955443308445694,0.001285829171140564,0.0023983053473297716,0.0053981044166663186
WIN-c5ffba9fa48ee2d2f8e6,8.688063708927968e-05,0.009631114609113043,0.0014839057165595888,0.002478035629610836,0.006646816467020022
WIN-7c366f0765f7f25a5d45,4.2677863304843565e-05,0.003612116419186064,0.0004522138124251841,0.0010485788960428928,0.0027702254581738316
WIN-dbfe99d6cb64529c7d03,3.917860569526971e-05,0.0036023558875759184,0.0007157866383950405,0.0011276236336676525,0.002750133388333588
WIN-f794c617abb0155a5f49,3.031563018734524e-05,0.003738181883795316,0.0008460473989201333,0.0012948573529704376,0.0025733419462702608
WIN-71a23180ca05c3f356d7,4.788832753924099e-05,0.0052453470505306405,0.0009188268412524602,0.001566999288550711,0.0032419149991231165
WIN-e1f8581ec72156e4c40d,5.9510626017953565e-05,0.0069213938782980294,0.0011384213794457085,0.001836340043876051,0.004058014260071191
WIN-4307f92375069babe348,9.502933175315721e-05,0.013984486179906185,0.009037992332106707,0.015015271875430187,0.0006266807713097665
WIN-8ec9e349dc6a2dad86f5,7.910314905811763e-05,0.012785525166764334,0.010141619570995384,0.01617087341765657,0.0006634422567459778
WIN-3b1db9162d81b3487c0c,4.937953267732177e-05,0.00808949840739298,0.0019409310283382145,0.00554124886177349,0.0002559689074999205
WIN-bbb6db2261581421a8dc,6.30056106238718e-05,0.009169138905035268,0.007293889685349637,0.010862266614695094,0.00043035739330168004
WIN-a15c4cd52a490317cae7,0.0001211454209397085,0.01483928438560915,0.00786411876183346,0.012409734910229531,0.0006854931998935061
WIN-478f6d8d3e8f9056d252,6.337046615074116e-05,0.007968629136710408,0.0047261550130604174,0.0059986871689244456,0.0003158773511561815
WIN-4981f1e708cd35d5472e,7.619750790129927e-05,0.00852487757357615,0.009338519098615503,0.010579585575434947,0.0004859530870985555
WIN-242b37df1ed074df80b3,6.430934632162104e-05,0.007441583281955126,0.002273238453271774,0.0039804005978887926,0.00022640494563088253
WIN-8c9b7a85d4ce7c3bc6b1,6.168010037328567e-05,0.009060579031035092,0.008465309262928739,0.010121806945832743,0.00045147403459529125
WIN-d7bd0c8a027e6db2f970,2.4527923812585512e-05,0.004363569854601928,0.0038499118220367908,0.004788922627953494,0.0001765483630278088
WIN-743bc7cb57880bbee02d,5.08647175674637e-05,0.007311784112519181,0.0029092896283724307,0.0042086415872394515,0.00022729411691098524
WIN-b91f84ec83a97fa03b8e,0.0001421899930219658,0.014822878407414971,0.018773978340705447,0.02003141861692626,0.0009128322659757412
WIN-01542cc9fee777f6ce43,0.00012343444642610155,0.013090122262017648,0.00847390737847563,0.009714280704541983,0.0005410328222434994
WIN-8bd08058b2baee587475,0.00011457940984706368,0.011598757782204082,0.009260166364671609,0.010321673293665467,0.0005914469114959008
WIN-66227cd413cf12b07cf2,8.324280687568703e-05,0.008369466909565276,0.009398275014584213,0.010720987400819873,0.00048572945427009
WIN-ce9aed289046dbf88e3d,0.00019528218675321152,0.006017213711896746,0.01903641826195228,0.03500167981331666,0.01357985715414163
WIN-b8a176c8599396fcb933,0.00011816229948459164,0.004859345616316002,0.01536905961234837,0.0281649887523726,0.010850454760696649
WIN-6a6cd868718760f9beb2,0.00013000387508248213,0.004336482226387199,0.01537476868604533,0.027035745121930275,0.009789659310571854
WIN-c73ce4e610533d0e394f,3.8168937692795973e-05,0.0012849538452114084,0.004573579313893261,0.008056834183386324,0.0030508772948335283
WIN-7ab4e13fbabfbd4e5db3,0.00012475162074418973,0.0038111931990623105,0.014720440531558063,0.02560778793490519,0.009042784657479552
WIN-842bb62f1c993b737727,0.00015219008625988467,0.004272618588492278,0.015557250379949652,0.0287181492835189,0.010307087438425655
WIN-7571657e1d092958db86,0.00017084673600888123,0.006148358693406039,0.02313480685554709,0.039474275635298366,0.014271801509951672
WIN-6e194b460a6f9dfb63db,0.00016791916639355786,0.006295110653181868,0.021335230602938533,0.03839447336391709,0.014691567280157233
WIN-78752056609514e16c69,4.678754591408177e-05,0.0017538741549643154,0.005718183954371606,0.010900965283021964,0.004070561185364155
WIN-cebfacbec3451fecab55,6.05126371598184e-05,0.0022531756611642445,0.006963143377810114,0.01394626452479108,0.0054043714055730515
WIN-2faee3c8f5a2fb07bfb9,0.00020374158350648286,0.006515336910868476,0.020854303623874332,0.03943854848423885,0.01602258920140307
WIN-524b6d879559ed5b2440,7.524693035750317e-05,0.0028958150161836017,0.008736178883184554,0.01632475636059645,0.0067513949167079205
WIN-ca1dc236c64a0d336eb0,8.151761124273725e-05,0.002374943162983423,0.007344229134139238,0.014157166878878283,0.005662228418265874
WIN-daf99a564745c1239bc0,0.00019348965877244865,0.006560751534050117,0.020095997848553423,0.038801687492061566,0.014582201198366165
WIN-44962460fdc546b555e0,0.0001432335078696272,0.005074451787582302,0.016129861285679836,0.03013582575255683,0.011731320837776255
WIN-9256778c4e9f54cc41aa,0.00010699274589906473,0.007464308418305079,0.0011648169123373558,0.015866633508635587,0.022132237544799507
WIN-651c3edbaed6a47e5dea,8.978249966901419e-05,0.00509437384898172,0.0008659133429380269,0.01076232117548153,0.015228871860210769
WIN-200a713d371478eda482,8.166686123435973e-05,0.004000731724763836,0.0006543167990187986,0.008850451833739769,0.012447548883133274
WIN-c62646b8543263f175d1,8.626321342707377e-05,0.004465276150374516,0.0006769578479125666,0.00917727470724594,0.013455935178563293
WIN-92d189de72817f1e5ada,0.00013129155352789573,0.007674738298207242,0.0011316577032307123,0.016357069391804417,0.02328253949056302
WIN-3229a1a5c839e1200807,0.00012932139046603578,0.008317698471993585,0.00118309252826125,0.017237374405172524,0.024908409719843327
WIN-867730a772b9dcd0ed48,0.00010773559769201852,0.007707874885173646,0.0011024114071609646,0.016278425814762822,0.0236454983856149
WIN-f899c7d4a17a6b224947,6.0708013527933394e-05,0.004064522505324936,0.0007336665273232642,0.008803897214705519,0.0126186192199712
WIN-0f6a3bc9202534158bf2,5.7807632763302324e-05,0.004323867286166901,0.0007273156936637641,0.009440960819305117,0.013517501011899262
WIN-71ac72822ad527b35259,6.026199446629124e-05,0.004357846557439121,0.0006424840840813971,0.009000539035576363,0.01294807706538152
WIN-b05c8e4964f9df72bf1f,0.0001261662279912137,0.00867865617317194,0.001174275568407282,0.018003141391195826,0.02661579454243255
WIN-091f8a8ee20b9dd7c9e4,0.00011148942753817542,0.0060275889242767475,0.0007110356429109193,0.01270880995935612,0.018378665108756673
WIN-94b1eeafc18011bf8eef,9.55445840737274e-05,0.006012367810835817,0.0009650320243561631,0.01278745625737163,0.01855509994867041
WIN-f2a109bfcb3bd50884d4,0.0001555356695592431,0.009002103432625728,0.0012831721425130348,0.019203436644364705,0.027318360188352785
WIN-9f44ba4ed2fff4393dbb,7.782363125423475e-05,0.005824458712310816,0.001031311793883344,0.01237537083515687,0.017837867727257404
WIN-14094409b262f8c91fdc,2.5175121729350455e-05,0.004393046242871496,0.0003966711573229392,0.0013044640666523247,0.006158787626523517
WIN-9da80ffb14320d8be725,2.8770229904106306e-05,0.005022921681088174,0.0005393453472035597,0.0017041038549501092,0.007259176367435725
WIN-f0d3fcca08326ff41455,4.548262669772372e-05,0.008751517949887593,0.0009988524640615578,0.0031053794156098184,0.012921748964699926
WIN-5816000a95fd48643e4b,3.78644883100904e-05,0.0072705386440934435,0.0008294207474137806,0.002743982074752635,0.010985495938132805
WIN-6dc5e027873cf32d4e96,4.949489737261376e-05,0.00929907284635501,0.0010234439179715418,0.0033831309373649203,0.013912873521711855
WIN-38a8a954f6798ec86167,5.2177610113405996e-05,0.009816888199881569,0.0009314183355708988,0.003293583046128623,0.013833890167786266
WIN-9126f778aa047cde3fb2,6.144251344452843e-05,0.010117849070079801,0.0010792027729396802,0.0034778090754406655,0.014493116697531633
WIN-fe66a6b6a14822d2f154,5.565025685941765e-05,0.008922805241636666,0.0009167014084573284,0.0031381018107894576,0.012567839363346068
WIN-7fb954901dba6ace533b,5.425894666681653e-05,0.009258276879036754,0.0008051415850125887,0.0031759433406971615,0.012610569859107508
WIN-b73493f0cb9947516581,5.4339123795225796e-05,0.011628679112493882,0.0010336991542298165,0.0036924001069794194,0.016193586886901278
WIN-6dbe514a262c18ead6c6,5.6693993853045584e-05,0.010629755099352673,0.0009319829397854671,0.003419541979532449,0.014878137284201362
WIN-226e82c04a54964bbe8f,5.638179966722953e-05,0.010289447747531828,0.001080514702815726,0.0033808802105278774,0.015242608557874971
WIN-fe7b58007106a8a988a6,4.956961546728091e-05,0.007810327020165216,0.0008389068687446079,0.002674682764591153,0.01154410184993131
WIN-b7ba65720aef0997f313,6.240702814058584e-05,0.009452870603226549,0.0009594882199933939,0.0032252964758069827,0.014101862291124045
WIN-f6330fca6f78e77e47a2,5.681094183371396e-05,0.009966538300789194,0.0009654596604184065,0.0035819539303245476,0.014689521873753126
WIN-aedff8f49043e8611f7b,2.8943965855186124e-05,0.002813391236360151,0.00031982623406766455,0.0010377902733915414,0.00012124465455630748
WIN-687a139507a6a6959bf4,3.306204198614647e-05,0.002880684081312633,0.0003696239133712937,0.0008944098251900971,0.0001201834078647173
WIN-72976a1165ffddbdf3cd,3.859116737539977e-05,0.0034049686760190935,0.0003323688098512166,0.0007792330640740595,0.000135328468880866
WIN-583a43f7fd9ebf20deb0,3.873443047607597e-05,0.0036532770800778835,0.00020115654197281168,0.00036666923879226024,0.00015159794346741387
WIN-18101343915a3d7c252f,5.281033311414876e-05,0.004149144281982377,0.0003622800805492409,0.00041602098277209837,0.0001908060317862835
WIN-db7ef28204ff4354b799,4.508378449673868e-05,0.004554509978230478,0.00031126611902934707,0.00033838535003974054,0.00020414102413298402
WIN-4858540c7771fcd31f5e,3.3233581107690605e-05,0.004542254687260026,0.0003677413786811533,0.0004080372798744385,0.0001801668379777855
WIN-236290c16e2454609e8f,3.114862635793787e-05,0.004326690217225855,0.00024259525394070773,0.0005394656850226171,0.00016471253503387706
WIN-daf59a603c9555423e28,3.297639367670857e-05,0.004031360973153512,0.00047930287617294466,0.0008705410973966684,0.00015212735993451492
WIN-e7a5ec78c744c22f6f7b,3.195758881945745e-05,0.00415128894424881,0.00033022965246408826,0.0007634199629095045,0.00015510001895006426
WIN-8ea36ad1ed8ed4050ee1,2.4965770714453106e-05,0.0037741708732591146,0.0005096077365198238,0.0006267395579392464,0.00015470991567223245
WIN-6df3b1a0e807f9bfdd2a,2.3852849110774258e-05,0.003433001754890195,0.00040019833188277164,0.0005601865727831967,0.00013805074137102563
WIN-3e58b4956f9eb2a15f8f,2.148249932634124e-05,0.0029498134674079694,0.00033052674820351497,0.0004874252892589708,0.00011474237096860363
WIN-fe011dea2903f8cd4c22,2.25514149979125e-05,0.0024789396884417835,0.00028467237495560636,0.0003796064729337338,8.473020925148121e-05
WIN-6436369b6b6a5c89b6f4,2.5390903259592504e-05,0.00219726582452386,0.00021825958527110103,0.00043682514571844323,8.635939423169254e-05
WIN-76b37ed3bc783c0cc905,4.114818537154754e-05,0.0015986833972089557,0.000641368625397818,0.0009518029221058898,0.0004885458322830369
WIN-ba35f61877490475d0c1,4.6053590523452235e-05,0.0017928173918113225,0.0006186171672456081,0.0009581169413370871,0.00048801799227888096
WIN-7d6464ba2fca178a047a,3.6163405349892194e-05,0.001991282674871139,0.00048816634316552616,0.0008642623956342267,0.0004919875586495832
WIN-818ad005e3cb0f8cfeb1,3.702286548974164e-05,0.002167788610584695,0.0005241454372160294,0.0008815725279985162,0.0005168532419823988
WIN-81b726fe00d127972160,3.593235278745195e-05,0.0021453443968224174,0.0005414306416085046,0.0008484199533855343,0.0004863073761826141
WIN-5c17bd1b9c8c56bae671,3.3211076792319185e-05,0.002058233567237059,0.0005540959172981414,0.0007558808317480814,0.00048134644195847574
WIN-31d80cf41e038ac53d82,4.343880465791822e-05,0.0018682227908566223,0.0006080127905447063,0.0007886831633347202,0.00044320459431690943
WIN-65b070ef7b219013641f,3.314903413169366e-05,0.0016281951637282847,0.0005373296817314845,0.0006983922893233396,0.0004613228040724391
WIN-675d4546c409d80d86e3,4.393831820890238e-05,0.0014717262214093358,0.0006397958950295149,0.0008899293490445357,0.0005152629782440947
WIN-6c7a4134cbf512b3a28e,3.5620644435769106e-05,0.0013253804654071882,0.0005755775723206091,0.0008178725556554124,0.00046872673566974706
WIN-1609a00ca1d3a822e2dd,3.8088000620557125e-05,0.0012839869293461658,0.0005239307620853227,0.0008532854176828853,0.00047410892327818854
WIN-c3216774c4460e657567,3.796177988637417e-05,0.0013316921483160155,0.0005607644427535649,0.0009056725072315709,0.00047949699375460404
