domain,subgroup,file_id,independent_object_id,relative_path,file_name,size_bytes,file_sha256,mat_read_status,mat_variables_json,variable_count,sensor_channels,de_present,fe_present,ba_present,de_shape,fe_shape,ba_shape,primary_signal_var,primary_signal_shape,primary_signal_points,primary_signal_sha256,sampling_rate_hz,sampling_rate_basis,duration_seconds,duration_basis,rpm,rpm_source,class_label,label_source,fault_bearing_location,fault_bearing_location_source,fault_size_in,load_hp,outer_race_position_clock,target_truth_status,finite_count,nonfinite_count,is_constant,signal_min,signal_max,signal_mean,signal_std,missing_flags,quality_flags
source,source_12khz_de,RAWFILE-011,source_domain/cwru_12khz_de/B021_2.mat,source_domain/cwru_12khz_de/B021_2.mat,B021_2.mat,1877144,a1950f4e675b86a571d42a6ab0307cc94fcdede8d980d8ba4abad91c64a5845c,OK,"[{""dtype"":""double"",""name"":""X224_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X224_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X224_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X224RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X224_DE_time,96000,96000,284d4cb8a532112a394eda31148acffd0c7ffce81f8b61ed36749723597670cd,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1754.0,MAT变量,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,2.0,,known,96000,0,False,-0.5353962979268423,0.6409589116539961,7.586666886883429e-06,0.10739659548788875,,
source,source_12khz_de,RAWFILE-012,source_domain/cwru_12khz_de/B021_3.mat,source_domain/cwru_12khz_de/B021_3.mat,B021_3.mat,1919913,8c5104cff6121cf9e763d6ce6fef91af9f1c1e19adf3d9fc67215c6f8153ad39,OK,"[{""dtype"":""double"",""name"":""X225_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X225_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X225_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X225RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X225_DE_time,96000,96000,327ac2e59abe8b797c6a3fe8ef2e468dc636a9b3deee1c55f34d839a186a3dca,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1729.0,MAT变量,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.021,3.0,,known,96000,0,False,-0.4976139527148624,0.5096462868060957,-3.839605664137958e-06,0.11792775052058671,,
source,source_12khz_de,RAWFILE-013,source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,B028_0_(1797rpm).mat,714591,c0d051c6fd26231e0067aac6bada3c251f82d4a9e313bbed658bd5bde4760360,OK,"[{""dtype"":""double"",""name"":""X048_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X048_DE_time,96000,96000,7dd0bc41b94032bb3a3c3ca76851471f4b3c2e4566ce72ccb0d9b48e05766591,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,文件名注记,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,0.0,,known,96000,0,False,-9.288828902808751,10.735533897191248,0.003846002747498417,2.0744860783847314,,
source,source_12khz_de,RAWFILE-014,source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,B028_1_(1772rpm).mat,713705,f1f220d373169dd850e6fafa72f58eb3cac73eac37b3d5b781501da2d84ab018,OK,"[{""dtype"":""double"",""name"":""X049_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X049_DE_time,96000,96000,478f8bcb2460120799a1700368a895dfec2642300855a3e10145693499eacd31,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1772.0,文件名注记,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,1.0,,known,96000,0,False,-10.10114072268873,11.66475407731127,0.0027797833466872745,2.0242890751181575,,
source,source_12khz_de,RAWFILE-015,source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,B028_2_(1750rpm).mat,716095,b3b80a132323090f3bb697ff9c34cab090b750d33ddb5e1f1eedb571677c5475,OK,"[{""dtype"":""double"",""name"":""X050_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X050_DE_time,96000,96000,1d13bee4ec756c904c6b22c6ef297615bc541915d17c69087c6d12e076d9bf08,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1750.0,文件名注记,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,2.0,,known,96000,0,False,-9.922082922427759,10.441634477572242,-0.0011089797048423368,2.1437914486669634,,
source,source_12khz_de,RAWFILE-016,source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,B028_3_(1730rpm).mat,715417,13bbd9f20fbaed5503ba491d9f441eddf634e2b63c748815ef1154ec5be51271,OK,"[{""dtype"":""double"",""name"":""X051_DE_time"",""semantic"":""DE"",""shape"":[96000,1]}]",1,DE,True,False,False,96000x1,,,X051_DE_time,96000,96000,b755da204c9ae1a7502418a8627d7c15dd98c3f1454f038cc83d29d6acfad993,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1730.0,文件名注记,B,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.028,3.0,,known,96000,0,False,-10.099497847141771,11.344945952858229,0.0012763724603125325,2.143511498929309,,
source,source_12khz_de,RAWFILE-017,source_domain/cwru_12khz_de/IR007_0.mat,source_domain/cwru_12khz_de/IR007_0.mat,IR007_0.mat,2074074,1fc2b03f3827203becbc1cca8b5f28959c71ac97d402e7e89065c87e33defc09,OK,"[{""dtype"":""double"",""name"":""X105_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X105_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X105_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X105RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X105_DE_time,96000,96000,6bd6b77033d57ab4e1a2d47240d6bed02138c8bce54829d9369ffaff71a66331,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1797.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,0.0,,known,96000,0,False,-1.3835838788045483,1.7255869395587253,-0.00011440172994735739,0.29137344675685484,,
source,source_12khz_de,RAWFILE-018,source_domain/cwru_12khz_de/IR007_1.mat,source_domain/cwru_12khz_de/IR007_1.mat,IR007_1.mat,2074624,e62df88e386112f7fbdb3313cb0af0f580f6d2af77af124cde0fdfcd76c7a6b8,OK,"[{""dtype"":""double"",""name"":""X106_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X106_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X106_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X106RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X106_DE_time,96000,96000,29c00ae05b01e784b1d0194c8af10ef620e1c6e883ec3a925b98bb62ccdb0fe2,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1772.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,1.0,,known,96000,0,False,-1.336632005720261,1.5730684733216551,0.00010538706167513471,0.29228430428769153,,
source,source_12khz_de,RAWFILE-019,source_domain/cwru_12khz_de/IR007_2.mat,source_domain/cwru_12khz_de/IR007_2.mat,IR007_2.mat,2074269,82b24ce11fdad7acf3f127c12c2154d20d4d2e1c3000f8356e55c1382a77db36,OK,"[{""dtype"":""double"",""name"":""X107_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X107_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X107_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X107RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X107_DE_time,96000,96000,dc24ce36a48f37b3c24275fceacf46dfd5ce46d049f4748538dedd1cf52e0f6a,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1748.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,2.0,,known,96000,0,False,-1.3941844557305771,1.635068278800361,4.5837695487301066e-05,0.2998520267303229,,
source,source_12khz_de,RAWFILE-020,source_domain/cwru_12khz_de/IR007_3.mat,source_domain/cwru_12khz_de/IR007_3.mat,IR007_3.mat,2074412,b420dda11d91b9c3a279778520d37968a78f447e5fc245210bc0c0c6ca27ae24,OK,"[{""dtype"":""double"",""name"":""X108_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X108_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X108_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X108RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X108_DE_time,96000,96000,5bbb1ad38482fe74e40889e47db8c6a6ae4220b6394bfebb80338e25cac5299e,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1721.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.007,3.0,,known,96000,0,False,-1.5113042254698361,1.5127505849094052,-6.996563824931118e-05,0.3130759825252487,,
source,source_12khz_de,RAWFILE-021,source_domain/cwru_12khz_de/IR014_0.mat,source_domain/cwru_12khz_de/IR014_0.mat,IR014_0.mat,1951480,2639154ce3e2a7e00747e1d2272b11088dd3a25876b7caf2f0d1e5cff9d13d35,OK,"[{""dtype"":""double"",""name"":""X169_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X169_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X169_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X169RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X169_DE_time,96000,96000,0d62cdb930f43dec76ac12e10bbf5e27540f533e91dff6308f711a345549960e,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1796.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,0.0,,known,96000,0,False,-2.0452177083818017,1.8998442876261823,-0.0006124835980360001,0.1934060971934425,,
source,source_12khz_de,RAWFILE-022,source_domain/cwru_12khz_de/IR014_1.mat,source_domain/cwru_12khz_de/IR014_1.mat,IR014_1.mat,1914918,8e4230cc319eea302cddec397a742bd1af281e5b5726d9f7b76110ce801911c2,OK,"[{""dtype"":""double"",""name"":""X170_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X170_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X170_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X170RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X170_DE_time,96000,96000,faa7243269506dc0bb7a910d324dfd60304a0bf13db36ef1c078d634525105ab,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1774.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,1.0,,known,96000,0,False,-1.7923334443160033,1.8959186115722202,5.5483820640026755e-05,0.1668291869115425,,
source,source_12khz_de,RAWFILE-023,source_domain/cwru_12khz_de/IR014_2.mat,source_domain/cwru_12khz_de/IR014_2.mat,IR014_2.mat,1909020,a9309932c12a5dc93e6637a61b348c104b7b2a0fc6378dda47f877f31b308aff,OK,"[{""dtype"":""double"",""name"":""X171_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X171_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X171_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X171RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X171_DE_time,96000,96000,384bf81d406388ff260d3180d53551ea6d3328b4e12a8090d424fcf1add618bd,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1752.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,2.0,,known,96000,0,False,-1.8841918113077063,1.8389837974747287,8.438378710391e-05,0.16245845913992585,,
source,source_12khz_de,RAWFILE-024,source_domain/cwru_12khz_de/IR014_3.mat,source_domain/cwru_12khz_de/IR014_3.mat,IR014_3.mat,1945195,c7bd7775252f12af36cd7d8defd6c40af0c70ec292d944f29c08936e42214eef,OK,"[{""dtype"":""double"",""name"":""X172_DE_time"",""semantic"":""DE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X172_FE_time"",""semantic"":""FE"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X172_BA_time"",""semantic"":""BA"",""shape"":[96000,1]},{""dtype"":""double"",""name"":""X172RPM"",""semantic"":""RPM"",""shape"":[1,1]}]",4,BA;DE;FE,True,True,True,96000x1,96000x1,96000x1,X172_DE_time,96000,96000,6e60530ef3d6da84ebcf3b0021edc8cd7ae51628be5fdb454a98d04e48d07fb1,12000,目录12khz_de + 题面DE轴承12kHz,8.0,主分析信号点数/采样率,1728.0,MAT变量,IR,源域文件名前缀+题面类别口径,DE,数据子目录语义；不得由DE/FE传感器变量反推,0.014,3.0,,known,96000,0,False,-2.020619394224591,2.1239129411047504,6.846920022605785e-05,0.18186932894461869,,
