relative_path,size_bytes,sha256
source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,715417,13bbd9f20fbaed5503ba491d9f441eddf634e2b63c748815ef1154ec5be51271
source_domain/cwru_12khz_de/IR007_0.mat,2074074,1fc2b03f3827203becbc1cca8b5f28959c71ac97d402e7e89065c87e33defc09
source_domain/cwru_12khz_de/IR007_1.mat,2074624,e62df88e386112f7fbdb3313cb0af0f580f6d2af77af124cde0fdfcd76c7a6b8
source_domain/cwru_12khz_de/IR007_2.mat,2074269,82b24ce11fdad7acf3f127c12c2154d20d4d2e1c3000f8356e55c1382a77db36
source_domain/cwru_12khz_de/IR007_3.mat,2074412,b420dda11d91b9c3a279778520d37968a78f447e5fc245210bc0c0c6ca27ae24
source_domain/cwru_12khz_de/IR014_0.mat,1951480,2639154ce3e2a7e00747e1d2272b11088dd3a25876b7caf2f0d1e5cff9d13d35
source_domain/cwru_12khz_de/IR014_1.mat,1914918,8e4230cc319eea302cddec397a742bd1af281e5b5726d9f7b76110ce801911c2
source_domain/cwru_12khz_de/IR014_2.mat,1909020,a9309932c12a5dc93e6637a61b348c104b7b2a0fc6378dda47f877f31b308aff
source_domain/cwru_12khz_de/IR014_3.mat,1945195,c7bd7775252f12af36cd7d8defd6c40af0c70ec292d944f29c08936e42214eef
source_domain/cwru_12khz_de/IR021_0.mat,2048264,4a6d0fad5b514bea7e0e62a86f06b7e20256ed60d4760062a53d2ffedec62889
source_domain/cwru_12khz_de/IR021_1.mat,2003952,c25d465e14aa97c3c87af113939515e9b50a4b16de6e9b109e493a0c8809307e
source_domain/cwru_12khz_de/IR021_2.mat,2008082,e78eec22b5d41b4658733e82a313eb76264349bac44a202ff51ba845ffb73a21
source_domain/cwru_12khz_de/IR021_3.mat,2004700,fe484d1d5f0ad4d5ba873bc86fb45138a80b0554ecf8dbd986a90c07919845bd
source_domain/cwru_12khz_de/IR028_0_(1797rpm).mat,702946,fb8d1754de6c1360bd6823fcd569bfdab377bcd483035dc74395cc2a9b65aacf
source_domain/cwru_12khz_de/IR028_1_(1772rpm).mat,703212,372304a42300514bdd141f0f12bce0f3b0cdb6cb8715067574a7672f2fa8438c
source_domain/cwru_12khz_de/IR028_2_(1750rpm).mat,702220,5d6116c7290004d571403800893381c4a638509e455dd120119d868b3b82e8ca
source_domain/cwru_12khz_de/IR028_3_(1730rpm).mat,702203,f35bb31d6bbc7a9d9dbc98bf8cd0e1504446b88aa26a533cf1d3a21717c81f1d
source_domain/cwru_12khz_de/OR007@12_0.mat,1973552,ee3b6233111755395b604e00d6fdb2d3b3ddd638852401ee8ce3f6347f5c58d1
source_domain/cwru_12khz_de/OR007@12_1.mat,1980643,8267b12787a849576d961bf78877f5772442616b3d2954b7e3e78d9b38c6fe4d
source_domain/cwru_12khz_de/OR007@12_2.mat,1982849,b11d024dd6f75d0edfe4d8645c9957aec1f501f8adb99a02c65b362f435996c0
source_domain/cwru_12khz_de/OR007@12_3.mat,1985744,74b4659613e5aec5867bc980427fcd5ba87a1aa2a7d8fc107db58e94da51c7cf
source_domain/cwru_12khz_de/OR007@3_0.mat,2054801,d9d30f6771387a63f74874a41e2caa8187923d10e7f283da729691df42524321
source_domain/cwru_12khz_de/OR007@3_1.mat,2071912,6fe9c88aa637dbd488043bd6b6d9604a5e5faf59693602d1bca00835cf7d80a6
source_domain/cwru_12khz_de/OR007@3_2.mat,2070118,c32cc0b126e31ef4d47a2ebe355ff07d7d5117f5abe4f3ece391094332b2f640
source_domain/cwru_12khz_de/OR007@3_3.mat,2066292,e6ae909bad72dcadb8b18e2be98e1abf23ba3e6410789342bd02bda43e606209
source_domain/cwru_12khz_de/OR007@6_0.mat,2041137,42f9861538603b7bb30645340ecc50232e29e889b3ff023054e38a7b0ae368d4
source_domain/cwru_12khz_de/OR007@6_1.mat,2031739,114ea4e555ab8981472ff33da2da2265510dc38ab61cc453d96e956c46178376
source_domain/cwru_12khz_de/OR007@6_2.mat,2018989,e72abecbb3b92b1e543ea3367396a18266c771cd83bc3b85098343b9998757d0
source_domain/cwru_12khz_de/OR007@6_3.mat,2031144,93f78a45c36b28606359eecac603a1ec8bcee82ab7877b9b2a85aa5b3c73003d
source_domain/cwru_12khz_de/OR014@6_0.mat,2022988,9899febf3f52446d6db249396b0be65757773955ed032ade6142b333074ce4b8
source_domain/cwru_12khz_de/OR014@6_1.mat,1970465,b45db2b0ccc24f17d9abe8ad0cd05685bbeea850a08a64d0c907866ac5365001
source_domain/cwru_12khz_de/OR014@6_2.mat,1961142,e6a8aa4a19d1126f177ebed439aaeba1de14cb5de2585e0cbd1425b11503e1cb
source_domain/cwru_12khz_de/OR014@6_3.mat,1977941,f94954a89c5ccf04434100866ef6019bfa22ba1d4ac8107ca881b793c4da69e9
source_domain/cwru_12khz_de/OR021@12_0.mat,1874954,b749dcd54ea1cd73e82520530bd0faf69503b17c9b84aaad4de187ff3a063def
source_domain/cwru_12khz_de/OR021@12_1.mat,1862466,7e651ca1168d302a47698d7cf1ecc05d8e0534a9da0ab6b0df0eb7af8deefc8f
source_domain/cwru_12khz_de/OR021@12_2.mat,1865017,ee93858fd3b5002c45561218a68078c61c0ff4f49f218e743b5c65a3c53ac846
source_domain/cwru_12khz_de/OR021@12_3.mat,1880532,98286b55618ae343d51b030506ebbab94c03e06b9bdb58f96476f9e4ae4300df
source_domain/cwru_12khz_de/OR021@3_0.mat,2054158,776747ffd8418d66998f08ddf6dff827b15010553b5eda4dc665fc5a60ef1077
source_domain/cwru_12khz_de/OR021@3_1.mat,2040734,3b245d2295212da48b8eed2c16dd63f90738452346d5c278d0a4a7f865848d2a
source_domain/cwru_12khz_de/OR021@3_2.mat,2039599,95ae9b9a6a99168baaa517010a03a36c66fcd9df3cd6c003baaca70bcfb6a0b3
source_domain/cwru_12khz_de/OR021@3_3.mat,2040853,e5fd60e0ebdf8572c6b49eb885d6ca7c480fc10473fe684212fcf16cbfa3bdc5
source_domain/cwru_12khz_de/OR021@6_0.mat,1949799,4307c0808d36b3dd6e665f36bd17280549433ae3e691b9918c6c94ec1b1ee57c
source_domain/cwru_12khz_de/OR021@6_1.mat,1917023,c2d4ce46dcb86cbc4f94da1cf03efaacfc4a43a07c19776d3b3210e75da3f95b
source_domain/cwru_12khz_de/OR021@6_2.mat,1920490,13ce58a583ece25996f898a507b5ea1f908f3c96498605238758fecf21d8dc5c
source_domain/cwru_12khz_de/OR021@6_3.mat,1923761,051fe58a156fa6d43b42f643a588d0251e066df62a2af711717daaf631c114fa
source_domain/cwru_12khz_fe/B007_0.mat,1953127,841c685781285400a0ed45252b9a6b2c58bda5ab0804c0ff49744396e17bec8c
source_domain/cwru_12khz_fe/B007_1.mat,1900554,7ddc1aaed1efb0ac2b9a202d1c88e78b0d1d4fb805c9eeee8f1fdbb51f66bbf4
source_domain/cwru_12khz_fe/B007_2.mat,1960628,7fb50719a834a1f55a3565f19b9c674446fd5a65827e62e9fbd9235e68d335e9
source_domain/cwru_12khz_fe/B007_3.mat,1970609,8af98318b11daa870d2b4f6407a7a1e5a37b0346baf2103f6bdc1cf923244eb0
source_domain/cwru_12khz_fe/B014_0.mat,1849488,1cda8ee4a9c934041368b0a85b3274f16d173c8c5ee1b3bad814abe49eb8bd35
source_domain/cwru_12khz_fe/B014_1.mat,1805622,30f5e8186e4c139e7492e142a104e3a5ca62b0782b5683324a267836c80a380c
source_domain/cwru_12khz_fe/B014_2.mat,1932774,6e2fdea7926aff17564e09ccc31c6be6e5e337b139f66f7f7b4287f51cab4a65
source_domain/cwru_12khz_fe/B014_3.mat,1865298,35da092802e2d807a46787be757b9ead568dd5823a26a97a40a1f11a2abd9cb1
source_domain/cwru_12khz_fe/B021_0.mat,1768621,208cf71d1bc34c2fa2f4155744e682756df64499995d314a7078ab4106fbdc58
source_domain/cwru_12khz_fe/B021_1.mat,1783293,8ff2479041282477b72023786834c88eaf4d5a21b7246af9f16a7d64bcb9f0f3
source_domain/cwru_12khz_fe/B021_2.mat,1811362,45498a0ca21ab97668bdb6083d9214eaf48e6e82077e23b64a9cf31c842f9b02
source_domain/cwru_12khz_fe/B021_3.mat,1833816,c3b83a60c1f98fae3928d3fee29e4644a88aeebc270bf62451f4e0d18e6a16d4
source_domain/cwru_12khz_fe/IR007_0.mat,2006198,4548593aa1bb4caeed12f897be5ebcf61aadf1b6368d4e1323b01d5bf98b6270
source_domain/cwru_12khz_fe/IR007_1.mat,2030743,d8eefee506acfe84bde576e2b76003b6b6ddea38a3d033754130050cec89bc33
source_domain/cwru_12khz_fe/IR007_2.mat,2036553,d24348fc6cab81741e3e835dcf63469c41988e93676e65ff688e1d4fab71f834
source_domain/cwru_12khz_fe/IR007_3.mat,2048089,e25f0f5a129020afe8992ad5473a8b07b1c173666a917b8fc0deb85732b9cdf6
source_domain/cwru_12khz_fe/IR014_0.mat,2052022,a060f28491c30e48a41ac926f06124814d69e7184b4f490e96a473b2f3f08a2b
source_domain/cwru_12khz_fe/IR014_1.mat,2027943,7be49352d1c0713dfcf08d522b9ef842cb057545db3329a1cb692ad65562f7e4
source_domain/cwru_12khz_fe/IR014_2.mat,2024077,4a887c0ea2d521de6bf3967d635237ed9ba8d778a429bf4e19c234c96bbb3f46
source_domain/cwru_12khz_fe/IR014_3.mat,2028082,72a1e8a1450a6329fd2141bfe13226216dc7d5bd987e67e6ae25a56ef84eee22
source_domain/cwru_12khz_fe/IR021_0.mat,2048478,dd1ce4353b879df1e187af11b3459d945f4dd40c768ea4e2bd8cb301efeee460
source_domain/cwru_12khz_fe/IR021_1.mat,2046392,255a4bf844a3832e5b8ced6316799b9ab9dd3ef58038512d85ad2fd11cd1b39a
source_domain/cwru_12khz_fe/IR021_2.mat,2052669,6840c706effffd9f8898cdf1b190e944fe476194ae147f5330f498f0f46841b8
source_domain/cwru_12khz_fe/IR021_3.mat,2055987,ed0fe2094c0cca90069343c84b79d4178d5584aa95a636573f6bb7a7b44f83a0
source_domain/cwru_12khz_fe/OR007@12_0.mat,2123024,4015b50e3e01ee93ec9dfd9f9a3b4516534a8dbc8560d2049428df75f77bcf21
source_domain/cwru_12khz_fe/OR007@12_1.mat,2010076,59663017d3f173a68b4c1c5a4be660e676e8239ab55186dab4d79cbe724eb224
source_domain/cwru_12khz_fe/OR007@12_2.mat,2023123,9a6535271b4b433a35da12df8bb010e92fe44d003370b4856616253fc5af9995
source_domain/cwru_12khz_fe/OR007@12_3.mat,2029132,f13d1272983d2788d9045c9114d15cb76a48acc62f2c9e1113b0925da8b0c9f4
source_domain/cwru_12khz_fe/OR007@3_0.mat,2112735,b6acdc854e6d5e2d64922baca920e1ed3c68f3d8333ac1de66e2b5ccebbc2d71
source_domain/cwru_12khz_fe/OR007@3_1.mat,2123565,46ef281ace71a7ea5c61d6ee03e714d684c64690a12b2d7fd58ef022eacc3dc8
source_domain/cwru_12khz_fe/OR007@3_2.mat,2128100,427c115bb1a853229ac11497142c639bf35fe77d746e63fef79e91ec93b6c1ba
source_domain/cwru_12khz_fe/OR007@3_3.mat,2141929,d5edbd3f4948ad6a45c159dbe53bb71f355b8951aeb962c180e9ff41c4823455
source_domain/cwru_12khz_fe/OR007@6_0.mat,1985391,1e14424bda8dd259e63611996782ee6773b85e121ab18d366ad4c84222407c4f
source_domain/cwru_12khz_fe/OR007@6_1.mat,1970041,72e38f3c9bff3353759be39a693220d8d64db83c051cbbcb2a501c3e62a3c516
source_domain/cwru_12khz_fe/OR007@6_2.mat,1974729,fc94626ab2869afbfe9ae4386cb22bf4bececce643fbe3a6d518c600af1f9b94
source_domain/cwru_12khz_fe/OR007@6_3.mat,1985694,7d6ebbce6fead29e649b0f599307e03a50e299351dcdc25716cc2c73cd727c8a
source_domain/cwru_12khz_fe/OR014@3_0.mat,2024250,fea058fc19ab2379b1715c2511bcd32313b1287ca51d6786bb7907ff2baba505
source_domain/cwru_12khz_fe/OR014@3_1.mat,2908440,af7f88db380cc666a06d14c465f7e2bb9b6c5db53daf2fbcfc966654f01577ce
source_domain/cwru_12khz_fe/OR014@3_2.mat,2040267,3a891f0dc2e96ac692c71b19cdaa08a75739f33c21b608b171093dbbb0ff93b9
source_domain/cwru_12khz_fe/OR014@3_3.mat,2085156,01ecb7152d8cddce52a4d7bbd7d28e95bc29604c040ca23081a71ace7c4d8c4b
source_domain/cwru_12khz_fe/OR014@6_0.mat,2104411,5e099baef872e7fdcb79d076ae0f80ff040aa75a2c0f4ccf5f0e4da429f8d8a4
source_domain/cwru_12khz_fe/OR021@3_1.mat,2091144,514c7c1517787eefcf35dc1385cc03880a7a04a75f75c94194dce618530d72ea
source_domain/cwru_12khz_fe/OR021@3_2.mat,2077213,cbf695803bf2a7553e5bfe21b4368ed66f9546b0240181bcaac939140d559f1a
source_domain/cwru_12khz_fe/OR021@3_3.mat,2094379,e7a8e3d13d6194e03de7ba8accfb7fad6c70028ffc39f31ee1d35b0fe1d67138
source_domain/cwru_12khz_fe/OR021@6_0.mat,2035399,ea612a96dcd06d36bcf57555567137028142dbb2071b140a4bb3d2000c2c02eb
source_domain/cwru_48khz_de/B007_0.mat,2513026,07a96dc79c97afae890a7752e263ad5400ded8f9b65f08f0f9da10f69157b167
source_domain/cwru_48khz_de/B007_1.mat,2457254,94fc8e68be1512c08c59310bff95d1a8c8d6ca797f0551b4ef306a750164ab72
source_domain/cwru_48khz_de/B007_2.mat,2476106,21c415461009fc59c0cb0a22cd27930c1d454b0484a079ca5740b9a0693d795a
source_domain/cwru_48khz_de/B007_3.mat,2548109,af4009305dbebb502c777620594d4d13ebc4fa5a9b03a235d9b395d273b0e9d2
source_domain/cwru_48khz_de/B014_0.mat,2451967,9e9d4282c3e8d0487954abeb26e1d3805bf64d98ae46641ea27edc71dae13082
source_domain/cwru_48khz_de/B014_1.mat,2398815,dfa6365efc8cccb8cc91a04e1392439bcb3671988c7e54a36004ae9b29f923b0
source_domain/cwru_48khz_de/B014_2.mat,2439600,6fec43629f9260149d432b3115b31347e32cd19eebe63df6a3b13069d320cb52
source_domain/cwru_48khz_de/B014_3.mat,2508581,76efbd295e2ab0fc791688aecbc5531cad9cbc3cafa0ee8e9709f8e5d96b3c51
source_domain/cwru_48khz_de/B021_0.mat,2612814,ad68168c5316f38c660b980d99ce155f2107e0d1d64afa65cca95b420c61fbc3
source_domain/cwru_48khz_de/B021_1.mat,2515445,5d2ee32657ab01b0d9ccee466909dac7e01cf1375f5f6493a4d23e70b8f3c0c7
source_domain/cwru_48khz_de/B021_2.mat,2557559,e96f046204b173c128bfdbe34c0c1ffa2354c49f4251dde0d613f04c20048c3c
source_domain/cwru_48khz_de/B021_3.mat,2589835,6fcbd80b1ebedf8a3c26651b36834c37a532b08921f516074f43bc91225dda78
source_domain/cwru_48khz_de/IR007_0.mat,2709971,b728f8548748ad399cf321722ba23f29c49ea314564599781ca9cdf9674bdd1b
source_domain/cwru_48khz_de/IR007_1.mat,2683301,1b05995768b2d640beddcd5d465d4d80624e419abb90b87e4999b4b3c9cb40da
source_domain/cwru_48khz_de/IR007_2.mat,2689717,a2fc0aab06a04b2b7aed1af45019effe76d118fc2f59fcd0c19daafe47adca6d
source_domain/cwru_48khz_de/IR007_3.mat,2687957,eed93570ecf49f04a21482bcab93960ac402dddf89748676ed9222f4a7470f09
source_domain/cwru_48khz_de/IR014_0.mat,760084,b22d69d76f8d6d4397bb86eae1f3a5c8a891f158a026787920b93d3b0a0abf1e
source_domain/cwru_48khz_de/IR014_1.mat,2337038,43db26f7660953118862e401f57aea088d46386bbc665c62cc8b51e9e55c16ec
source_domain/cwru_48khz_de/IR014_2.mat,2320388,e82532bba7cbc61e84386c130b06ab26bedc3c3e595bf8e92699fa83c6051f61
source_domain/cwru_48khz_de/IR014_3.mat,2318080,d8120dd34bba9d1bfdfb5cfe4246218e6a15884907e2a58782e44fc728c55c05
source_domain/cwru_48khz_de/IR021_0.mat,2834756,f5315e6ac4d943d9f37a6f2bb481800e972369330912a5451e07caf2965b30e8
source_domain/cwru_48khz_de/IR021_1.mat,2738686,708c18dcc2ec45bca64138a6852841bf734cabfa4f9cdbb421ba1b8445431c2b
source_domain/cwru_48khz_de/IR021_2.mat,2742527,f9c4134f97294d5ac3cda81657d5c39c920edc1725ccbcec52e321dead476f7e
source_domain/cwru_48khz_de/IR021_3.mat,2707077,1eb5bdb6e5e573e0f3289a1e19660e31d757817b409f6894c615e1a5f8ae9961
source_domain/cwru_48khz_de/OR007@12_0.mat,1758746,84128b197ef48c2b090a969cb36b713bca525ce41e1c8edb9bc4b83c5736f732
source_domain/cwru_48khz_de/OR007@12_1.mat,2621862,fb66495196f4585360f2dc0a6910893e99b874733ea55e8f06812ebcb6ff5b8d
source_domain/cwru_48khz_de/OR007@12_2.mat,2611126,798aa8e7163eb9cb569f475fe92414116be98132c1bb5ce2ec02c94678de481e
source_domain/cwru_48khz_de/OR007@12_3.mat,2604835,c4899ae4db215cbeb02fa9f080a2649cefbff5d3059f04160909a2167918270b
source_domain/cwru_48khz_de/OR007@3_0.mat,1756427,84a86582d26a20ab41fc10b3265c9dfa2c4aa61d66c1aeb4c569c76998f88f8e
source_domain/cwru_48khz_de/OR007@3_1.mat,2731687,7e9ea59caf1246bc83bc5624c71f83e129281b8b4edef8bb249a3e8d373be332
source_domain/cwru_48khz_de/OR007@3_2.mat,2725491,64a85b4ab5c4c1785ed3a71ceb4ec90c3690bada480d2b8b45af4952245144c5
source_domain/cwru_48khz_de/OR007@3_3.mat,2729075,16bee7b9634c27667d080f852b50f35d180c80ab35c05b4410c5fbd0ca785ecf
source_domain/cwru_48khz_de/OR007@6_0.mat,2746458,9f60be3670787fcc66c84aa2216695e24948aac51bd713f62410873eb869c8ea
source_domain/cwru_48khz_de/OR007@6_1.mat,2720215,11327d32e85b1883b3d8bd7b15c39d64e06b0a69c13c881febf0023112428c9c
source_domain/cwru_48khz_de/OR007@6_2.mat,2706295,32bad5a5b143750188490f62bb404ce66c83674c6b1f2b0bef20417de2fbb906
source_domain/cwru_48khz_de/OR007@6_3.mat,2710537,0ebea5ec5fed4768c78aad575e7daf227aef27beba8b907f46010e6f38dc96ac
source_domain/cwru_48khz_de/OR014@6_0.mat,2533605,0b6db2d5180748101497fdeaeb8bf43c0abf6507e64cf4071c4ade8f662b1647
source_domain/cwru_48khz_de/OR014@6_1.mat,2485354,2915b8441dcdeb088dc98099e9ddf1dd5ee52aa2ce34535dd5127f590fb772a7
source_domain/cwru_48khz_de/OR014@6_2.mat,2472610,cd11a1003fabed1af7c71fafcb6fce79285794ffc7f661feed0a938aae5596e9
source_domain/cwru_48khz_de/OR014@6_3.mat,2488877,69bb459cd2691bb898a5838f19ebaef2646c107d83fa0b18fece7e8b0d67c16c
source_domain/cwru_48khz_de/OR021@12_0.mat,1564755,147e79cef451e95de1efc8188d67088e617971f3cafc99e057b0e90cb982bfb0
source_domain/cwru_48khz_de/OR021@12_1.mat,2292490,80d4b7c05186de762b85453942296fe624f4c358aff81530859b8ae3c7d9c4c2
source_domain/cwru_48khz_de/OR021@12_2.mat,2291320,6507ab4986c1fe149c969b728e672713ffe4cf114ce7308f811a9c3870b40885
source_domain/cwru_48khz_de/OR021@12_3.mat,2303335,0c76e3eda8a0a866147b79f4995eb85536356ac3acbf5795d44405627f9d92c2
source_domain/cwru_48khz_de/OR021@3_0.mat,1685736,5a658d1bc4c8f9876b85c76e2a66a08dae3e6bdf363d2fcd183870cc9026df36
source_domain/cwru_48khz_de/OR021@3_1.mat,2487317,d588ef285896530b4be17209e7541ea3e18eedd2db49ebf2cd0a663e9483f1db
source_domain/cwru_48khz_de/OR021@3_2.mat,2475552,1190c1ddd2b07e9290470ca826da3494dd08e7045472c1ec933f91f7d684c33e
source_domain/cwru_48khz_de/OR021@3_3.mat,2458859,b28218d51f3f28ace5c36a41ba90291ae38e949f3e374bb3bc822fb30ee4300f
source_domain/cwru_48khz_de/OR021@6_0.mat,2285721,92b8ffbb2fbe886bfbf20a8f986c09448c8b24b27213242aecf58a366ebf1123
source_domain/cwru_48khz_de/OR021@6_1.mat,2261563,d0215b8f978897482eddf887ac2a1e733d20958b9d6e5f48a24c44cdcf6db5d9
source_domain/cwru_48khz_de/OR021@6_2.mat,2272141,e2d7639c48f49522c9fc708270470a37fd0660b2fceb22949228bbab5aae969d
source_domain/cwru_48khz_de/OR021@6_3.mat,2291574,ecd10a9378286dba603ac61d2f0e0caae087fbbaac5ca588dea590fdb8a03fa5
source_domain/cwru_48khz_normal/N_0.mat,2928361,27244368d835a9d7a66c5f63daa290a8eca1f554a881a8ec391a7abe809ada35
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,4466526,55de9220de259f108f22f902bd605555e692098b49393d9f4f01392d8373d96c
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,4431402,f5569ccbb1a57fdecbf838201cb3723c61e6c49de35171405c9730b83825993f
source_domain/cwru_48khz_normal/N_3.mat,4522160,f48015fd607e176ce04d85ff55686260c41a2920625568905a84fffd0e6bdbbd
target_domain/train_bearing_a_to_p/A.mat,1986647,251d3f048e790743582df809e8867ffbda974f349d525518859aa423d4e5b9c7
target_domain/train_bearing_a_to_p/B.mat,1964901,69e71fdcfe1caf92544119abc49658116652c8514391ad87ece73661175feeae
target_domain/train_bearing_a_to_p/C.mat,1979343,d5ba849034781a8303988f248eeb31a2350ee79527968f1e790b64ba578a4be2
target_domain/train_bearing_a_to_p/D.mat,1983658,ffff08bf2edea2cf634c2fb74768e82820c96affcb249a43f454791eb0ae4b0e
target_domain/train_bearing_a_to_p/E.mat,1986866,a1468758f708883c272d960d222cbbcd1b9d68661046b1d86617dfd48c7dab80
target_domain/train_bearing_a_to_p/F.mat,1987545,d4ba5aa430c3deeacd9e5a93e1519ce679bd20e6a68c4b00dc078030f45f9781
target_domain/train_bearing_a_to_p/G.mat,1969571,61f65d34e0dd2f4fa516391da9d92c112d778bad57939c4365ffaf222489410a
target_domain/train_bearing_a_to_p/H.mat,1981656,4301b020b89e8043ccf04959c2809f76e3e2af9cafbbe3924cbd1036739034ab
target_domain/train_bearing_a_to_p/I.mat,1974750,2b97fdc001d5200cc6e44c4c42f7fa4b92e9045af3a45c22dadff46682d733f4
target_domain/train_bearing_a_to_p/J.mat,1979113,69b10ba9c1ab652ee1e3e8fc26434da1357ea905cafa7db293b9d78a452d7d10
target_domain/train_bearing_a_to_p/K.mat,1982103,f28bd402b69d8ec1c992f6b471a209e62139e030fd590711c95825dc9560f4cd
target_domain/train_bearing_a_to_p/L.mat,1976640,bb12706f5568c88e68fa7a727e5f67f82ae95f5d4a8f6077d66e5de97ff9bbd3
target_domain/train_bearing_a_to_p/M.mat,1982059,83d907b2efed100fee7b082a7fbe5231dc83abd97d17c7fc87eeff1d2c445afe
target_domain/train_bearing_a_to_p/N.mat,1985909,9ab3d34709c3d8ebfa479ac416775c4ee01526dcd47fe72e5e8ee4640d420315
target_domain/train_bearing_a_to_p/O.mat,1965439,526d97cd7207745a6a682f45a1b306caaef4d73452bf8a2366b07cc55925dec4
target_domain/train_bearing_a_to_p/P.mat,1983641,502fbc50cc42294e66d51b6eb8b6d5645c1cc65d4e0140362b792e0b2037c4b0
