record_id,relative_path,filename,label,fs,rpm,signal_var,window_index,window_start,window_length,mean,std,rms,peak_abs,ptp,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,dominant_freq_0_6k,spectral_centroid_0_6k,f95_0_6k,spectral_entropy_0_6k,energy_0_500,energy_500_1500,energy_1500_3000,energy_3000_6000
C,target_domain/train_bearing_a_to_p/C.mat,C.mat,UNKNOWN,32000,,C,3,224000,32000,1.829647544582258e-16,29.921469629109282,29.921469629109282,324.53270322081903,645.6876185402343,0.05613032522219429,29.136006736689637,10.846148509533256,21.407218247106847,1.9737161286598828,30.37085966458226,1984.375,3179.5844269196905,5718.75,0.920041745253014,0.006909347736941329,0.08141967297773174,0.47648797515686764,0.4304193960471968
D,target_domain/train_bearing_a_to_p/D.mat,D.mat,UNKNOWN,32000,,D,0,0,32000,-2.0339285811132869e-16,8.334044519184197,8.334044519184197,36.07939044875891,68.37646007226563,0.023806645845728537,3.032915754387802,4.3291573935924115,5.432186205108427,1.254790646592789,6.413197589842024,4835.9375,3896.470363410002,5773.4375,0.9349933957387607,0.01613437175935976,0.03780004135322721,0.28072682907725305,0.6611420901751413
D,target_domain/train_bearing_a_to_p/D.mat,D.mat,UNKNOWN,32000,,D,1,64000,32000,2.2515322939398175e-16,8.36075527646664,8.36075527646664,37.816541205667285,71.38969802343749,0.012324869263887912,3.0678730363182805,4.523101078213176,5.693269269251449,1.2587092728645939,6.731884958734348,2562.5,3930.5201701925544,5804.6875,0.9344603271820312,0.01233383260693359,0.0399750557783955,0.273573162313087,0.6684926222838364
D,target_domain/train_bearing_a_to_p/D.mat,D.mat,UNKNOWN,32000,,D,2,128000,32000,3.019806626980426e-17,8.248412860879506,8.248412860879506,35.181053517704115,68.69846088984374,0.006881091673442492,3.084608810184904,4.265190662867545,5.35909514604065,1.2564725869574627,6.327932233703598,4875.0,3915.832596083389,5789.0625,0.9343537189462944,0.010625557926284546,0.038977000253609666,0.2821731661388535,0.66279945150029
D,target_domain/train_bearing_a_to_p/D.mat,D.mat,UNKNOWN,32000,,D,3,224000,32000,-1.5631940186722203e-16,8.249248017581035,8.249248017581035,34.14873592471472,67.88722069335938,0.008792235567390973,3.0923433475989057,4.139618041781725,5.201447259482843,1.2565041525530378,6.141915817335711,4835.9375,3956.812836667069,5796.875,0.9366865470479745,0.01427477589987179,0.03849093941936675,0.25840285355736303,0.6851603077062064
E,target_domain/train_bearing_a_to_p/E.mat,E.mat,UNKNOWN,32000,,E,0,0,32000,9.769962616701377e-18,15.9655197613325,15.9655197613325,179.62794471262825,356.3604215800781,0.17400325610242984,41.28510764771464,11.25099260142252,25.95196557552245,2.3066378669771397,39.296965965710875,1492.1875,2997.9747464489496,5687.5,0.9277299393580603,0.023593329305203695,0.1299436440204774,0.40516030897428834,0.4198045866166117
E,target_domain/train_bearing_a_to_p/E.mat,E.mat,UNKNOWN,32000,,E,1,64000,32000,-9.681144774731365e-17,15.597877414258122,15.597877414258122,179.50767321865354,358.6522767679687,0.0068445116777129,44.56439845071599,11.508468008253026,26.768227013700063,2.3259591975667084,40.44328862860355,1906.25,3089.2046489166155,5632.8125,0.906618413767673,0.013288089141868076,0.12430066569233365,0.4038162414101904,0.4454359612512165
E,target_domain/train_bearing_a_to_p/E.mat,E.mat,UNKNOWN,32000,,E,2,128000,32000,-6.572520305780926e-17,15.614190038582052,15.614190038582052,179.5114237611926,358.6709211339844,-0.20097963505119196,42.12270429668852,11.496684958849315,26.512351354212495,2.306086619674092,40.19312761609867,1492.1875,3093.385740232729,5757.8125,0.9230847231601056,0.016602577559298053,0.15112345785050155,0.36439869698911165,0.44325309801927953
E,target_domain/train_bearing_a_to_p/E.mat,E.mat,UNKNOWN,32000,,E,3,224000,32000,1.8030021919912543e-16,15.615867727769785,15.615867727769785,179.9282271368418,356.3385530003906,-0.2283864264165555,40.51224268009418,11.522140829667947,26.237184237161205,2.277110185079698,39.26007343803099,1906.25,2980.747022006598,5664.0625,0.9192855153857489,0.015618151684695408,0.14186181640254394,0.3988754007901556,0.42323742334766834
F,target_domain/train_bearing_a_to_p/F.mat,F.mat,UNKNOWN,32000,,F,0,0,32000,2.4868995751603507e-17,5.719202064507597,5.719202064507597,23.22564219608131,44.67680738554688,0.018643362190028677,3.0885783677867513,4.060993462743984,5.112627169420894,1.2589597142482063,6.041644842284318,2648.4375,3428.8268981690735,5695.3125,0.9423701933404799,0.014130025600886175,0.08109700649128423,0.38588923245041645,0.5143187149863008
F,target_domain/train_bearing_a_to_p/F.mat,F.mat,UNKNOWN,32000,,F,1,64000,32000,1.1546319456101628e-16,5.7978089412745275,5.7978089412745275,24.841468344098345,49.682749569140626,0.015341131907298793,3.1351844078117383,4.284630382910338,5.395179735537232,1.2591937351365234,6.379226554074964,2648.4375,3308.5616640459043,5703.125,0.9381767401514309,0.015661902976635448,0.09974473928101918,0.40039249512160247,0.4810571983176056
F,target_domain/train_bearing_a_to_p/F.mat,F.mat,UNKNOWN,32000,,F,2,128000,32000,4.085620730620576e-17,5.735927861694316,5.735927861694316,23.685532849782895,44.71031117109375,-0.010680296970698161,3.0469926546309756,4.129328928272535,5.186210062071429,1.2559450099898255,6.1290785122840665,2648.4375,3365.6475063714606,5726.5625,0.9376166523107025,0.014592969465019149,0.0820001333013119,0.41018275128578674,0.4900274269418896
F,target_domain/train_bearing_a_to_p/F.mat,F.mat,UNKNOWN,32000,,F,3,224000,32000,1.0658141036401503e-17,5.80866321304545,5.80866321304545,23.140908132015195,45.96242754140624,0.011518744543422638,3.0424889881618067,3.9838612230159858,5.006696443110652,1.2567446913523423,5.922136335699224,2648.4375,3336.6204921215535,5710.9375,0.9325155653861972,0.015361941050185563,0.09235612237056938,0.3998236474597022,0.48900224241772494
G,target_domain/train_bearing_a_to_p/G.mat,G.mat,UNKNOWN,32000,,G,0,0,32000,-5.3290705182007515e-18,1.6560700186728947,1.6560700186728947,9.346468874367318,18.12036120234375,-0.0358005952218366,4.325809666874909,5.6437643148998875,7.345424751234765,1.3015116049119826,8.81010223704228,273.4375,2464.8111877467536,5226.5625,0.9164753288742171,0.2273222019898102,0.09986798101182336,0.29478242774279134,0.37578760054730104
G,target_domain/train_bearing_a_to_p/G.mat,G.mat,UNKNOWN,32000,,G,1,64000,32000,-2.398081733190338e-17,1.630177761031075,1.630177761031075,10.553361309914449,20.078860733203125,0.012978932487454757,4.504258841038304,6.4737487911950495,8.445388620528705,1.3045592118140426,10.14693564329541,273.4375,2569.744012096967,5265.625,0.9287212961557736,0.1921181976369555,0.09994398085606739,0.31582616999675683,0.3895783968953195
G,target_domain/train_bearing_a_to_p/G.mat,G.mat,UNKNOWN,32000,,G,2,128000,32000,-8.881784197001253e-19,1.603340235220866,1.603340235220866,9.97471325306805,19.903211179687503,-0.061829952048303896,4.284686511296092,6.221208096663135,8.093578149492476,1.3009656683608728,9.718938024464691,70.3125,2457.39971301234,5218.75,0.9204876717248192,0.22458177022471024,0.09514937558779463,0.3082196684677988,0.36973874694628356
G,target_domain/train_bearing_a_to_p/G.mat,G.mat,UNKNOWN,32000,,G,3,224000,32000,-1.1102230246251566e-17,1.6056742164601228,1.6056742164601228,10.091981527273697,18.159892865625,-0.04339140686509017,3.941310263878122,6.285198718278134,8.117267275238365,1.2914893608100715,9.720146404066885,273.4375,2546.1176407180633,5218.75,0.921650931735977,0.2066592310201512,0.09575027055288497,0.30071036059705336,0.39494909553631746
H,target_domain/train_bearing_a_to_p/H.mat,H.mat,UNKNOWN,32000,,H,0,0,32000,-2.007283228522283e-16,10.883776094037243,10.883776094037243,66.50770359608386,125.34088594453125,-0.2346328744535429,4.8311931038511196,6.110719572089918,8.013409206842102,1.3113691623883028,9.638805102954363,1984.375,2637.744325578882,5500.0,0.8282165299869056,0.018967163363470027,0.17802458319141337,0.48828195176238537,0.3119558736819963
H,target_domain/train_bearing_a_to_p/H.mat,H.mat,UNKNOWN,32000,,H,1,64000,32000,1.3766765505351941e-17,10.837705002414284,10.837705002414284,69.90319419862092,129.28886549414062,-0.24698899410668435,4.9080904211892715,6.449999717010414,8.462260314911312,1.3119784009591868,10.188069311681414,1984.375,2636.4568289059043,5546.875,0.8330627281127377,0.020598970685304658,0.17708872933177291,0.4858563881029055,0.3139401701020312
H,target_domain/train_bearing_a_to_p/H.mat,H.mat,UNKNOWN,32000,,H,2,128000,32000,-2.4424906541753444e-17,10.835286919222906,10.835286919222906,67.47169350889243,123.92293284492186,-0.2876540559154126,4.920586643233304,6.2270333967054,8.15187685877227,1.3091108300598668,9.781346077292413,1984.375,2652.6098620392318,5476.5625,0.8320903278834397,0.019803000822435208,0.1768556571651375,0.4830653552173041,0.3175308486644851
H,target_domain/train_bearing_a_to_p/H.mat,H.mat,UNKNOWN,32000,,H,3,224000,32000,-1.354472090042691e-17,10.931250579078919,10.931250579078919,66.88945018220858,125.7097079519531,-0.2345218924909812,4.677886508221925,6.119103180218072,7.991223927506294,1.305946916100338,9.589902353542842,1984.375,2639.6375248315053,5492.1875,0.8265973634879205,0.0203693011679176,0.17858923611160818,0.48426951291591414,0.3139304243163229
I,target_domain/train_bearing_a_to_p/I.mat,I.mat,UNKNOWN,32000,,I,0,0,32000,-2.3980817331903383e-16,30.314781500208866,30.314781500208866,296.78039756547423,587.7763953140625,0.04955994905062278,21.447515595965925,9.78995667718798,16.093022061623163,1.6438297524974457,20.89777690127709,2140.625,3450.8379717844095,5875.0,0.943125243269047,0.009354804092194012,0.07926424144319391,0.39555654274479757,0.5084645717108843
I,target_domain/train_bearing_a_to_p/I.mat,I.mat,UNKNOWN,32000,,I,1,64000,32000,1.0702549957386509e-16,28.955321191385345,28.955321191385345,299.702481315366,597.7697754984374,0.1320810083206082,21.097087090709476,10.350514827116537,16.792402537217296,1.6223736517166818,21.723202095319547,2140.625,3515.7657802751146,5828.125,0.9470076766735167,0.011584876929873566,0.07706567744641354,0.36656501750190645,0.5401295962866877
I,target_domain/train_bearing_a_to_p/I.mat,I.mat,UNKNOWN,32000,,I,2,128000,32000,3.268496584496461e-16,30.316907872592928,30.316907872592928,298.85893638763844,591.1360259601563,-0.011692830514090792,21.45800814944533,9.857830410792086,16.185063986694814,1.6418484912233131,20.961136157996297,2140.625,3601.69609976522,5851.5625,0.9536952036606643,0.014290162001641543,0.07316068163270016,0.3343684895691006,0.5708343635028267
I,target_domain/train_bearing_a_to_p/I.mat,I.mat,UNKNOWN,32000,,I,3,224000,32000,-4.529709940470639e-16,30.18756645864505,30.18756645864505,295.4912478878675,581.3387620769531,-0.1576779613173628,19.52017169533343,9.788508401055148,15.91058203091521,1.6254347832198426,20.623941514195927,2140.625,3546.3457230094805,5843.75,0.952055557315913,0.012799405667979047,0.07515831299593194,0.35427675696562155,0.5504553519321834
J,target_domain/train_bearing_a_to_p/J.mat,J.mat,UNKNOWN,32000,,J,0,0,32000,-3.5349501104064986e-16,31.321055427590974,31.321055427590974,432.4254899046977,828.8620662164062,0.25686879028207943,36.00710724325739,13.806223449410226,27.46374294031009,1.9892292081859946,38.680700225438166,2148.4375,3165.08966514462,5726.5625,0.944778311036134,0.014165701114011978,0.10416218895102576,0.4453067160758765,0.4321148589782341
J,target_domain/train_bearing_a_to_p/J.mat,J.mat,UNKNOWN,32000,,J,1,64000,32000,3.907985046680551e-17,30.440109115833902,30.440109115833902,419.5136295382504,826.1252695417968,0.24033995279815468,39.144277436088544,13.78160728471305,27.13444000498245,1.968887913028827,37.84208829118558,2476.5625,3128.9564848864343,5671.875,0.9311044029772935,0.010877879964834984,0.08983967157693207,0.4844957041381213,0.41045341195417623
J,target_domain/train_bearing_a_to_p/J.mat,J.mat,UNKNOWN,32000,,J,2,128000,32000,1.474376176702208e-16,29.17754878563022,29.17754878563022,409.9467065493413,776.951385,0.23104689941934317,35.181989056338075,14.0500735535133,27.13161183557047,1.9310654661153093,37.552176358663026,2140.625,3195.495432044779,5710.9375,0.936988827809767,0.0102230570196617,0.0896719453152998,0.46161069910511504,0.4338269823382605
J,target_domain/train_bearing_a_to_p/J.mat,J.mat,UNKNOWN,32000,,J,3,224000,32000,-4.733990977001668e-16,30.12992150977482,30.12992150977482,394.1152984508296,772.3715997539061,0.34026728855507893,35.356569962786104,13.080528547774566,25.538317839841376,1.952391888948971,35.592391296170966,2054.6875,3218.790627757799,5734.375,0.9386587271961149,0.011152750847664643,0.09489752997864064,0.44144765462116237,0.44720030266822386
K,target_domain/train_bearing_a_to_p/K.mat,K.mat,UNKNOWN,32000,,K,0,0,32000,3.064215547965432e-17,10.390740559159019,10.390740559159019,54.73479999852268,105.77243225390625,-0.05077447520810013,3.522271865219626,5.26765149094892,6.738538936971663,1.279230212657278,8.036690486116568,1984.375,2381.2550103153308,5367.1875,0.7822603044289796,0.03289699506633759,0.25127985630247235,0.4561093337226333,0.25613211123272867
K,target_domain/train_bearing_a_to_p/K.mat,K.mat,UNKNOWN,32000,,K,1,64000,32000,2.7977620220553945e-16,10.316034921721354,10.316034921721354,55.01233242682274,104.85226970859375,-0.058118734687658595,3.5617722750305445,5.3327012601502455,6.808018410710945,1.2766547531144605,8.098489263367338,1984.375,2348.9685544816666,5398.4375,0.7858786088708838,0.03247901332210426,0.2516401629311316,0.4696305306435384,0.24258646199752132
K,target_domain/train_bearing_a_to_p/K.mat,K.mat,UNKNOWN,32000,,K,2,128000,32000,-1.5765166949677222e-16,10.225062815353095,10.225062815353095,57.91949601573439,114.43673548945313,-0.01304030723483932,3.521486745419093,5.664463589285894,7.218197411172887,1.2742949614549755,8.585000620945001,1984.375,2328.9442442538734,5375.0,0.7927123834489387,0.034612642132504305,0.2629452513957529,0.4577283300229136,0.24129140568703628
K,target_domain/train_bearing_a_to_p/K.mat,K.mat,UNKNOWN,32000,,K,3,224000,32000,-1.5187850976872143e-16,10.35725805581112,10.35725805581112,64.04748524014123,113.65142918554686,0.009541779899561528,3.5003344336469997,6.183826346221053,7.88237105127519,1.2746753563174296,9.377218017655242,1984.375,2322.692063910044,5382.8125,0.7823199771251952,0.03675267441267096,0.25632132007973624,0.4654981894531418,0.23786826062644198
L,target_domain/train_bearing_a_to_p/L.mat,L.mat,UNKNOWN,32000,,L,0,0,32000,-4.440892098500626e-19,1.8147668708301345,1.8147668708301345,9.80130239825662,19.368832809375,0.014224879444025942,3.6582875451061048,5.400860328559876,6.901699880176922,1.2778889769981214,8.21813982945334,2085.9375,2848.636933969741,5320.3125,0.9448774866561337,0.10486049229522772,0.04992189359452315,0.3777808478298633,0.46225053519326054
L,target_domain/train_bearing_a_to_p/L.mat,L.mat,UNKNOWN,32000,,L,1,64000,32000,4.5297099404706384e-17,1.8573504861375307,1.8573504861375307,9.885330968862338,18.96202115390625,0.011525643887755059,3.48173185814663,5.3222754900794955,6.788524097501778,1.2754928056902832,8.079861988840085,281.25,2803.3547832927466,5289.0625,0.9431281173043378,0.11530863775178463,0.04620741300623275,0.3839331693737778,0.4506792959574458
L,target_domain/train_bearing_a_to_p/L.mat,L.mat,UNKNOWN,32000,,L,2,128000,32000,-9.769962616701377e-18,1.8468946301079834,1.8468946301079834,10.293275588776572,19.841670753515622,0.008928453325476966,3.7303350368740613,5.573287951012763,7.161638688057517,1.2849934815860797,8.554818245177325,70.3125,2790.3818101319343,5265.625,0.9431802772356219,0.12568725617528598,0.046696853460584,0.3761900739572102,0.44694181791027354
L,target_domain/train_bearing_a_to_p/L.mat,L.mat,UNKNOWN,32000,,L,3,224000,32000,5.417888360170764e-17,1.846434899011916,1.846434899011916,9.703533550765563,19.320890153906248,-0.008915267843886035,3.660011371051449,5.2552806253569875,6.704349669774939,1.2757358070323574,7.97012785891906,2078.125,2813.8600515681132,5328.125,0.9396587779135029,0.10804168808120894,0.045157009097510865,0.3945944489294684,0.44811163908155305
M,target_domain/train_bearing_a_to_p/M.mat,M.mat,UNKNOWN,32000,,M,0,0,32000,1.438849039914203e-16,10.020080281304711,10.020080281304711,54.28602860622734,101.24619699140624,-0.07809300589910029,3.4412530579948344,5.417723918590537,6.91016747464784,1.275474272680341,8.226255561618036,1898.4375,2366.4869538311195,5429.6875,0.8259889932338174,0.03554144468112266,0.28344710196614326,0.4099854090531782,0.26862692161239027
M,target_domain/train_bearing_a_to_p/M.mat,M.mat,UNKNOWN,32000,,M,1,64000,32000,-2.451372438372346e-16,10.080089703240676,10.080089703240676,44.089040818178304,87.92542829765625,-0.09065515283648294,3.3081125065075057,4.373873855904241,5.563000152393822,1.2718702769362773,6.616250131065784,1976.5625,2361.1950500558028,5398.4375,0.8078337734056755,0.033196694042073566,0.2734854438294079,0.43392872243307834,0.2568850092271722
M,target_domain/train_bearing_a_to_p/M.mat,M.mat,UNKNOWN,32000,,M,2,128000,32000,1.403321903126198e-16,9.981761315028773,9.981761315028773,44.44839661728754,86.97610764609375,-0.04959676772330669,3.304619794724211,4.452961277521287,5.663847923521949,1.271928402367363,6.739939728697578,1976.5625,2367.4104123455036,5429.6875,0.8209606621001703,0.032534958998574164,0.28590223704620044,0.41613379536465184,0.2628622030836365
M,target_domain/train_bearing_a_to_p/M.mat,M.mat,UNKNOWN,32000,,M,3,224000,32000,-1.403321903126198e-16,9.895150598386241,9.895150598386241,47.99249330302828,87.793936453125,-0.04884267594005032,3.249888702756786,4.850102363358707,6.156402360196397,1.2693345210001818,7.323571377983248,1976.5625,2363.003047397819,5398.4375,0.8223098339925936,0.038860170379093784,0.2731961772820158,0.4234029023509543,0.2620537952376638
N,target_domain/train_bearing_a_to_p/N.mat,N.mat,UNKNOWN,32000,,N,0,0,32000,1.2656542480726783e-16,9.207324617618548,9.207324617618548,150.2002771164703,288.18302165625005,-0.1528059128753043,30.956194299460897,16.313129313268735,25.03135517743062,1.5344300101310395,31.190006002934158,2070.3125,2820.0080447392093,5375.0,0.8752119468153197,0.011276260603276541,0.08907626980527668,0.542812242880938,0.35067318877036163
N,target_domain/train_bearing_a_to_p/N.mat,N.mat,UNKNOWN,32000,,N,1,64000,32000,3.26405569239796e-17,9.783605492912146,9.783605492912146,149.6115957688543,290.52015601874996,-0.03416989471342059,33.858741915543916,15.292071606651247,24.15118275893516,1.5793270774659594,30.415866975691845,2070.3125,2841.916392934887,5414.0625,0.8813059842260086,0.013296949161498694,0.08733492149944437,0.5375606685950245,0.35515875245684453
N,target_domain/train_bearing_a_to_p/N.mat,N.mat,UNKNOWN,32000,,N,2,128000,32000,-9.14823772291129e-17,8.651111417871718,8.651111417871718,152.23216692270947,294.4799109574219,-0.14342158901744603,28.126353271466797,17.596833466761996,26.10439012305582,1.4834708853931255,32.27251570317993,2062.5,2829.5808563623823,5414.0625,0.8776477657229143,0.011337205473637866,0.08610751311722797,0.5451132154260057,0.35244193501324356
N,target_domain/train_bearing_a_to_p/N.mat,N.mat,UNKNOWN,32000,,N,3,224000,32000,8.060219158778636e-17,8.835324101378472,8.835324101378472,154.80265129486824,303.2089788328125,-0.35868255456676446,31.410436722202377,17.520879768371902,26.20555363291892,1.4956756726463778,32.39771370009632,2062.5,2809.9177151568197,5375.0,0.8833899510937859,0.014736389293404222,0.09587079049275506,0.5337577265515905,0.3493771697592484
O,target_domain/train_bearing_a_to_p/O.mat,O.mat,UNKNOWN,32000,,O,0,0,32000,4.5297099404706384e-17,1.52243061061418,1.52243061061418,10.336079206650894,19.70162773359375,0.07757035565509686,4.638461331329047,6.789195602467764,8.864731121800766,1.305711551243678,10.645987631419766,70.3125,2320.5845036219075,5250.0,0.9123933321306671,0.2636449583814324,0.11783636934026193,0.2662364375403302,0.3492429395986683
O,target_domain/train_bearing_a_to_p/O.mat,O.mat,UNKNOWN,32000,,O,1,64000,32000,1.7763568394002505e-17,1.4702843644969057,1.4702843644969057,8.349414265968608,16.370173911328123,0.0009222376286234041,3.822896806470207,5.678775118322018,7.3083713227081,1.2869626231761453,8.734375319602968,343.75,2311.134812044665,5273.4375,0.9136086882478919,0.2564575722400557,0.12628335216651426,0.26798431143635487,0.3466572981892338
O,target_domain/train_bearing_a_to_p/O.mat,O.mat,UNKNOWN,32000,,O,2,128000,32000,-2.1316282072803006e-17,1.4201287593197973,1.4201287593197973,7.459116847257151,14.738581610156249,0.01958344908781334,3.8085687512009363,5.252422921724795,6.745181317264331,1.2842037699135989,8.0446391237565,343.75,2404.57700470978,5242.1875,0.9217864433569399,0.23107592193767756,0.12194991881062513,0.28470351380172126,0.36008865541838775
O,target_domain/train_bearing_a_to_p/O.mat,O.mat,UNKNOWN,32000,,O,3,224000,32000,-1.4210854715202004e-17,1.465215649014217,1.465215649014217,7.698983971316876,14.261818536328125,0.001174126475023826,3.5853249914083047,5.254505694428955,6.722309605165551,1.2793419583288745,8.012573453209662,70.3125,2223.686877292503,5187.5,0.9064471250192189,0.27906540421031856,0.12183526621110219,0.2756604584021114,0.3208825414175565
P,target_domain/train_bearing_a_to_p/P.mat,P.mat,UNKNOWN,32000,,P,0,0,32000,1.3855583347321954e-16,8.463564784880921,8.463564784880921,35.48634747212,69.56353143632813,0.01415527326927302,3.137305470777715,4.192836987023203,5.293765260855607,1.262573593306666,6.273276060231939,4882.8125,4057.1147376400545,5796.875,0.9329828218101995,0.016134052709844533,0.034990203578657446,0.23450652755366147,0.7089835306198872
P,target_domain/train_bearing_a_to_p/P.mat,P.mat,UNKNOWN,32000,,P,1,64000,32000,8.881784197001253e-18,8.472287133749285,8.472287133749285,36.93406478343947,71.7709963359375,0.001486968376707233,3.1356759102107516,4.359397197045951,5.502401382443572,1.262193173444141,6.523710507479129,4765.625,4068.6511225907107,5820.3125,0.9354397707344648,0.0127662864411213,0.040021201330917563,0.22684041023119175,0.7152153990097249
P,target_domain/train_bearing_a_to_p/P.mat,P.mat,UNKNOWN,32000,,P,2,128000,32000,6.217248937900877e-17,8.510958688459313,8.510958688459313,36.34264843001357,70.32752989335938,0.01888955342403785,3.094999516675621,4.270100438777736,5.36456257852699,1.2563082895684534,6.334512502112221,4882.8125,4030.2232511902816,5796.875,0.9309032885044596,0.013525639162315476,0.03711235516113467,0.24201849216256374,0.7011324382859644
P,target_domain/train_bearing_a_to_p/P.mat,P.mat,UNKNOWN,32000,,P,3,224000,32000,-1.3322676295501878e-16,8.458055260036438,8.458055260036438,32.50254447848954,64.07577958359374,0.02909075440623923,3.062494085834721,3.8427916913781988,4.829949330499118,1.2568855453016525,5.706771297803156,4789.0625,4062.31551604572,5789.0625,0.9319128042759655,0.012779971221647505,0.03647682446035208,0.2345458896946986,0.7095237045169678
