record_id,relative_path,filename,label,fs,rpm,signal_var,signal_length,duration_s
source_domain/cwru_48khz_de/OR007@3_2.mat,source_domain/cwru_48khz_de/OR007@3_2.mat,OR007@3_2.mat,OR,48000,1750.0,X150_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR007@3_3.mat,source_domain/cwru_48khz_de/OR007@3_3.mat,OR007@3_3.mat,OR,48000,1724.0,X151_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR007@6_0.mat,source_domain/cwru_48khz_de/OR007@6_0.mat,OR007@6_0.mat,OR,48000,1796.0,X135_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR007@6_1.mat,source_domain/cwru_48khz_de/OR007@6_1.mat,OR007@6_1.mat,OR,48000,1774.0,X136_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR007@6_2.mat,source_domain/cwru_48khz_de/OR007@6_2.mat,OR007@6_2.mat,OR,48000,1750.0,X137_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR007@6_3.mat,source_domain/cwru_48khz_de/OR007@6_3.mat,OR007@6_3.mat,OR,48000,1725.0,X138_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR014@6_0.mat,source_domain/cwru_48khz_de/OR014@6_0.mat,OR014@6_0.mat,OR,48000,1796.0,X201_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR014@6_1.mat,source_domain/cwru_48khz_de/OR014@6_1.mat,OR014@6_1.mat,OR,48000,1772.0,X202_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR014@6_2.mat,source_domain/cwru_48khz_de/OR014@6_2.mat,OR014@6_2.mat,OR,48000,1749.0,X203_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR014@6_3.mat,source_domain/cwru_48khz_de/OR014@6_3.mat,OR014@6_3.mat,OR,48000,1723.0,X204_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@12_0.mat,source_domain/cwru_48khz_de/OR021@12_0.mat,OR021@12_0.mat,OR,48000,1796.0,X262_DE_time,130549,2.7197708333333335
source_domain/cwru_48khz_de/OR021@12_1.mat,source_domain/cwru_48khz_de/OR021@12_1.mat,OR021@12_1.mat,OR,48000,1771.0,X263_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@12_2.mat,source_domain/cwru_48khz_de/OR021@12_2.mat,OR021@12_2.mat,OR,48000,1746.0,X264_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@12_3.mat,source_domain/cwru_48khz_de/OR021@12_3.mat,OR021@12_3.mat,OR,48000,1718.0,X265_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@3_0.mat,source_domain/cwru_48khz_de/OR021@3_0.mat,OR021@3_0.mat,OR,48000,1796.0,X250_DE_time,128663,2.6804791666666667
source_domain/cwru_48khz_de/OR021@3_1.mat,source_domain/cwru_48khz_de/OR021@3_1.mat,OR021@3_1.mat,OR,48000,1770.0,X251_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@3_2.mat,source_domain/cwru_48khz_de/OR021@3_2.mat,OR021@3_2.mat,OR,48000,1746.0,X252_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@3_3.mat,source_domain/cwru_48khz_de/OR021@3_3.mat,OR021@3_3.mat,OR,48000,1719.0,X253_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@6_0.mat,source_domain/cwru_48khz_de/OR021@6_0.mat,OR021@6_0.mat,OR,48000,1796.0,X238_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@6_1.mat,source_domain/cwru_48khz_de/OR021@6_1.mat,OR021@6_1.mat,OR,48000,1771.0,X239_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@6_2.mat,source_domain/cwru_48khz_de/OR021@6_2.mat,OR021@6_2.mat,OR,48000,1747.0,X240_DE_time,192000,4.0
source_domain/cwru_48khz_de/OR021@6_3.mat,source_domain/cwru_48khz_de/OR021@6_3.mat,OR021@6_3.mat,OR,48000,1719.0,X241_DE_time,192000,4.0
source_domain/cwru_48khz_normal/N_0.mat,source_domain/cwru_48khz_normal/N_0.mat,N_0.mat,N,48000,1796.0,X097_DE_time,243938,5.082041666666667
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N_1_(1772rpm).mat,N,48000,1772.0,X098_DE_time,384000,8.0
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N_2_(1750rpm).mat,N,48000,1750.0,X099_DE_time,384000,8.0
source_domain/cwru_48khz_normal/N_3.mat,source_domain/cwru_48khz_normal/N_3.mat,N_3.mat,N,48000,1725.0,X100_DE_time,384000,8.0
