window_id,class_label
WIN-a08c283a0089fd3a3c77,OR
WIN-ebe16bfdb825565c17b5,OR
WIN-85ab41149290cae6fc68,OR
WIN-fcc50a408ff847057e1f,OR
WIN-eb08ea4539f25f0f13aa,OR
WIN-d3143590034485211717,OR
WIN-7718500823160a4ed834,OR
WIN-b8cdede8b847e897b910,OR
WIN-ca8f05b4736b05a7abca,OR
WIN-1c99fd92750e4cd5b69c,OR
WIN-cd5cee30908fa9dd322b,OR
WIN-afc638373581bdc53f82,OR
WIN-8cabc3cb4a6808623153,OR
WIN-417a6c5dddcd5efa5b3b,OR
WIN-62e1ec01435b9a7e2987,OR
WIN-b0be68aa03be9e5b88f7,OR
WIN-97a36bbaed1c66c89785,OR
WIN-85d57386065519c18595,OR
WIN-5c60b10030023ecb1fa2,OR
WIN-093bb1843cb54e36e1aa,OR
WIN-197100a504dd69920efc,OR
WIN-063ab624c8752b408780,OR
WIN-f1107cc11bdac17af08c,OR
WIN-3014bdc518adf9950ef6,OR
WIN-77a4bd2a6e9de53d89ca,OR
WIN-5067f5afa2eabe744cf8,OR
WIN-58be6c5e49ca140386a7,OR
WIN-19c4a444de9952f7f4cb,OR
WIN-14fc350ca3de6b08c1fe,OR
WIN-2300f48ede3c1dfa5ddc,OR
WIN-993dae3161d23c470ed8,OR
WIN-75ec544d8283c18f4ce5,OR
WIN-11a0bf973c6f23ed135a,OR
WIN-17d812e2b50736529c3d,OR
WIN-865046b21f0a63655703,OR
WIN-a7c54d1d3c47c7e8c1ea,OR
WIN-46706137a5972d3a1ecc,OR
WIN-2c7eb1f0c7ce0c05eb21,OR
WIN-7d3864499d7d58bc6502,OR
WIN-f84ed1c02fdc2dd93018,OR
WIN-10bf77aae85d6fea8141,OR
WIN-df325a4f39970a7614b7,OR
WIN-2ebb9e36f146e958cd29,OR
WIN-9dc3fc35b87ff32438f9,OR
WIN-ba912dc1cc30dd45177a,OR
WIN-cee281a823fc518d678a,OR
WIN-3ca6b628cde95b69795b,OR
WIN-d4fe139a2b4ff815788c,OR
WIN-3129d49023847241fc96,OR
WIN-b74d8c4470bfeba49f02,OR
WIN-2aed894203967d14a01b,OR
WIN-09a41abe2fd00223a4e1,OR
WIN-2b526834e035ce798e75,OR
WIN-1715a2eca1dac78ae4a6,OR
WIN-16cdcd37780c38f5f551,OR
WIN-24abd296e76c9603c4a2,OR
WIN-986d4511d7ecbac5c050,OR
WIN-28369640a77cf3915447,OR
WIN-43ed1c32539cf447d554,OR
WIN-9083020b3cc706d9b1b0,OR
WIN-4cb649991a80a87dfb5f,OR
WIN-1d9c9219d661f58c147a,OR
WIN-4f48576279475268a3fb,OR
WIN-649eeac278ab6d04e72a,OR
WIN-060be6536c9238296b2e,OR
WIN-45ac628e7c5ffb741ed6,OR
WIN-c91ca1e4f1129795cf85,OR
WIN-8730cf62220464d5f536,OR
WIN-5371b27d3f4fd2278a77,OR
WIN-61d9ea2bd10f852051a8,OR
WIN-ce27f35f0030fee76148,OR
WIN-6ae733112d12a69e7ae7,OR
WIN-4aff6e3cec25f00228d7,OR
WIN-3f8a36c31277d6e80322,OR
WIN-094267f798a58906c9ca,OR
WIN-467fd7bf969ee55e40dd,OR
WIN-f6cd5921401e6227410d,OR
WIN-4163ae8119f72a0c5051,OR
WIN-fa79573f80bdc7fd9a4c,OR
WIN-8a3a29c52b32413e9cea,OR
WIN-2bb1a868957df2438caa,OR
WIN-e78714f90f3cdf5a705f,OR
WIN-25ae8a4c998efccb9a95,OR
WIN-6f14fa52842f76b09c00,OR
WIN-911dc83c78639aeeb03e,OR
WIN-f7d1779290dc740f9691,OR
WIN-2226684687bb63a2bc84,OR
WIN-04247458f0f89dc258af,OR
WIN-f8ac89bd4c4a37b1f9fb,OR
WIN-dd83643ea7dfa10be4a7,OR
WIN-229cab111ea86e18fc74,OR
WIN-fcce1e7f4b60dd6bf5a8,OR
WIN-dbd53d16f64ce87a7afa,OR
WIN-2326aed37fcd1746ca1f,OR
WIN-94d57054d0ad044a8469,OR
WIN-09c6ee0513abe2933b90,OR
WIN-8cc9594a7ec26fde7b31,OR
WIN-c44d77f2cabc193355f0,OR
WIN-9f6155dbab4dc05e09d2,OR
WIN-de96314178b62c79dfc4,OR
WIN-a6e936a49fefcb97c166,OR
WIN-b93c0389339b6d3c88c9,OR
WIN-a5adc5e31e6bfe750163,OR
WIN-256691369c87ea8861f1,OR
WIN-fdf7795e809a33a3f8c1,OR
WIN-1a0c31abcfb222be6099,OR
WIN-055647c4a511d2af9978,OR
WIN-357083e788948f4d4f13,OR
WIN-53f07e278771522f73ac,OR
WIN-b5128d095313b5382eb4,OR
WIN-8f22f88d4cd64cb7e6b3,OR
WIN-886c23dd6638591aaec0,OR
WIN-af97d6a9e04417617add,OR
WIN-efa30cc3a2ed92816aed,OR
WIN-7089b82171d8c1f899d1,OR
WIN-60d9b0ed579c572dcbd5,OR
WIN-6757cecfcb93696b7e63,OR
WIN-e9818dd29f3f6707b5d8,OR
WIN-905dc95e598e76866a63,OR
WIN-3cdb2e14c08a65d61871,OR
WIN-bae34b43585f25e9574a,OR
WIN-871dc132fdd23d7ed86b,OR
WIN-e1cf6299c65e6f91c02e,OR
WIN-7cc1389b1dfc1169beba,OR
WIN-8a06df5c41432d906b4d,OR
WIN-7ce2dc560e4e02eaaa93,OR
WIN-b6b2759f8352f91385c6,OR
WIN-9229e6a5f10d3103b3a0,OR
WIN-ff675681894bc84fb826,OR
WIN-aa46db7a66608312e249,OR
WIN-379f90e88480a639fdbd,OR
WIN-339a9add6d74c0b99029,OR
WIN-b9eea8e72338bc41f2b0,OR
WIN-dfcba3e61544b077929a,OR
WIN-a8cfe540110d3943574d,OR
WIN-c58af995928a333482a0,OR
WIN-b1bba7d08a3993e6a2af,OR
WIN-4241aeffaee17b9a0e3d,OR
WIN-bd222c7f925c41456329,OR
WIN-339607495d82db0420a3,OR
WIN-73a0de716e379e199bf4,OR
WIN-d3bec76b06a422742775,OR
WIN-161295d87b1de77b2471,OR
WIN-ef58e564314086daa891,OR
WIN-2e51ffb83fef1ccb0ed4,OR
WIN-64a5b204c39997d67504,OR
WIN-77959e2d1634a114c33d,OR
WIN-65dcd0bcaacab2264c51,OR
WIN-79eae6840a69221bafd6,OR
WIN-828e3bb5ef1dd0044a37,OR
WIN-05233c14afc8918bcc0e,OR
WIN-57cbcb05ebf0abffd980,OR
WIN-203830bfa3caa65af3c9,OR
WIN-a20eb768de36050f92f0,OR
WIN-e63c6b66cd224b51e862,OR
WIN-b331cad4b396b50ade9b,OR
WIN-dc246e026a16a9308b7c,OR
WIN-2e8b910ee86ff2f7ca91,OR
WIN-4d214093c1bc71885e69,OR
WIN-69e67fe1de9f0ba190d1,OR
WIN-71f201b692d6e86ee3bf,OR
WIN-c92f8602faf52aa67c41,OR
WIN-3996d45e1ddf96d6f2e2,OR
WIN-01b084345d1d1dda81c8,OR
WIN-5c006f77ce463e42e755,OR
WIN-c9bca0fa61e360d5746b,OR
WIN-5ae9f6f3696b756cd399,OR
WIN-0b13bea642e6d77e074f,OR
WIN-346596b0929cc42917d6,OR
WIN-58b278a7e2dcbba4fc07,OR
WIN-8ad57c0b9255dfa199a4,OR
WIN-51e64d94e6ba2dd02317,OR
WIN-f34f88daad4b7a9a13bb,OR
WIN-d41750cb4ba6b45b374d,OR
WIN-a6960b575c39988059eb,OR
WIN-c705729605c8ffcb6f46,OR
WIN-b44ad2caefaee532dc9c,OR
WIN-bd613a02750615c9c225,OR
WIN-d08de811b15bb1987617,OR
WIN-1cf7daa4a95ef9286808,OR
WIN-1503c05f80ff9e37c282,OR
WIN-0e4db0e40ed1f08b6a51,OR
WIN-fd313f29908670a0da12,OR
WIN-0f9b2af42d34b44da4c2,OR
WIN-d2bf5edb6294c03be3e5,OR
WIN-0dba483cd52e28da632f,OR
WIN-8c5c2f4a696f556b0d19,OR
WIN-53a159cc2fc7cc77a379,OR
WIN-b6b91b00c0fccab7f7f1,OR
WIN-b10bbdf4c10aaab818af,OR
WIN-8d67a46a2121dd909f68,OR
WIN-a179e3ac14ea80714945,OR
WIN-1bce2fc71404cbcfeb18,OR
WIN-8fec5551862db2f244aa,OR
WIN-e568f4445c9a447c1e92,OR
WIN-cf13bfe3e7d6f5d19f0a,OR
WIN-8b121ef2433d93440359,OR
WIN-32503f132f17adc51e85,OR
WIN-b7d9c4e94ccf982535a2,OR
WIN-9e87a135b2d73e9dd7f6,OR
WIN-593a648bfb02094b8ed8,OR
WIN-57ffa0f255cff11ff648,OR
WIN-59f59b72b33551329818,OR
WIN-26a74af4c843ff6daf41,OR
WIN-14d7f80984a0b752a720,OR
WIN-6af8a9abcc1d54ea6a8f,OR
WIN-6d3313e3f3f6965f01ad,OR
WIN-37d0018cbfa47696f984,OR
WIN-d92cc1bad4316b7d1a8b,OR
WIN-0bda89a6cbca00fc09ee,OR
WIN-d81d869b3bdb93c8b152,OR
WIN-95032c32fc26b6aa91a4,OR
WIN-b4c1295d21b4bedbce89,OR
WIN-f036030be2575b1e9fac,OR
WIN-36737f655d76b9c438d2,OR
WIN-b6c96400ed4fb9d9799c,OR
WIN-f39a39c07848c2fa8cf4,OR
WIN-c50a0cc2f993812c0db1,OR
WIN-ab70f1377e750813aee3,OR
WIN-778cd539f2bc49785463,OR
WIN-f163cf2d3db17d465291,OR
WIN-5c43bbbdaa57bc0b8283,OR
WIN-49b7c7da22a45c2bbf70,OR
WIN-fa179cb10c4e051257c3,OR
WIN-29f7163d7050e10356e5,OR
WIN-2b3b8ca4b94f1a66a6f0,OR
WIN-7b42bfb24ae6986130ca,OR
WIN-e2fa3d0026ee95555403,OR
WIN-ad3af21f425470679c9c,OR
WIN-75570d12349ecbec0685,OR
WIN-ae7a7867fc2e531edd24,OR
WIN-a68a755ce2cd8aba8b22,OR
WIN-9fdc1c898741ccabff1f,OR
WIN-080d5625586964f3de4f,OR
WIN-3f6f9bd370ee0e1cacb2,OR
WIN-5ad94d4e628802dd6857,OR
WIN-5eedd0fe9bcf5a217b64,OR
WIN-547b02a05f39fb8095fd,OR
WIN-fcdcbf55808d3e381b2c,OR
WIN-e5b681c0cecbae63719b,OR
WIN-07f38edef3f6b93344a6,OR
WIN-aa42f9a7e7486a82c05e,OR
WIN-01cff3d488db378ca630,OR
WIN-f0a68ac5d1127cb495ad,OR
WIN-28518b8bcd0e885f3cab,OR
WIN-4fa2d139ff8968b73993,OR
WIN-2a4a1d86a40bc34f048b,OR
WIN-1dd6ce5799388f713725,OR
WIN-4da49e5c8cc7085934cf,OR
WIN-ad7f51c2af33460b8889,OR
WIN-5c9d2d493f28a606838c,OR
WIN-e4a835c1be23abfa3f3b,OR
WIN-76a68346c3fe343dec57,OR
WIN-856c4e23e82cb229d131,OR
WIN-3ce6f7a4251c2fe11955,OR
WIN-e5a588eb3f003ad8dec5,OR
WIN-ab9d2599ba76962ca7c7,OR
WIN-10e8dc8f39d4df490350,OR
WIN-546d4e125ce7c47c6959,OR
WIN-3098ef6423c054b0089b,OR
WIN-9001442a19087f321438,OR
WIN-db2e07613041ce43123d,OR
WIN-de3ffd0eec3ac944aa6f,OR
WIN-c310b4ced66b95fa6539,OR
WIN-f3bdad289752ad98ff1d,OR
WIN-cd511d89f0ae8602c18f,OR
WIN-bb0222b9ae77b51d728e,OR
WIN-bd60552c9ac1eb806ebb,OR
WIN-63a924876d6240986625,OR
WIN-8f4d77f6658dd2d49e9d,OR
WIN-7bd755f1fe2fbcfdc305,OR
WIN-cc1df41c2e92e448ef9f,OR
WIN-a828af66f9ef88a58d2f,OR
WIN-7cbecb309ffd4e741c77,OR
WIN-1582ebec5619786b7c43,OR
WIN-a1acf3c5b4be577decb9,OR
WIN-9ba3bf25052407fbc3dd,OR
WIN-339e3f773ea4f04d351c,OR
WIN-a4e448fee6f9c3945fb8,OR
WIN-ce287412b59f15c08bda,OR
WIN-22861ff2e6f49afcc8b2,OR
WIN-9212e9dc5a40e0082ec4,OR
WIN-3a9e83e77d84853f1aeb,OR
WIN-51d629ba51f44e20dd74,OR
WIN-0297ffec380417832d0e,OR
WIN-252e8bea01a0f5b582a5,OR
WIN-b158b83a5a5ec2e74b67,OR
WIN-62ddf0ccf489b542318f,OR
WIN-07fcc2c91ce2a7cd6b31,OR
WIN-3b6a745344041b8d0011,OR
WIN-907d01cc68cbfe1c7d12,OR
WIN-1b8396892fe0446f563e,OR
WIN-caefd20b04b889329c77,OR
WIN-71f16ee93267b0d021d0,OR
WIN-81938c28b2f4f804277b,OR
WIN-0ba128c164e469d0c0bc,OR
