group_id,class_label,A0_pred,A0_score_OR,A0_score_IR,A0_score_B,A0_score_N,transfer_pred,transfer_score_OR,transfer_score_IR,transfer_score_B,transfer_score_N,A0_correct,transfer_correct,paired_correct_delta,load,A0_true_class_score,transfer_true_class_score,true_class_score_delta,seed
source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,OR,0.9804444444444445,0.006222222222222223,0.013333333333333334,0.0,OR,0.9924444444444445,0.0044444444444444444,0.0031111111111111114,0.0,1,1,0,1,0.9804444444444445,0.9924444444444445,0.01200000000000001,20260919
source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,IR,0.13645712755361877,0.7886743542809664,0.07486851816541487,0.0,IR,0.34251317106580265,0.611851743044849,0.04563508588934839,0.0,0,0,0,1,0.13645712755361877,0.34251317106580265,0.20605604351218387,20260919
source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,OR,0.7859265840122144,0.042133333333333335,0.1719400826544522,0.0,OR,0.7716437459177468,0.042577777777777784,0.18577847630447533,0.0,1,1,0,1,0.7859265840122144,0.7716437459177468,-0.01428283809446762,20260919
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,N,0.002,0.0,0.0035555555555555557,0.9944444444444444,N,0.03066666666666667,0.0,0.005333333333333333,0.9640000000000001,1,1,0,1,0.9944444444444444,0.9640000000000001,-0.030444444444444274,20260919
source_domain/cwru_12khz_fe/B007_2.mat,B,B,0.06059773276300348,0.14318415765189296,0.7959958873628813,0.00022222222222222223,B,0.15194222563896947,0.1424415198214068,0.7031224273791299,0.0024938271604938267,1,1,0,2,0.7959958873628813,0.7031224273791299,-0.0928734599837514,20260919
source_domain/cwru_12khz_fe/B014_2.mat,B,B,0.2200707502551606,0.2501210534067618,0.5298081963380776,0.0,B,0.34067736785982555,0.19507488281334473,0.4642477493268297,0.0,1,1,0,2,0.5298081963380776,0.4642477493268297,-0.06556044701124791,20260919
source_domain/cwru_12khz_fe/B021_2.mat,B,B,0.03743525859662865,0.026244245626804708,0.9360982735543445,0.00022222222222222223,B,0.03602572182430777,0.02269544906579225,0.9410566068876778,0.00022222222222222223,1,1,0,2,0.9360982735543445,0.9410566068876778,0.004958333333333287,20260919
source_domain/cwru_12khz_fe/IR007_2.mat,IR,IR,0.014587795650116891,0.9697177828422868,0.015694421507596132,0.0,IR,0.010824942911106193,0.9668286864236013,0.022346370665292416,0.0,1,1,0,2,0.9697177828422868,0.9668286864236013,-0.0028890964186855106,20260919
source_domain/cwru_12khz_fe/IR014_2.mat,IR,IR,0.029332938696041946,0.760431132540163,0.2069025954304617,0.0033333333333333335,IR,0.021438065061549112,0.6791767022016671,0.29605189940345056,0.0033333333333333335,1,1,0,2,0.760431132540163,0.6791767022016671,-0.08125443033849589,20260919
source_domain/cwru_12khz_fe/IR021_2.mat,IR,IR,0.06179363933113588,0.92234277972062,0.015863580948244055,0.0,IR,0.09142470435309766,0.8949303991207678,0.013644896526134398,0.0,1,1,0,2,0.92234277972062,0.8949303991207678,-0.027412380599852182,20260919
source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,OR,0.9160302746003749,0.018289833304887072,0.06567989209473807,0.0,OR,0.907275288845389,0.018763907378961147,0.07396080377564976,0.0,1,1,0,2,0.9160302746003749,0.907275288845389,-0.0087549857549859,20260919
source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,OR,0.891096885780282,0.00044444444444444447,0.10845866977527356,0.0,OR,0.9118693092051249,0.00022222222222222223,0.08484674017759126,0.0030617283950617282,1,1,0,2,0.891096885780282,0.9118693092051249,0.020772423424842867,20260919
source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,OR,0.9697407407407408,0.011148148148148148,0.019111111111111113,0.0,OR,0.962,0.00911111111111111,0.02888888888888889,0.0,1,1,0,2,0.9697407407407408,0.962,-0.007740740740740826,20260919
source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,OR,0.9687720470006184,0.029394619666048234,0.0018333333333333333,0.0,OR,0.9778965986394558,0.021214512471655327,0.0008888888888888889,0.0,1,1,0,2,0.9687720470006184,0.9778965986394558,0.009124551638837408,20260919
source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,B,0.45302225495567605,0.01877777777777778,0.5276073746739536,0.0005925925925925926,B,0.44317138037047654,0.016222222222222225,0.5397915825924865,0.0008148148148148149,0,0,0,2,0.45302225495567605,0.44317138037047654,-0.00985087458519951,20260919
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,N,0.008,0.0,0.010222222222222221,0.9817777777777777,N,0.007555555555555556,0.0,0.010222222222222221,0.9822222222222223,1,1,0,2,0.9817777777777777,0.9822222222222223,0.00044444444444458053,20260919
source_domain/cwru_12khz_fe/B007_3.mat,B,B,0.12378095238095238,0.0013333333333333335,0.8739968253968253,0.0008888888888888889,B,0.1575666666666667,0.0013333333333333335,0.8402111111111111,0.0008888888888888889,1,1,0,3,0.8739968253968253,0.8402111111111111,-0.0337857142857142,20260919
source_domain/cwru_12khz_fe/B014_3.mat,B,B,0.00421536560752247,0.006329622803254751,0.9894550115892229,0.0,B,0.003400673400673401,0.006853801169590643,0.989745525429736,0.0,1,1,0,3,0.9894550115892229,0.989745525429736,0.0002905138405131513,20260919
source_domain/cwru_12khz_fe/B021_3.mat,B,B,0.26728194408413825,0.056535071135765017,0.6761829847800968,0.0,B,0.2289753659062735,0.04788745769615789,0.7231371763975686,0.0,1,1,0,3,0.6761829847800968,0.7231371763975686,0.04695419161747183,20260919
source_domain/cwru_12khz_fe/IR007_3.mat,IR,IR,0.04406975995650953,0.8766635416798022,0.07926669836368805,0.0,IR,0.028766108465938005,0.9009303202430247,0.07030357129103697,0.0,1,1,0,3,0.8766635416798022,0.9009303202430247,0.024266778563222458,20260919
source_domain/cwru_12khz_fe/IR014_3.mat,IR,IR,0.025638911208485878,0.9124877609004807,0.06187332789103314,0.0,IR,0.018893541265206214,0.9373612941405405,0.04374516459425291,0.0,1,1,0,3,0.9124877609004807,0.9373612941405405,0.02487353324005981,20260919
source_domain/cwru_12khz_fe/IR021_3.mat,IR,IR,0.05544927455254862,0.8882188416608792,0.05633188378657219,0.0,IR,0.04423001432483871,0.9104280342507917,0.04534195142436955,0.0,1,1,0,3,0.8882188416608792,0.9104280342507917,0.022209192589912496,20260919
source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,OR,0.8686480463980465,0.04058730158730159,0.09076465201465202,0.0,OR,0.8538968253968254,0.03934920634920635,0.10675396825396825,0.0,1,1,0,3,0.8686480463980465,0.8538968253968254,-0.01475122100122106,20260919
source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,OR,0.8984285714285715,0.012682539682539682,0.07888888888888888,0.01,OR,0.8822698412698412,0.014841269841269841,0.09333333333333332,0.009555555555555557,1,1,0,3,0.8984285714285715,0.8822698412698412,-0.01615873015873026,20260919
source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,OR,0.9935555555555556,0.00022222222222222223,0.006222222222222223,0.0,OR,0.984,0.0024444444444444444,0.013555555555555555,0.0,1,1,0,3,0.9935555555555556,0.984,-0.00955555555555565,20260919
source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,OR,0.9817777777777777,0.010666666666666666,0.007555555555555556,0.0,OR,0.9715555555555556,0.015333333333333334,0.013111111111111112,0.0,1,1,0,3,0.9817777777777777,0.9715555555555556,-0.010222222222222133,20260919
source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,OR,0.8668246083569066,0.05031493629826471,0.07952712201149546,0.0033333333333333335,OR,0.8221719129761206,0.05627949285640077,0.11821526083414535,0.0033333333333333335,1,1,0,3,0.8668246083569066,0.8221719129761206,-0.04465269538078598,20260919
source_domain/cwru_48khz_normal/N_3.mat,N,N,0.01688888888888889,0.004888888888888889,0.05988888888888889,0.9183333333333333,N,0.03762962962962963,0.006000000000000001,0.08144444444444444,0.8749259259259259,1,1,0,3,0.9183333333333333,0.8749259259259259,-0.04340740740740745,20260919
source_domain/cwru_12khz_fe/B007_0.mat,B,B,0.04195354084839179,0.025964656257353117,0.932081802894255,0.0,B,0.04840550005397419,0.015797419474612457,0.9357970804714133,0.0,1,1,0,0,0.932081802894255,0.9357970804714133,0.0037152775771582824,20260920
source_domain/cwru_12khz_fe/B014_0.mat,B,B,0.004518518518518519,0.017740111172532397,0.9777413703089491,0.0,B,0.006742362800756962,0.020816137987265105,0.972441499211978,0.0,1,1,0,0,0.9777413703089491,0.972441499211978,-0.005299871096971165,20260920
source_domain/cwru_12khz_fe/B021_0.mat,B,B,0.05793650468753161,0.013761942575215931,0.9283015527372525,0.0,B,0.05389407337036531,0.009904408375359667,0.9362015182542751,0.0,1,1,0,0,0.9283015527372525,0.9362015182542751,0.007899965517022656,20260920
source_domain/cwru_12khz_fe/IR007_0.mat,IR,OR,0.6607100008389966,0.2837769527056241,0.055513046455379376,0.0,OR,0.6439224233423395,0.3336779812339555,0.022399595423705027,0.0,0,0,0,0,0.2837769527056241,0.3336779812339555,0.04990102852833139,20260920
source_domain/cwru_12khz_fe/IR014_0.mat,IR,IR,0.039494587516712705,0.8176217785447607,0.14288363393852654,0.0,IR,0.07821165977381052,0.7666186712925642,0.15516966893362522,0.0,1,1,0,0,0.8176217785447607,0.7666186712925642,-0.05100310725219648,20260920
source_domain/cwru_12khz_fe/IR021_0.mat,IR,IR,0.24182686873252746,0.5428277491252109,0.2153453821422616,0.0,IR,0.138722338250275,0.7795763818670788,0.0817012798826461,0.0,1,1,0,0,0.5428277491252109,0.7795763818670788,0.23674863274186786,20260920
source_domain/cwru_12khz_fe/OR007@12_0.mat,OR,OR,0.5946068428269643,0.010444444444444445,0.3942820460619246,0.0006666666666666666,OR,0.5573136829557023,0.00911111111111111,0.4333529837109644,0.00022222222222222223,1,1,0,0,0.5946068428269643,0.5573136829557023,-0.03729315987126203,20260920
source_domain/cwru_12khz_fe/OR007@3_0.mat,OR,OR,0.8103521307877687,0.004222222222222223,0.18542564699000907,0.0,OR,0.7034150897784744,0.005111111111111111,0.2914737991104145,0.0,1,1,0,0,0.8103521307877687,0.7034150897784744,-0.10693704100929424,20260920
source_domain/cwru_12khz_fe/OR007@6_0.mat,OR,OR,0.8557777777777777,0.038000000000000006,0.10622222222222222,0.0,OR,0.8746666666666666,0.022444444444444444,0.10288888888888889,0.0,1,1,0,0,0.8557777777777777,0.8746666666666666,0.018888888888888844,20260920
source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,OR,0.9795555555555555,0.0024444444444444444,0.018000000000000002,0.0,OR,0.9842222222222222,0.005111111111111111,0.010666666666666666,0.0,1,1,0,0,0.9795555555555555,0.9842222222222222,0.004666666666666708,20260920
source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,OR,0.8986666666666667,0.06613888888888889,0.035194444444444445,0.0,OR,0.9144444444444445,0.05577777777777778,0.029777777777777778,0.0,1,1,0,0,0.8986666666666667,0.9144444444444445,0.01577777777777778,20260920
source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,OR,0.49252777777777784,0.23424537037037038,0.27322685185185186,0.0,OR,0.48430555555555554,0.2384675925925926,0.27722685185185186,0.0,1,1,0,0,0.49252777777777784,0.48430555555555554,-0.008222222222222297,20260920
source_domain/cwru_48khz_normal/N_0.mat,N,N,0.11460659298338019,0.024444444444444446,0.17094896257217537,0.69,N,0.11346852004454099,0.017777777777777778,0.1780129614369405,0.6907407407407407,1,1,0,0,0.69,0.6907407407407407,0.0007407407407407085,20260920
source_domain/cwru_12khz_fe/B007_1.mat,B,B,0.22848726041352413,0.012453703703703705,0.7536145914383278,0.0054444444444444445,B,0.24229094520298827,0.015328703703703704,0.7360470177599746,0.006333333333333333,1,1,0,1,0.7536145914383278,0.7360470177599746,-0.017567573678353154,20260920
source_domain/cwru_12khz_fe/B014_1.mat,B,B,0.011894646085384509,0.017199689979865335,0.9704612194903056,0.00044444444444444447,B,0.01631072173550271,0.026944561945914935,0.9563002718741379,0.00044444444444444447,1,1,0,1,0.9704612194903056,0.9563002718741379,-0.014160947616167707,20260920
source_domain/cwru_12khz_fe/B021_1.mat,B,B,0.1685351063521684,0.015583333333333334,0.8138815603144983,0.002,B,0.178613273646022,0.019354166666666665,0.8009214485762003,0.0011111111111111113,1,1,0,1,0.8138815603144983,0.8009214485762003,-0.01296011173829803,20260920
source_domain/cwru_12khz_fe/IR007_1.mat,IR,IR,0.003357142857142857,0.9898592940221211,0.00678356312073601,0.0,IR,0.004246031746031746,0.9506002146498489,0.045153753604119364,0.0,1,1,0,1,0.9898592940221211,0.9506002146498489,-0.03925907937227224,20260920
source_domain/cwru_12khz_fe/IR014_1.mat,IR,IR,0.005330999066293184,0.9818881846292479,0.012780816304458879,0.0,IR,0.0416577964519141,0.8902253420656387,0.06811686148244714,0.0,1,1,0,1,0.9818881846292479,0.8902253420656387,-0.09166284256360913,20260920
source_domain/cwru_12khz_fe/IR021_1.mat,IR,IR,0.001134920634920635,0.9540827196510295,0.04478235971404987,0.0,IR,0.2993571428571428,0.6593347452045697,0.04130811193828743,0.0,1,1,0,1,0.9540827196510295,0.6593347452045697,-0.29474797444645984,20260920
source_domain/cwru_12khz_fe/OR007@12_1.mat,OR,OR,0.8496954264870931,0.043555555555555556,0.1067490179573513,0.0,OR,0.8496954264870931,0.04511111111111111,0.10519346240179574,0.0,1,1,0,1,0.8496954264870931,0.8496954264870931,0.0,20260920
source_domain/cwru_12khz_fe/OR007@3_1.mat,OR,OR,0.839050594774852,0.004666666666666666,0.15161607189181467,0.004666666666666667,OR,0.6529372191154739,0.004,0.11995166977341508,0.22311111111111112,1,1,0,1,0.839050594774852,0.6529372191154739,-0.18611337565937813,20260920
source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,OR,0.9784444444444443,0.004666666666666667,0.01688888888888889,0.0,OR,0.9957777777777779,0.0033333333333333335,0.0008888888888888889,0.0,1,1,0,1,0.9784444444444443,0.9957777777777779,0.017333333333333534,20260920
source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,IR,0.1323032581453634,0.7936887525545788,0.07400798930005767,0.0,IR,0.32142731829573934,0.6364331396549581,0.042139542049302516,0.0,0,0,0,1,0.1323032581453634,0.32142731829573934,0.18912406015037594,20260920
source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,OR,0.7842185223340279,0.043805555555555556,0.17197592211041643,0.0,OR,0.7705189974580324,0.04803122265966754,0.18144977988229993,0.0,1,1,0,1,0.7842185223340279,0.7705189974580324,-0.013699524875995461,20260920
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,N,0.0026666666666666666,0.0,0.004222222222222223,0.9931111111111111,N,0.022444444444444444,0.0,0.0031111111111111114,0.9744444444444444,1,1,0,1,0.9931111111111111,0.9744444444444444,-0.01866666666666661,20260920
source_domain/cwru_12khz_fe/B007_2.mat,B,B,0.046485192222727935,0.1375898637321055,0.8154804996007221,0.00044444444444444447,B,0.14630847080185785,0.1351745614110382,0.7158503011204373,0.0026666666666666666,1,1,0,2,0.8154804996007221,0.7158503011204373,-0.09963019848028476,20260920
source_domain/cwru_12khz_fe/B014_2.mat,B,B,0.1975285506401144,0.27110523651448043,0.5313662128454052,0.0,B,0.30644404550531423,0.21888110361754481,0.47467485087714095,0.0,1,1,0,2,0.5313662128454052,0.47467485087714095,-0.05669136196826424,20260920
source_domain/cwru_12khz_fe/B021_2.mat,B,B,0.050158812179539644,0.024845199880292896,0.9249959879401675,0.0,B,0.045981034401761864,0.024624661159754178,0.9291720822162617,0.00022222222222222223,1,1,0,2,0.9249959879401675,0.9291720822162617,0.004176094276094222,20260920
source_domain/cwru_12khz_fe/IR007_2.mat,IR,IR,0.028786254054772868,0.9460866245809985,0.025127121364228806,0.0,IR,0.013717682480418322,0.9697574257726745,0.016524891746907352,0.0,1,1,0,2,0.9460866245809985,0.9697574257726745,0.023670801191676083,20260920
source_domain/cwru_12khz_fe/IR014_2.mat,IR,IR,0.018726199045240376,0.780431972412931,0.20084182854182853,0.0,IR,0.019037724914007625,0.7174326454563628,0.2635296296296296,0.0,1,1,0,2,0.780431972412931,0.7174326454563628,-0.06299932695656829,20260920
source_domain/cwru_12khz_fe/IR021_2.mat,IR,IR,0.04434790331431139,0.932993291415243,0.02265880527044587,0.0,IR,0.07459356059445142,0.9052051765926453,0.020201262812903412,0.0,1,1,0,2,0.932993291415243,0.9052051765926453,-0.027788114822597687,20260920
source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,OR,0.9189688973506339,0.016987567987567988,0.06404353466179817,0.0,OR,0.9065483622392853,0.015876456876456876,0.07757518088425787,0.0,1,1,0,2,0.9189688973506339,0.9065483622392853,-0.012420535111348663,20260920
source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,OR,0.9136364315367606,0.0,0.08614134624101714,0.00022222222222222223,OR,0.9323848574337352,0.0006666666666666666,0.06561514256626477,0.0013333333333333333,1,1,0,2,0.9136364315367606,0.9323848574337352,0.018748425896974674,20260920
source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,OR,0.9786666666666667,0.006222222222222223,0.015111111111111112,0.0,OR,0.9544444444444444,0.005111111111111111,0.04044444444444444,0.0,1,1,0,2,0.9786666666666667,0.9544444444444444,-0.024222222222222256,20260920
source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,OR,0.9657555555555555,0.03091111111111111,0.0033333333333333335,0.0,OR,0.975511111111111,0.02337777777777778,0.0011111111111111111,0.0,1,1,0,2,0.9657555555555555,0.975511111111111,0.009755555555555517,20260920
source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,B,0.4311537189670365,0.007104895104895105,0.5601858303725128,0.0015555555555555557,B,0.42968855980094717,0.007888888888888888,0.5615336624212751,0.0008888888888888889,0,0,0,2,0.4311537189670365,0.42968855980094717,-0.0014651591660893581,20260920
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,N,0.006222222222222223,0.0,0.008,0.9857777777777778,N,0.006,0.0,0.008222222222222223,0.9857777777777778,1,1,0,2,0.9857777777777778,0.9857777777777778,0.0,20260920
source_domain/cwru_12khz_fe/B007_3.mat,B,B,0.12653209102519447,0.002848484848484849,0.8697113781493092,0.0009080459770114943,B,0.17505571810054568,0.0026262626262626267,0.8198314292348775,0.002486590038314176,1,1,0,3,0.8697113781493092,0.8198314292348775,-0.049879948914431704,20260920
source_domain/cwru_12khz_fe/B014_3.mat,B,B,0.004847689594356261,0.0024806083028952944,0.9926717021027485,0.0,B,0.004995555555555556,0.0021555555555555555,0.9928488888888889,0.0,1,1,0,3,0.9926717021027485,0.9928488888888889,0.00017718678614042638,20260920
source_domain/cwru_12khz_fe/B021_3.mat,B,B,0.22910817086371096,0.04804163774544991,0.7228501913908391,0.0,B,0.20855248515678593,0.04398445642512825,0.7474630584180858,0.0,1,1,0,3,0.7228501913908391,0.7474630584180858,0.024612867027246743,20260920
source_domain/cwru_12khz_fe/IR007_3.mat,IR,IR,0.06802261131842775,0.8698816056282104,0.062095783053361754,0.0,IR,0.04182930476613154,0.915688961507867,0.04248173372600136,0.0,1,1,0,3,0.8698816056282104,0.915688961507867,0.045807355879656675,20260920
source_domain/cwru_12khz_fe/IR014_3.mat,IR,IR,0.024193862124437217,0.9181781916485345,0.05762794622702843,0.0,IR,0.01538977968023112,0.9521854114786605,0.03242480884110852,0.0,1,1,0,3,0.9181781916485345,0.9521854114786605,0.034007219830126,20260920
source_domain/cwru_12khz_fe/IR021_3.mat,IR,IR,0.03447960015701044,0.9116207627283027,0.05389963711468679,0.0,IR,0.02949286134503099,0.9303084196688362,0.040198718986132954,0.0,1,1,0,3,0.9116207627283027,0.9303084196688362,0.018687656940533426,20260920
source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,OR,0.8735966564532602,0.03755555555555556,0.0888439565735597,3.8314176245210725e-06,OR,0.8509905892078956,0.043333333333333335,0.10567607745877101,0.0,1,1,0,3,0.8735966564532602,0.8509905892078956,-0.022606067245364625,20260920
source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,OR,0.903602229188436,0.011777777777777778,0.07795332636711946,0.006666666666666667,OR,0.8960236851271334,0.016444444444444446,0.08041309648206199,0.0071187739463601536,1,1,0,3,0.903602229188436,0.8960236851271334,-0.00757854406130265,20260920
source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,OR,0.9833333333333333,0.0,0.016666666666666666,0.0,OR,0.9702222222222222,0.0026666666666666666,0.02711111111111111,0.0,1,1,0,3,0.9833333333333333,0.9702222222222222,-0.013111111111111073,20260920
source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,OR,0.9892222222222222,0.0017777777777777779,0.009000000000000001,0.0,OR,0.9884444444444445,0.009555555555555557,0.002,0.0,1,1,0,3,0.9892222222222222,0.9884444444444445,-0.0007777777777777661,20260920
source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,OR,0.8776812846882425,0.051706378424708974,0.07034567022038182,0.0002666666666666667,OR,0.8333362438955637,0.05804869291231034,0.10834839652545941,0.0002666666666666667,1,1,0,3,0.8776812846882425,0.8333362438955637,-0.04434504079267876,20260920
source_domain/cwru_48khz_normal/N_3.mat,N,N,0.03777777777777778,0.0033333333333333335,0.05377777777777778,0.9051111111111111,N,0.06026666666666667,0.0033333333333333335,0.06684444444444444,0.8695555555555555,1,1,0,3,0.9051111111111111,0.8695555555555555,-0.03555555555555556,20260920
source_domain/cwru_12khz_fe/B007_0.mat,B,B,0.06269685041487366,0.02587255097431095,0.9107639319441486,0.0006666666666666666,B,0.06094540741343067,0.016694234687228318,0.9221381356771187,0.00022222222222222223,1,1,0,0,0.9107639319441486,0.9221381356771187,0.011374203732970045,20260921
