group_id,class_label,A0_pred,A0_score_OR,A0_score_IR,A0_score_B,A0_score_N,transfer_pred,transfer_score_OR,transfer_score_IR,transfer_score_B,transfer_score_N,A0_correct,transfer_correct,paired_correct_delta,load,A0_true_class_score,transfer_true_class_score,true_class_score_delta
source_domain/cwru_12khz_fe/B007_2.mat,B,B,0.06059773276300348,0.14318415765189296,0.7959958873628813,0.00022222222222222223,B,0.15194222563896947,0.1424415198214068,0.7031224273791299,0.0024938271604938267,1,1,0,2,0.7959958873628813,0.7031224273791299,-0.0928734599837514
source_domain/cwru_12khz_fe/B014_2.mat,B,B,0.2200707502551606,0.2501210534067618,0.5298081963380776,0.0,B,0.34067736785982555,0.19507488281334473,0.4642477493268297,0.0,1,1,0,2,0.5298081963380776,0.4642477493268297,-0.06556044701124791
source_domain/cwru_12khz_fe/B021_2.mat,B,B,0.03743525859662865,0.026244245626804708,0.9360982735543445,0.00022222222222222223,B,0.03602572182430777,0.02269544906579225,0.9410566068876778,0.00022222222222222223,1,1,0,2,0.9360982735543445,0.9410566068876778,0.004958333333333287
source_domain/cwru_12khz_fe/IR007_2.mat,IR,IR,0.014587795650116891,0.9697177828422868,0.015694421507596132,0.0,IR,0.010824942911106193,0.9668286864236013,0.022346370665292416,0.0,1,1,0,2,0.9697177828422868,0.9668286864236013,-0.0028890964186855106
source_domain/cwru_12khz_fe/IR014_2.mat,IR,IR,0.029332938696041946,0.760431132540163,0.2069025954304617,0.0033333333333333335,IR,0.021438065061549112,0.6791767022016671,0.29605189940345056,0.0033333333333333335,1,1,0,2,0.760431132540163,0.6791767022016671,-0.08125443033849589
source_domain/cwru_12khz_fe/IR021_2.mat,IR,IR,0.06179363933113588,0.92234277972062,0.015863580948244055,0.0,IR,0.09142470435309766,0.8949303991207678,0.013644896526134398,0.0,1,1,0,2,0.92234277972062,0.8949303991207678,-0.027412380599852182
source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,OR,0.9160302746003749,0.018289833304887072,0.06567989209473807,0.0,OR,0.907275288845389,0.018763907378961147,0.07396080377564976,0.0,1,1,0,2,0.9160302746003749,0.907275288845389,-0.0087549857549859
source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,OR,0.891096885780282,0.00044444444444444447,0.10845866977527356,0.0,OR,0.9118693092051249,0.00022222222222222223,0.08484674017759126,0.0030617283950617282,1,1,0,2,0.891096885780282,0.9118693092051249,0.020772423424842867
source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,OR,0.9697407407407408,0.011148148148148148,0.019111111111111113,0.0,OR,0.962,0.00911111111111111,0.02888888888888889,0.0,1,1,0,2,0.9697407407407408,0.962,-0.007740740740740826
source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,OR,0.9687720470006184,0.029394619666048234,0.0018333333333333333,0.0,OR,0.9778965986394558,0.021214512471655327,0.0008888888888888889,0.0,1,1,0,2,0.9687720470006184,0.9778965986394558,0.009124551638837408
source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,B,0.45302225495567605,0.01877777777777778,0.5276073746739536,0.0005925925925925926,B,0.44317138037047654,0.016222222222222225,0.5397915825924865,0.0008148148148148149,0,0,0,2,0.45302225495567605,0.44317138037047654,-0.00985087458519951
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,N,0.008,0.0,0.010222222222222221,0.9817777777777777,N,0.007555555555555556,0.0,0.010222222222222221,0.9822222222222223,1,1,0,2,0.9817777777777777,0.9822222222222223,0.00044444444444458053
source_domain/cwru_12khz_fe/B007_3.mat,B,B,0.12378095238095238,0.0013333333333333335,0.8739968253968253,0.0008888888888888889,B,0.1575666666666667,0.0013333333333333335,0.8402111111111111,0.0008888888888888889,1,1,0,3,0.8739968253968253,0.8402111111111111,-0.0337857142857142
source_domain/cwru_12khz_fe/B014_3.mat,B,B,0.00421536560752247,0.006329622803254751,0.9894550115892229,0.0,B,0.003400673400673401,0.006853801169590643,0.989745525429736,0.0,1,1,0,3,0.9894550115892229,0.989745525429736,0.0002905138405131513
source_domain/cwru_12khz_fe/B021_3.mat,B,B,0.26728194408413825,0.056535071135765017,0.6761829847800968,0.0,B,0.2289753659062735,0.04788745769615789,0.7231371763975686,0.0,1,1,0,3,0.6761829847800968,0.7231371763975686,0.04695419161747183
source_domain/cwru_12khz_fe/IR007_3.mat,IR,IR,0.04406975995650953,0.8766635416798022,0.07926669836368805,0.0,IR,0.028766108465938005,0.9009303202430247,0.07030357129103697,0.0,1,1,0,3,0.8766635416798022,0.9009303202430247,0.024266778563222458
source_domain/cwru_12khz_fe/IR014_3.mat,IR,IR,0.025638911208485878,0.9124877609004807,0.06187332789103314,0.0,IR,0.018893541265206214,0.9373612941405405,0.04374516459425291,0.0,1,1,0,3,0.9124877609004807,0.9373612941405405,0.02487353324005981
source_domain/cwru_12khz_fe/IR021_3.mat,IR,IR,0.05544927455254862,0.8882188416608792,0.05633188378657219,0.0,IR,0.04423001432483871,0.9104280342507917,0.04534195142436955,0.0,1,1,0,3,0.8882188416608792,0.9104280342507917,0.022209192589912496
source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,OR,0.8686480463980465,0.04058730158730159,0.09076465201465202,0.0,OR,0.8538968253968254,0.03934920634920635,0.10675396825396825,0.0,1,1,0,3,0.8686480463980465,0.8538968253968254,-0.01475122100122106
source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,OR,0.8984285714285715,0.012682539682539682,0.07888888888888888,0.01,OR,0.8822698412698412,0.014841269841269841,0.09333333333333332,0.009555555555555557,1,1,0,3,0.8984285714285715,0.8822698412698412,-0.01615873015873026
source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,OR,0.9935555555555556,0.00022222222222222223,0.006222222222222223,0.0,OR,0.984,0.0024444444444444444,0.013555555555555555,0.0,1,1,0,3,0.9935555555555556,0.984,-0.00955555555555565
source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,OR,0.9817777777777777,0.010666666666666666,0.007555555555555556,0.0,OR,0.9715555555555556,0.015333333333333334,0.013111111111111112,0.0,1,1,0,3,0.9817777777777777,0.9715555555555556,-0.010222222222222133
source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,OR,0.8668246083569066,0.05031493629826471,0.07952712201149546,0.0033333333333333335,OR,0.8221719129761206,0.05627949285640077,0.11821526083414535,0.0033333333333333335,1,1,0,3,0.8668246083569066,0.8221719129761206,-0.04465269538078598
source_domain/cwru_48khz_normal/N_3.mat,N,N,0.01688888888888889,0.004888888888888889,0.05988888888888889,0.9183333333333333,N,0.03762962962962963,0.006000000000000001,0.08144444444444444,0.8749259259259259,1,1,0,3,0.9183333333333333,0.8749259259259259,-0.04340740740740745
