feature_i,feature_j,spearman_rho
td_ptp,fd_dominant_hz_0_6k,0.24748834468164624
td_ptp,fd_centroid_hz_0_6k,0.15898838004101162
td_ptp,fd_f95_hz_0_6k,-0.24192784181145943
td_ptp,fd_entropy_0_6k,-0.21086807928913193
td_ptp,fd_energy_ratio_0_500,-0.5406015037593985
td_ptp,fd_energy_ratio_500_1500,-0.3762132604237867
td_ptp,fd_energy_ratio_1500_3000,0.24777853725222146
td_ptp,fd_energy_ratio_3000_6000,-0.1661654135338346
td_ptp,env_rms,0.955639097744361
td_ptp,env_kurtosis,0.5655502392344498
td_ptp,env_dominant_hz_0_500,-0.3613889557558096
td_ptp,env_centroid_hz_0_500,-0.6596035543403964
td_ptp,env_entropy_0_500,-0.6094326725905673
td_ptp,env_energy_ratio_0_50,0.3982911825017088
td_ptp,env_energy_ratio_50_150,0.38708133971291864
td_ptp,env_energy_ratio_150_300,-0.747095010252905
td_ptp,env_energy_ratio_300_500,-0.5796992481203007
td_skewness,td_rms,0.24107997265892003
td_skewness,td_std,0.24107997265892003
td_skewness,td_peak_abs,0.3229665071770335
td_skewness,td_ptp,0.30833902939166097
td_skewness,td_skewness,1.0
td_skewness,td_kurtosis,0.3461380724538619
td_skewness,td_crest_factor,0.3015037593984962
td_skewness,td_impulse_factor,0.2950102529049897
td_skewness,td_shape_factor,0.3611073137388927
td_skewness,td_clearance_factor,0.3120984278879016
td_skewness,td_zero_cross_rate,-0.28762816131237184
td_skewness,fd_dominant_hz_0_6k,-0.045293550977150085
td_skewness,fd_centroid_hz_0_6k,-0.05338345864661654
td_skewness,fd_f95_hz_0_6k,-0.49616927376177444
td_skewness,fd_entropy_0_6k,-0.5063568010936432
td_skewness,fd_energy_ratio_0_500,-0.3688995215311005
td_skewness,fd_energy_ratio_500_1500,-0.561244019138756
td_skewness,fd_energy_ratio_1500_3000,0.4676008202323992
td_skewness,fd_energy_ratio_3000_6000,-0.43602187286397814
td_skewness,env_rms,0.28270676691729324
td_skewness,env_kurtosis,0.36548188653451813
td_skewness,env_dominant_hz_0_500,-0.3419664403137675
td_skewness,env_centroid_hz_0_500,-0.4128503075871497
td_skewness,env_entropy_0_500,-0.14388243335611756
td_skewness,env_energy_ratio_0_50,0.24818865345181135
td_skewness,env_energy_ratio_50_150,0.4356801093643199
td_skewness,env_energy_ratio_150_300,-0.4704032809295967
td_skewness,env_energy_ratio_300_500,-0.36814764183185233
td_kurtosis,td_rms,0.37334244702665753
td_kurtosis,td_std,0.37334244702665753
td_kurtosis,td_peak_abs,0.6859193438140807
td_kurtosis,td_ptp,0.6741626794258373
td_kurtosis,td_skewness,0.3461380724538619
td_kurtosis,td_kurtosis,1.0
td_kurtosis,td_crest_factor,0.9403964456596036
td_kurtosis,td_impulse_factor,0.9799043062200957
td_kurtosis,td_shape_factor,0.9305536568694464
td_kurtosis,td_clearance_factor,0.9837320574162679
td_kurtosis,td_zero_cross_rate,-0.6112781954887218
td_kurtosis,fd_dominant_hz_0_6k,-0.12982097150820343
td_kurtosis,fd_centroid_hz_0_6k,-0.10444292549555707
td_kurtosis,fd_f95_hz_0_6k,-0.41045300462851875
td_kurtosis,fd_entropy_0_6k,-0.02686261107313739
td_kurtosis,fd_energy_ratio_0_500,-0.2768284347231716
td_kurtosis,fd_energy_ratio_500_1500,-0.1618591934381408
td_kurtosis,fd_energy_ratio_1500_3000,0.4177717019822283
td_kurtosis,fd_energy_ratio_3000_6000,-0.4079289131920711
td_kurtosis,env_rms,0.5196172248803828
td_kurtosis,env_kurtosis,0.9509227614490773
td_kurtosis,env_dominant_hz_0_500,-0.5664729062875662
td_kurtosis,env_centroid_hz_0_500,-0.8093643198906357
td_kurtosis,env_entropy_0_500,-0.25878332194121667
td_kurtosis,env_energy_ratio_0_50,0.652904989747095
td_kurtosis,env_energy_ratio_50_150,0.23943950786056048
td_kurtosis,env_energy_ratio_150_300,-0.6094326725905673
td_kurtosis,env_energy_ratio_300_500,-0.7825017088174983
td_crest_factor,td_rms,0.22419685577580314
td_crest_factor,td_std,0.22419685577580314
td_crest_factor,td_peak_abs,0.5851674641148326
td_crest_factor,td_ptp,0.5626110731373889
td_crest_factor,td_skewness,0.3015037593984962
td_crest_factor,td_kurtosis,0.9403964456596036
td_crest_factor,td_crest_factor,1.0
td_crest_factor,td_impulse_factor,0.9754613807245386
td_crest_factor,td_shape_factor,0.8166097060833903
td_crest_factor,td_clearance_factor,0.9589883800410116
td_crest_factor,td_zero_cross_rate,-0.680997949419002
td_crest_factor,fd_dominant_hz_0_6k,-0.16542587930581196
td_crest_factor,fd_centroid_hz_0_6k,-0.22002734107997265
td_crest_factor,fd_f95_hz_0_6k,-0.4420578859849147
td_crest_factor,fd_entropy_0_6k,0.09706083390293917
td_crest_factor,fd_energy_ratio_0_500,-0.09043062200956938
td_crest_factor,fd_energy_ratio_500_1500,-0.06725905673274095
td_crest_factor,fd_energy_ratio_1500_3000,0.4150375939849624
td_crest_factor,fd_energy_ratio_3000_6000,-0.4290498974709501
td_crest_factor,env_rms,0.3666438824333561
td_crest_factor,env_kurtosis,0.9773752563226248
td_crest_factor,env_dominant_hz_0_500,-0.6099766004875546
td_crest_factor,env_centroid_hz_0_500,-0.759876965140123
td_crest_factor,env_entropy_0_500,-0.0784688995215311
td_crest_factor,env_energy_ratio_0_50,0.6859876965140123
td_crest_factor,env_energy_ratio_50_150,0.08810663021189337
td_crest_factor,env_energy_ratio_150_300,-0.47915242652084755
td_crest_factor,env_energy_ratio_300_500,-0.7289815447710185
td_impulse_factor,td_rms,0.3216678058783322
td_impulse_factor,td_std,0.3216678058783322
td_impulse_factor,td_peak_abs,0.6611756664388243
td_impulse_factor,td_ptp,0.6451811346548189
td_impulse_factor,td_skewness,0.2950102529049897
td_impulse_factor,td_kurtosis,0.9799043062200957
td_impulse_factor,td_crest_factor,0.9754613807245386
td_impulse_factor,td_impulse_factor,1.0
td_impulse_factor,td_shape_factor,0.889336978810663
td_impulse_factor,td_clearance_factor,0.9919343814080657
td_impulse_factor,td_zero_cross_rate,-0.651742993848257
td_impulse_factor,fd_dominant_hz_0_6k,-0.13457970437730687
td_impulse_factor,fd_centroid_hz_0_6k,-0.15064935064935064
td_impulse_factor,fd_f95_hz_0_6k,-0.4236901140277885
td_impulse_factor,fd_entropy_0_6k,0.03110047846889952
td_impulse_factor,fd_energy_ratio_0_500,-0.18318523581681476
td_impulse_factor,fd_energy_ratio_500_1500,-0.11387559808612441
td_impulse_factor,fd_energy_ratio_1500_3000,0.41784005468215996
td_impulse_factor,fd_energy_ratio_3000_6000,-0.41449077238550924
td_impulse_factor,env_rms,0.46876281613123716
td_impulse_factor,env_kurtosis,0.9626110731373889
td_impulse_factor,env_dominant_hz_0_500,-0.5863749900121278
td_impulse_factor,env_centroid_hz_0_500,-0.8028024606971975
td_impulse_factor,env_entropy_0_500,-0.18332194121667805
td_impulse_factor,env_energy_ratio_0_50,0.6874914559125086
td_impulse_factor,env_energy_ratio_50_150,0.18024606971975393
td_impulse_factor,env_energy_ratio_150_300,-0.5680109364319891
td_impulse_factor,env_energy_ratio_300_500,-0.7720437457279562
td_shape_factor,td_rms,0.5750512645249487
td_shape_factor,td_std,0.5750512645249487
td_shape_factor,td_peak_abs,0.816267942583732
td_shape_factor,td_ptp,0.8107997265892003
td_shape_factor,td_skewness,0.3611073137388927
td_shape_factor,td_kurtosis,0.9305536568694464
td_shape_factor,td_crest_factor,0.8166097060833903
td_shape_factor,td_impulse_factor,0.889336978810663
td_shape_factor,td_shape_factor,1.0
td_shape_factor,td_clearance_factor,0.9239234449760766
td_shape_factor,td_zero_cross_rate,-0.4512645249487355
td_shape_factor,fd_dominant_hz_0_6k,0.031291236275975194
td_shape_factor,fd_centroid_hz_0_6k,0.09220779220779221
td_shape_factor,fd_f95_hz_0_6k,-0.2622452655405711
td_shape_factor,fd_entropy_0_6k,-0.1330827067669173
td_shape_factor,fd_energy_ratio_0_500,-0.4597402597402597
td_shape_factor,fd_energy_ratio_500_1500,-0.2672590567327409
td_shape_factor,fd_energy_ratio_1500_3000,0.28591934381408063
td_shape_factor,fd_energy_ratio_3000_6000,-0.24169514695830485
td_shape_factor,env_rms,0.7138755980861244
td_shape_factor,env_kurtosis,0.8313055365686944
td_shape_factor,env_dominant_hz_0_500,-0.4368867053753171
td_shape_factor,env_centroid_hz_0_500,-0.7529733424470266
td_shape_factor,env_entropy_0_500,-0.47074504442925497
td_shape_factor,env_energy_ratio_0_50,0.48667122351332875
td_shape_factor,env_energy_ratio_50_150,0.3859876965140123
td_shape_factor,env_energy_ratio_150_300,-0.704853041695147
td_shape_factor,env_energy_ratio_300_500,-0.731989063568011
td_clearance_factor,td_rms,0.38086124401913873
td_clearance_factor,td_std,0.38086124401913873
td_clearance_factor,td_peak_abs,0.7121667805878332
td_clearance_factor,td_ptp,0.6959671907040328
td_clearance_factor,td_skewness,0.3120984278879016
td_clearance_factor,td_kurtosis,0.9837320574162679
td_clearance_factor,td_crest_factor,0.9589883800410116
td_clearance_factor,td_impulse_factor,0.9919343814080657
td_clearance_factor,td_shape_factor,0.9239234449760766
td_clearance_factor,td_clearance_factor,1.0
td_clearance_factor,td_zero_cross_rate,-0.6296650717703349
td_clearance_factor,fd_dominant_hz_0_6k,-0.09038168902469859
td_clearance_factor,fd_centroid_hz_0_6k,-0.10724538619275462
td_clearance_factor,fd_f95_hz_0_6k,-0.4075114247620144
td_clearance_factor,fd_entropy_0_6k,-0.006425153793574846
td_clearance_factor,fd_energy_ratio_0_500,-0.22966507177033493
td_clearance_factor,fd_energy_ratio_500_1500,-0.15263157894736842
td_clearance_factor,fd_energy_ratio_1500_3000,0.39446343130553657
td_clearance_factor,fd_energy_ratio_3000_6000,-0.384688995215311
td_clearance_factor,env_rms,0.5310321257689679
td_clearance_factor,env_kurtosis,0.9474367737525632
td_clearance_factor,env_dominant_hz_0_500,-0.5811682486590584
td_clearance_factor,env_centroid_hz_0_500,-0.819958988380041
td_clearance_factor,env_entropy_0_500,-0.22884483937115516
td_clearance_factor,env_energy_ratio_0_50,0.67634996582365
td_clearance_factor,env_energy_ratio_50_150,0.23875598086124403
td_clearance_factor,env_energy_ratio_150_300,-0.6227614490772385
td_clearance_factor,env_energy_ratio_300_500,-0.789542036910458
td_zero_cross_rate,td_rms,-0.16568694463431305
td_zero_cross_rate,td_std,-0.16568694463431305
td_zero_cross_rate,td_peak_abs,-0.40184552289815445
td_zero_cross_rate,td_ptp,-0.3770334928229665
td_zero_cross_rate,td_skewness,-0.28762816131237184
td_zero_cross_rate,td_kurtosis,-0.6112781954887218
td_zero_cross_rate,td_crest_factor,-0.680997949419002
td_zero_cross_rate,td_impulse_factor,-0.651742993848257
td_zero_cross_rate,td_shape_factor,-0.4512645249487355
td_zero_cross_rate,td_clearance_factor,-0.6296650717703349
td_zero_cross_rate,td_zero_cross_rate,1.0
td_zero_cross_rate,fd_dominant_hz_0_6k,0.2519047226680804
td_zero_cross_rate,fd_centroid_hz_0_6k,0.5532467532467532
td_zero_cross_rate,fd_f95_hz_0_6k,0.8078399219430297
td_zero_cross_rate,fd_entropy_0_6k,0.07347915242652085
td_zero_cross_rate,fd_energy_ratio_0_500,-0.09740259740259741
td_zero_cross_rate,fd_energy_ratio_500_1500,0.09712918660287082
td_zero_cross_rate,fd_energy_ratio_1500_3000,-0.7196172248803828
td_zero_cross_rate,fd_energy_ratio_3000_6000,0.7667122351332878
td_zero_cross_rate,env_rms,-0.22952836637047164
td_zero_cross_rate,env_kurtosis,-0.6727956254272044
td_zero_cross_rate,env_dominant_hz_0_500,0.6964016559730435
td_zero_cross_rate,env_centroid_hz_0_500,0.7003417634996583
td_zero_cross_rate,env_entropy_0_500,-0.22317156527682844
td_zero_cross_rate,env_energy_ratio_0_50,-0.7610389610389611
td_zero_cross_rate,env_energy_ratio_50_150,0.06001367053998633
td_zero_cross_rate,env_energy_ratio_150_300,0.36787423103212574
td_zero_cross_rate,env_energy_ratio_300_500,0.604853041695147
fd_dominant_hz_0_6k,td_rms,0.2989785190351109
fd_dominant_hz_0_6k,td_std,0.2989785190351109
fd_dominant_hz_0_6k,td_peak_abs,0.23851864675571025
fd_dominant_hz_0_6k,td_ptp,0.24748834468164624
fd_dominant_hz_0_6k,td_skewness,-0.045293550977150085
fd_dominant_hz_0_6k,td_kurtosis,-0.12982097150820343
fd_dominant_hz_0_6k,td_crest_factor,-0.16542587930581196
fd_dominant_hz_0_6k,td_impulse_factor,-0.13457970437730687
fd_dominant_hz_0_6k,td_shape_factor,0.031291236275975194
fd_dominant_hz_0_6k,td_clearance_factor,-0.09038168902469859
fd_dominant_hz_0_6k,td_zero_cross_rate,0.2519047226680804
fd_dominant_hz_0_6k,fd_dominant_hz_0_6k,1.0
fd_dominant_hz_0_6k,fd_centroid_hz_0_6k,0.5618385979486092
fd_dominant_hz_0_6k,fd_f95_hz_0_6k,0.2316390943038453
fd_dominant_hz_0_6k,fd_entropy_0_6k,0.002910016502689159
fd_dominant_hz_0_6k,fd_energy_ratio_0_500,-0.12721907439991664
fd_dominant_hz_0_6k,fd_energy_ratio_500_1500,-0.10455518116720813
fd_dominant_hz_0_6k,fd_energy_ratio_1500_3000,-0.33626096575779907
fd_dominant_hz_0_6k,fd_energy_ratio_3000_6000,0.42558135464622276
fd_dominant_hz_0_6k,env_rms,0.2942882571425413
fd_dominant_hz_0_6k,env_kurtosis,-0.19182144075961596
fd_dominant_hz_0_6k,env_dominant_hz_0_500,-0.036801927490857
fd_dominant_hz_0_6k,env_centroid_hz_0_500,0.16446728563433788
fd_dominant_hz_0_6k,env_entropy_0_500,-0.20332456481730488
fd_dominant_hz_0_6k,env_energy_ratio_0_50,-0.11116263040272588
fd_dominant_hz_0_6k,env_energy_ratio_50_150,0.0975026705842203
fd_dominant_hz_0_6k,env_energy_ratio_150_300,-0.26570162443965367
fd_dominant_hz_0_6k,env_energy_ratio_300_500,0.2035642132351734
fd_centroid_hz_0_6k,td_rms,0.27621326042378674
fd_centroid_hz_0_6k,td_std,0.27621326042378674
fd_centroid_hz_0_6k,td_peak_abs,0.1355434039644566
fd_centroid_hz_0_6k,td_ptp,0.15898838004101162
fd_centroid_hz_0_6k,td_skewness,-0.05338345864661654
fd_centroid_hz_0_6k,td_kurtosis,-0.10444292549555707
fd_centroid_hz_0_6k,td_crest_factor,-0.22002734107997265
fd_centroid_hz_0_6k,td_impulse_factor,-0.15064935064935064
fd_centroid_hz_0_6k,td_shape_factor,0.09220779220779221
fd_centroid_hz_0_6k,td_clearance_factor,-0.10724538619275462
fd_centroid_hz_0_6k,td_zero_cross_rate,0.5532467532467532
fd_centroid_hz_0_6k,fd_dominant_hz_0_6k,0.5618385979486092
fd_centroid_hz_0_6k,fd_centroid_hz_0_6k,1.0
fd_centroid_hz_0_6k,fd_f95_hz_0_6k,0.5303394863970986
fd_centroid_hz_0_6k,fd_entropy_0_6k,-0.11120984278879016
fd_centroid_hz_0_6k,fd_energy_ratio_0_500,-0.49576213260423785
fd_centroid_hz_0_6k,fd_energy_ratio_500_1500,-0.2922077922077922
fd_centroid_hz_0_6k,fd_energy_ratio_1500_3000,-0.40123034859876966
fd_centroid_hz_0_6k,fd_energy_ratio_3000_6000,0.5765550239234449
fd_centroid_hz_0_6k,env_rms,0.2674641148325359
fd_centroid_hz_0_6k,env_kurtosis,-0.22925495557074504
fd_centroid_hz_0_6k,env_dominant_hz_0_500,0.34289132200148376
fd_centroid_hz_0_6k,env_centroid_hz_0_500,0.2708133971291866
fd_centroid_hz_0_6k,env_entropy_0_500,-0.4537935748462064
fd_centroid_hz_0_6k,env_energy_ratio_0_50,-0.42570061517429936
fd_centroid_hz_0_6k,env_energy_ratio_50_150,0.29863294600136703
fd_centroid_hz_0_6k,env_energy_ratio_150_300,-0.09808612440191387
fd_centroid_hz_0_6k,env_energy_ratio_300_500,0.19972658920027342
fd_f95_hz_0_6k,td_rms,-0.11800523883069915
fd_f95_hz_0_6k,td_std,-0.11800523883069915
fd_f95_hz_0_6k,td_peak_abs,-0.2562936969734576
fd_f95_hz_0_6k,td_ptp,-0.24192784181145943
fd_f95_hz_0_6k,td_skewness,-0.49616927376177444
fd_f95_hz_0_6k,td_kurtosis,-0.41045300462851875
fd_f95_hz_0_6k,td_crest_factor,-0.4420578859849147
fd_f95_hz_0_6k,td_impulse_factor,-0.4236901140277885
fd_f95_hz_0_6k,td_shape_factor,-0.2622452655405711
fd_f95_hz_0_6k,td_clearance_factor,-0.4075114247620144
fd_f95_hz_0_6k,td_zero_cross_rate,0.8078399219430297
fd_f95_hz_0_6k,fd_dominant_hz_0_6k,0.2316390943038453
fd_f95_hz_0_6k,fd_centroid_hz_0_6k,0.5303394863970986
fd_f95_hz_0_6k,fd_f95_hz_0_6k,1.0
fd_f95_hz_0_6k,fd_entropy_0_6k,0.3594542188034253
fd_f95_hz_0_6k,fd_energy_ratio_0_500,0.05818171340609254
fd_f95_hz_0_6k,fd_energy_ratio_500_1500,0.390853873657507
fd_f95_hz_0_6k,fd_energy_ratio_1500_3000,-0.8949585721754328
fd_f95_hz_0_6k,fd_energy_ratio_3000_6000,0.9045700133671506
fd_f95_hz_0_6k,env_rms,-0.14297446327893404
fd_f95_hz_0_6k,env_kurtosis,-0.4810167170075716
fd_f95_hz_0_6k,env_dominant_hz_0_500,0.6388810123450852
fd_f95_hz_0_6k,env_centroid_hz_0_500,0.6232728875284057
fd_f95_hz_0_6k,env_entropy_0_500,-0.32011913919319224
fd_f95_hz_0_6k,env_energy_ratio_0_50,-0.6965729532716487
fd_f95_hz_0_6k,env_energy_ratio_50_150,0.03423862146942894
fd_f95_hz_0_6k,env_energy_ratio_150_300,0.3314065968204765
fd_f95_hz_0_6k,env_energy_ratio_300_500,0.48734453416226126
fd_entropy_0_6k,td_rms,-0.23267259056732742
fd_entropy_0_6k,td_std,-0.23267259056732742
fd_entropy_0_6k,td_peak_abs,-0.19815447710184553
fd_entropy_0_6k,td_ptp,-0.21086807928913193
fd_entropy_0_6k,td_skewness,-0.5063568010936432
fd_entropy_0_6k,td_kurtosis,-0.02686261107313739
fd_entropy_0_6k,td_crest_factor,0.09706083390293917
fd_entropy_0_6k,td_impulse_factor,0.03110047846889952
fd_entropy_0_6k,td_shape_factor,-0.1330827067669173
fd_entropy_0_6k,td_clearance_factor,-0.006425153793574846
fd_entropy_0_6k,td_zero_cross_rate,0.07347915242652085
fd_entropy_0_6k,fd_dominant_hz_0_6k,0.002910016502689159
fd_entropy_0_6k,fd_centroid_hz_0_6k,-0.11120984278879016
fd_entropy_0_6k,fd_f95_hz_0_6k,0.3594542188034253
fd_entropy_0_6k,fd_entropy_0_6k,1.0
fd_entropy_0_6k,fd_energy_ratio_0_500,0.4768967874231032
fd_entropy_0_6k,fd_energy_ratio_500_1500,0.7217361585782638
fd_entropy_0_6k,fd_energy_ratio_1500_3000,-0.4469583048530417
fd_entropy_0_6k,fd_energy_ratio_3000_6000,0.3626794258373206
fd_entropy_0_6k,env_rms,-0.23998632946001366
fd_entropy_0_6k,env_kurtosis,0.030211893369788106
fd_entropy_0_6k,env_dominant_hz_0_500,0.02942493962030715
fd_entropy_0_6k,env_centroid_hz_0_500,0.36452494873547503
fd_entropy_0_6k,env_entropy_0_500,0.19917976760082023
fd_entropy_0_6k,env_energy_ratio_0_50,-0.03984962406015038
fd_entropy_0_6k,env_energy_ratio_50_150,-0.5708817498291182
fd_entropy_0_6k,env_energy_ratio_150_300,0.39876965140123033
fd_entropy_0_6k,env_energy_ratio_300_500,0.3550239234449761
fd_energy_ratio_0_500,td_rms,-0.6384825700615174
fd_energy_ratio_0_500,td_std,-0.6384825700615174
fd_energy_ratio_0_500,td_peak_abs,-0.5151742993848257
fd_energy_ratio_0_500,td_ptp,-0.5406015037593985
fd_energy_ratio_0_500,td_skewness,-0.3688995215311005
fd_energy_ratio_0_500,td_kurtosis,-0.2768284347231716
fd_energy_ratio_0_500,td_crest_factor,-0.09043062200956938
fd_energy_ratio_0_500,td_impulse_factor,-0.18318523581681476
fd_energy_ratio_0_500,td_shape_factor,-0.4597402597402597
fd_energy_ratio_0_500,td_clearance_factor,-0.22966507177033493
fd_energy_ratio_0_500,td_zero_cross_rate,-0.09740259740259741
fd_energy_ratio_0_500,fd_dominant_hz_0_6k,-0.12721907439991664
fd_energy_ratio_0_500,fd_centroid_hz_0_6k,-0.49576213260423785
fd_energy_ratio_0_500,fd_f95_hz_0_6k,0.05818171340609254
fd_energy_ratio_0_500,fd_entropy_0_6k,0.4768967874231032
fd_energy_ratio_0_500,fd_energy_ratio_0_500,1.0
fd_energy_ratio_0_500,fd_energy_ratio_500_1500,0.5983595352016404
fd_energy_ratio_0_500,fd_energy_ratio_1500_3000,-0.19706083390293916
fd_energy_ratio_0_500,fd_energy_ratio_3000_6000,0.052768284347231714
fd_energy_ratio_0_500,env_rms,-0.6474367737525633
fd_energy_ratio_0_500,env_kurtosis,-0.1749829118250171
fd_energy_ratio_0_500,env_dominant_hz_0_500,-0.05977476092833059
fd_energy_ratio_0_500,env_centroid_hz_0_500,0.22809295967190704
fd_energy_ratio_0_500,env_entropy_0_500,0.6619275461380725
fd_energy_ratio_0_500,env_energy_ratio_0_50,0.12303485987696514
fd_energy_ratio_0_500,env_energy_ratio_50_150,-0.4237183868762816
fd_energy_ratio_0_500,env_energy_ratio_150_300,0.4820915926179084
fd_energy_ratio_0_500,env_energy_ratio_300_500,0.15584415584415584
fd_energy_ratio_500_1500,td_rms,-0.44012303485987697
fd_energy_ratio_500_1500,td_std,-0.44012303485987697
fd_energy_ratio_500_1500,td_peak_abs,-0.3613807245386193
fd_energy_ratio_500_1500,td_ptp,-0.3762132604237867
fd_energy_ratio_500_1500,td_skewness,-0.561244019138756
fd_energy_ratio_500_1500,td_kurtosis,-0.1618591934381408
fd_energy_ratio_500_1500,td_crest_factor,-0.06725905673274095
fd_energy_ratio_500_1500,td_impulse_factor,-0.11387559808612441
fd_energy_ratio_500_1500,td_shape_factor,-0.2672590567327409
fd_energy_ratio_500_1500,td_clearance_factor,-0.15263157894736842
fd_energy_ratio_500_1500,td_zero_cross_rate,0.09712918660287082
fd_energy_ratio_500_1500,fd_dominant_hz_0_6k,-0.10455518116720813
fd_energy_ratio_500_1500,fd_centroid_hz_0_6k,-0.2922077922077922
fd_energy_ratio_500_1500,fd_f95_hz_0_6k,0.390853873657507
fd_energy_ratio_500_1500,fd_entropy_0_6k,0.7217361585782638
fd_energy_ratio_500_1500,fd_energy_ratio_0_500,0.5983595352016404
fd_energy_ratio_500_1500,fd_energy_ratio_500_1500,1.0
fd_energy_ratio_500_1500,fd_energy_ratio_1500_3000,-0.47546138072453864
fd_energy_ratio_500_1500,fd_energy_ratio_3000_6000,0.3114149008885851
fd_energy_ratio_500_1500,env_rms,-0.42433356117566645
fd_energy_ratio_500_1500,env_kurtosis,-0.10731373889268626
fd_energy_ratio_500_1500,env_dominant_hz_0_500,0.14513791521681185
