class,file,time_s,demeaned_amplitude_original_unit
OR,OR007@12_0.mat,0.019166666666666665,-0.19440098857692306
OR,OR007@12_0.mat,0.019375,0.09620024219230772
OR,OR007@12_0.mat,0.019583333333333335,-0.0166606808846154
OR,OR007@12_0.mat,0.019791666666666666,0.06428208834615387
OR,OR007@12_0.mat,0.02,-0.0022662193461538468
OR,OR007@12_0.mat,0.02020833333333333,0.09620024219230772
OR,OR007@12_0.mat,0.020416666666666666,0.11330670373076926
OR,OR007@12_0.mat,0.020625,-0.18918560396153844
OR,OR007@12_0.mat,0.020833333333333332,0.14501624219230771
OR,OR007@12_0.mat,0.021041666666666667,-0.1683240655
OR,OR007@12_0.mat,0.02125,0.23054854988461534
OR,OR007@12_0.mat,0.021458333333333333,-0.02938621934615384
OR,OR007@12_0.mat,0.021666666666666667,0.09953808834615385
OR,OR007@12_0.mat,0.021875,0.12185993449999999
OR,OR007@12_0.mat,0.022083333333333333,-0.2653302193461538
OR,OR007@12_0.mat,0.022291666666666668,0.35154547296153843
OR,OR007@12_0.mat,0.0225,-0.37068098857692305
OR,OR007@12_0.mat,0.022708333333333334,0.17881193450000002
OR,OR007@12_0.mat,0.022916666666666665,-0.10615668088461538
OR,OR007@12_0.mat,0.023125,0.0932796268076923
OR,OR007@12_0.mat,0.023333333333333334,0.11288947296153845
OR,OR007@12_0.mat,0.023541666666666666,-0.15580714242307692
OR,OR007@12_0.mat,0.02375,-0.0746557578076923
OR,OR007@12_0.mat,0.023958333333333335,0.3375682421923077
OR,OR007@12_0.mat,0.024166666666666666,-0.32854068088461535
OR,OR007@12_0.mat,0.024375,-0.024588065500000013
OR,OR007@12_0.mat,0.024583333333333332,0.11560147296153847
OR,OR007@12_0.mat,0.024791666666666667,-0.11032898857692307
OR,OR007@12_0.mat,0.025,0.30043470373076925
OR,OR007@12_0.mat,0.025208333333333333,-0.4670612962692307
OR,OR007@12_0.mat,0.025416666666666667,0.4287331652692307
OR,OR007@12_0.mat,0.025625,-0.3560779116538461
OR,OR007@12_0.mat,0.025833333333333333,0.057606396038461564
OR,OR007@12_0.mat,0.026041666666666668,0.16128824219230767
OR,OR007@12_0.mat,0.02625,-0.12201145011538461
OR,OR007@12_0.mat,0.026458333333333334,0.04926178065384617
OR,OR007@12_0.mat,0.02666666666666667,0.04675839603846154
OR,OR007@12_0.mat,0.026875,0.2278365498846154
OR,OR007@12_0.mat,0.027083333333333334,-0.1870994501153846
OR,OR007@12_0.mat,0.027291666666666665,0.22533316526923078
OR,OR007@12_0.mat,0.0275,-0.01269698857692309
OR,OR007@12_0.mat,0.027708333333333335,-0.01749514242307692
OR,OR007@12_0.mat,0.027916666666666666,0.007538703730769225
OR,OR007@12_0.mat,0.028125,0.012754088346153847
OR,OR007@12_0.mat,0.028333333333333332,-0.058592373192307694
OR,OR007@12_0.mat,0.028541666666666667,-0.030846527038461545
OR,OR007@12_0.mat,0.02875,0.22303839603846157
OR,OR007@12_0.mat,0.028958333333333332,-0.02271052703846154
OR,OR007@12_0.mat,0.029166666666666667,-0.0951000655
OR,OR007@12_0.mat,0.029375,0.30627593449999996
OR,OR007@12_0.mat,0.029583333333333333,-0.20524898857692306
OR,OR007@12_0.mat,0.029791666666666668,-0.025213911653846156
OR,OR007@12_0.mat,0.03,-0.13682314242307692
OR,OR007@12_0.mat,0.030208333333333334,0.1896599345
OR,OR007@12_0.mat,0.030416666666666668,-0.17854621934615383
OR,OR007@12_0.mat,0.030625,0.0653251652692308
OR,OR007@12_0.mat,0.030833333333333334,0.24223101142307696
OR,OR007@12_0.mat,0.031041666666666665,-0.40218191165384615
OR,OR007@12_0.mat,0.03125,0.21093870373076926
OR,OR007@12_0.mat,0.03145833333333333,-0.04690991165384615
OR,OR007@12_0.mat,0.03166666666666667,-0.05254252703846154
OR,OR007@12_0.mat,0.031875,-0.08905021934615384
OR,OR007@12_0.mat,0.03208333333333333,0.10537931911538465
OR,OR007@12_0.mat,0.03229166666666667,-0.07486437319230768
OR,OR007@12_0.mat,0.0325,-0.07423852703846154
OR,OR007@12_0.mat,0.03270833333333333,0.0254796268076923
OR,OR007@12_0.mat,0.032916666666666664,0.4174679345
OR,OR007@12_0.mat,0.033125,-0.8233763731923077
OR,OR007@12_0.mat,0.03333333333333333,0.9252377806538462
OR,OR007@12_0.mat,0.033541666666666664,-0.3888305270384615
OR,OR007@12_0.mat,0.03375,0.11893931911538463
OR,OR007@12_0.mat,0.03395833333333333,0.14731101142307693
OR,OR007@12_0.mat,0.034166666666666665,-0.24634621934615383
OR,OR007@12_0.mat,0.034375,0.5130137806538461
OR,OR007@12_0.mat,0.034583333333333334,-0.7708052962692308
OR,OR007@12_0.mat,0.034791666666666665,1.0460260883461536
OR,OR007@12_0.mat,0.035,-0.6337449885769231
OR,OR007@12_0.mat,0.035208333333333335,0.37991716526923075
OR,OR007@12_0.mat,0.035416666666666666,-0.14704529626923077
OR,OR007@12_0.mat,0.035625,0.22595901142307692
OR,OR007@12_0.mat,0.035833333333333335,-0.19294068088461536
OR,OR007@12_0.mat,0.036041666666666666,0.07992824219230771
OR,OR007@12_0.mat,0.03625,0.14313870373076923
OR,OR007@12_0.mat,0.036458333333333336,-0.1816754501153846
OR,OR007@12_0.mat,0.03666666666666667,0.09307101142307692
OR,OR007@12_0.mat,0.036875,-0.15580714242307692
OR,OR007@12_0.mat,0.037083333333333336,-0.041068680884615384
OR,OR007@12_0.mat,0.03729166666666667,-0.21421945011538462
OR,OR007@12_0.mat,0.0375,0.2320088575769231
OR,OR007@12_0.mat,0.03770833333333334,-0.2031628347307692
OR,OR007@12_0.mat,0.03791666666666667,0.16400024219230766
OR,OR007@12_0.mat,0.038125,-0.12555791165384614
OR,OR007@12_0.mat,0.03833333333333333,0.20718362680769234
OR,OR007@12_0.mat,0.03854166666666667,-0.18897698857692308
OR,OR007@12_0.mat,0.03875,0.07888516526923078
OR,OR007@12_0.mat,0.03895833333333333,-0.04690991165384615
OR,OR007@12_0.mat,0.03916666666666667,0.029651934499999998
OR,OR007@12_0.mat,0.039375,-0.05588037319230769
OR,OR007@12_0.mat,0.03958333333333333,0.0770076268076923
OR,OR007@12_0.mat,0.03979166666666667,0.061778703730769234
OR,OR007@12_0.mat,0.04,-0.05692345011538461
OR,OR007@12_0.mat,0.04020833333333333,0.04696701142307693
OR,OR007@12_0.mat,0.04041666666666666,-0.039191142423076926
OR,OR007@12_0.mat,0.040625,0.07325254988461541
OR,OR007@12_0.mat,0.04083333333333333,0.0058697806538461576
OR,OR007@12_0.mat,0.041041666666666664,-0.009359142423076913
OR,OR007@12_0.mat,0.04125,0.20426301142307693
OR,OR007@12_0.mat,0.04145833333333333,-0.2006594501153846
OR,OR007@12_0.mat,0.041666666666666664,0.24348270373076925
OR,OR007@12_0.mat,0.041875,-0.01353145011538461
OR,OR007@12_0.mat,0.042083333333333334,0.00420085757692309
OR,OR007@12_0.mat,0.042291666666666665,-0.21109021934615382
OR,OR007@12_0.mat,0.0425,0.22074362680769236
OR,OR007@12_0.mat,0.042708333333333334,-0.27200591165384613
OR,OR007@12_0.mat,0.042916666666666665,0.0363276268076923
OR,OR007@12_0.mat,0.043125,0.010250703730769218
OR,OR007@12_0.mat,0.043333333333333335,0.08347470373076923
OR,OR007@12_0.mat,0.043541666666666666,0.13688024219230768
OR,OR007@12_0.mat,0.04375,-0.3343819116538461
OR,OR007@12_0.mat,0.043958333333333335,0.5432630114230769
OR,OR007@12_0.mat,0.04416666666666667,-0.41636775780769225
OR,OR007@12_0.mat,0.044375,0.013797165269230771
OR,OR007@12_0.mat,0.044583333333333336,0.04237747296153845
OR,OR007@12_0.mat,0.04479166666666667,-0.018538219346153843
OR,OR007@12_0.mat,0.045,-0.1207597578076923
OR,OR007@12_0.mat,0.045208333333333336,0.02130731911538463
OR,OR007@12_0.mat,0.04541666666666667,0.2222039345
OR,OR007@12_0.mat,0.045625,-0.1140840655
OR,OR007@12_0.mat,0.04583333333333333,-0.018538219346153843
OR,OR007@12_0.mat,0.04604166666666667,0.1907030114230769
OR,OR007@12_0.mat,0.04625,0.07137501142307692
OR,OR007@12_0.mat,0.04645833333333333,-0.10803421934615384
OR,OR007@12_0.mat,0.04666666666666667,0.056771934499999975
OR,OR007@12_0.mat,0.046875,0.10642239603846154
OR,OR007@12_0.mat,0.04708333333333333,0.024227934500000013
OR,OR007@12_0.mat,0.04729166666666667,-0.052751142423076915
OR,OR007@12_0.mat,0.0475,0.13291654988461535
OR,OR007@12_0.mat,0.04770833333333333,-0.08717268088461538
OR,OR007@12_0.mat,0.04791666666666667,0.014631626807692305
OR,OR007@12_0.mat,0.048125,0.05990116526923075
OR,OR007@12_0.mat,0.04833333333333333,0.04216885757692306
OR,OR007@12_0.mat,0.048541666666666664,-0.22193821934615382
OR,OR007@12_0.mat,0.04875,0.1364630114230769
OR,OR007@12_0.mat,0.04895833333333333,0.04383778065384616
OR,OR007@12_0.mat,0.049166666666666664,-0.014157296269230768
OR,OR007@12_0.mat,0.049375,-0.05212529626923077
OR,OR007@12_0.mat,0.04958333333333333,0.03486731911538462
OR,OR007@12_0.mat,0.049791666666666665,-0.05838375780769232
OR,OR007@12_0.mat,0.05,-0.17729452703846152
OR,OR007@12_0.mat,0.050208333333333334,0.03319839603846155
OR,OR007@12_0.mat,0.050416666666666665,-0.002892065500000004
OR,OR007@12_0.mat,0.050625,0.0511393191153846
OR,OR007@12_0.mat,0.050833333333333335,-0.10886868088461538
OR,OR007@12_0.mat,0.051041666666666666,0.27790424219230775
OR,OR007@12_0.mat,0.05125,-0.2246502193461538
OR,OR007@12_0.mat,0.051458333333333335,0.04425501142307691
OR,OR007@12_0.mat,0.051666666666666666,0.1247805498846154
OR,OR007@12_0.mat,0.051875,-0.1451677578076923
OR,OR007@12_0.mat,0.052083333333333336,0.17797747296153846
OR,OR007@12_0.mat,0.05229166666666667,-0.38069452703846157
OR,OR007@12_0.mat,0.0525,0.3903479345
OR,OR007@12_0.mat,0.052708333333333336,-0.5350699116538462
OR,OR007@12_0.mat,0.05291666666666667,0.42456085757692313
OR,OR007@12_0.mat,0.053125,-0.21609698857692305
OR,OR007@12_0.mat,0.05333333333333334,0.05322547296153845
OR,OR007@12_0.mat,0.05354166666666667,0.14439039603846152
OR,OR007@12_0.mat,0.05375,-0.05546314242307692
OR,OR007@12_0.mat,0.05395833333333333,0.0578150114230769
OR,OR007@12_0.mat,0.05416666666666667,-0.15977083473076922
OR,OR007@12_0.mat,0.054375,0.13604578065384618
OR,OR007@12_0.mat,0.05458333333333333,-0.1332766808846154
OR,OR007@12_0.mat,0.05479166666666667,0.18402731911538464
OR,OR007@12_0.mat,0.055,-0.07236098857692308
OR,OR007@12_0.mat,0.05520833333333333,0.12498916526923076
OR,OR007@12_0.mat,0.05541666666666667,-0.17499975780769228
OR,OR007@12_0.mat,0.055625,0.20384578065384615
OR,OR007@12_0.mat,0.05583333333333333,-0.24884960396153846
OR,OR007@12_0.mat,0.05604166666666666,0.019638396038461535
OR,OR007@12_0.mat,0.05625,-0.052751142423076915
OR,OR007@12_0.mat,0.05645833333333333,0.18757378065384614
OR,OR007@12_0.mat,0.056666666666666664,-0.17917206549999998
OR,OR007@12_0.mat,0.056875,0.18527901142307693
OR,OR007@12_0.mat,0.05708333333333333,-0.11783914242307691
OR,OR007@12_0.mat,0.057291666666666664,0.12582362680769232
OR,OR007@12_0.mat,0.0575,-0.10949452703846153
OR,OR007@12_0.mat,0.057708333333333334,0.06803716526923076
OR,OR007@12_0.mat,0.057916666666666665,0.011919626807692313
OR,OR007@12_0.mat,0.058125,-0.15267791165384614
OR,OR007@12_0.mat,0.058333333333333334,0.35509193450000004
OR,OR007@12_0.mat,0.058541666666666665,-0.2782643731923077
OR,OR007@12_0.mat,0.05875,0.16587778065384615
OR,OR007@12_0.mat,0.058958333333333335,-0.21463668088461538
OR,OR007@12_0.mat,0.059166666666666666,0.09265378065384616
OR,OR007@12_0.mat,0.059375,0.09620024219230772
OR,OR007@12_0.mat,0.059583333333333335,-0.13619729626923077
OR,OR007@12_0.mat,0.05979166666666667,0.0678285498846154
OR,OR007@12_0.mat,0.06,0.036119011423076934
OR,OR007@12_0.mat,0.060208333333333336,0.1994648575769231
OR,OR007@12_0.mat,0.06041666666666667,-0.09468283473076922
OR,OR007@12_0.mat,0.060625,0.14293008834615387
OR,OR007@12_0.mat,0.060833333333333336,-0.33000098857692306
OR,OR007@12_0.mat,0.06104166666666667,0.14313870373076923
OR,OR007@12_0.mat,0.06125,-0.08383483473076922
OR,OR007@12_0.mat,0.06145833333333333,-0.18668221934615384
OR,OR007@12_0.mat,0.06166666666666667,0.08952454988461536
OR,OR007@12_0.mat,0.061875,-0.0963517578076923
OR,OR007@12_0.mat,0.06208333333333333,0.45543593450000003
OR,OR007@12_0.mat,0.06229166666666667,-0.3715154501153846
OR,OR007@12_0.mat,0.0625,0.26184085757692305
OR,OR007@12_0.mat,0.06270833333333334,0.03257254988461538
OR,OR007@12_0.mat,0.06291666666666666,-0.2048317578076923
OR,OR007@12_0.mat,0.063125,-0.023336373192307698
OR,OR007@12_0.mat,0.06333333333333334,-0.03481021934615385
OR,OR007@12_0.mat,0.06354166666666666,0.04467224219230769
OR,OR007@12_0.mat,0.06375,0.013379934500000018
OR,OR007@12_0.mat,0.06395833333333334,-0.005186834730769229
OR,OR007@12_0.mat,0.06416666666666666,0.16754670373076921
OR,OR007@12_0.mat,0.064375,-0.21234191165384614
OR,OR007@12_0.mat,0.06458333333333334,0.08222301142307692
OR,OR007@12_0.mat,0.06479166666666666,-0.056714834730769235
OR,OR007@12_0.mat,0.065,-0.01582621934615385
OR,OR007@12_0.mat,0.06520833333333333,0.13583716526923076
OR,OR007@12_0.mat,0.06541666666666666,-0.0842520655
OR,OR007@12_0.mat,0.065625,0.10454485757692306
OR,OR007@12_0.mat,0.06583333333333333,-0.19377514242307692
OR,OR007@12_0.mat,0.06604166666666667,-0.07027483473076923
OR,OR007@12_0.mat,0.06625,0.14564208834615386
OR,OR007@12_0.mat,0.06645833333333333,-0.07277821934615383
OR,OR007@12_0.mat,0.06666666666666667,0.24285685757692305
OR,OR007@12_0.mat,0.066875,-0.27179729626923077
OR,OR007@12_0.mat,0.06708333333333333,0.15544701142307696
OR,OR007@12_0.mat,0.06729166666666667,0.1884082421923077
OR,OR007@12_0.mat,0.0675,-0.4564219116538461
OR,OR007@12_0.mat,0.06770833333333333,0.3041897806538461
OR,OR007@12_0.mat,0.06791666666666667,-0.17499975780769228
OR,OR007@12_0.mat,0.068125,0.06803716526923076
OR,OR007@12_0.mat,0.06833333333333333,-0.03481021934615385
OR,OR007@12_0.mat,0.06854166666666667,0.12498916526923076
OR,OR007@12_0.mat,0.06875,0.03549316526923076
OR,OR007@12_0.mat,0.06895833333333333,-0.14871421934615384
OR,OR007@12_0.mat,0.06916666666666667,0.27540085757692306
OR,OR007@12_0.mat,0.069375,-0.08362621934615383
OR,OR007@12_0.mat,0.06958333333333333,-0.002892065500000004
OR,OR007@12_0.mat,0.06979166666666667,0.07679901142307693
OR,OR007@12_0.mat,0.07,0.24285685757692305
OR,OR007@12_0.mat,0.07020833333333333,-0.4320139116538461
OR,OR007@12_0.mat,0.07041666666666667,-0.02125021934615385
OR,OR007@12_0.mat,0.070625,0.2349294729615384
OR,OR007@12_0.mat,0.07083333333333333,-0.26199237319230767
OR,OR007@12_0.mat,0.07104166666666667,0.30272947296153846
OR,OR007@12_0.mat,0.07125,-0.05337698857692307
OR,OR007@12_0.mat,0.07145833333333333,0.34007162680769226
OR,OR007@12_0.mat,0.07166666666666667,-0.2790988347307692
OR,OR007@12_0.mat,0.071875,0.3221307037307692
OR,OR007@12_0.mat,0.07208333333333333,-0.09989821934615384
OR,OR007@12_0.mat,0.07229166666666667,-0.2519788347307692
OR,OR007@12_0.mat,0.0725,0.2883350114230769
OR,OR007@12_0.mat,0.07270833333333333,-0.12993883473076923
OR,OR007@12_0.mat,0.07291666666666667,0.0023233191153846176
OR,OR007@12_0.mat,0.073125,0.06511654988461538
OR,OR007@12_0.mat,0.07333333333333333,-0.1397437578076923
OR,OR007@12_0.mat,0.07354166666666667,0.15941070373076924
OR,OR007@12_0.mat,0.07375,-0.22444160396153845
OR,OR007@12_0.mat,0.07395833333333333,0.0868125498846154
OR,OR007@12_0.mat,0.07416666666666667,-0.003309296269230771
OR,OR007@12_0.mat,0.074375,-0.06860591165384615
OR,OR007@12_0.mat,0.07458333333333333,0.2222039345
OR,OR007@12_0.mat,0.07479166666666667,-0.12847852703846155
OR,OR007@12_0.mat,0.075,0.18235839603846152
OR,OR007@12_0.mat,0.07520833333333334,-0.17541698857692306
OR,OR007@12_0.mat,0.07541666666666667,0.10287593450000002
OR,OR007@12_0.mat,0.075625,-0.10386191165384615
OR,OR007@12_0.mat,0.07583333333333334,0.12561501142307693
OR,OR007@12_0.mat,0.07604166666666666,-0.23758437319230769
OR,OR007@12_0.mat,0.07625,0.24264824219230768
OR,OR007@12_0.mat,0.07645833333333334,-0.2455117578076923
OR,OR007@12_0.mat,0.07666666666666666,0.18861685757692312
OR,OR007@12_0.mat,0.076875,0.1961270114230769
OR,OR007@12_0.mat,0.07708333333333334,-0.24446868088461537
OR,OR007@12_0.mat,0.07729166666666666,0.3880531652692308
OR,OR007@12_0.mat,0.0775,-0.32624591165384614
OR,OR007@12_0.mat,0.07770833333333334,0.4087060883461539
OR,OR007@12_0.mat,0.07791666666666666,-0.4345172962692307
OR,OR007@12_0.mat,0.078125,0.16170547296153845
OR,OR007@12_0.mat,0.07833333333333334,-0.04565821934615385
OR,OR007@12_0.mat,0.07854166666666666,-0.16436037319230767
OR,OR007@12_0.mat,0.07875,0.20029931911538465
OR,OR007@12_0.mat,0.07895833333333334,0.007538703730769225
OR,OR007@12_0.mat,0.07916666666666666,0.10225008834615384
OR,OR007@12_0.mat,0.079375,-0.3481505270384615
OR,OR007@12_0.mat,0.07958333333333334,0.5559885498846153
OR,OR007@12_0.mat,0.07979166666666666,-0.4184539116538461
OR,OR007@12_0.mat,0.08,-0.03105514242307692
OR,OR007@12_0.mat,0.08020833333333334,-0.07632468088461539
OR,OR007@12_0.mat,0.08041666666666666,0.24869808834615387
OR,OR007@12_0.mat,0.080625,-0.26199237319230767
OR,OR007@12_0.mat,0.08083333333333333,0.10099839603846153
OR,OR007@12_0.mat,0.08104166666666666,0.2578771652692307
OR,OR007@12_0.mat,0.08125,-0.3145634501153846
OR,OR007@12_0.mat,0.08145833333333333,-0.048161603961538464
OR,OR007@12_0.mat,0.08166666666666667,0.2086439345
OR,OR007@12_0.mat,0.081875,-0.005604065499999996
OR,OR007@12_0.mat,0.08208333333333333,-0.2747179116538461
OR,OR007@12_0.mat,0.08229166666666667,0.3963977806538462
OR,OR007@12_0.mat,0.0825,0.03424147296153845
OR,OR007@12_0.mat,0.08270833333333333,0.024019319115384623
OR,OR007@12_0.mat,0.08291666666666667,-0.05588037319230769
OR,OR007@12_0.mat,0.083125,0.2318002421923077
OR,OR007@12_0.mat,0.08333333333333333,-0.26929391165384614
OR,OR007@12_0.mat,0.08354166666666667,-0.03627052703846153
OR,OR007@12_0.mat,0.08375,0.045506703730769225
OR,OR007@12_0.mat,0.08395833333333333,0.15336085757692305
OR,OR007@12_0.mat,0.08416666666666667,-0.12117698857692306
OR,OR007@12_0.mat,0.084375,0.2332605498846154
OR,OR007@12_0.mat,0.08458333333333333,-0.006647142423076921
OR,OR007@12_0.mat,0.08479166666666667,-0.11742191165384615
OR,OR007@12_0.mat,0.085,0.013588549884615381
OR,OR007@12_0.mat,0.08520833333333333,0.03424147296153845
OR,OR007@12_0.mat,0.08541666666666667,-0.18480468088461538
OR,OR007@12_0.mat,0.085625,2.8549884615378454e-05
OR,OR007@12_0.mat,0.08583333333333333,0.0742956268076923
OR,OR007@12_0.mat,0.08604166666666667,-0.2102557578076923
OR,OR007@12_0.mat,0.08625,0.16566916526923078
OR,OR007@12_0.mat,0.08645833333333333,0.0163005498846154
OR,OR007@12_0.mat,0.08666666666666667,-0.10532221934615384
OR,OR007@12_0.mat,0.086875,0.1135153191153846
OR,OR007@12_0.mat,0.08708333333333333,-0.007064373192307688
OR,OR007@12_0.mat,0.08729166666666667,0.0646993191153846
OR,OR007@12_0.mat,0.0875,-0.18000652703846154
OR,OR007@12_0.mat,0.08770833333333333,0.05823224219230768
OR,OR007@12_0.mat,0.08791666666666667,0.055103011423076935
OR,OR007@12_0.mat,0.088125,-0.023336373192307698
OR,OR007@12_0.mat,0.08833333333333333,0.22032639603846157
OR,OR007@12_0.mat,0.08854166666666667,-0.20024221934615383
OR,OR007@12_0.mat,0.08875,0.059275319115384605
OR,OR007@12_0.mat,0.08895833333333333,0.41621624219230774
OR,OR007@12_0.mat,0.08916666666666667,-0.4000957578076923
OR,OR007@12_0.mat,0.089375,0.07721624219230769
OR,OR007@12_0.mat,0.08958333333333333,0.061778703730769234
OR,OR007@12_0.mat,0.08979166666666667,0.1295787037307692
OR,OR007@12_0.mat,0.09,0.10266731911538463
OR,OR007@12_0.mat,0.09020833333333333,-0.2196434501153846
OR,OR007@12_0.mat,0.09041666666666667,0.4817214729615385
OR,OR007@12_0.mat,0.090625,-0.4518323731923077
OR,OR007@12_0.mat,0.09083333333333334,0.2762353191153846
OR,OR007@12_0.mat,0.09104166666666667,-0.13244221934615386
OR,OR007@12_0.mat,0.09125,-0.017077911653846152
OR,OR007@12_0.mat,0.09145833333333334,0.002531934500000008
OR,OR007@12_0.mat,0.09166666666666666,-0.023962219346153855
OR,OR007@12_0.mat,0.091875,0.16963285757692306
OR,OR007@12_0.mat,0.09208333333333334,-0.31727545011538455
OR,OR007@12_0.mat,0.09229166666666666,0.12415470373076923
OR,OR007@12_0.mat,0.0925,-0.17124468088461536
OR,OR007@12_0.mat,0.09270833333333334,0.01588331911538462
OR,OR007@12_0.mat,0.09291666666666666,0.02777439603846154
OR,OR007@12_0.mat,0.093125,-0.06276468088461538
OR,OR007@12_0.mat,0.09333333333333334,0.049887626807692285
