window_id,group_id,class_label,relative_path,outer_fold,outer_role
WIN-1700c07dd64b07a5c56f,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-c1455f1c48534c1d9942,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-d590c1261a8f8a71666e,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-cdd1f7ae6646012ac43b,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-90a7529848129262ca12,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-979526b8b548ff097201,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-1e2484005ec9defcf7c5,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-e4093a9c255c8e68bc2d,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-2601959fec1ce9560ef0,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-0320273825c2c88259a7,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-3629de27ad58b37be352,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-37b08499ea4aef44f627,source_domain/cwru_12khz_fe/B007_3.mat,B,source_domain/cwru_12khz_fe/B007_3.mat,0,test
WIN-b31da23344e493409fb2,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-75a3398578e2d3667396,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-5b309f969dcbb80a6771,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-f94500ae333b46c58a95,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-8a2155a2928d0380478f,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-12738a8ff1cde1df5252,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-35f379154ce90da08c7a,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-55f4ef1d25e27ac9d1f9,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-8acd47c7423c50b9be33,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-3427f9a7fd24dc310f77,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-6e721131deeaa0326e30,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-a86da486f40b03070c27,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-2c5dd68d9a3c2a8bd332,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-90ddf32d14f48f6c411c,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-4bccca6de03d58d4b6f0,source_domain/cwru_12khz_fe/B014_0.mat,B,source_domain/cwru_12khz_fe/B014_0.mat,0,test
WIN-6973a8c42964be865058,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-a3afac2b88e914c9a766,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-23a9dffe6f9b7b523adf,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-1a5b88ad287551c49d3b,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-5ff1104c2d9836b2a716,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-7743e9ef6f07f0097f12,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-8f186ca87b313d6e1e73,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-a04628c5fb57bb17a157,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-686a8465e68783e11ea5,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-8a4f533e2f54ce9d3b3d,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-5945b88ef9480f2adb32,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-81b730060fb0f9f3e062,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-a757e773381cfe600bc9,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-3bd82ba106cb26f6464e,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-48c1ad389c8d5489ec76,source_domain/cwru_12khz_fe/B014_1.mat,B,source_domain/cwru_12khz_fe/B014_1.mat,0,train_pool
WIN-ad2f3523d4f033a46aeb,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-900d674f1e8f1a8d9ff9,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-8138d88731735b2e8334,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-28b607de24710b94389b,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-af27ccea3ef66e070230,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-a5f4b9487c91c5df82b1,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-dc43e05f3f0d9055c984,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-f71b9d992459d01d5b57,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-c99d320ce097697af301,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-268397442b83a1f7b44e,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-a6b3061c0a348b45bdc6,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-557bc71ff309dd260278,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-7f27102c94739b8c7b77,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-c1f19708361dfef88843,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-5227e0521be27aae84c5,source_domain/cwru_12khz_fe/B014_2.mat,B,source_domain/cwru_12khz_fe/B014_2.mat,0,train_pool
WIN-25c24932c6ba90148763,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-fbf0bf5d0844273a42a6,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-e28340f0d7d9453a9caa,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-f77c4cc3d3a83b436b63,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-42ef98b4686408af7196,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-a65048188e9c2363e19a,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-ddf60ff253e37de91ced,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-643b84d5e705c0c4f20e,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-da858fbc7f7d6cd0a253,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-c5ffba9fa48ee2d2f8e6,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-7c366f0765f7f25a5d45,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-dbfe99d6cb64529c7d03,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-f794c617abb0155a5f49,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-71a23180ca05c3f356d7,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-e1f8581ec72156e4c40d,source_domain/cwru_12khz_fe/B014_3.mat,B,source_domain/cwru_12khz_fe/B014_3.mat,0,train_pool
WIN-4307f92375069babe348,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-8ec9e349dc6a2dad86f5,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-3b1db9162d81b3487c0c,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-bbb6db2261581421a8dc,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-a15c4cd52a490317cae7,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-478f6d8d3e8f9056d252,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-4981f1e708cd35d5472e,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-242b37df1ed074df80b3,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-8c9b7a85d4ce7c3bc6b1,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-d7bd0c8a027e6db2f970,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-743bc7cb57880bbee02d,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-b91f84ec83a97fa03b8e,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-01542cc9fee777f6ce43,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-8bd08058b2baee587475,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-66227cd413cf12b07cf2,source_domain/cwru_12khz_fe/B021_0.mat,B,source_domain/cwru_12khz_fe/B021_0.mat,0,train_pool
WIN-ce9aed289046dbf88e3d,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-b8a176c8599396fcb933,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-6a6cd868718760f9beb2,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-c73ce4e610533d0e394f,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-7ab4e13fbabfbd4e5db3,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-842bb62f1c993b737727,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-7571657e1d092958db86,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-6e194b460a6f9dfb63db,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-78752056609514e16c69,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-cebfacbec3451fecab55,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-2faee3c8f5a2fb07bfb9,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-524b6d879559ed5b2440,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-ca1dc236c64a0d336eb0,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-daf99a564745c1239bc0,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-44962460fdc546b555e0,source_domain/cwru_12khz_fe/B021_1.mat,B,source_domain/cwru_12khz_fe/B021_1.mat,0,train_pool
WIN-9256778c4e9f54cc41aa,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-651c3edbaed6a47e5dea,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-200a713d371478eda482,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-c62646b8543263f175d1,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-92d189de72817f1e5ada,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-3229a1a5c839e1200807,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-867730a772b9dcd0ed48,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-f899c7d4a17a6b224947,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-0f6a3bc9202534158bf2,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-71ac72822ad527b35259,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-b05c8e4964f9df72bf1f,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-091f8a8ee20b9dd7c9e4,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-94b1eeafc18011bf8eef,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-f2a109bfcb3bd50884d4,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-9f44ba4ed2fff4393dbb,source_domain/cwru_12khz_fe/B021_2.mat,B,source_domain/cwru_12khz_fe/B021_2.mat,0,train_pool
WIN-14094409b262f8c91fdc,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-9da80ffb14320d8be725,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-f0d3fcca08326ff41455,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-5816000a95fd48643e4b,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-6dc5e027873cf32d4e96,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-38a8a954f6798ec86167,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-9126f778aa047cde3fb2,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-fe66a6b6a14822d2f154,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-7fb954901dba6ace533b,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-b73493f0cb9947516581,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-6dbe514a262c18ead6c6,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-226e82c04a54964bbe8f,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-fe7b58007106a8a988a6,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-b7ba65720aef0997f313,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-f6330fca6f78e77e47a2,source_domain/cwru_12khz_fe/B021_3.mat,B,source_domain/cwru_12khz_fe/B021_3.mat,0,train_pool
WIN-aedff8f49043e8611f7b,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-687a139507a6a6959bf4,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-72976a1165ffddbdf3cd,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-583a43f7fd9ebf20deb0,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-18101343915a3d7c252f,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-db7ef28204ff4354b799,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
WIN-4858540c7771fcd31f5e,source_domain/cwru_12khz_fe/IR007_0.mat,IR,source_domain/cwru_12khz_fe/IR007_0.mat,0,test
