outer_fold,group_id,relative_path,class_label,role
0,source_domain/cwru_12khz_fe/OR007@6_2.mat,source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR007@6_3.mat,source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,test
0,source_domain/cwru_12khz_fe/OR014@3_0.mat,source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,test
0,source_domain/cwru_12khz_fe/OR014@3_1.mat,source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,test
0,source_domain/cwru_12khz_fe/OR014@3_2.mat,source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,test
0,source_domain/cwru_12khz_fe/OR014@3_3.mat,source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR014@6_0.mat,source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR021@3_1.mat,source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR021@3_2.mat,source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR021@3_3.mat,source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,train_pool
0,source_domain/cwru_12khz_fe/OR021@6_0.mat,source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B014_2.mat,source_domain/cwru_12khz_fe/B014_2.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B014_3.mat,source_domain/cwru_12khz_fe/B014_3.mat,B,test
1,source_domain/cwru_12khz_fe/B021_0.mat,source_domain/cwru_12khz_fe/B021_0.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B021_1.mat,source_domain/cwru_12khz_fe/B021_1.mat,B,train_pool
1,source_domain/cwru_12khz_fe/B021_2.mat,source_domain/cwru_12khz_fe/B021_2.mat,B,test
1,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,B,test
1,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR014_1.mat,source_domain/cwru_12khz_fe/IR014_1.mat,IR,test
1,source_domain/cwru_12khz_fe/IR014_2.mat,source_domain/cwru_12khz_fe/IR014_2.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR014_3.mat,source_domain/cwru_12khz_fe/IR014_3.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR021_0.mat,source_domain/cwru_12khz_fe/IR021_0.mat,IR,test
1,source_domain/cwru_12khz_fe/IR021_1.mat,source_domain/cwru_12khz_fe/IR021_1.mat,IR,test
1,source_domain/cwru_12khz_fe/IR021_2.mat,source_domain/cwru_12khz_fe/IR021_2.mat,IR,train_pool
1,source_domain/cwru_12khz_fe/IR021_3.mat,source_domain/cwru_12khz_fe/IR021_3.mat,IR,train_pool
1,source_domain/cwru_48khz_normal/N_0.mat,source_domain/cwru_48khz_normal/N_0.mat,N,train_pool
1,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,train_pool
1,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,test
1,source_domain/cwru_48khz_normal/N_3.mat,source_domain/cwru_48khz_normal/N_3.mat,N,train_pool
1,source_domain/cwru_12khz_fe/OR007@12_0.mat,source_domain/cwru_12khz_fe/OR007@12_0.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@12_1.mat,source_domain/cwru_12khz_fe/OR007@12_1.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@12_2.mat,source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@12_3.mat,source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,test
1,source_domain/cwru_12khz_fe/OR007@3_0.mat,source_domain/cwru_12khz_fe/OR007@3_0.mat,OR,test
1,source_domain/cwru_12khz_fe/OR007@3_1.mat,source_domain/cwru_12khz_fe/OR007@3_1.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@3_2.mat,source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@3_3.mat,source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@6_0.mat,source_domain/cwru_12khz_fe/OR007@6_0.mat,OR,test
1,source_domain/cwru_12khz_fe/OR007@6_1.mat,source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR007@6_2.mat,source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,test
1,source_domain/cwru_12khz_fe/OR007@6_3.mat,source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR014@3_0.mat,source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR014@3_1.mat,source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR014@3_2.mat,source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR014@3_3.mat,source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR014@6_0.mat,source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR021@3_1.mat,source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR021@3_2.mat,source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,test
1,source_domain/cwru_12khz_fe/OR021@3_3.mat,source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,train_pool
1,source_domain/cwru_12khz_fe/OR021@6_0.mat,source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B014_2.mat,source_domain/cwru_12khz_fe/B014_2.mat,B,test
2,source_domain/cwru_12khz_fe/B014_3.mat,source_domain/cwru_12khz_fe/B014_3.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B021_0.mat,source_domain/cwru_12khz_fe/B021_0.mat,B,test
2,source_domain/cwru_12khz_fe/B021_1.mat,source_domain/cwru_12khz_fe/B021_1.mat,B,test
2,source_domain/cwru_12khz_fe/B021_2.mat,source_domain/cwru_12khz_fe/B021_2.mat,B,train_pool
2,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,B,train_pool
2,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,IR,test
2,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR014_1.mat,source_domain/cwru_12khz_fe/IR014_1.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR014_2.mat,source_domain/cwru_12khz_fe/IR014_2.mat,IR,test
2,source_domain/cwru_12khz_fe/IR014_3.mat,source_domain/cwru_12khz_fe/IR014_3.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR021_0.mat,source_domain/cwru_12khz_fe/IR021_0.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR021_1.mat,source_domain/cwru_12khz_fe/IR021_1.mat,IR,train_pool
2,source_domain/cwru_12khz_fe/IR021_2.mat,source_domain/cwru_12khz_fe/IR021_2.mat,IR,test
2,source_domain/cwru_12khz_fe/IR021_3.mat,source_domain/cwru_12khz_fe/IR021_3.mat,IR,train_pool
2,source_domain/cwru_48khz_normal/N_0.mat,source_domain/cwru_48khz_normal/N_0.mat,N,train_pool
2,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,train_pool
2,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,train_pool
2,source_domain/cwru_48khz_normal/N_3.mat,source_domain/cwru_48khz_normal/N_3.mat,N,test
2,source_domain/cwru_12khz_fe/OR007@12_0.mat,source_domain/cwru_12khz_fe/OR007@12_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@12_1.mat,source_domain/cwru_12khz_fe/OR007@12_1.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@12_2.mat,source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@12_3.mat,source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@3_0.mat,source_domain/cwru_12khz_fe/OR007@3_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@3_1.mat,source_domain/cwru_12khz_fe/OR007@3_1.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@3_2.mat,source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@3_3.mat,source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,test
2,source_domain/cwru_12khz_fe/OR007@6_0.mat,source_domain/cwru_12khz_fe/OR007@6_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@6_1.mat,source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@6_2.mat,source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR007@6_3.mat,source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR014@3_0.mat,source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR014@3_1.mat,source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR014@3_2.mat,source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR014@3_3.mat,source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,test
2,source_domain/cwru_12khz_fe/OR014@6_0.mat,source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR021@3_1.mat,source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,test
2,source_domain/cwru_12khz_fe/OR021@3_2.mat,source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,train_pool
2,source_domain/cwru_12khz_fe/OR021@3_3.mat,source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,test
2,source_domain/cwru_12khz_fe/OR021@6_0.mat,source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,test
3,source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,B,test
3,source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,B,test
3,source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,B,test
3,source_domain/cwru_12khz_fe/B014_2.mat,source_domain/cwru_12khz_fe/B014_2.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B014_3.mat,source_domain/cwru_12khz_fe/B014_3.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B021_0.mat,source_domain/cwru_12khz_fe/B021_0.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B021_1.mat,source_domain/cwru_12khz_fe/B021_1.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B021_2.mat,source_domain/cwru_12khz_fe/B021_2.mat,B,train_pool
3,source_domain/cwru_12khz_fe/B021_3.mat,source_domain/cwru_12khz_fe/B021_3.mat,B,train_pool
3,source_domain/cwru_12khz_fe/IR007_0.mat,source_domain/cwru_12khz_fe/IR007_0.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR007_1.mat,source_domain/cwru_12khz_fe/IR007_1.mat,IR,test
3,source_domain/cwru_12khz_fe/IR007_2.mat,source_domain/cwru_12khz_fe/IR007_2.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR007_3.mat,source_domain/cwru_12khz_fe/IR007_3.mat,IR,test
3,source_domain/cwru_12khz_fe/IR014_0.mat,source_domain/cwru_12khz_fe/IR014_0.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR014_1.mat,source_domain/cwru_12khz_fe/IR014_1.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR014_2.mat,source_domain/cwru_12khz_fe/IR014_2.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR014_3.mat,source_domain/cwru_12khz_fe/IR014_3.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR021_0.mat,source_domain/cwru_12khz_fe/IR021_0.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR021_1.mat,source_domain/cwru_12khz_fe/IR021_1.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR021_2.mat,source_domain/cwru_12khz_fe/IR021_2.mat,IR,train_pool
3,source_domain/cwru_12khz_fe/IR021_3.mat,source_domain/cwru_12khz_fe/IR021_3.mat,IR,test
3,source_domain/cwru_48khz_normal/N_0.mat,source_domain/cwru_48khz_normal/N_0.mat,N,train_pool
3,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,test
3,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,train_pool
3,source_domain/cwru_48khz_normal/N_3.mat,source_domain/cwru_48khz_normal/N_3.mat,N,train_pool
3,source_domain/cwru_12khz_fe/OR007@12_0.mat,source_domain/cwru_12khz_fe/OR007@12_0.mat,OR,test
3,source_domain/cwru_12khz_fe/OR007@12_1.mat,source_domain/cwru_12khz_fe/OR007@12_1.mat,OR,test
3,source_domain/cwru_12khz_fe/OR007@12_2.mat,source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,test
3,source_domain/cwru_12khz_fe/OR007@12_3.mat,source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@3_0.mat,source_domain/cwru_12khz_fe/OR007@3_0.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@3_1.mat,source_domain/cwru_12khz_fe/OR007@3_1.mat,OR,test
3,source_domain/cwru_12khz_fe/OR007@3_2.mat,source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@3_3.mat,source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@6_0.mat,source_domain/cwru_12khz_fe/OR007@6_0.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@6_1.mat,source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@6_2.mat,source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR007@6_3.mat,source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR014@3_0.mat,source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR014@3_1.mat,source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR014@3_2.mat,source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR014@3_3.mat,source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR014@6_0.mat,source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,test
3,source_domain/cwru_12khz_fe/OR021@3_1.mat,source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR021@3_2.mat,source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR021@3_3.mat,source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,train_pool
3,source_domain/cwru_12khz_fe/OR021@6_0.mat,source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,train_pool
