sample_id,stage,frequency_hz,psd
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,108.3984375,6.871574164573276e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,111.328125,1.4502873703357771e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,114.2578125,2.0344252291584204e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,117.1875,1.7619826199376395e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,120.1171875,1.1920925723285868e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,123.046875,3.989399497437127e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,125.9765625,3.257450021101967e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,128.90625,2.999460567191573e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,131.8359375,3.2421386091690674e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,134.765625,3.5888738325247073e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,137.6953125,3.2564055929785092e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,140.625,3.1080827130787963e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,143.5546875,4.410900987196234e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,146.484375,7.673616926776743e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,149.4140625,6.798193598121318e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,152.34375,4.10458831586281e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,155.2734375,4.030127059988377e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,158.203125,5.23495132082202e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,161.1328125,5.019413084138167e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,164.0625,3.5937403319916192e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,166.9921875,4.337387023740238e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,169.921875,5.783949159903414e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,172.8515625,5.887386998313441e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,175.78125,1.5572529463833212e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,178.7109375,1.0637889391173591e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,181.640625,6.605561867823545e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,184.5703125,4.560794998645745e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,187.5,2.646931333936978e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,190.4296875,4.109752871733086e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,193.359375,4.4848369349593e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,196.2890625,3.5622000729105657e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,199.21875,2.9475965945915327e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,202.1484375,4.486266457908566e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,205.078125,3.1824594475382454e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,208.0078125,2.5316419247659097e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,210.9375,3.847495126092598e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,213.8671875,3.4545771800865995e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,216.796875,2.2129066311896215e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,219.7265625,1.9757074417334456e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,222.65625,3.034578365710696e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,225.5859375,4.266325369326964e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,228.515625,3.999172586748892e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,231.4453125,2.8936591568591065e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,234.375,4.189614704574465e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,237.3046875,5.681234668264261e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,240.234375,4.928562621941513e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,243.1640625,3.437922296903299e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,246.09375,5.443748693010946e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,249.0234375,6.342026276221512e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,251.953125,4.7598059177447104e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,254.8828125,4.407974609883709e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,257.8125,4.04232174395153e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,260.7421875,2.817772418685393e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,263.671875,3.508905027433349e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,266.6015625,4.571480177097708e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,269.53125,6.448695041997091e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,272.4609375,4.688710783390196e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,275.390625,3.695128439086028e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,278.3203125,3.52284983915544e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,281.25,3.612855417201243e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,284.1796875,4.0025139529668254e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,287.109375,4.834869567863742e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,290.0390625,3.8050311088012214e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,292.96875,5.551454175353375e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,295.8984375,4.123158519110717e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,298.828125,3.6767134240567176e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,301.7578125,3.1247814993735276e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,304.6875,3.4417860644808615e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,307.6171875,2.783944752380083e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,310.546875,1.8690260605164973e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,313.4765625,2.3798489350052095e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,316.40625,4.177527699191885e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,319.3359375,6.723841294961685e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,322.265625,7.385838401016027e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,325.1953125,4.925762383322418e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,328.125,3.9762597377519276e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,331.0546875,5.327176663983112e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,333.984375,6.068719674926182e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,336.9140625,5.9874328199306954e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,339.84375,6.954607212403284e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,342.7734375,4.693204999678801e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,345.703125,4.576418131707208e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,348.6328125,4.437995663561817e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,351.5625,1.4001083893470543e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,354.4921875,1.1203721453436334e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,357.421875,8.350394679420645e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,360.3515625,1.9292592639445396e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,363.28125,8.86584296225725e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,366.2109375,3.2486404210884486e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,369.140625,1.550844333471433e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,372.0703125,1.5861172382099623e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,375.0,3.162511773802561e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,377.9296875,4.238802570611695e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,380.859375,5.537553653451547e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,383.7890625,5.620949154894718e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,386.71875,6.327199917825497e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,389.6484375,8.425116172351019e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,392.578125,5.875794571999616e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,395.5078125,5.041301512463967e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,398.4375,3.2767876657879348e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,401.3671875,3.13759168034912e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,404.296875,3.3709453904752777e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,407.2265625,4.7437473113418695e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,410.15625,6.968532726488835e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,413.0859375,7.0163517200761614e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,416.015625,4.2432164576534836e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,418.9453125,3.2629060353232215e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,421.875,2.6770139490061304e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,424.8046875,3.465975468570263e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,427.734375,3.5584407725203118e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,430.6640625,3.581832155420646e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,433.59375,2.328506275775818e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,436.5234375,3.732885914178413e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,439.453125,2.0492227677859702e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,442.3828125,2.0023264260338067e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,445.3125,3.1397860448601825e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,448.2421875,3.066434333982441e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,451.171875,3.4611012740247295e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,454.1015625,2.895073335757942e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,457.03125,2.0718191532661963e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,459.9609375,2.6639138729264016e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,462.890625,3.119635251551417e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,465.8203125,2.9470937352448823e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,468.75,5.782631156589664e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,471.6796875,7.270513567528435e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,474.609375,4.565973085913594e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,477.5390625,6.062502555129802e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,480.46875,2.345555762277258e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,483.3984375,2.591988494425092e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,486.328125,1.8867071321447464e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,489.2578125,1.7486988472823096e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,492.1875,2.6230965276143193e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,495.1171875,3.069959276210119e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,498.046875,2.8976224517635454e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,500.9765625,3.6408161984376438e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,503.90625,3.2707199507859437e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,506.8359375,3.421314305212033e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,509.765625,3.2692376512625077e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,512.6953125,2.674227269721335e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,515.625,2.5942045376730603e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,518.5546875,2.7183918131351373e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,521.484375,2.4842575247696207e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,524.4140625,2.4527100120492407e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,527.34375,5.687777346070973e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,530.2734375,5.605991121949424e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,533.203125,2.0537560664115197e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,536.1328125,2.0539685736847694e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,539.0625,1.6996609444063774e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,541.9921875,1.31661036503949e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,544.921875,2.5945213811143302e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,547.8515625,2.929341285830605e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,550.78125,2.0619759054678502e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,553.7109375,1.8934758123427778e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,556.640625,2.583944309880355e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,559.5703125,3.0149324585793095e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,562.5,2.3422667530674416e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,565.4296875,1.705745523628869e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,568.359375,1.7514712196667106e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,571.2890625,2.2791877614976193e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,574.21875,1.8700923375505663e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,577.1484375,1.5817919615492704e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,580.078125,1.8819273566877055e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,583.0078125,2.240640356812694e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,585.9375,2.6790672904061235e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,588.8671875,7.158708493614125e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,591.796875,1.2935607895811904e-05
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,594.7265625,3.6984006412287617e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,597.65625,1.6927837158664597e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,600.5859375,1.8911039930448497e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,603.515625,2.4412516372677196e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,606.4453125,3.702405327703831e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,609.375,2.9696195504555876e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,612.3046875,1.2822748951669105e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,615.234375,4.2921473309981855e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,618.1640625,6.94516673774706e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,621.09375,1.9214505477406024e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,624.0234375,1.2138486107619524e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,626.953125,1.1160588232398482e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,629.8828125,1.1860476322302063e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,632.8125,2.362488213274881e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,635.7421875,7.576885713613478e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,638.671875,7.635661826836382e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,641.6015625,1.929323019798679e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,644.53125,2.5343802257918348e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,647.4609375,2.9713438538249635e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,650.390625,1.9610799718038957e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,653.3203125,1.206327700330203e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,656.25,1.179146106402515e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,659.1796875,1.9258675767877916e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,662.109375,2.210333977419738e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,665.0390625,8.981838191329537e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,667.96875,6.5825423376037336e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,670.8984375,1.1852944549076296e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,673.828125,2.058815909273246e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,676.7578125,3.353909348414962e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,679.6875,1.5849529333050362e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,682.6171875,1.1772399989395677e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,685.546875,1.2952766518537976e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,688.4765625,1.181237304909468e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,691.40625,2.228769451151976e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,694.3359375,3.945138820984252e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,697.265625,2.7317077267311354e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,700.1953125,1.046740331816685e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,703.125,3.3283144023561036e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,706.0546875,5.590957844140824e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,708.984375,3.0111428800961628e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,711.9140625,1.8151271597613714e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,714.84375,1.2036489817787537e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,717.7734375,2.051982942399369e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,720.703125,4.233566547160744e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,723.6328125,7.985398370273212e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,726.5625,3.874475552273127e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,729.4921875,1.0140044879924196e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,732.421875,1.9250709606735764e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,735.3515625,3.803513365851074e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,738.28125,3.371831622162855e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,741.2109375,1.4566224724919416e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,744.140625,1.4410835734885691e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,747.0703125,1.3117741658741904e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,750.0,1.567267476093617e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,752.9296875,2.2728049132141757e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,755.859375,2.3224272163934252e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,758.7890625,1.4601709430384167e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,761.71875,1.8973186751427946e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,764.6484375,3.74488727289544e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,767.578125,3.2093737747297838e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,770.5078125,1.0479537256750862e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,773.4375,1.2374401032499754e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,776.3671875,1.0904837869798355e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,779.296875,1.3476564465047664e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,782.2265625,2.0939487033431103e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,785.15625,1.5250229434247766e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,788.0859375,9.600253244319352e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,791.015625,2.613139717527362e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,793.9453125,5.417758642222331e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,796.875,1.6161327555080031e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,799.8046875,9.436102267843269e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,802.734375,9.376616217999331e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,805.6640625,1.0110542358905641e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,808.59375,1.4968449187386145e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,811.5234375,2.0039717684191478e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,814.453125,1.047418495538847e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,817.3828125,8.227323202117539e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,820.3125,1.4572138492545113e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,823.2421875,2.2419515090275045e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,826.171875,1.097388209727174e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,829.1015625,9.230076279029114e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,832.03125,9.132381256264153e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,834.9609375,9.210637195017436e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,837.890625,1.0389502061517681e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,840.8203125,1.0387681314101035e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,843.75,9.151607459238976e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,846.6796875,8.004709797943812e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,849.609375,7.85812336224839e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,852.5390625,1.3443613789369053e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,855.46875,1.2357853657379146e-06
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,858.3984375,9.00105741986653e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,861.328125,8.794917603998678e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,864.2578125,9.537776528524613e-07
OR_typical_OR021@3_3,hilbert_envelope_no_bandpass,867.1875,1.0652810079407813e-06
