sample_id,stage,time_s,value
OR_typical_OR021@3_3,raw_native,0.007166666666666667,0.13020778253530305
OR_typical_OR021@3_3,raw_native,0.00725,0.12988258773010825
OR_typical_OR021@3_3,raw_native,0.007333333333333333,-0.028975074607554115
OR_typical_OR021@3_3,raw_native,0.007416666666666667,0.004682587730108229
OR_typical_OR021@3_3,raw_native,0.0075,0.13663037993790045
OR_typical_OR021@3_3,raw_native,0.007583333333333333,-0.08246962006209958
OR_typical_OR021@3_3,raw_native,0.007666666666666666,-0.18710104863352817
OR_typical_OR021@3_3,raw_native,0.00775,0.020535834483354984
OR_typical_OR021@3_3,raw_native,0.007833333333333333,0.06338025006777058
OR_typical_OR021@3_3,raw_native,0.007916666666666667,0.04427505526257577
OR_typical_OR021@3_3,raw_native,0.008,-0.08214442525690477
OR_typical_OR021@3_3,raw_native,0.008083333333333333,0.040291418898939405
OR_typical_OR021@3_3,raw_native,0.008166666666666666,0.027121029288549793
OR_typical_OR021@3_3,raw_native,0.00825,-0.10124962006209957
OR_typical_OR021@3_3,raw_native,0.008333333333333333,-0.060437672010151516
OR_typical_OR021@3_3,raw_native,0.008416666666666666,0.13102076954829006
OR_typical_OR021@3_3,raw_native,0.0085,-0.08352650317898269
OR_typical_OR021@3_3,raw_native,0.008583333333333333,0.13337843188595241
OR_typical_OR021@3_3,raw_native,0.008666666666666666,0.3341862240937446
OR_typical_OR021@3_3,raw_native,0.00875,-0.10816000967248918
OR_typical_OR021@3_3,raw_native,0.008833333333333334,-0.01653637330885281
OR_typical_OR021@3_3,raw_native,0.008916666666666666,0.19370206824958877
OR_typical_OR021@3_3,raw_native,0.009,0.03590128902880953
OR_typical_OR021@3_3,raw_native,0.009083333333333334,-0.23579897071145023
OR_typical_OR021@3_3,raw_native,0.009166666666666667,0.005251678639199137
OR_typical_OR021@3_3,raw_native,0.00925,0.22898570461322515
OR_typical_OR021@3_3,raw_native,0.009333333333333334,-0.007674814867294369
OR_typical_OR021@3_3,raw_native,0.009416666666666667,-0.20441767201015154
OR_typical_OR021@3_3,raw_native,0.0095,0.13012648383400435
OR_typical_OR021@3_3,raw_native,0.009583333333333333,0.16630440591192644
OR_typical_OR021@3_3,raw_native,0.009666666666666667,-0.2995371525296321
OR_typical_OR021@3_3,raw_native,0.00975,-0.05027533434781385
OR_typical_OR021@3_3,raw_native,0.009833333333333333,0.22670934097686152
OR_typical_OR021@3_3,raw_native,0.009916666666666667,-0.13929741226989178
OR_typical_OR021@3_3,raw_native,0.01,-0.02385325642573593
OR_typical_OR021@3_3,raw_native,0.010083333333333333,0.2675212890288095
OR_typical_OR021@3_3,raw_native,0.010166666666666666,-0.04856806162054112
OR_typical_OR021@3_3,raw_native,0.01025,-0.11157455512703464
OR_typical_OR021@3_3,raw_native,0.010333333333333333,0.12427297734049783
OR_typical_OR021@3_3,raw_native,0.010416666666666666,-0.014585204477683982
OR_typical_OR021@3_3,raw_native,0.0105,-0.2935210486335282
OR_typical_OR021@3_3,raw_native,0.010583333333333333,-0.031007542140021646
OR_typical_OR021@3_3,raw_native,0.010666666666666666,0.044844146171666675
OR_typical_OR021@3_3,raw_native,0.01075,-0.14889065902313853
OR_typical_OR021@3_3,raw_native,0.010833333333333334,-0.08840442525690477
OR_typical_OR021@3_3,raw_native,0.010916666666666667,0.021836613704134207
OR_typical_OR021@3_3,raw_native,0.011,0.049884665652186154
OR_typical_OR021@3_3,raw_native,0.011083333333333334,-0.07230728239976192
OR_typical_OR021@3_3,raw_native,0.011166666666666667,-0.04369013954261904
OR_typical_OR021@3_3,raw_native,0.01125,0.14793089941841994
OR_typical_OR021@3_3,raw_native,0.011333333333333334,-0.01816234733482684
OR_typical_OR021@3_3,raw_native,0.011416666666666667,-0.060437672010151516
OR_typical_OR021@3_3,raw_native,0.0115,0.11492362669114721
OR_typical_OR021@3_3,raw_native,0.011583333333333333,-0.09840416551664502
OR_typical_OR021@3_3,raw_native,0.011666666666666667,-0.11726546421794373
OR_typical_OR021@3_3,raw_native,0.01175,0.04240518513270564
OR_typical_OR021@3_3,raw_native,0.011833333333333333,-0.012959230451709955
OR_typical_OR021@3_3,raw_native,0.011916666666666667,-0.09555871097119048
OR_typical_OR021@3_3,raw_native,0.012,0.06703869162621214
OR_typical_OR021@3_3,raw_native,0.012083333333333333,0.07281089941841992
OR_typical_OR021@3_3,raw_native,0.012166666666666666,0.04744570461322512
OR_typical_OR021@3_3,raw_native,0.01225,0.11297245785997838
OR_typical_OR021@3_3,raw_native,0.012333333333333333,0.05866492539244589
OR_typical_OR021@3_3,raw_native,0.012416666666666666,0.020373237080757584
OR_typical_OR021@3_3,raw_native,0.0125,-0.05799871097119048
OR_typical_OR021@3_3,raw_native,0.012583333333333334,-0.08791663304911256
OR_typical_OR021@3_3,raw_native,0.012666666666666666,-0.153931178503658
OR_typical_OR021@3_3,raw_native,0.01275,0.07037193837945889
OR_typical_OR021@3_3,raw_native,0.012833333333333334,-0.009707282399761902
OR_typical_OR021@3_3,raw_native,0.012916666666666667,-0.11303793175041127
OR_typical_OR021@3_3,raw_native,0.013,0.04419375656127707
OR_typical_OR021@3_3,raw_native,0.013083333333333334,0.07777012019764071
OR_typical_OR021@3_3,raw_native,0.013166666666666667,-0.15726442525690476
OR_typical_OR021@3_3,raw_native,0.01325,-0.09433923045170997
OR_typical_OR021@3_3,raw_native,0.013333333333333334,0.0958997305872511
OR_typical_OR021@3_3,raw_native,0.013416666666666667,0.025007263054783554
OR_typical_OR021@3_3,raw_native,0.0135,0.03476310721062771
OR_typical_OR021@3_3,raw_native,0.013583333333333333,0.1415083020158225
OR_typical_OR021@3_3,raw_native,0.013666666666666667,0.08679427604179654
OR_typical_OR021@3_3,raw_native,0.01375,-0.01702416551664502
OR_typical_OR021@3_3,raw_native,0.013833333333333333,-0.04417793175041125
OR_typical_OR021@3_3,raw_native,0.013916666666666667,-0.13246832136080086
OR_typical_OR021@3_3,raw_native,0.014,-0.24132728239976192
OR_typical_OR021@3_3,raw_native,0.014083333333333333,-0.0902742953867749
OR_typical_OR021@3_3,raw_native,0.014166666666666666,0.14915037993790045
OR_typical_OR021@3_3,raw_native,0.01425,0.06394934097686149
OR_typical_OR021@3_3,raw_native,0.014333333333333333,0.02793401630153681
OR_typical_OR021@3_3,raw_native,0.014416666666666666,0.1092327176002381
OR_typical_OR021@3_3,raw_native,0.0145,0.252968821496342
OR_typical_OR021@3_3,raw_native,0.014583333333333334,0.028747003314523817
OR_typical_OR021@3_3,raw_native,0.014666666666666666,-0.11157455512703464
OR_typical_OR021@3_3,raw_native,0.01475,0.01931635396387446
OR_typical_OR021@3_3,raw_native,0.014833333333333334,-0.011008061620541123
OR_typical_OR021@3_3,raw_native,0.014916666666666667,0.05508778253530304
OR_typical_OR021@3_3,raw_native,0.015,0.0962249253924459
OR_typical_OR021@3_3,raw_native,0.015083333333333334,0.09744440591192642
OR_typical_OR021@3_3,raw_native,0.015166666666666667,0.20288882149634202
OR_typical_OR021@3_3,raw_native,0.01525,0.012162068249588749
OR_typical_OR021@3_3,raw_native,0.015333333333333332,-0.21010858110106062
OR_typical_OR021@3_3,raw_native,0.015416666666666667,-0.07336416551664503
OR_typical_OR021@3_3,raw_native,0.0155,-0.05214520447768398
OR_typical_OR021@3_3,raw_native,0.015583333333333333,-0.13775273694521648
OR_typical_OR021@3_3,raw_native,0.015666666666666666,0.06386804227556278
OR_typical_OR021@3_3,raw_native,0.01575,0.06338025006777058
OR_typical_OR021@3_3,raw_native,0.015833333333333335,0.008015834483354982
OR_typical_OR021@3_3,raw_native,0.015916666666666666,0.09817609422361473
OR_typical_OR021@3_3,raw_native,0.016,-0.17604442525690475
OR_typical_OR021@3_3,raw_native,0.016083333333333335,-0.058567801880281385
OR_typical_OR021@3_3,raw_native,0.016166666666666666,-0.021983386295865798
OR_typical_OR021@3_3,raw_native,0.01625,-0.1974259836984632
OR_typical_OR021@3_3,raw_native,0.01633333333333333,-0.051901308373787876
OR_typical_OR021@3_3,raw_native,0.016416666666666666,0.16508492539244593
OR_typical_OR021@3_3,raw_native,0.0165,0.06590050980803032
OR_typical_OR021@3_3,raw_native,0.016583333333333332,0.09703791240543291
OR_typical_OR021@3_3,raw_native,0.016666666666666666,0.32109713318465366
OR_typical_OR021@3_3,raw_native,0.01675,-0.19758858110106062
OR_typical_OR021@3_3,raw_native,0.016833333333333332,-0.14084208759456712
OR_typical_OR021@3_3,raw_native,0.016916666666666667,0.19833609422361473
OR_typical_OR021@3_3,raw_native,0.017,-0.26701767201015153
OR_typical_OR021@3_3,raw_native,0.017083333333333332,-0.26685507460755414
OR_typical_OR021@3_3,raw_native,0.017166666666666667,0.3257311591586797
OR_typical_OR021@3_3,raw_native,0.01725,0.1586623279898485
OR_typical_OR021@3_3,raw_native,0.017333333333333333,-0.11913533434781386
OR_typical_OR021@3_3,raw_native,0.017416666666666667,0.21166908123660177
OR_typical_OR021@3_3,raw_native,0.0175,0.04411245785997837
OR_typical_OR021@3_3,raw_native,0.017583333333333333,-0.27758650317898276
OR_typical_OR021@3_3,raw_native,0.017666666666666667,-0.018406243438722943
OR_typical_OR021@3_3,raw_native,0.01775,0.013218951366471868
OR_typical_OR021@3_3,raw_native,0.017833333333333333,-0.10604624343872295
OR_typical_OR021@3_3,raw_native,0.017916666666666668,0.09289167863919916
OR_typical_OR021@3_3,raw_native,0.018,0.1593127176002381
OR_typical_OR021@3_3,raw_native,0.018083333333333333,0.14467895136647188
OR_typical_OR021@3_3,raw_native,0.018166666666666668,-0.11767195772443724
OR_typical_OR021@3_3,raw_native,0.01825,0.13467921110673162
OR_typical_OR021@3_3,raw_native,0.018333333333333333,-0.13815923045170997
OR_typical_OR021@3_3,raw_native,0.018416666666666668,-0.4446553343478139
OR_typical_OR021@3_3,raw_native,0.0185,-0.10368858110106062
OR_typical_OR021@3_3,raw_native,0.018583333333333334,-0.024259749932229437
OR_typical_OR021@3_3,raw_native,0.018666666666666668,0.16752388643140695
OR_typical_OR021@3_3,raw_native,0.01875,-0.12482624343872295
OR_typical_OR021@3_3,raw_native,0.018833333333333334,0.21386414617166669
OR_typical_OR021@3_3,raw_native,0.018916666666666665,0.13703687344439397
OR_typical_OR021@3_3,raw_native,0.019,-0.2336039057763853
OR_typical_OR021@3_3,raw_native,0.019083333333333334,-0.2202709187633983
OR_typical_OR021@3_3,raw_native,0.019166666666666665,0.1398010292885498
OR_typical_OR021@3_3,raw_native,0.01925,-0.016129879802359304
OR_typical_OR021@3_3,raw_native,0.019333333333333334,-0.11295663304911256
OR_typical_OR021@3_3,raw_native,0.019416666666666665,0.3202841461716667
OR_typical_OR021@3_3,raw_native,0.0195,0.189555834483355
OR_typical_OR021@3_3,raw_native,0.019583333333333335,0.008341029288549788
OR_typical_OR021@3_3,raw_native,0.019666666666666666,-0.1830361135685931
OR_typical_OR021@3_3,raw_native,0.01975,0.09947687344439395
OR_typical_OR021@3_3,raw_native,0.019833333333333335,-0.307992217464697
OR_typical_OR021@3_3,raw_native,0.019916666666666666,-0.16954052915300866
OR_typical_OR021@3_3,raw_native,0.02,0.14996336695088747
OR_typical_OR021@3_3,raw_native,0.020083333333333335,-0.23140884084132035
OR_typical_OR021@3_3,raw_native,0.020166666666666666,0.15378440591192644
OR_typical_OR021@3_3,raw_native,0.02025,0.17467817214569267
OR_typical_OR021@3_3,raw_native,0.02033333333333333,0.19370206824958877
OR_typical_OR021@3_3,raw_native,0.020416666666666666,-0.038487022659502164
OR_typical_OR021@3_3,raw_native,0.0205,-0.008650399282878786
OR_typical_OR021@3_3,raw_native,0.020583333333333332,0.1450854448729654
OR_typical_OR021@3_3,raw_native,0.020666666666666667,0.013950639678160176
OR_typical_OR021@3_3,raw_native,0.02075,-0.20238520447768402
OR_typical_OR021@3_3,raw_native,0.020833333333333332,-0.042958451230930735
OR_typical_OR021@3_3,raw_native,0.020916666666666667,0.440768821496342
OR_typical_OR021@3_3,raw_native,0.021,-0.04621039928287879
OR_typical_OR021@3_3,raw_native,0.021083333333333332,-0.1399478018802814
OR_typical_OR021@3_3,raw_native,0.021166666666666667,0.18565349682101737
OR_typical_OR021@3_3,raw_native,0.02125,-0.2805945551270347
OR_typical_OR021@3_3,raw_native,0.021333333333333333,-0.0655594901919697
OR_typical_OR021@3_3,raw_native,0.021416666666666667,-0.0532833862958658
OR_typical_OR021@3_3,raw_native,0.0215,-0.1214929966854762
OR_typical_OR021@3_3,raw_native,0.021583333333333333,0.04801479552231603
OR_typical_OR021@3_3,raw_native,0.021666666666666667,0.2063033669508875
OR_typical_OR021@3_3,raw_native,0.02175,-0.10417637330885282
OR_typical_OR021@3_3,raw_native,0.021833333333333333,-0.07734780188028138
OR_typical_OR021@3_3,raw_native,0.021916666666666668,0.14370336695088745
OR_typical_OR021@3_3,raw_native,0.022,-0.15441897071145022
OR_typical_OR021@3_3,raw_native,0.022083333333333333,0.12971999032751086
OR_typical_OR021@3_3,raw_native,0.022166666666666668,0.3658927176002381
OR_typical_OR021@3_3,raw_native,0.02225,0.07695713318465369
OR_typical_OR021@3_3,raw_native,0.022333333333333334,0.07825791240543291
OR_typical_OR021@3_3,raw_native,0.022416666666666668,0.3647545357820563
OR_typical_OR021@3_3,raw_native,0.0225,-0.14945974993222944
OR_typical_OR021@3_3,raw_native,0.022583333333333334,-0.24466052915300868
OR_typical_OR021@3_3,raw_native,0.02266666666666667,-0.03304000967248918
OR_typical_OR021@3_3,raw_native,0.02275,-0.2872610486335282
OR_typical_OR021@3_3,raw_native,0.022833333333333334,-0.2770174122698918
OR_typical_OR021@3_3,raw_native,0.022916666666666665,0.009967003314523814
OR_typical_OR021@3_3,raw_native,0.023,0.04110440591192641
OR_typical_OR021@3_3,raw_native,0.023083333333333334,0.004601289028809527
OR_typical_OR021@3_3,raw_native,0.023166666666666665,0.17622284747036798
OR_typical_OR021@3_3,raw_native,0.02325,0.18971843188595242
OR_typical_OR021@3_3,raw_native,0.023333333333333334,-0.1584026070750866
OR_typical_OR021@3_3,raw_native,0.023416666666666665,-0.1707600096724892
OR_typical_OR021@3_3,raw_native,0.0235,0.2031327176002381
OR_typical_OR021@3_3,raw_native,0.023583333333333335,-0.12311897071145023
OR_typical_OR021@3_3,raw_native,0.023666666666666666,0.14370336695088745
OR_typical_OR021@3_3,raw_native,0.02375,0.30808934097686147
OR_typical_OR021@3_3,raw_native,0.023833333333333335,-0.08921741226989177
OR_typical_OR021@3_3,raw_native,0.023916666666666666,0.11923245785997838
OR_typical_OR021@3_3,raw_native,0.024,-0.10498936032183984
OR_typical_OR021@3_3,raw_native,0.024083333333333335,-0.30425247720495674
OR_typical_OR021@3_3,raw_native,0.024166666666666666,-0.26913143824391783
OR_typical_OR021@3_3,raw_native,0.02425,-0.14222416551664505
OR_typical_OR021@3_3,raw_native,0.024333333333333332,-0.07490884084132035
OR_typical_OR021@3_3,raw_native,0.024416666666666666,0.13760596435348488
OR_typical_OR021@3_3,raw_native,0.0245,0.15549167863919916
OR_typical_OR021@3_3,raw_native,0.024583333333333332,-0.002309100581580084
OR_typical_OR021@3_3,raw_native,0.024666666666666667,0.005902068249588749
OR_typical_OR021@3_3,raw_native,0.02475,-0.04645429538677489
OR_typical_OR021@3_3,raw_native,0.024833333333333332,-0.16539429538677491
OR_typical_OR021@3_3,raw_native,0.024916666666666667,0.026714535782056285
OR_typical_OR021@3_3,raw_native,0.025,-0.12027351616599567
OR_typical_OR021@3_3,raw_native,0.025083333333333332,0.03460050980803031
OR_typical_OR021@3_3,raw_native,0.025166666666666667,0.36288466565218613
OR_typical_OR021@3_3,raw_native,0.02525,0.05134804227556278
OR_typical_OR021@3_3,raw_native,0.025333333333333333,-0.024341048633528137
OR_typical_OR021@3_3,raw_native,0.025416666666666667,0.20955531500283553
OR_typical_OR021@3_3,raw_native,0.0255,-0.09872936032183983
OR_typical_OR021@3_3,raw_native,0.025583333333333333,-0.4311597499322295
OR_typical_OR021@3_3,raw_native,0.025666666666666667,-0.07425845123093074
OR_typical_OR021@3_3,raw_native,0.02575,-0.20645013954261907
OR_typical_OR021@3_3,raw_native,0.025833333333333333,-0.21100286681534633
OR_typical_OR021@3_3,raw_native,0.025916666666666668,0.28296804227556277
OR_typical_OR021@3_3,raw_native,0.026,0.24353817214569265
OR_typical_OR021@3_3,raw_native,0.026083333333333333,0.042242587730108236
OR_typical_OR021@3_3,raw_native,0.026166666666666668,0.15354050980803033
OR_typical_OR021@3_3,raw_native,0.02625,0.11020830201582253
OR_typical_OR021@3_3,raw_native,0.026333333333333334,-0.21726286681534632
OR_typical_OR021@3_3,raw_native,0.026416666666666668,-0.2089703992828788
OR_typical_OR021@3_3,raw_native,0.0265,0.10809453578205629
OR_typical_OR021@3_3,raw_native,0.026583333333333334,0.1085010292885498
OR_typical_OR021@3_3,raw_native,0.02666666666666667,0.011023886431406933
OR_typical_OR021@3_3,raw_native,0.02675,0.1886615487690693
OR_typical_OR021@3_3,raw_native,0.026833333333333334,0.19703531500283553
OR_typical_OR021@3_3,raw_native,0.026916666666666665,-0.11824104863352815
OR_typical_OR021@3_3,raw_native,0.027,-0.10409507460755413
OR_typical_OR021@3_3,raw_native,0.027083333333333334,-0.08751013954261905
OR_typical_OR021@3_3,raw_native,0.027166666666666665,-0.07978676291924243
OR_typical_OR021@3_3,raw_native,0.02725,0.04744570461322512
OR_typical_OR021@3_3,raw_native,0.027333333333333334,-0.03970650317898269
OR_typical_OR021@3_3,raw_native,0.027416666666666666,0.20996180850932905
OR_typical_OR021@3_3,raw_native,0.0275,0.1400449253924459
OR_typical_OR021@3_3,raw_native,0.027583333333333335,0.06744518513270563
OR_typical_OR021@3_3,raw_native,0.027666666666666666,0.01663349682101732
OR_typical_OR021@3_3,raw_native,0.02775,-0.056535334347813854
OR_typical_OR021@3_3,raw_native,0.027833333333333335,-0.12279377590625543
OR_typical_OR021@3_3,raw_native,0.027916666666666666,-0.1901091005815801
OR_typical_OR021@3_3,raw_native,0.028,0.14158960071712123
OR_typical_OR021@3_3,raw_native,0.02808333333333333,-0.03499117850365801
OR_typical_OR021@3_3,raw_native,0.028166666666666666,0.06346154876906927
OR_typical_OR021@3_3,raw_native,0.02825,0.3311781721456926
OR_typical_OR021@3_3,raw_native,0.028333333333333332,-0.004991957724437226
OR_typical_OR021@3_3,raw_native,0.028416666666666666,-0.15466286681534633
OR_typical_OR021@3_3,raw_native,0.0285,0.01273115915867966
OR_typical_OR021@3_3,raw_native,0.028583333333333332,-0.196938191490671
OR_typical_OR021@3_3,raw_native,0.028666666666666667,-0.21799455512703464
OR_typical_OR021@3_3,raw_native,0.02875,0.09159089941841993
OR_typical_OR021@3_3,raw_native,0.028833333333333332,-0.0279994901919697
OR_typical_OR021@3_3,raw_native,0.028916666666666667,0.08256674357426409
OR_typical_OR021@3_3,raw_native,0.029,0.28435012019764067
OR_typical_OR021@3_3,raw_native,0.029083333333333333,0.014763626691147188
OR_typical_OR021@3_3,raw_native,0.029166666666666667,-0.08116884084132034
OR_typical_OR021@3_3,raw_native,0.02925,0.16435323708075758
OR_typical_OR021@3_3,raw_native,0.029333333333333333,-0.060031178503658016
OR_typical_OR021@3_3,raw_native,0.029416666666666667,-0.08718494473742425
OR_typical_OR021@3_3,raw_native,0.0295,0.12817531500283552
OR_typical_OR021@3_3,raw_native,0.029583333333333333,-0.1910033862958658
OR_typical_OR021@3_3,raw_native,0.029666666666666668,-0.07076260707508658
OR_typical_OR021@3_3,raw_native,0.02975,0.04549453578205628
OR_typical_OR021@3_3,raw_native,0.029833333333333333,-0.024828840841320345
OR_typical_OR021@3_3,raw_native,0.029916666666666668,-0.14450052915300868
OR_typical_OR021@3_3,raw_native,0.03,0.07614414617166668
OR_typical_OR021@3_3,raw_native,0.030083333333333333,0.07915219811971862
OR_typical_OR021@3_3,raw_native,0.030166666666666668,-0.13165533434781385
OR_typical_OR021@3_3,raw_native,0.03025,0.08207895136647188
OR_typical_OR021@3_3,raw_native,0.030333333333333334,0.17467817214569267
OR_typical_OR021@3_3,raw_native,0.030416666666666668,0.09045271760023811
OR_typical_OR021@3_3,raw_native,0.0305,-0.1260457239582035
OR_typical_OR021@3_3,raw_native,0.030583333333333334,-0.1826296200620996
OR_typical_OR021@3_3,raw_native,0.030666666666666665,-0.05978728239976191
OR_typical_OR021@3_3,raw_native,0.03075,-0.29604130837378795
OR_typical_OR021@3_3,raw_native,0.030833333333333334,-0.21726286681534632
OR_typical_OR021@3_3,raw_native,0.030916666666666665,-0.0406007888932684
OR_typical_OR021@3_3,raw_native,0.031,0.09980206824958877
OR_typical_OR021@3_3,raw_native,0.031083333333333334,0.021186224093744592
OR_typical_OR021@3_3,raw_native,0.031166666666666665,0.11362284747036798
OR_typical_OR021@3_3,raw_native,0.03125,-0.011251957724437227
OR_typical_OR021@3_3,raw_native,0.03133333333333333,-0.1965316979841775
OR_typical_OR021@3_3,raw_native,0.03141666666666667,-0.05051923045170996
OR_typical_OR021@3_3,raw_native,0.0315,0.014519730587251088
OR_typical_OR021@3_3,raw_native,0.03158333333333333,-0.0072683213608008635
OR_typical_OR021@3_3,raw_native,0.03166666666666667,-0.03921871097119048
OR_typical_OR021@3_3,raw_native,0.03175,0.2961384318859524
OR_typical_OR021@3_3,raw_native,0.03183333333333333,0.10248492539244591
OR_typical_OR021@3_3,raw_native,0.03191666666666667,-0.06564078889326841
OR_typical_OR021@3_3,raw_native,0.032,0.09142830201582253
OR_typical_OR021@3_3,raw_native,0.03208333333333333,-0.1342568927893723
