bootstrap_seed,replicate,replicate_global,target_id,official_label,bootstrap_label,same_official,top_score,margin
20260919,2,2,O,B,B,True,0.3569740099866834,0.11539662365726452
20260919,2,2,P,B,B,True,0.5235536546720191,0.260555913027936
20260919,3,3,A,OR,OR,True,0.6609587542087542,0.4123619528619528
20260919,3,3,B,B,B,True,0.5625242532855436,0.24645017921146944
20260919,3,3,C,OR,OR,True,0.5108888888888888,0.18844444444444436
20260919,3,3,D,OR,B,False,0.4086666666666667,0.10355555555555562
20260919,3,3,E,B,OR,False,0.4988888888888889,0.12311111111111112
20260919,3,3,F,OR,OR,True,0.6074651274651275,0.3513746993746994
20260919,3,3,G,B,B,True,0.5607636798088411,0.26409701314217443
20260919,3,3,H,OR,OR,True,0.7083261784511784,0.53288449549256
20260919,3,3,I,B,B,True,0.3848888888888889,0.010888888888888892
20260919,3,3,J,B,OR,False,0.4613333333333333,0.08888888888888885
20260919,3,3,K,OR,OR,True,0.6930976430976431,0.5374730639730639
20260919,3,3,L,B,B,True,0.5362722276528729,0.17980084718149236
20260919,3,3,M,OR,OR,True,0.6663754208754208,0.4893619528619527
20260919,3,3,N,OR,OR,True,0.5442087542087541,0.18870806994677958
20260919,3,3,O,B,B,True,0.5703732377538829,0.2766695340501792
20260919,3,3,P,B,B,True,0.5144444444444445,0.24755555555555564
20260919,4,4,A,OR,OR,True,0.8604444444444445,0.7782222222222223
20260919,4,4,B,B,OR,False,0.6517777777777778,0.3808888888888889
20260919,4,4,C,OR,B,False,0.4953333333333333,0.04333333333333328
20260919,4,4,D,OR,B,False,0.5738458049886621,0.21940136054421766
20260919,4,4,E,B,OR,False,0.506,0.13177777777777777
20260919,4,4,F,OR,OR,True,0.6124377104377104,0.29369628255342545
20260919,4,4,G,B,OR,False,0.6202222222222222,0.33044444444444443
20260919,4,4,H,OR,OR,True,0.8546666666666667,0.768
20260919,4,4,I,B,B,True,0.5966666666666666,0.2244444444444444
20260919,4,4,J,B,B,True,0.5473333333333333,0.13999999999999996
20260919,4,4,K,OR,OR,True,0.8004444444444444,0.7028888888888889
20260919,4,4,L,B,OR,False,0.6531111111111111,0.38288888888888883
20260919,4,4,M,OR,OR,True,0.7946666666666666,0.6948888888888889
20260919,4,4,N,OR,OR,True,0.5495555555555556,0.1737777777777778
20260919,4,4,O,B,OR,False,0.7177777777777778,0.5235555555555557
20260919,4,4,P,B,B,True,0.5962902494331066,0.2714013605442177
20260919,5,5,A,OR,OR,True,0.716111111111111,0.4802222222222221
20260919,5,5,B,B,B,True,0.5925308439918369,0.2609335030611626
20260919,5,5,C,OR,B,False,0.5062222222222222,0.07600000000000001
20260919,5,5,D,OR,B,False,0.5862222222222222,0.23533333333333328
20260919,5,5,E,B,B,True,0.5208888888888888,0.0948888888888888
20260919,5,5,F,OR,OR,True,0.6698888888888888,0.38466666666666655
20260919,5,5,G,B,B,True,0.5796561395001111,0.2476143541249924
20260919,5,5,H,OR,OR,True,0.8048592592592592,0.6596397163120566
20260919,5,5,I,B,B,True,0.5664531590413944,0.2264531590413944
20260919,5,5,J,B,B,True,0.5602222222222222,0.17533333333333329
20260919,5,5,K,OR,OR,True,0.785283950617284,0.6637037037037037
20260919,5,5,L,B,B,True,0.5798667515305813,0.22602743529126507
20260919,5,5,M,OR,OR,True,0.7340148148148148,0.5878666666666666
20260919,5,5,N,OR,OR,True,0.5369851851851852,0.12473331900565948
20260919,5,5,O,B,B,True,0.5875408256046554,0.2675237315875614
20260919,5,5,P,B,B,True,0.6302222222222222,0.3211111111111111
20260919,6,6,A,OR,OR,True,0.6706666666666667,0.45155555555555565
20260919,6,6,B,B,B,True,0.487962962962963,0.12448148148148153
20260919,6,6,C,OR,OR,True,0.4617777777777778,0.010888888888888892
20260919,6,6,D,OR,B,False,0.4551851851851852,0.05392592592592599
20260919,6,6,E,B,B,True,0.44666666666666666,0.064
20260919,6,6,F,OR,OR,True,0.6554131054131054,0.4288262108262108
20260919,6,6,G,B,B,True,0.4823185185185185,0.13767407407407406
20260919,6,6,H,OR,OR,True,0.7186666666666667,0.5653333333333334
20260919,6,6,I,B,B,True,0.5631111111111111,0.20244444444444443
20260919,6,6,J,B,B,True,0.4895555555555556,0.06488888888888888
20260919,6,6,K,OR,OR,True,0.7077777777777778,0.5655555555555556
20260919,6,6,L,B,B,True,0.44544159544159545,0.03666096866096863
20260919,6,6,M,OR,OR,True,0.7306666666666667,0.604
20260919,6,6,N,OR,OR,True,0.4981481481481482,0.13471786492374732
20260919,6,6,O,B,B,True,0.4986851851851852,0.1589814814814815
20260919,6,6,P,B,B,True,0.5563703703703703,0.26762962962962955
20260919,7,7,A,OR,OR,True,0.6294009562481323,0.28791302360737575
20260919,7,7,B,B,B,True,0.6507901234567901,0.34358024691358025
20260919,7,7,C,OR,B,False,0.4917777777777778,0.026666666666666727
20260919,7,7,D,OR,B,False,0.5519,0.17779999999999996
20260919,7,7,E,B,OR,False,0.5004444444444445,0.038000000000000034
20260919,7,7,F,OR,OR,True,0.5397572948343851,0.11795903411321457
20260919,7,7,G,B,B,True,0.6202222222222222,0.28977777777777775
20260919,7,7,H,OR,OR,True,0.8431364154318058,0.7178283864191672
20260919,7,7,I,B,B,True,0.6086666666666666,0.2744444444444443
20260919,7,7,J,B,B,True,0.5711111111111111,0.18288888888888893
20260919,7,7,K,OR,OR,True,0.8358505148183305,0.7261454740811054
20260919,7,7,L,B,B,True,0.6457382716049384,0.3334765432098766
20260919,7,7,M,OR,OR,True,0.8394285186942995,0.7330792596108211
20260919,7,7,N,OR,OR,True,0.4983512219702696,0.050035777273872484
20260919,7,7,O,B,B,True,0.6408888888888888,0.32599999999999996
20260919,7,7,P,B,B,True,0.5834944444444444,0.23876666666666663
20260919,8,8,A,OR,OR,True,0.7507264550264551,0.5516751322751323
20260919,8,8,B,B,OR,False,0.596078055570269,0.2974192220894729
20260919,8,8,C,OR,OR,True,0.551111111111111,0.16311111111111098
20260919,8,8,D,OR,OR,True,0.7662756613756614,0.5667735449735449
20260919,8,8,E,B,OR,False,0.48288888888888887,0.029333333333333267
20260919,8,8,F,OR,OR,True,0.8035116402116402,0.632578835978836
20260919,8,8,G,B,OR,False,0.5045976658368204,0.1495130757998141
20260919,8,8,H,OR,OR,True,0.7207244845831052,0.509086302175191
20260919,8,8,I,B,OR,False,0.4868888888888889,0.02133333333333337
20260919,8,8,J,B,OR,False,0.5102222222222222,0.07577777777777778
20260919,8,8,K,OR,OR,True,0.6628730158730158,0.44496825396825396
20260919,8,8,L,B,OR,False,0.6485938920964505,0.3835971174451461
20260919,8,8,M,OR,OR,True,0.6633333333333333,0.4438888888888889
20260919,8,8,N,OR,OR,True,0.5722488232074439,0.2063572016460905
20260919,8,8,O,B,OR,False,0.42983512544802865,0.08630399575202441
20260919,8,8,P,B,OR,False,0.732726984126984,0.4972317460317459
20260919,9,9,A,OR,OR,True,0.6049571647954575,0.36235877403535943
20260919,9,9,B,B,B,True,0.5071815718157181,0.20725203252032515
20260919,9,9,C,OR,OR,True,0.5128888888888888,0.10399999999999998
20260919,9,9,D,OR,B,False,0.5491111111111111,0.21666666666666667
20260919,9,9,E,B,B,True,0.4835555555555555,0.08377777777777773
20260919,9,9,F,OR,OR,True,0.481466082968522,0.06315438815926622
20260919,9,9,G,B,B,True,0.4440725100012905,0.17503390889146986
20260919,9,9,H,OR,OR,True,0.6842893212027358,0.5236897535165828
20260919,9,9,I,B,B,True,0.5408888888888889,0.13311111111111107
20260919,9,9,J,B,B,True,0.48333333333333334,0.03555555555555556
20260919,9,9,K,OR,OR,True,0.6128242547425474,0.42704647696476966
20260919,9,9,L,B,B,True,0.4845647696476965,0.14179620596205966
20260919,9,9,M,OR,OR,True,0.6143075880758808,0.42964092140921417
20260919,9,9,N,OR,OR,True,0.45652249322493227,0.025044986449864526
20260919,9,9,O,B,B,True,0.42641666666666667,0.1632777777777778
20260919,9,9,P,B,B,True,0.5886666666666667,0.29
20260919,10,10,A,OR,OR,True,0.8058819982773471,0.643541774332472
20260919,10,10,B,B,B,True,0.5310581120457419,0.14720842267304413
20260919,10,10,C,OR,OR,True,0.5291111111111111,0.1373333333333333
20260919,10,10,D,OR,OR,True,0.620925925925926,0.2862962962962963
20260919,10,10,E,B,OR,False,0.558,0.1826666666666667
20260919,10,10,F,OR,OR,True,0.7518423157376646,0.5327957425864402
20260919,10,10,G,B,B,True,0.5298448512837429,0.1467251635603936
20260919,10,10,H,OR,OR,True,0.8018467084385529,0.640893842673902
20260919,10,10,I,B,OR,False,0.46844444444444444,0.013777777777777778
20260919,10,10,J,B,OR,False,0.5111111111111112,0.10066666666666674
20260919,10,10,K,OR,OR,True,0.7540811965811965,0.6169145299145299
20260919,10,10,L,B,B,True,0.5078168928630334,0.09206877390573581
20260919,10,10,M,OR,OR,True,0.7143547008547008,0.5487435897435896
20260919,10,10,N,OR,OR,True,0.6221632881972405,0.3034866554615689
20260919,10,10,O,B,B,True,0.5384515366430259,0.16867139479905424
20260919,10,10,P,B,OR,False,0.5609444444444445,0.16855555555555557
20260919,11,11,A,OR,OR,True,0.6845317583364096,0.4386190722283746
20260919,11,11,B,B,OR,False,0.44997777777777775,0.04862222222222218
20260919,11,11,C,OR,B,False,0.5062222222222222,0.03533333333333333
20260919,11,11,D,OR,OR,True,0.5215261487050961,0.10683007518796994
20260919,11,11,E,B,OR,False,0.4791111111111111,0.017111111111111132
20260919,11,11,F,OR,OR,True,0.6613594477148944,0.37316333987423334
20260919,11,11,G,B,OR,False,0.40044444444444444,0.019546883468834653
20260919,11,11,H,OR,OR,True,0.7568515086515087,0.5942366938366939
20260919,11,11,I,B,B,True,0.5931111111111111,0.19888888888888895
20260919,11,11,J,B,B,True,0.5286666666666666,0.09911111111111104
20260919,11,11,K,OR,OR,True,0.7124705738705739,0.5144967032967034
20260919,11,11,L,B,OR,False,0.5147356453148375,0.13613795729634165
20260919,11,11,M,OR,OR,True,0.7371629629629629,0.5598814814814814
20260919,11,11,N,OR,OR,True,0.5368342069644395,0.14770545096591603
20260919,11,11,O,B,OR,False,0.3908888888888889,0.04022222222222227
20260919,11,11,P,B,B,True,0.4967817878028404,0.056008020050125285
20260919,12,12,A,OR,OR,True,0.7713333333333333,0.6317777777777778
20260919,12,12,B,B,OR,False,0.5709404853128992,0.23588097062579827
20260919,12,12,C,OR,OR,True,0.5057777777777778,0.05199999999999999
20260919,12,12,D,OR,B,False,0.48075555555555555,0.10439999999999999
20260919,12,12,E,B,OR,False,0.48666666666666664,0.0208888888888889
20260919,12,12,F,OR,OR,True,0.6398145593869732,0.38162911877394634
20260919,12,12,G,B,OR,False,0.5808786092214664,0.26440753618319757
20260919,12,12,H,OR,OR,True,0.7886590038314176,0.6839846743295019
20260919,12,12,I,B,B,True,0.5486666666666667,0.16177777777777785
20260919,12,12,J,B,B,True,0.498,0.03688888888888886
20260919,12,12,K,OR,OR,True,0.7667841634738186,0.6230063856960408
20260919,12,12,L,B,OR,False,0.5742518518518519,0.23917037037037042
20260919,12,12,M,OR,OR,True,0.768955300127714,0.6242886334610473
20260919,12,12,N,OR,OR,True,0.5463259259259259,0.18576296296296296
20260919,12,12,O,B,OR,False,0.6224752078609221,0.34581532711850166
20260919,12,12,P,B,B,True,0.4956888888888889,0.13115555555555558
20260919,13,13,A,OR,B,False,0.46779928315412184,0.0802437275985663
20260919,13,13,B,B,B,True,0.6152245476266416,0.34930683964510384
20260919,13,13,C,OR,OR,True,0.4831111111111111,0.09800000000000003
20260919,13,13,D,OR,B,False,0.6375770609318996,0.3695135688684075
20260919,13,13,E,B,B,True,0.4517777777777778,0.03222222222222226
20260919,13,13,F,OR,B,False,0.601958013312852,0.3116722990271378
20260919,13,13,G,B,B,True,0.6022060287971435,0.327009023280989
20260919,13,13,H,OR,OR,True,0.4315714669491265,0.04573060107403826
20260919,13,13,I,B,B,True,0.4988888888888889,0.09422222222222221
20260919,13,13,J,B,OR,False,0.44022222222222224,0.014888888888888896
20260919,13,13,K,OR,OR,True,0.5180227272727272,0.24822344411860536
20260919,13,13,L,B,B,True,0.6123955132739796,0.340764701611253
20260919,13,13,M,OR,OR,True,0.4514095262974573,0.13827690981000212
20260919,13,13,N,OR,B,False,0.47108849169147543,0.07703622382537778
20260919,13,13,O,B,B,True,0.6122449096316632,0.3502437275985663
20260919,13,13,P,B,B,True,0.645926267281106,0.38319610855094727
20260919,14,14,A,OR,OR,True,0.693265306122449,0.4311972789115646
20260919,14,14,B,B,B,True,0.512,0.12044444444444447
20260919,14,14,C,OR,B,False,0.5444444444444444,0.1419999999999999
20260919,14,14,D,OR,B,False,0.5186666666666667,0.10888888888888898
20260919,14,14,E,B,B,True,0.584,0.2846666666666666
20260919,14,14,F,OR,OR,True,0.6994875283446712,0.4276417233560091
20260919,14,14,G,B,B,True,0.5157908496732025,0.21112418300653585
20260919,14,14,H,OR,OR,True,0.7609370813459484,0.5810912763572863
20260919,14,14,I,B,B,True,0.654888888888889,0.34088888888888896
20260919,14,14,J,B,B,True,0.5928888888888889,0.23022222222222227
20260919,14,14,K,OR,OR,True,0.6930430839002267,0.4843083900226757
20260919,14,14,L,B,B,True,0.46068027210884355,2.7210884353701115e-05
20260919,14,14,M,OR,OR,True,0.6810430839002267,0.45764172335600906
20260919,14,14,N,OR,B,False,0.4849307244120718,0.018506401426172436
20260919,14,14,O,B,B,True,0.4602222222222222,0.16288888888888886
20260919,14,14,P,B,B,True,0.5246666666666667,0.12377777777777782
20260919,15,15,A,OR,OR,True,0.754825396825397,0.5625396825396827
20260919,15,15,B,B,OR,False,0.4385762740183793,0.0126261947203124
20260919,15,15,C,OR,B,False,0.5886666666666667,0.18622222222222218
20260919,15,15,D,OR,OR,True,0.494,0.118
20260919,15,15,E,B,B,True,0.5928888888888889,0.21844444444444444
20260919,15,15,F,OR,OR,True,0.6935873015873016,0.43050793650793656
20260919,15,15,G,B,OR,False,0.39151629072681704,0.025444486885663364
20260919,15,15,H,OR,OR,True,0.7832211194653299,0.6400381114692735
20260919,15,15,I,B,B,True,0.6586666666666667,0.3302222222222223
20260919,15,15,J,B,B,True,0.6233333333333333,0.26088888888888884
20260919,15,15,K,OR,OR,True,0.6748888888888889,0.5024333333333333
20260919,15,15,L,B,OR,False,0.518789724310777,0.14578293862999753
20260919,15,15,M,OR,OR,True,0.626,0.42353703703703705
20260919,15,15,N,OR,OR,True,0.5033724644945697,0.04843175414733514
20260919,15,15,O,B,B,True,0.3967210713950652,0.05097896613190728
20260919,15,15,P,B,OR,False,0.4902222222222222,0.11288888888888887
20260919,16,16,A,OR,OR,True,0.7361339869281046,0.5169346405228759
20260919,16,16,B,B,B,True,0.46641830065359474,0.04428104575163394
20260919,16,16,C,OR,B,False,0.4744444444444444,0.016666666666666607
20260919,16,16,D,OR,OR,True,0.5771111111111111,0.1916666666666667
20260919,16,16,E,B,B,True,0.5117777777777778,0.09133333333333332
20260919,16,16,F,OR,OR,True,0.7268165266106443,0.4827997198879553
20260919,16,16,G,B,B,True,0.43241666666666667,0.05908333333333338
20260919,16,16,H,OR,OR,True,0.7956377543265367,0.64600796729965
20260919,16,16,I,B,B,True,0.5615555555555556,0.16911111111111116
20260919,16,16,J,B,B,True,0.5213333333333333,0.10288888888888886
20260919,16,16,K,OR,OR,True,0.7317777777777777,0.5993888888888889
20260919,16,16,L,B,OR,False,0.46344164332399623,0.01799439775910361
20260919,16,16,M,OR,OR,True,0.7028148148148148,0.5594814814814815
20260919,16,16,N,OR,OR,True,0.5258300349597202,0.10929175337221864
20260919,16,16,O,B,B,True,0.39805555555555555,0.04227777777777775
20260919,16,16,P,B,OR,False,0.5602222222222223,0.1579444444444445
20260919,17,17,A,OR,OR,True,0.5483895108722695,0.1800893665721252
20260919,17,17,B,B,B,True,0.5217724266747438,0.12132263112726538
20260919,17,17,C,OR,B,False,0.5308888888888889,0.13044444444444442
20260919,17,17,D,OR,OR,True,0.4941755827248597,0.06668066736542816
20260919,17,17,E,B,B,True,0.5637777777777778,0.1842222222222223
20260919,17,17,F,OR,OR,True,0.6310458905134471,0.32997683849815845
20260919,17,17,G,B,B,True,0.5880943115960721,0.2692997343032553
20260919,17,17,H,OR,OR,True,0.5912469531107462,0.28304563035942343
20260919,17,17,I,B,B,True,0.6191111111111112,0.2768888888888889
20260919,17,17,J,B,B,True,0.5546666666666666,0.16999999999999998
20260919,17,17,K,OR,OR,True,0.4616256132756133,0.11414011544011543
20260919,17,17,L,B,OR,False,0.4732456266776592,0.019602364466429434
20260919,17,17,M,OR,OR,True,0.438702861952862,0.08140572390572393
20260919,17,17,N,OR,OR,True,0.503621962429585,0.08497572562545347
20260919,17,17,O,B,B,True,0.6348222669349429,0.3694223116476637
20260919,17,17,P,B,B,True,0.5189072724169499,0.11569960230516413
20260919,18,18,A,OR,OR,True,0.6005623825598432,0.27153947588031146
20260919,18,18,B,B,B,True,0.5896503890445067,0.2635705344764169
20260919,18,18,C,OR,B,False,0.511763440860215,0.14998566308243716
20260919,18,18,D,OR,B,False,0.5085973984645499,0.11119625232910102
20260919,18,18,E,B,B,True,0.5455555555555556,0.21466666666666667
20260919,18,18,F,OR,OR,True,0.5229644989619596,0.11767704201787765
20260919,18,18,G,B,B,True,0.6164951701892878,0.3243409048467872
20260919,18,18,H,OR,OR,True,0.7137721284706819,0.49899658982485706
20260919,18,18,I,B,B,True,0.5776845878136201,0.28346236559139787
20260919,18,18,J,B,B,True,0.5548387096774193,0.22617204301075267
20260919,18,18,K,OR,OR,True,0.6971984185958793,0.5487755119163475
20260919,18,18,L,B,B,True,0.5649960119401296,0.2087112752171576
20260919,18,18,M,OR,OR,True,0.6360947148921755,0.46190143784227344
20260919,18,18,N,OR,B,False,0.471568684102596,0.04253104186542306
20260919,18,18,O,B,B,True,0.5851515674956852,0.2564668307727132
20260919,18,18,P,B,B,True,0.5473381392052905,0.18989995603280457
20260919,19,19,A,OR,OR,True,0.544,0.3072657004830918
20260919,19,19,B,B,OR,False,0.42667455621301775,0.10193762684732588
20260919,19,19,C,OR,B,False,0.6461777777777779,0.3601777777777779
20260919,19,19,D,OR,B,False,0.4871111111111111,0.07133333333333336
20260919,19,19,E,B,B,True,0.5995555555555556,0.3331111111111112
20260919,19,19,F,OR,OR,True,0.6696114214773433,0.4647225325884544
20260919,19,19,G,B,OR,False,0.3573648915187377,0.028094820081442207
20260919,19,19,H,OR,OR,True,0.6053491124260355,0.3894707058772462
20260919,19,19,I,B,B,True,0.7484394444444444,0.52487
20260919,19,19,J,B,B,True,0.6557511111111112,0.39019555555555563
20260919,19,19,K,OR,OR,True,0.4533333333333333,0.15704347826086962
20260919,19,19,L,B,OR,False,0.5160039447731756,0.26371277477632
20260919,19,19,M,OR,OR,True,0.4968888888888889,0.23282125603864734
20260919,19,19,N,OR,B,False,0.46319058833867455,0.08423825434787902
20260919,19,19,O,B,B,True,0.40406894777463337,0.1323030982395531
20260919,19,19,P,B,B,True,0.4968888888888889,0.09155555555555556
20260919,20,20,A,OR,OR,True,0.5634001134354075,0.21968911575970396
20260919,20,20,B,B,B,True,0.5650000699658688,0.3040001399317376
20260919,20,20,C,OR,OR,True,0.5608888888888889,0.19111111111111106
20260919,20,20,D,OR,B,False,0.5535693573340633,0.19536093689034872
20260919,20,20,E,B,B,True,0.49977777777777777,0.07466666666666666
20260919,20,20,F,OR,OR,True,0.525323571958866,0.12153603280662101
20260919,20,20,G,B,B,True,0.5309150326797386,0.2911633986928105
20260919,20,20,H,OR,OR,True,0.6865389759098257,0.4783720694667102
20260919,20,20,I,B,B,True,0.4602222222222222,0.022888888888888903
20260919,20,20,J,B,OR,False,0.4906666666666667,0.06888888888888894
20260919,20,20,K,OR,OR,True,0.6838826705828072,0.5177653411656143
20260919,20,20,L,B,B,True,0.5528251051276128,0.25587243247744784
20260919,20,20,M,OR,OR,True,0.6881531359199392,0.5294173829509895
20260919,20,20,N,OR,OR,True,0.5024927229366296,0.11254100142881474
20260919,20,20,O,B,B,True,0.5111372549019608,0.2946928104575164
20260919,20,20,P,B,B,True,0.6319503097150156,0.3474561749855868
20260919,21,21,A,OR,OR,True,0.6068292682926829,0.2596585365853658
20260919,21,21,B,B,B,True,0.518119862240289,0.0855730578139115
20260919,21,21,C,OR,OR,True,0.4891190476190476,0.021785714285714297
20260919,21,21,D,OR,B,False,0.506,0.07755555555555554
20260919,21,21,E,B,B,True,0.48444444444444446,0.03284920634920635
20260919,21,21,F,OR,OR,True,0.4927882307394503,0.044465350367789425
20260919,21,21,G,B,B,True,0.522305753674961,0.10057918411759875
20260919,21,21,H,OR,OR,True,0.6706395663956639,0.3950245873367825
20260919,21,21,I,B,B,True,0.5651111111111111,0.14977777777777784
20260919,21,21,J,B,B,True,0.5077777777777778,0.055320105820105825
20260919,21,21,K,OR,OR,True,0.6581041666666666,0.46109722222222216
20260919,21,21,L,B,B,True,0.48186073202993934,0.007943686282100959
20260919,21,21,M,OR,OR,True,0.610326388888889,0.36087500000000017
20260919,21,21,N,OR,OR,True,0.5220357336430507,0.08758705170168585
20260919,21,21,O,B,B,True,0.5468081105773179,0.1587111706495853
20260919,21,21,P,B,B,True,0.532,0.12688888888888894
20260919,22,22,A,OR,OR,True,0.8364444444444444,0.7484444444444445
20260919,22,22,B,B,OR,False,0.5517777777777778,0.30733333333333335
20260919,22,22,C,OR,OR,True,0.5497777777777777,0.17022222222222216
20260919,22,22,D,OR,B,False,0.4826666666666667,0.2033333333333333
20260919,22,22,E,B,OR,False,0.6188888888888889,0.3373333333333334
20260919,22,22,F,OR,OR,True,0.7431111111111111,0.5733333333333333
20260919,22,22,G,B,OR,False,0.45866666666666667,0.22777777777777777
20260919,22,22,H,OR,OR,True,0.8044444444444444,0.6908888888888889
20260919,22,22,I,B,B,True,0.4597777777777778,0.06488888888888888
20260919,22,22,J,B,OR,False,0.5193333333333333,0.12066666666666664
20260919,22,22,K,OR,OR,True,0.8,0.6771111111111112
20260919,22,22,L,B,OR,False,0.5857777777777778,0.3331111111111112
20260919,22,22,M,OR,OR,True,0.8104444444444444,0.6977777777777777
20260919,22,22,N,OR,OR,True,0.608111111111111,0.3412222222222222
20260919,22,22,O,B,OR,False,0.5853333333333333,0.32933333333333326
20260919,22,22,P,B,B,True,0.5524444444444445,0.3175555555555556
20260919,23,23,A,OR,OR,True,0.7202222222222222,0.5277777777777778
20260919,23,23,B,B,B,True,0.55,0.19177777777777782
20260919,23,23,C,OR,B,False,0.5780653594771241,0.23568627450980384
20260919,23,23,D,OR,OR,True,0.6107222222222222,0.29611904761904756
20260919,23,23,E,B,B,True,0.5351111111111112,0.20088888888888895
20260919,23,23,F,OR,OR,True,0.7254187675070028,0.5011311858076565
20260919,23,23,G,B,B,True,0.5564444444444445,0.21155555555555566
20260919,23,23,H,OR,OR,True,0.7208888888888888,0.5517777777777777
20260919,23,23,I,B,B,True,0.67,0.3615555555555556
20260919,23,23,J,B,B,True,0.5907320261437908,0.25324183006535944
20260919,23,23,K,OR,OR,True,0.6431111111111111,0.4308888888888889
20260919,23,23,L,B,B,True,0.5311111111111111,0.1462222222222222
20260919,23,23,M,OR,OR,True,0.6464444444444445,0.4522222222222223
20260919,23,23,N,OR,OR,True,0.505962962962963,0.08840740740740738
20260919,23,23,O,B,B,True,0.528,0.16000000000000003
20260919,23,23,P,B,OR,False,0.5760238095238095,0.22942063492063486
20260919,24,24,A,OR,OR,True,0.6186666666666666,0.30488888888888876
20260919,24,24,B,B,B,True,0.5482592592592592,0.23807407407407405
20260919,24,24,C,OR,OR,True,0.5297777777777778,0.15244444444444444
20260919,24,24,D,OR,B,False,0.6628888888888889,0.4031111111111111
20260919,24,24,E,B,OR,False,0.494,0.08244444444444443
20260919,24,24,F,OR,OR,True,0.5506296296296296,0.13881481481481478
20260919,24,24,G,B,B,True,0.48044444444444445,0.17888888888888888
20260919,24,24,H,OR,OR,True,0.7712962962962963,0.6003703703703703
20260919,24,24,I,B,B,True,0.5146666666666666,0.11266666666666658
20260919,24,24,J,B,OR,False,0.4568888888888889,0.01777777777777778
20260919,24,24,K,OR,OR,True,0.7133333333333333,0.5428888888888888
20260919,24,24,L,B,B,True,0.5579999999999999,0.2191111111111111
20260919,24,24,M,OR,OR,True,0.7195555555555555,0.5575555555555555
20260919,24,24,N,OR,OR,True,0.5100808080808081,0.10682828282828288
20260919,24,24,O,B,B,True,0.45511111111111113,0.16333333333333333
20260919,24,24,P,B,B,True,0.7493333333333333,0.578
20260919,25,25,A,OR,OR,True,0.417985878445718,0.055305090224769315
