relative_path,class_label,rpm,bearing,fr,FTF,BPFO,BPFI,BSF,BPFO_order,BPFI_order,BSF_order,FTF_order,frequency_use
source_domain/cwru_12khz_fe/IR021_3.mat,IR,1737.0,SKF6203_FE,28.95,11.048475935828877,99.4362834224599,161.11371657754012,115.44326211262162,3.4347593582887703,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@12_0.mat,OR,1797.0,SKF6203_FE,29.95,11.430115864527629,102.87104278074867,166.67895721925134,119.43093956038057,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@12_1.mat,OR,1775.0,SKF6203_FE,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,3.4347593582887703,5.565240641711231,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@12_2.mat,OR,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@12_3.mat,OR,1733.0,SKF6203_FE,28.883333333333333,11.023033273915628,99.20729946524064,160.74270053475936,115.17741694943767,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@3_0.mat,OR,1797.0,SKF6203_FE,29.95,11.430115864527629,102.87104278074867,166.67895721925134,119.43093956038057,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@3_1.mat,OR,1776.0,SKF6203_FE,29.6,11.296541889483066,101.66887700534761,164.73112299465245,118.03525245366495,3.4347593582887703,5.565240641711231,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@3_2.mat,OR,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@3_3.mat,OR,1733.0,SKF6203_FE,28.883333333333333,11.023033273915628,99.20729946524064,160.74270053475936,115.17741694943767,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@6_0.mat,OR,1797.0,SKF6203_FE,29.95,11.430115864527629,102.87104278074867,166.67895721925134,119.43093956038057,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@6_1.mat,OR,1776.0,SKF6203_FE,29.6,11.296541889483066,101.66887700534761,164.73112299465245,118.03525245366495,3.4347593582887703,5.565240641711231,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@6_2.mat,OR,1756.0,SKF6203_FE,29.266666666666666,11.169328579916815,100.52395721925133,162.87604278074866,116.70602663774528,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR007@6_3.mat,OR,1733.0,SKF6203_FE,28.883333333333333,11.023033273915628,99.20729946524064,160.74270053475936,115.17741694943767,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR014@3_0.mat,OR,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR014@3_1.mat,OR,1774.0,SKF6203_FE,29.566666666666666,11.283820558526442,101.55438502673798,164.54561497326205,117.90232987207297,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR014@3_2.mat,OR,1752.0,SKF6203_FE,29.2,11.143885918003566,100.29497326203209,162.50502673796794,116.44018147456136,3.4347593582887703,5.565240641711231,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR014@3_3.mat,OR,1728.0,SKF6203_FE,28.8,10.991229946524065,98.92106951871658,160.27893048128342,114.84511049545777,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR014@6_0.mat,OR,1797.0,SKF6203_FE,29.95,11.430115864527629,102.87104278074867,166.67895721925134,119.43093956038057,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR021@3_1.mat,OR,1773.0,SKF6203_FE,29.55,11.277459893048128,101.49713903743316,164.45286096256686,117.83586858127698,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR021@3_2.mat,OR,1751.0,SKF6203_FE,29.183333333333334,11.137525252525252,100.23772727272727,162.41227272727272,116.37372018376539,3.43475935828877,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR021@3_3.mat,OR,1728.0,SKF6203_FE,28.8,10.991229946524065,98.92106951871658,160.27893048128342,114.84511049545777,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/OR021@6_0.mat,OR,1797.0,SKF6203_FE,29.95,11.430115864527629,102.87104278074867,166.67895721925134,119.43093956038057,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_48khz_normal/N_0.mat,N,1796.0,SKF6205_DE,29.933333333333334,11.922697896334851,107.30428106701365,162.09571893298633,141.08907248279553,3.5847755367599214,5.415224463240078,4.713443401429695,0.39830839297332465,hypothetical reference only; N has no fault truth
source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,1772.0,SKF6205_DE,29.533333333333335,11.763374539145522,105.87037085230969,159.92962914769032,139.20369512222365,3.5847755367599214,5.415224463240079,4.713443401429695,0.39830839297332465,hypothetical reference only; N has no fault truth
source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,1750.0,SKF6205_DE,29.166666666666668,11.617328128388635,104.55595315549772,157.94404684450228,137.47543254169943,3.5847755367599214,5.415224463240078,4.713443401429695,0.3983083929733246,hypothetical reference only; N has no fault truth
source_domain/cwru_48khz_normal/N_3.mat,N,1725.0,SKF6205_DE,28.75,11.451366297983084,103.06229668184776,155.68770331815224,135.51149779110372,3.584775536759922,5.415224463240078,4.713443401429695,0.39830839297332465,hypothetical reference only; N has no fault truth
